,Address
422500,"17 SAND DUNE COTTAGES, BANNA, ARDFERT"
422501,"18 RUSSELL CLOSE, BALLYKEEFE, CO LIMERICK"
422502,"19 Cluain na Greine, Cloneygowan, Tullamore"
422503,"2 EMSWORTH PARK, KINSEALY LANE, DUBLIN"
422504,"2 GARRYDUFF EAST, DUNDRUM, TIPPERARY"
422505,"20 Meadowbank Green, Millers Glen, Swords"
422506,"21 SPRINGFIELD EST, DUNTAHANE RURAL, FERMOY"
422507,"21 THE BEECHES, CALLYSTOWN RD, CLOGHERHEAD"
422508,"22 HEATHER LANE, ESKER HILLS, PORTLAOISE"
422509,"23 BURRELLS WALK, COLLEGE PARK, KILKENNY"
422510,"23 LOWER TINAHASK, ARKLOW, CO WICKLOW"
422511,"24 GLEN ABHAINN GROVE, JOHNSTOWN RD, ENFIELD"
422512,"26 MARIAN SQ, CLARA, OFFALY"
422513,"28 Tuairin, Roscam, Coast Road"
422514,"283 COILLE BHEITHE, ST CONLONS RD, NENAGH TIPPERARY"
422515,"29 RUSSELL CRESCENT, RUSSELL SQ, DUBLIN 24"
422516,"3 beech park, cabinteely"
422517,"3 ENDSLEIGH PLACE, PRIESTS RD, TRAMORE"
422518,"3 MANOR CLOSE, KINGSTON, GALWAY CITY"
422519,"30 GRANGE VILLAGE, MULLINGAR, CO WESTMEATH"
422520,"32 WINDSOR COURT, STRADBROOK RD, BLACKROCK"
422521,"33 ORIEL COVE, CLOGHERHEAD, LOUTH"
422522,"33 QUIGNALEGAN, BALLINA, CO MAYO"
422523,"34 CHURCH VIEW, BASTION COURT, ATHLONE"
422524,"34 SMITHFIELD MARKET, SMITHFIELD, DUBLIN 7"
422525,"37 MONTPELIER VIEW, TALLAGHT, DUBLIN"
422526,"37 SEFTON, ROCHESTOWN AVE, DUN LAOGHAIRE"
422527,"38 OWENDOHER LODGE, BALLYBODEN RD, RATHFARNHAM DUBLIN 16"
422528,"4 GORTREAGH, FOSSA, KILLARNEY"
422529,"40 SANDYFORD HALL PARK, SANDYFORD, DUBLIN 18"
422530,"41 Hamilton Avenue, Mount Hamilton, Carrick Road"
422531,"44 ASHFIELD ROAD, RANELAGH, DUBLIN 6"
422532,"45 GRANGE LODGE AVE, CLONGRIFFIN, DUBLIN 13"
