,Address
92500,"33 Cedar Grove  The Cedars, Ridgewood  Forrest Road, Swords"
92501,"33 CLONMINCH WOOD, TULLAMORE, OFFALY"
92502,"33 FLORAVILLE AVE, CLONDALKIN, DUBLIN 22"
92503,"34 CASTLE VIEW LAWNS, SWORDS DOWNS, SWORDS"
92504,"34 THE VILLAGE, DRUMCONDRA, DUBLIN 3"
92505,"35 RINAWADE PARK, EASTON RD, LEIXLIP"
92506,"37 TARA COVE, BAILE BRIGIN, CO ÁTHA CLIATH"
92507,"38 BLOOMFIELD PARK, BLOOMFIELD AVE, DONNYBROOK DUBLIN 4"
92508,"39 Castlepark Square, Castlepark, Maynooth"
92509,"39 Castlerock Avenue, Castleconnell"
92510,"39 Cedar Grove, Ridgewood, Swords"
92511,"39 O'RAHILLY VILLAS, TRALEE, CO. KERRY"
92512,"39 ROWAN HILL, MOUNT OVAL, ROCHESTOWN"
92513,"399 BALLYFERMOT RD, DUBLIN 10, DUBLIN"
92514,"4 BOYNE TERRACE, CHORD ROAD, DROGHEDA"
92515,"4 CANAL VIEW, DAINGEAN, OFFALY"
92516,"4 Coolegrean Retirement Village, Killarney"
92517,"4 DUNCAN COURT, VERNON AVE, CLONTARF DUBLIN 3"
92518,"4 GRANGEBROOK PARK, WHITECHURCH RD, RATHFARNHAM"
92519,"4 HEATHER LAWN, RATHFARNHAM, DUBLIN 16"
92520,"4 INVER GEAL, CARRICK ON SHANNON, ROSCOMMON"
92521,"4 LIOS RUA, BALLYCASEY, SHANNON"
92522,"40 Castlepark Residence, Castlepark Road Sandycove"
92523,"40 CHALFONT AVE, MALAHIDE, DUBLIN"
92524,"40 CURRAGH WOODS, FRANKFIELD, DOUGLAS"
92525,"41 MANORFIELDS WALK, CLONEE, DUBLIN 15"
92526,"42 BOURNE AVE, ASHBOURNE, MEATH"
92527,"42 Marella, Enniscrone"
92528,"43 AN LUS MOR, WEXFORD, WEXFORD"
92529,"44 Wolseley Park, Mount Wolseley, Tullow"
92530,"45 ROCKENHAM, FERRYBANK, WATERFORD"
92531,"46 HEYTESBURY LANE, BALLSBRIDGE, DUBLIN 4"
92532,"46 REGINALD ST, THE COOMBE, DUBLIN 8"
92533,"46 River Cresent, Virginia"
92534,"46A, NEW CABRA RD, DUBLIN 7"
92535,"47 Wolseley Park, Mount Wolseley, Tullow"
92536,"48 HOLBORN ST, SLIGO, SLIGO"
92537,"48 PARKVIEW DR, GORTLEE, LETTERKENNY"
92538,"48 THE AVE, CASTLETOWN, CELBRIDGE"
92539,"49 GILTSPUR BROOK, BRAY, WICKLOW"
92540,"49 Liosbourne, Carrigaline"
92541,"5 Coolegrean Retirement Village, Killarney"
92542,"5 DUBLIN RD, NAAS, KILDARE"
92543,"5 Dun Ri, Bunratty"
92544,"5 GORT AN OIR, LISPOLE, CO KERRY"
92545,"5 Red Arches Road, The Coast, Baldoyle"
92546,"50 CROSSFORGE, SAGGART, CO DUBLIN"
92547,"50 OAKLEY RD, RANELAGH, DUBLIN 6"
92548,"50 THE SANDERLING THORNWOOD, BOOTERSTOWN AVE, BOOTERSTOWN"
92549,"50 TREES RD, MOUNT MERRION, DUBLIN"
92550,"51 KERDIFF CLOSE, MONREAD RD, NAAS"
92551,"51 NEWTOWN PARK, LEIXLIP, KILDARE"
92552,"53 GRENVILLE, DUBLIN RD, PORTLAOISE"
92553,"54 THE PARK, WOLSTAN HAVEN, CELBRIDGE"
