,Address
347500,"Unit 3, Ground Floor  Greygates Hall, Roebuck Avenue  Mount Merrion"
347501,"1-23, Shackleton Hall, Shackleton Park"
347502,"1 Ardsolus, Old Naas Road, Brownsbarn"
347503,"1 BEECHGROVE, OLDCASTLE, CO MEATH"
347504,"1 BELARMINE COURT, ENNISKERRY RD, STEPASIDE DUBLIN 18"
347505,"1 BLUE CEDARS, THE PARK, BALLYBOFEY"
347506,"1 Brooklane, Glanmire, Co. Cork"
347507,"1 CLONWOOD HEIGHTS, CLANE, KILDARE"
347508,"1 Corrybeg Way, Templeogue, Dublin 6W"
347509,"1 CREAGH DEMESNE, GOREY, WEXFORD"
347510,"1 GILFORD COURT, SANDYMOUNT, DUBLIN 4"
347511,"1 HUBAND COURT, PERCY PLACE, BALLSBRIDGE DUBLIN 4"
347512,"1 LINDSAY MEWS, ASHBOURNE, MEATH"
347513,"1 LOUGHNAGEER, ROCHESTOWN, WELLINGTONBRIDGE"
347514,"1 Sumerton Copse, Newcastle Road, Lucan"
347515,"1 The Mews, College Manor, Carrignafoy"
347516,"1 VILLAGE GREEN, RATHFARNHAM, DUBLIN 14"
347517,"1 VINEGAR HILL VILLAS, ENNISCORTHY, WEXFORD"
347518,"10 AN SILIN, CAPPAGH RD, GALWAY"
347519,"10 Beaulieu Village, Termonfeckin Road, Drogheda"
347520,"10 KILMURRY ROAD, GARRYOWEN, CO LIMERICK"
347521,"10 LIFFEY WOOD, LIFFEY VALLEY PARK, LUCAN"
347522,"10 MILL COURT, BRIDGE ST, GORT"
347523,"10 THE BEECHES, ARD CASHEL, WATERGRASSHILL"
347524,"10 The Glades, Old Grange Wood, Monasterevin"
347525,"10 THE MEWS, LEE RD, CORK"
347526,"10 WESTERN TERRACE, DUNGARVAN, WATERFORD"
347527,"10 WILLBROOK RD, RATHFARNHAM, DUBLIN 14"
347528,"10 WOLSELEY COURT, TULLOW, CARLOW"
347529,"10 WOODVIEW, BALLYMURN, ENNISCORTHY"
347530,"100 ROYAL CANAL COURT, ROYAL CANAL WAY, ASHTOWN DUBLIN 15"
347531,"104 BAR NA DEARG, BALLINA, CO MAYO"
347532,"104 CROZON PARK, SLIGO, SLIGO"
347533,"109 BEECHWOOD COURT, STILLORGAN RD, STILLORGAN"
347534,"11 A FITZHAVEN SQ, SOUTH CIRCULAR RD, LIMERICK"
347535,"11 AN GRIANAN, BALLINROAD, DUNGARVAN"
347536,"11 ANNESLEY COURT, CAMOLIN, WEXFORD"
347537,"11 ARDKILL PLACE, BALLINAGH, CAVAN"
347538,"11 ASHWOOD HOUSE, KIMMAGE RD LOWER, KIMMAGE"
347539,"11 COLLINS LANE, TULLAMORE, OFFALY"
347540,"11 Cove Walk Avenue, Kinsale Manor, Kinsale"
347541,"11 DOMVILLE GROVE, KILLINEY HILL RD, KILLINEY DUBLIN"
347542,"11 Shackleton Gate, Shackleton Park, Lucan"
347543,"11 THATCHERS WAY LUSK VILLAGE LUSK, DUBLIN"
347544,"11 The Elms, Archerstown Demesne, Ashbourne"
347545,"110 PALACE FIELDS, TUAM, GALWAY"
347546,"1122 WHEATFIELD, ARDCLOUGH, STRAFFAN KILDARE"
347547,"113 COMERAGH RD, DRIMNAGH, DUBLIN 12"
347548,"113 WAINSFORT MANOR DR, TERENURE, DUBLIN 6W"
347549,"116 KINCORA GROVE, CLONTARF, DUBLIN 3"
347550,"12 ARDGROOM LEISURE VILLAGE, ARDGROOM, BEARA"
347551,"12 CARRICKBRACK HEATH, SUTTON, DUBLIN 13"
347552,"12 CHERRYFIELD DR, WALKINSTOWN, DUBLIN 12"
347553,"12 LAMBERSTOWN MANOR, KILMESSAN, MEATH"
347554,"12 OAKLEY COURT, OAKLEY RD, RANELAGH DUBLIN 6"
347555,"12 PHOENIX AVE, CASTLEKNOCK, DUBLIN 15"
347556,"12 THE AVENUE, GREENVALLEY, DONNYBROOK"
347557,"120 TUBBERCLAIRE MEADOWS, ATHLUMNEY, NAVAN"
347558,"122 AN FIODAN, DOUGHISKA RD, GALWAY"
347559,"124 DUN NA COIRIBE, HEADFORD RD, GALWAY CITY"
347560,"128 SILVERLAWNS, NAVAN, MEATH"
347561,"13 APPLEWOOD CRESCENT, SWORDS, DUBLIN"
347562,"13 Castle Rivers, Conna, Co Cork"
347563,"13 CONVENT CT, CHURCH ST, MOATE"
347564,"13 COOLDRIONA COURT, SWORDS, DUBLIN"
347565,"13 DEL VAL COURT, SUTTON, DUBLIN 13"
347566,"13 DUN LEINN, OLD MONIVEA RD, GALWAY"
347567,"13 GLAS NA HABHA1NN, ATTITRORY, CARRICK ON SHANNON"
347568,"13 GLENBOURNE RD, LEOPARDSTOWN VALLEY, DUBLIN 18"
347569,"13 LINNETFIELD COURT, CLONEE, DUBLIN 15"
347570,"13 NEWGARDEN, BELCLARE, TUAM"
347571,"13 ORCHARD HEIGHTS, CHARLEVILLE, CORK"
347572,"13 The Meadows, Ros Mor, Kilmallock Road"
347573,"13 WOODFORD DR, CLONDALKIN, DUBLIN 22"
347574,"139 GREENLEA RD, TERENURE, DUBLIN"
347575,"139 RAHENY RD, RAHENY, DUBLIN 5"
347576,"139 THE PENINSULA, ALEXANDRA WALK, CLANE"
347577,"14 BRICKFIELD, TRINITY GARDENS, DROGHEDA"
347578,"14 Cnoc Dubh Green, Ballyboughal, County Dublin"
347579,"14 INCHICORE TERRACE NORTH, INCHICORE, DUBLIN 8"
347580,"14 PALMER COURT, PALMER RD, RUSH"
347581,"14 ROS NA HINSE, CARRICK ON SHANNON, LEITRIM"
347582,"14 SRUTH NA MHUILLEANN, DURRUS, CO CORK"
347583,"14 THE STABLEYARD, OLDTOWN DEMESNE, SALLINS RD"
347584,"144 LEE DR, BALLINORIG, TRALEE"
347585,"146 THE GLEBE, MAUDLIN ST, KELLS"
347586,"149 ELTON COURT, LEIXLIP, KILDARE"
347587,"15 ALLENDALE GLEN, PHIBBLESTOWN, CLONSILLA DUBLIN 15"
347588,"15 ANNADALE AVENUE, FAIRVIEW, DUBLIN 3"
347589,"15 BEECH COURTYARD, BELLVIEW WOODS, BALLYDOWNY"
347590,"15 COIS NA COILLE, PALATINE RD, POLLERTON"
347591,"15 CRESCENT COURT, DOORADOYLE, LIMERICK"
347592,"15 CURRAGH RD, TURNERS CROSS, CORK"
347593,"15 EIRE STREET, GOREY, CO WEXFORD"
347594,"15 OAK HILL, CASTLECOMER, KILKENNY"
347595,"15 PARK WOOD, GRANGERATH, DROGHEDA"
347596,"15 THE MILLRACE, CHAPELIZOD, DUBLIN 20"
347597,"15 WOODBROOK HALL, RIVERWOOD RD, CASTLEKNOCK DUBLIN 15"
