,Address
15000,"Bungowla, Inis Mor, Aran Islands"
15001,"Cahore, Ballygarrett, Gorey"
15002,"Church St, Cahir"
15003,"Cloruske Upper, Royal Oak, Bagenalstown"
15004,"Crosserlough, Castlerahan"
15005,"Downeen, Rosscarbery"
15006,"Dromina, Charleville"
15007,"Dungeer, Taghmon"
15008,"Fáilte, South Shore Road, Rush."
15009,"Ferranaglough, Oldcastle"
15010,"Ferrier House, Ballaghstown Lane, Lusk"
15011,"Fir Lodge, Old Town, Roundwood"
15012,"Flat 4, 49 Sydney Parade Avenue, Sandymount"
15013,"Kilmacogue, Oola, Co. Limerick"
15014,"Knockauncore, Kilcummin, Killarney"
15015,"Lislary, Ballinfull"
15016,"Longridge, Bridgetown"
15017,"Newdown, The Downs, Mullingar"
15018,"No 5 Oldwood, Ardsallagh, Roscommon"
15019,"Noard, Two Mile Borris, Thurles"
15020,"Number 2  Townhouse, Stephens Court, New Ross"
15021,"Property Known As Hilltop, Conary  Redcross, Co Wicklow"
15022,"Rathgorgan, Athenry, Co Galway"
15023,"Ryecroft, Ballybrack, Waterville"
15024,"Scart, Kildorrery"
15025,"Sheehaun, Ballagh"
15026,"Sheepwalk, Frenchpark"
15027,"Silverfield, Liscul, Castlerea"
15028,"Strandhill, Sligo"
15029,"THE OLD FARMHOUSE, LEABEG BLUEBALL, TULLAMORE"
15030,"The Strand, Eyeries, Beara"
15031,"Thornbury, Trabeg Lawn, South Douglas Road"
15032,"Turin Cross, Mullingar"
15033,"15 Mount Argus Close, Harolds Cross"
15034,"26 Straffan Grove, Adamstown, Co Dublin"
15035,"55 Mount Prospect Grove, Clontarf"
15036,"Apartment3 Station House, Clifden"
15037,"Aughrais, Templeboy, Co Sligo"
15038,"Water Street, Bruree"
15039,"1  Kilcleagh Park, Castledaly, Moate"
15040,"1 Beechwood Avenue, Oakfield, Charleville"
15041,"10 Castleknock Glade, Castleknock, Dublin"
15042,"10 Fountain Court, Tralee"
15043,"101 Clonliffe Avenue, Drumcondra"
15044,"103 Renmore Park, Renmore"
15045,"14 Stocking Wood Rise, Stocking Wood, Rathfarnham Dublin 16"
15046,"14 The Old Forge, Hayden's Lane, Finnstown Lucan"
15047,"15 Ashgrove, Baskin Lane, Kinsealy"
15048,"15 Springfort Meadows, Limerick Road, Nenagh"
15049,"16  Chestnut Grove, Bridgemount, Carrigaline"
15050,"16 A GLENVIEW HEIGHTS, MULLINGAR"
15051,"16 Bushy Park, Ballisodare"
15052,"18 Waterstone, Ballina"
15053,"2 Ashewood green, Ashbourne"
15054,"2 Church Road, Dalkey"
15055,"2 CLOS NA hEAGLAISE, KILFENORA"
