,Address
95000,"30 THE CRESCENT, ENNIS, CLARE"
95001,"10 DEERPARK COURT, FRIARS WALK, CORK"
95002,"14 Clyde Lane, Ballsbridge, Dublin 4"
95003,"140 Bridge Meadow, Milehouse Road, Enniscorthy"
95004,"14Coonagh Court, Doon"
95005,"15 CHERRY DR, GLENCAIRIN, DOORADOYLE"
95006,"15 MOUNTJOY ST MIDDLE, BROADSTONE, DUBLIN 7"
95007,"16 Coonagh Court, Doon"
95008,"16 DAWSON COURT, CROSS AVE, BLACKROCK"
95009,"172 DALTON PARK, MULLINGAR, WESTMEATH"
95010,"18 Church Street, Dungarvan"
95011,"18 Duirling, Roscam, Galway"
95012,"19 PARKNAMORE RISE, BALLINCOLLIG, CORK"
95013,"20 CLOIS CROINN SALTOWN, DUNDALK CO LOUTH"
95014,"21 AUGHRIM HALL, AUGHRIM, WICKLOW"
95015,"24 FRENCHVILLE, GRATTAN RD, GALWAY"
95016,"241 BELLEVUE, NEPTUNE, HOUSE ISLAND BRIDGE"
95017,"26 LAUREL COURT, DWYERS RD, MIDLETON"
95018,"29 ABBEY ST, BALLINA, MAYO"
95019,"3 Carraig Derg, Ballycommon, Nenagh"
95020,"3 NOUGHAVAL, DOORA, CO CLARE"
95021,"336, LE FANU ROAD, BALLYFERMOT DUBLIN 10"
95022,"38 FERN HILL, BALLYDAVID SOUTH, ATHENRY"
95023,"44 CARROW RD, DUBLIN 12, DUBLIN"
95024,"44 Slade Castle Avenue, Saggart"
95025,"47 AYLESBURY LODGE, NAVAN, MEATH"
95026,"47 WELLMOUNT CRESCENT, FINGLAS, DUBLIN"
95027,"5 cherangani, Old Navan Road, Dublin 15"
95028,"5 ST JOHNS DRIVE, BALLINAGREE, CORK"
95029,"5 Woodview, Dunmore East"
95030,"60 Buttercup Avenue, Esker Hills, PORTLAOISE"
95031,"7 DEERPARK, PEMBROKE WOOD, PASSAGE WEST"
95032,"74, NORTHWAY ESTATE, FINGLAS DUBLIN 11"
95033,"76 FITZWILLIAM QUAY, RINGSEND, DUBLIN 4"
95034,"8 ARDAGH AVE, BLACKROCK, DUBLIN"
95035,"8 Cartron Court, Moate"
95036,"8 GRANGE EAST, CARRIGNAGROGHERA, FERMOY"
95037,"93 BALLIN RI, COLLINS LANE, TULLAMORE"
95038,"99 CRANN NUA, EDENDERRY ROAD, PORTARLINGTON"
95039,"APT 3, THE TURRETS, 84 UPPER RATHMINES RD DUBLIN 6"
95040,"BALLINAKILL, KILFINNY, ADARE"
95041,"BALLINROSS, CLOONFAD, BALLYHAUNIS"
95042,"BALLINTURLEY, FOUR MILE HOUSE, ROSCOMMON"
95043,"BALLYLUCK, ARDFIELD, CORK"
95044,"CARN, BALLINROBE, MAYO"
95045,"COZY COTTAGE, AHAGLASIN, CASTLEFREKE"
95046,"CRANLEYMORE, EDGEWORTHSTOWN, CO. LONGFORD"
95047,"CRESCENT COTTAGE, SUMMERHILL, TRAMORE"
95048,"DOOLEEG, BELLACORICK, BALLINA"
95049,"DOONANE, TULLA, CLARE"
95050,"MAIN STREET, RATHKEALE, CO LIMERICK"
95051,"NEW HOUSES, KILRANE, CO. WEXFORD"
95052,"NEWTOWNDARVER, CASTLEBELLINGHAM, LOUTH"
95053,"Portrain, Batterstown"
95054,"THE SMITHY (AKS THE FORGE), BALLYCARNEY, CO WEXFORD"
95055,"TWO MILE HOUSE, NAAS, KILDARE"
95056,"1 GAZELLE LANE, TYRELLSTOWN, DUBLIN 15"
95057,"10 THE LAWN, CLOVER MEADOWS, FERRYBANK"
95058,"106 BALLYMUN RD, GLASNEVIN, DUBLIN 11"
95059,"12 THE GALLOPS, MOORETOWN, SWORDS"
95060,"13 VICTORINE ABBEY, TRIM, MEATH"
95061,"148 Belvedere Hills, Mullingar"
95062,"16 LIFFEY GLEN, LUCAN, DUBLIN"
95063,"18 THE HAYMARKET, CATHEDRAL PLACE, LIMERICK"
95064,"19 Inis Orga, Curryclogh, Bandon"
95065,"19 Mill Hill Lawns, Manorhamilton"
95066,"20 ASHBROOK CRESCENT, ENNIS RD, LIMERICK"
95067,"21 FOREST PARK, COURTOWN, GOREY"
95068,"21 NEWTOWN LOWER, WATERFORD, WATERFORD"
95069,"22 Cluain Na Ri, Clondulane, Fermoy"
95070,"24 GARRAVOGUE RD, RAHEEN, LIMERICK"
95071,"244 CHERRYWOOD LAWN, DUBLIN 22, DUBLIN"
95072,"27 CLUAIN ALAINN, HURLERS CROSS, SHANNON"
95073,"27 RADCLIFFE HALL, ST JOHNS RD, DUBLIN 4"
95074,"31 ST PETERS RD, PHIBSBOROUGH, DUBLIN 7"
95075,"39 TAIN COURT, BRIDGE ST, DUNDALK"
95076,"43 THE OVAL, TULLYVALE, CABINTEELY DUBLIN 18"
95077,"43 Tramway Court, Tallaght, Dublin"
95078,"5 GREEN RD, MULLINGAR, WESTMEATH"
95079,"5 PHOENIX TERRACE, BLACKROCK, DUBLIN"
95080,"51 ARDGLAS, DUNDRUM, DUBLIN 16"
95081,"57 Tramway Court, Tallaght, Dublin"
95082,"58 STRADABROOEY, GWEEDORE, DONEGAL"
95083,"6 BRAMBLE LANE, CASTLELAKE, CARRIGTWOHILL"
95084,"6 DAVIS RD, THURLES, TIPPERARY"
95085,"64 WELLPARK GROVE, GALWAY, CO GALWAY"
95086,"7 SYCAMORE SPRINGS, SALLINS RD, NAAS"
95087,"7 WOODBROOK, KINNEGAR RD, RATHMULLAN"
95088,"70 TEMPLE LAWNS, SANTRY, DUBLIN 9"
95089,"89 ARD GRAINNE, MOATE, WESTMEATH"
95090,"Abbey Lodge, Rosscarbery"
95091,"ANKARI, LACKENMORE, NEW INNS"
95092,"APR 19, BLOCK C1, NEW SESKIN COURT"
95093,"BALLYWINNA, CRAUGHWELL, GALWAY"
95094,"BORO RD, EMLY, TIPPERARY"
95095,"BREAHIG, CORDAL, CASTLEISLAND"
95096,"CHAPEL CROSS, ARDFIELD, CLONAKILTY"
95097,"CHURCH ROAD, DROMAHANE, MALLOW"
95098,"COOLMOUNTAIN, DUNMANWAY, CO CORK"
95099,"JERVIS ST, ARDEE, LOUTH"
95100,"LISTRAGHEE, BALLINALEE, CO. LONGFORD"
95101,"MARY ST, DURROW, LAOIS"
95102,"NEWHAGGARD, TRIM, MEATH"
