,Address
10000,"50 The Moorings, Maypark Lane, Waterford"
10001,"51 Granary Hall, Mount Oval Village, Rochestown"
10002,"53 Pomeroy Park, Rathangan"
10003,"56 riversdale, Westbury, Corbally"
10004,"57 Pomeroy Park, Rathangan"
10005,"6 cuilmore cove, cuilmore road, cootehill boyle"
10006,"6 Distillery Road, Drumcondra, Dublin 3"
10007,"6 Eskerwoods Grove, Lucan, County Dublin"
10008,"6 Summerfield, Old Bawn, Tallaght"
10009,"65 Boherbee, Tralee"
10010,"66 OAK HILL, MOATE"
10011,"67 Madeira Wood, The Moyne, Enniscorthy"
10012,"69 Castleland Park View, Castleland Park, Balbriggan"
10013,"69 Lorcan Avenue, Santry"
10014,"7  Glenbeg Point, Ardamine, Gorey"
10015,"7 Bramley Way, Castleknock, Dublin 15"
10016,"7 Dalriada Court, Knocklyon"
10017,"7 Orlagh View, Knocklyon"
10018,"71 Churchwell Road, Belmayne, Balgriffin"
10019,"73 Garrybawn, Tom Bellew Avenue, Dundalk"
10020,"74 Brandon Road, Drimnagh, Dublin 12"
10021,"75 La Rochelle, Christchurch"
10022,"75 New Bancorft Hall, Main Street, Tallaght"
10023,"8 friary avenue, the steeples, dualla rd cashel"
10024,"82 New Bancroft Hall, Tallaght"
10025,"8A Fforster Lawn, Lucan"
10026,"9 Mill Road, Killincarrig, Greystones"
10027,"91 Dollymount Park, Clontarf, Dublin 3"
10028,"Aghamore, Mohill"
10029,"Aisling, Cahirdown, Listowel"
10030,"APARTMENT 29, THE ANCHORAGE, WICKLOW HARBOUR"
10031,"Apartment 52  Block C2, Bow Bridge Place, Irwi Street  Kilmainham"
10032,"Apartment 7, The Courtyard, Kilcullen"
10033,"Apartment 9  First Floor, Block No 1  Shanagarry, Milltown"
10034,"Augheygault Big, Drumkeen, BALLYBOFEY"
10035,"Ballygarvey, Rathowen"
10036,"Ballyviniter, Mallow"
10037,"Callow, Frenchpark, Castelrea"
10038,"CLONEARY, BALLYCONNELL"
10039,"Clonfadda, Killaloe"
10040,"Cooper Beech, Woodgrange, Painstown"
10041,"Drumlaghdrid, Lettermacaward"
10042,"Drumnacarta, Snugboro, Castkebar"
10043,"Dunamase House, 95 Newcourt Road, Bray"
10044,"dunkellin, kilcolgan, galway"
10045,"Fairfield House, Killeagh, Co.Cork"
10046,"Four Winds, Knockadreet, Ashford"
