,Address
407500,"18 GLENBEG POINT, COURTOWN, WEXFORD"
407501,"18 HAZEL COURT, ORANMORE, GALWAY"
407502,"18 SUMMERHILL, ENNIS, CO CLARE"
407503,"18 The Crescent, St Marnock's Bay, Station Road"
407504,"18 The Green, Ledwill Park, Maynooth"
407505,"18 THE OAK, PARKVIEW APTS, BELARMINE DUBLIN 18"
407506,"18 THE WHITETHORNS, BRIARFIELD, CASTLETROY"
407507,"1872 LOURDESVILLE, KILDARE, KILDARE"
407508,"19 ASHE ST, TRALEE, KERRY"
407509,"19 CHANDLERS VIEW, RUSHBROOKE LINKS, COBH"
407510,"19 HARCOURT HALL, CHARLOTTE WAY, DUBLIN 2"
407511,"19 STATION HOUSE, THE WEIR VIEW, CASTLECOMER ROAD"
407512,"19 THE PADDOCKS CRESCENT, ADAMSTOWN, DUBLIN"
407513,"196 FEARANN RI, DOUGHISKA, GALWAY"
407514,"199 BOTANIC AVE, DRUMCONDRA, DUBLIN 9"
407515,"1A FERRY LANE, POPE'S QUAY, CORK"
407516,"1A & 1B Radharc na Muileann, Lanesboro"
407517,"2  Ard na Si, Banteer"
407518,"2 COIS NA ABHAINN, LEITRIM VILLAGE, LEITRIM"
407519,"2 Cranalagh More, Edgesworthstown, Longford"
407520,"2 CURRAGH CLOSE, MAIN ST, BANAGLEN"
407521,"2 GLENLUSK HOUSE, MOYCULLEN, GALWAY"
407522,"2 MANGERTON SUITES, PAWN OFFICE LANE, KILLARNEY"
407523,"2 Mill Stream, Millerstown, Maynooth Road"
407524,"2 POWERS TERRACE, BALLYCOTTON, CORK"
407525,"2 SEASCAPES, STATION ROAD, ROSSLARE STRAND"
407526,"2 THE CLOSE, MOUNT MERRION, DUBLIN"
407527,"2 WICKLOW TERRACE, ARKLOW, WICKLOW"
407528,"20 CARTON SQ, MAYNOOTH, KILDARE"
407529,"20 CATHEDRAL HILL, RAPHOE, DONEGAL"
407530,"20 COLLEGE VIEW, WESTPORT ROAD, CASTLEBAR"
407531,"20 Inglenook Wood, Glenamuck Road, Carrickmines"
407532,"20 INIS CLAIR, KILDYSORT ROAD, ENNIS"
407533,"20 KILWARDEN COURT, BOOT RD, DUBLIN 22"
407534,"20 NEW DOCKS, GALWAY, CO GALWAY"
407535,"20 Old Head View, Kinsale Manor, Rathmore"
407536,"20 Rokeby Park, Lucan, County Dublin"
407537,"20 THE CONCERT, PARK WEST POINTE, DUBLIN 12"
