,Address
130000,"54 COLLINS SQUARE APTS, BENBURB ST, DUBLIN 7"
130001,"54 GLEN VALE, BALLY RAGGET, KILKENNY"
130002,"55 BRACKINRANEY MANOR, LONGWOOD, MEATH"
130003,"55 THE ORCHARD, MOYLOUGH"
130004,"59 BARTON RD EAST, DUBLIN 14, BAILE ÁTHA CLIATH"
130005,"6 RACECOURSE LAWNS, CLIFDEN, CO GALWAY"
130006,"6 WESTVIEW TERRACE, ADELADE ROAD, BRAY"
130007,"63 HILL OF DOWN HOUSE, SPENCER DOCK, DUBLIN 1"
130008,"63 MILL RACE, DULEEK, MEATH"
130009,"63 Preston Brook, Rathangan"
130010,"64 HILL OF DOWN HOUSE, SPENCER DOCK, DUBLIN 1"
130011,"66 RADCLIFF HALL, ST JOHNS RD, SANDYMOUNT DUBLIN 4"
130012,"7 CARRICK VIEW, CARRICK ON SHANNON, ROSCOMMON"
130013,"7 Pearse Street, Cahir"
130014,"70 ST MICHAELS VILLAS, ENNIS, CLARE"
130015,"71 PRIORY SQ, ST RAPHAELS MANOR, CELBRIDGE"
130016,"72 PALMER COURT, RUSH, CO.DUBLIN"
130017,"77 Coill Rua, Mullingar"
130018,"8 COIS NA HABHAINN, DRUMCARBIT, DONEGAL"
130019,"8 GREEN RD, CARLOW"
130020,"8 WHITECHURCH GROVE, BALLYBODEN, DUBLIN 16"
130021,"80 HIGHFIELD MANOR, MULLINS LANE, CROSNEEN"
130022,"81 DEVON PARK, SALTHILL, GALWAY"
130023,"82 Cluain Ri, Ashbourne"
130024,"91 GRANGE HALL DUNSHAUGHLIN, DUNSHAUGHLIN, MEATH"
130025,"Apartment 1 to 23, Discussed with Estamping, RICHMOND RD DUBLIN 3"
130026,"Apartment 2 James, Connolly House 43, East Essex Street D2"
130027,"Apartment 23 to 45, RICHMOND GARDENS, RICHMOND RD DUBLIN 3"
130028,"Apartment 4 Pine Court, Castlelake, Carrigtwohill"
130029,"Apartment 68 to 91, RICHMOND GARDENS, RICHMOND RD DUBLIN 3"
130030,"Apartment 7  25 Belgrave Road, Rathmines"
130031,"APARTMENT A SUNDAY SCHOOL LANE, WILLIAM OBRIEN STREET, BLACKPOOL"
130032,"Apartments 46 to 67, RICHMOND GARDENS, RICHMOND RD DUBLIN 3"
130033,"APT 99 THE PAVILLION, DUN LAOGHAIRE, DUBLIN"
130034,"APT OVERHEAD CHINESE RESTAURANT, GRAINNE OG, CHURCH ST  MOATE"
130035,"Apt. 6 The Maple, Cruagh Wood, Stepaside"
130036,"ARDMORE, 10 RETREAT ROAD, ATHLONE"
130037,"AUGHRIM, HILLSTREET, CARRICK ON SHANNON"
130038,"Ballinvoher, Turloughmore, Athenry"
130039,"BALLYCOTTON GARDA STATION, BALLYCOTTON, CO CORK"
130040,"BALLYDAW, KILMACAW, COUNTY KILKENNY"
130041,"BALLYKEROUGE, CAMPILE, NEW ROSS"
130042,"BALLYLAHIFF, NEWCASTLEWEST, LIMERICK"
130043,"BALLYREEVAGH, NEWTOWNCASHEL VILLAGE, CO LONGFORD"
130044,"CARRAGANS LOWER, BALLYMOTE, CO SLIGO"
130045,"CLADDANURE WEST, KENMARE, CO KERRY"
130046,"CLONCOOL, OCALLAGHANS MILLS, CLARE"
130047,"COOLALTA, MACROOM, CORK"
130048,"Coungilla, Scartaglin, Killarney"
130049,"CUILIN, WILTON RD, CORK"
130050,"DERRYNANE, 11 DROMORE RISE, RAHEEN"
130051,"DIRTANE, BALLYHEIGUE, KERRY"
130052,"drumcoura, BALLINAMORE"
130053,"DUNMANIHEEN, KILLORGLIN, KERRY"
130054,"DUNMOYLAN, SHANAGOLDEN, CO LIMERICK"
130055,"KILGABRIEL, CLASHMORE, WATERFORD"
130056,"Kilgorey, Crettyard"
130057,"LAVANDER LODGE, KILLAGHBEG, KILCONNELL BALLINASLOE"
130058,"LEAM, BOYLE, ROSCOMMON"
130059,"MAIN ST, BALLYROAN, LAOIS"
130060,"MANDALAY, DUBLIN RD, KILMINCHY"
130061,"NANCYS, HALLTOWN, NAVAN"
130062,"NEWTOWN, BAWNBOY"
130063,"School Road, Killorglin"
130064,"SCHOOL TEACHER'S COTTAGE CASTLETOWN, TARA CO MEATH"
130065,"THE ROCKS, CONVENT RD, DUNMORE EAST"
130066,"THE WATSONS, CARROWTRASNA  CARROWMORELACKEN, LACKEN BALLINA"
130067,"Tone Street, Ballina"
130068,"'Misty', Norrismount, Camolin"
130069,"1 ARBUTUS COURT, TULLAMORE, OFFALY"
130070,"1 BEN EDAIR RD, STONEYBATTER, DUBLIN 7"
130071,"1 NEWTOWN LAWNS, BALLINDERRY, MULLINGAR"
130072,"1 OLD BUNDORAN ROAD, SLIGO"
130073,"1 THE NURSERIES, DUBLIN RD, MAYNOOTH"
130074,"10 CARNEGIE AVENUE, SWORDS, CO. DUBLIN"
130075,"10 CARRICKHALL LANE, EDENDERRY, OFFALY"
130076,"10 Mount Argus Green, Harolds Cross"
