,Address
127500,"Fleenstown, The Ward"
127501,"GARRYMORE, AUGHRIM, BALLINASLOE"
127502,"GEORGEHURST, MAGAZINE RD, CORK"
127503,"GORTACLEVA, BUSHEYPARK, GALWAY"
127504,"GORTAGASS, CROSSROADS, KENMARE"
127505,"HAZELDENE, GURTEEN, LAOIS"
127506,"HOUSE 1, TOGHER, BAILIEBORO"
127507,"MAGHERANAPPIN, CONVOY, DONEGAL"
127508,"RATHCORE, ENFIELD, MEATH"
127509,"ROSSANA COTTAGE, ASHFORD, WICKLOW"
127510,"ST BRENDANS, 14 HILLVIEW DR, CAHERSLEE"
127511,"TAPTON, GRANITE BUNGALOW, MURPHYSTOWN RD"
127512,"THE OLD STONE COTTAGE, BALLINCOOL, BALLINAGARE"
127513,"THOMASTOWN, ARKLOW, WICKLOW"
127514,"TIMMAHAOE, DONADEA, NAAS"
127515,"TREASCON, PORTARLINGTON, LAOIS"
127516,"1 ARDEEN, LUCAN, DUBLIN"
127517,"1 CHURCHWELL DR, BALGRIFFIN, DUBLIN 13"
127518,"1 COIS CUAIN, HARBOUR ST, BALLYNACARGY"
127519,"1 MOUNT HENRY CLOSE, KILLENARD, CO.LAOIS"
127520,"10 CHARNWOOD GREEN, CLONSILLA, DUBLIN 15"
127521,"10 ESKER HILLS, BALLINASLOE, GALWAY"
127522,"10 GROVE GARDENS, VERDEMONT, BLANCHARDSTOWN DUBLIN 15"
127523,"10 Melview Glen, Longford"
127524,"10 WINETAVERN MANOR, STRATFORD ON SLANEY, STRATFORD"
127525,"11 ASHBROOK PARK, ROSCOMMON, ROSCOMMON"
127526,"116 THORBERRY, LETTERKENNY, DONEGAL"
127527,"12 Seachnaill Abbey, Dunshaughlin, Co Meath"
127528,"12 THE STRANDS, KILKEE, CLARE"
127529,"121 ALLENVIEW HEIGHTS, NEWBRIDGE, KILDARE"
127530,"127 TEMPLE MILLS, RATHANGAN, KILDARE"
127531,"13 COIS TOBAIR, DROMAHANE, MALLOW"
127532,"13 LAUREL PARK, CLONDALKIN, DUBLIN 22"
127533,"14 FREREN COURT, ABBEY ST, KILKENNY"
127534,"14 Grays Meadow, Cloghan"
127535,"14 Heather Park, Buncrana"
127536,"14 KNOCKMULDOWNEY, PARK, BALLISODARE"
127537,"14 PORTLAOISE ROAD, PORTARLINGTON, CO LAOIS"
127538,"143 WOODLANDS, NAVAN, MEATH"
127539,"144 BUSHY PARK HOUSE, TERENUE, DUBLIN 6W"
127540,"15 BEAUFIELD DR, MAYNOOTH, KILDARE"
127541,"15 CADOGAN RD, FAIRVIEW, DUBLIN"
127542,"15 TALBOT'S COURT, FRESHFORD ROAD, KILKENNY"
127543,"169 The Glen, Kilnacourt Wood, Portarlington"
127544,"16GATEWAY CRESCENT, GATEWAY, BALLYMUN DUBLIN 11"
127545,"17 KNOCK HILL, ENNIS RD, LIMERICK"
127546,"17 Saddlers Glade, Mulhuddart"
127547,"177 Woodlawn Park Grove, Firhouse, Dublin 24"
127548,"18 FOREST COURT, RIVERVALLEY, SWORDS"
127549,"18 park ridge, grange rath, drogheda"
127550,"193 HAMPTON SQ, NAVAN RD, DUBLIN 7"
127551,"2 CASTLECOUNTESS, TRALEE, KERRY"
127552,"2 CLUAIN SHEE, AIKENS VILLAGE, SANDYFORD DUBLIN 18"
127553,"2 FAIRHAVEN, STRAND ST, MALAHIDE"
127554,"2 JMAES ST, CLAREMORRIS, CO MAYO"
127555,"2 THE CRESCENT, KILLEGLAND ST, ASHBOURNE"
127556,"2 THE KYBE, SKERRIES, DUBLIN"
127557,"20 Ghleann Bui, Ballymacoda, Co Cork."
127558,"21 CLUAIN NA GREINE, THE BURGERY, DUNGARVAN"
127559,"21 CNOC AOIBHINN, YOUGHAL, CORK"
127560,"22 WOODBINE CLOSE, NEW ROSS, WEXFORD"
127561,"23 Burnell Court, Clarehall"
127562,"23 Glenmore Wood, Dublin Road, Mullingar"
127563,"23 ST MARTINS DR, KIMMAGE, DUBLIN 6W"
127564,"24 Inis Orga, Curryclough, Bandon"
127565,"257 LORETO ABBEY, GRANGE RD, RATHFARNHAM DUBLIN 14"
127566,"26 THE PILLAR, KING ST, WEXFORD"
127567,"28 ASHGROVE, TRALEE, KERRY"
127568,"28 MANORFIELDS VIEW, CLONEE, DUBLIN 15"
127569,"28 Merlyn Park, Ballsbridge"
127570,"28 PRIORY WALK, ST RAPHAELS MANOR, CELBRIDGE"
127571,"29 CLUAININ, GOREY, CO WEXFORD"
127572,"29 WATERSIDE CLOSE, MALAHIDE"
127573,"293 ARD MC CARRON, BALLYBOFEY, DONEGAL"
127574,"30 BOTHAR AN TSLEIBHE, MOYCULLEN, GALWAY"
127575,"30 CARMANHALL COURT, BURTON HALL RD, SANDYFORD"
127576,"31 BRAMBLEFIELD PARK, CLONEE, DUBLIN 15"
127577,"35 CHAPEL GATE, KILMACOW, KILKENNY"
127578,"36 THE CLAYTON, THE GASWORKS, SOUTH LOTTS RD DUBLIN 4"
127579,"37 ST BRIGETS SQ, PORTARLINGTON, LAOIS"
127580,"38 DUNBEAG, NEWPORT RD, CASTLEBAR"
127581,"4 Rann Mor Meadow, Creevesmith, Letterkenny"
127582,"4 RATHGOWAN PARK, MULLINGAR, WESTMEATH"
127583,"41 SINGLAND CRESCENT, GARRYOWEN, LIMERICK"
127584,"42 OLD BALREASK WOODS, NAVAN, CO MEATH"
127585,"46 MONASTRY WALK, CLONDALKIN, DUBLIN 22"
127586,"5 GRATTAN PARK, DERRINTURN, CARBURY"
127587,"5 woodford green, newtowngore"
127588,"52 INIS CEALTRA, BALLINA, TIPPERARY"
127589,"53 ROSELAWN, TRAMORE, WATERFORD"
127590,"55 KILCOHAN PARK, WATERFORD"
127591,"56 SALLINS PIER, SALLINS, KILDARE"
127592,"57 Dun na Carraig, Salthill"
127593,"59 LAWRENCE GROVE, CLONTARF, DUBLIN 3"
127594,"6 Rann Mor Meadow, Crievesmith, Letterkenny"
127595,"6 The Pines, Castletroy"
127596,"60 The Grove, Hanstead  Haydens Lane, Newcastle Road  Lucan"
127597,"61 UPR DARGLE ROAD, BRAY, CO. WICKLOW"
127598,"64 Cnoc a Cairn, Chapel Lane, Dingle"
127599,"64 COLLEGE PARK, DUNSHAUGHLIN, MEATH"
127600,"66 Seabrook, Brook Lane, Rush"
127601,"68 COIS LUACHRA, DOORADOYLE, LIMERICK"
127602,"68 TALBOTS COURT, FRESHFORD RD, KILKENNY"
127603,"69 Oakglade, Blessington Road, Naas"
127604,"69 SANDYCOVE PHASE 2, BALLYMONEY, GOREY"
127605,"7 MARIAN TERRACE, BALLINAKILL, WATERFORD"
127606,"7 TARA COURT GREEN, PROUDSTOWN RD, NAVAN"
127607,"72 Monksfield, Abbeyside, Dungarvan"
127608,"8 ESKER HILLS, BALLINASLOE, GALWAY"
127609,"84 Bramdon Square, Waterville, Snugborough Road  Blanchardstown"
127610,"85 Fairways, Tubbercurry"
127611,"88 Brandon Square, Warerville, Blanchardstown"
127612,"88 LINTOWN AVE, JOHNSWELL RD, KILKENNY"
127613,"9 ABBEYLAWN, CLARECASTLE, CO. CLARE"
127614,"9 ESKER HILLS, BALLINASLOE, GALWAY"
127615,"9 ODONOGHUES TERRACE, WOODQUAY, GALWAY CITY"
127616,"9 THE LAWN, COLLEGE PARK, MALLOW"
127617,"92 Millbourne Drive, Slane Road, Ashbourne"
127618,"AILEACH, TULLY, STRANDHILL RD"
127619,"Apartment 132. The Court, Block 9  Dunboyne Castle, Dunboyne"
127620,"Apartment 133  The Court, Block 9  Dunboyne Castle, Dunboyne"
127621,"Apartment 134  The Court, Block 9  Dunboyne Castle, Dunboyne"
127622,"Apartment 135  The Court, Block 9  Dunboyne Castle, Dunboyne"
127623,"Apartment 14  The Court, Block 8  Dunboyne Castle, Dunboyne"
127624,"Apartment 140  The Court, Block 9  Dunboyne Castle, Dunboyne"
127625,"Apartment 142  The Court, Block 9  Dunboyne Castle, Dunboyne"
127626,"Apartment 143  The Court, Block 9  Dunboyne Castle, Dunboyne"
127627,"Apartment 151  The Court, Block 9  Dunboyne Castle, Dunboyne"
127628,"Apartment 159  The Court, Block 9  Dunboyne Castle, Dunboyne"
127629,"Apartment 23  The Court, Dunboyne Castle, Dunboyne"
127630,"Apartment 58  Block 2, The Way  Dunboyne Castle, Dunboyne"
127631,"Apartment 6  The Court, Block 8  Dunboyne Castle, Dunboyne"
127632,"APT 128, EXCHANGE HALL, THE EXCHANGE DUBLIN 24"
127633,"APT 16, HOUSE 12, LINDEN SQ"
127634,"APT 18, 61 CORK STREET, DUBLIN 8"
127635,"APT 1, 183 UPPER SALTHILL, GALWAY"
127636,"ASHBROOK HOUSE, RYEFIELD, VIRGINIA"
127637,"Ballyhea, Cork"
127638,"BEAKE COTTAGE, KILMORE QUAY, CO WEXFORD"
127639,"BELLENACARROW, ATHLEAGUE, ROSCOMMON"
127640,"CAISLEAN BEAG, SLATT, WOLFHILL"
127641,"CANTY, CAPPAGH, CO WATERFORD"
127642,"CAPILANO, COOLISHAL UPPER, GOREY"
127643,"CARRICKATAGGART, KILLYBEGS, CO.DONEGAL"
127644,"CARRICKNAGORE, BRUCKLESS, CO DONEGAL"
127645,"Carrowcashlane, Dungarvan"
127646,"CLOGOUGH, GLIN, LIMERICK"
127647,"DAWSONS DEMESNE, ARDEE, LOUTH"
127648,"DERRYHALL, STREAMSTOWN, WESTMEATH"
127649,"FARNBEG, STROKESTOWN, CO ROSCOMMON"
127650,"GATE LODGE, ASHLEAM, STRAND RD"
127651,"GOWRIE, UPPER GLENAGEARY, DUN LAOGHAIRE"
127652,"GREENAN, NAVAN, DRUMCONRATH"
127653,"HILLSIDE, BIRR, OFFALY"
127654,"House at Derryduff, Rosscarbery"
127655,"KEELIGANE, CASTLEISLAND, KERRY"
127656,"Mdina, Lower Farran, Farran"
127657,"MEADOWBANK, WHITSHED RD, GREYSTONES"
127658,"MILLTOWN, CHARLEVILLE, CORK"
127659,"MORNAVELLA, SALTMILLS, NEW ROSS"
127660,"No. 11 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127661,"No. 12 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127662,"No. 13 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127663,"No. 14 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127664,"No. 17 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127665,"No. 18 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127666,"No. 19 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127667,"No. 2 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127668,"No. 21 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127669,"No. 22 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127670,"No. 23 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127671,"No. 24 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127672,"No. 25 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127673,"No. 27 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127674,"No. 3 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127675,"No. 35 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127676,"No. 39 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127677,"No. 4 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127678,"No. 40 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127679,"No. 41 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127680,"No. 42 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127681,"No. 5 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127682,"No. 6 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127683,"No. 6 Tobhar Bui, Knocknacarra"
127684,"No. 7 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127685,"No. 8 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127686,"No. 9 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork"
127687,"RAILWAY RD, KILKEE, CO CLARE"
127688,"RATHMORE, BALLYBROPHY, LAOIS"
127689,"ROOSKEY, NEWTOWNCUNNINGHAM, DONEGAL"
127690,"ROSARIO, HETTYFIELD MEWS, WELL RD"
127691,"SLEVOYRE, TERRYGLASS, TIPPERARY"
127692,"SPRINGFIELD, ELPHIN, ROSCOMMON"
127693,"ST MARTINS, LAKE RD, MOATE"
127694,"STONEY COTTAGE, HALE STREET, ARDEE"
127695,"The Pottle, Kilbride, Tullow"
127696,"THE STEEPLE, KEELMAOLKEDAR, MUIRÍOCH"
127697,"1 BEACHSIDE APTS, STRAND ST, TRAMORE"
127698,"1 CARNEQUIE COURT, SWORDS, DUBLIN"
127699,"1 MAIN STREET, COOLGREANEY, GOREY"
127700,"1 St. James Court, Cabra, Kingscourt"
127701,"10 CITY WEST MEWS, BALLINCOLLIG, CORK"
127702,"10 KNOCK HILL, ENNIS RD, LIMERICK"
127703,"103 FR GRIFFIN ROAD, GALWAY, CO GALWAY"
127704,"111 GRACE PARK MANOR, DRUMCONDRA, DUBLIN 9"
127705,"117 CORN MILL, DISTILLERY RD, DUBLIN 3"
127706,"12 DRUID GLEN, WHITE LINEN WOODS, LONGFORD"
127707,"124 SEAMOUNT, STILLORGAN RD, MOUNT MERRION"
127708,"13 EASCANRATH BROOK, SUNCROFT, CURRAGH"
127709,"14 FOXROCK MOUNT, FOXROCK, DUBLIN 18"
127710,"14 MAYVILLE, KILRUSH ROAD, ENNIS"
127711,"16 BALLYCLOUGH AVE, BALLINACURRA WESTON, LIMERICK"
127712,"16 waterside drive, waterside, swords road"
127713,"17 FERNELIGH CRESCENT, CASTLEKNOCK, DUBLIN 15"
127714,"17 SHAMROCK RD, DOUGLAS, CORK"
127715,"17 THE MOORINGS, BALLYMAHON RD, MULLINGAR"
