,Address
320000,"2 ST MARYS RD, HOWTH, DUBLIN"
320001,"2 THE HEATHERS, CLASSIS LAKE, OVENS"
320002,"20 Dunville Avenue, 'Dunville', Athlumney"
320003,"21 BROADMEADOWS, SWORDS, DUBLIN"
320004,"21 Dunville Avenue, 'Dunville', Athlumney"
320005,"21 LA TOUCHE PARK, GREYSTONES, WICKLOW"
320006,"21 MUILEANN CLOSE, KETTLES' LANE, KINSEALY"
320007,"22 BARONS HALL PARK, BALBRIGGAN, DUBLIN"
320008,"22 Dunville Avenue, 'Dunville', Athlumney"
320009,"22 Eastham Square, Bettystown"
320010,"22 MONASTERY HEATH SQ, CLONDALKIN, DUBLIN 22"
320011,"22 QUARRYFIELD COURT, KNOCKMEENAGH LANE, CLONDALKIN DUBLIN 22"
320012,"22 The Gardens, Westfield, Leixlip"
320013,"22 THE SWEEPSTAKES, BALLSBRIDGE, DUBLIN 4"
320014,"23 AIRFIELD POINT, COXTOWN DUNMORE, EAST"
320015,"23 Eastham Square, Bettystown"
320016,"23 WOODLANDS PARK, LAMBERTON, ARKLOW"
320017,"232 Maryborough Village, Portlaoise"
320018,"24 BLOOMINGDALE, OLD CHURCH ROAD, PASSAGE WEST"
320019,"24 GEORGES QUAY, DUBLIN 2, DUBLIN CITY"
320020,"24 KILBROGAN ST, BANDON, CO CORK"
320021,"24 Lios No hAbhainn, Roosky"
320022,"25 CLOGHANVARY, JOHN ST, ARDEE"
320023,"25 GRIFFEEN GLEN DENE, LUCAN, DUBLIN"
320024,"25 MAIN STREET, RATHDRUM, CO. WICKLOW"
320025,"25 THE FAIRWAY COTTAGES, DUNMORE EAST, CO WATERFORD"
320026,"27 BANNA BEACH, HOLIDAY HOMES LEISURE CENTRE, KERRY"
320027,"27 CLUAIN ARD, BALLYBRIT, GALWAY"
320028,"277 CHARLESLAND WOOD, GREYSTONES, WICKLOW"
320029,"28 THE PINES, SEA RD, ARKLOW"
320030,"29 CASTLE PARK RD, SANDYCOVE, DUBLIN"
320031,"29 CURRAGH BIRIN, CASTLETROY, LIMERICK"
320032,"29 THE ARCHES, GAS HOUSE LANE, KILKENNY"
320033,"29 THE PADDOCKS, ENNISCORTHY, CO WEXFORD"
320034,"3 ADMIRAL COURT, WILLIE NOLAN RD, BALDOYLE"
320035,"3 HOLLYBANK LANE, CLONGOWEN, WATERFORD RD"
