,Address
370000,"23 THOMAS KENT PARK, THE GLEN, CORK"
370001,"23 VALLEY COURT, ATHLONE, WESTMEATH"
370002,"25 Fenton Green, Church Street, Kilcock"
370003,"25C MARKET SQ, PORTLAOISE, MARKET SQ"
370004,"25D MARKET SQ, PORTLAOISE, MARKET SQ"
370005,"26 BREMORE PASTURES PARK, HAMLET LANE, BALBRIGGAN"
370006,"26 LAKELANDS CLOSE, KILMACUD, DUBLIN"
370007,"26 SWIFT HALL, THE COOMBE DUBLIN 8, DUBLIN"
370008,"27 EDEN PARK, LOUGHREA, GALWAY"
370009,"27 Fenton Green, Church Street, Kilcock"
370010,"28 ARDSOLAS, OLD NAAS ROAD, BROWNSBARN"
370011,"29 ARD NA MUL, LIS NA DARA, CARRICKMACROSS RD"
370012,"29 Fenton Green, Church Street, Kilcock"
370013,"29 Riverside, Ryebridge, Kilcock"
370014,"3 Deel View, The Glebe, Ballina Road"
370015,"3 ESMONDE AVENUE, CLANE, KILDARE"
370016,"3 GARRAVOGUE RD, RAHEEN, LIMERICK"
370017,"3 GORTINREAGH, BALLINDRAIT, LIFFORD"
370018,"3 SAGGART LAKES, SAGGART, DUBLIN"
370019,"3 THE AVENUE, WOODVILLE, DUNKETTLE"
370020,"30 BREMORE PASTURES WAY, HAMLET LANE, BALBRIGGAN"
370021,"30 MICHAEL ST, KILKENNY"
370022,"30 RAMBLERS COURT, FRANCIS ST, NEWBRIDGE"
370023,"30 THE GREEN, NEWTOWN HALL, MAYNOOTH"
370024,"31 LEINSTER WOOD SOUTH, CARTON DEMESNE, MAYNOOTH"
370025,"32 CLUAIN NA SPIDEOGA, CLOGHAN, OFFALY"
370026,"32 RADHARC AN CHAISLAIN, CARAGH ROAD, NAAS"
370027,"35 DURABAHN, DOUIGHSCA, GALWAY"
370028,"35 Fairfield, Dunshaughlin, Co. Meath"
370029,"36 DOYLE STREET, WATERFORD"
370030,"36 SOLOMAON HILL, LETTERKENNY, DONEGAL"
370031,"36 STRAND HILL, CLOGHERHEAD, LOUTH"
370032,"38 THE HAWTHORNS, LIMERICK RD, ENNIS"
370033,"4 THE BELFRY, KILBARRACK ROAD, RAHENY"
370034,"4 THE RISE, BISHOPSTOWN, CORK"
370035,"4 WOODSIDE PARK, BALLAGHADERREEN, CO. ROSCOMMON"
370036,"40 BREMORE PASTURES PARK, HAMLET LANE, BALBRIGGAN"
370037,"41 Ardilaun Court, Raheny, Dublin 5"
370038,"41 Ardsolus, Old Naas Road, Brownsbarn"
370039,"44 OLD COURT LODGE, FIRHOUSE, DUBLIN 24"
370040,"46 Stillogan Gate, Upper Kimacud Road"
370041,"463 MOURNE RD, DRIMNAGH DUBLIN 12, DUBLIN"
370042,"47 CURRAGH PLAINS, MELITTA RD, KILDARE TOWN"
370043,"47 JOHN MC CORMACK AVENUE, WALKINSTOWN, DUBLIN 12"
370044,"47 WELLPARK GROVE, WELLPARK, GALWAY"
370045,"5  The Drive, Station Manor, Station Road"
370046,"5 BARR NA STRAIDE, BALLYHEIGUE, STRAIDE"
370047,"5 CARRA VALE, MULLINGAR, CO WESTMEATH"
370048,"5 LAKE WAY, KILMINCHY, PORTLAOISE"
370049,"5 MARKET STREET, CAHIR, COUNTY TIPPERARY"
370050,"5 THORNVILLE PARK, KILBARRACK, DUBLIN 5"
370051,"5 WESTON COURT, LUCAN, DUBLIN"
370052,"50 BERRYS CLOSE SPA RD, INCHICORE DUBLIN 8, DUBLIN"
370053,"51 ASHBURY LAWN, SLIGO, SLIGO"
370054,"52 CILL FOIREANN, JOHNSTOWN VILLAGE, NAVAN"
370055,"52 WATERSIDE, ROSBERCON, NEW ROSS"
370056,"54 Fenton Green, Church Street, Kilcock"
370057,"54 THE WAXWORKS, ASHTOWN, DUBLIN 15"
370058,"55 ARD NA LI, OAKPARK, TRALEE"
370059,"55 CLONTARF RD, TULLAMORE, OFFALY"
370060,"56 Fenton Green, Church Street, Kilcock"
370061,"57 LOHUNDA CRESCENT, DUBLIN 15, DUBLIN"
370062,"57 THE PINES, HOWTH RD, KILLESTER DUBLIN 5"
370063,"58 BREMORE PASTURES WAY, HAMLET LANE, BALBRIGGAN"
370064,"6 MAIN STREET, BALLINLOUGH, CO ROSCOMMON"
370065,"6 RIVER LANE, ROCHFORD MANOR, TRIM"
370066,"63 CHARLESTOWN PARK, FINGLAS, DUBLIN 11"
370067,"63 WILLIAMSTOWN PARK, WILLIAMSTOWN, WATERFORD"
370068,"65 SEAVIEW AVE, EASTWALL, DUBLIN 3"
370069,"66 ARDKEALE, MOUNT OVAL, ROCHESTOWN"
370070,"68 Rampart Green, Rathmullen Road, Drogheda"
370071,"69 OATFIELD PARK, CLANE, KILDARE"
370072,"69 Rampart Green, Rathmullen Road, Drogheda"
370073,"7 CASTLEGATE COURT, ADAMSTOWN CASTLE, ADAMSTOWN"
370074,"7 Chuirt Naomh Mhuire, LOUTH Village"
370075,"7 FARRANVILLA, FARRANSHONE, LIMERICK"
370076,"7 Killart, Clonkeen Road, Cabinteely"
370077,"7 KNOCKHILL, ENNIS ROAD, LIMERICK"
370078,"7 NEWTOWN GROVE, EADESTOWN, NAAS"
370079,"70 EARLSFORT ROAD, LUCAN, CO DUBLIN"
370080,"70 Rampart Green, Rathmullen Road, Drogheda"
370081,"71 Rampart Green, Rathmullen Road, Drogheda"
370082,"72 Rampart Green, Rathmullen Road, Drogheda"
370083,"73 Rampart Green, Rathmullen Road, Drogheda"
370084,"75 Mullavale, Castletownroche"
370085,"76 CARRICK COURT, PORTMARNOCK, DUBLIN"
370086,"77 Churchfield Park, Churchfields"
370087,"78 Mullavale, Castletownroche"
370088,"8 BARROW MEWS, CENTAUR ST, CARLOW"
370089,"8 NORTHBROOK AVE, RANELAGH, DUBLIN 6"
370090,"8 THE COURTHOUSE APTS, RATHCOOLE, DUBLIN"
370091,"80 Mullavale, Castletownroche"
370092,"81 BELVEDERE HILLS, BALLINDERRY, MULLINGAR"
370093,"81 KILMAINHAM BANK, EMMET RD, DUBLIN 8"
370094,"83 GURRANEBRAHER AVE, CATHEDRAL RD, CORK"
370095,"84 CAPWELL RD, CARK, CORK"
370096,"86 KILLIAN ST CRESCENT, BÓTHAR BHAILE STAPLÓG, CO CEATHARLACH"
370097,"87 ELMGROVE, SALLYBROOK, GLANMIRE"
370098,"89 EMBASSY MANOR, KILL, KILDARE"
370099,"8/9 LENNOX TERRACE, CIRCULAR RD SOUTH, DUBLIN 8"
370100,"9 BEECH CRESCENT, ROYAL CANAL, ARDMORE RD"
370101,"9 CARRICKLAWN, COOLCOTTS, WEXFORD"
370102,"9 CHURCH COURT, CHURCH RD, DUBLIN"
370103,"9 Hillview, Kilcullen rd, Naas"
370104,"90 LYMEWOOD MEWS, NORTH WOOD, SANTRY DUBLIN 9"
370105,"92 THE OLD DISTILLERY, DUBLIN 7"
370106,"APARTMENT 25, SAGGART LODGE COURT, SAGGART"
370107,"APARTMENT 2, OLD MONASTERY, YOUGHAL"
370108,"APARTMENT NO 17 BLOCK 6, AN CROCAN, SALLINS ROAD   CLANE"
370109,"APT 09 BLOCK C, GALLERY QUAY, PEARSE ST DUBLIN 2"
370110,"APT 101, BLOCK A, SMITHFIELD MARKET DUBLIN 7"
370111,"APT 10, MARLFIELD HOUSE, ST GABRIELS DUBLIN 18"
370112,"APT 157 PIERCE LODGE, NEWBRIDGE, CO KILDARE"
370113,"APT 158 PIERCE LODGE, NEWBRIDGE, CO KILDARE"
370114,"APT 159 PIERCE LODGE, NEWBRIDGE, CO KILDARE"
370115,"APT 165 PIERCE LODGE, NEWBRIDGE, CO KILDARE"
370116,"APT 290, BLOCK G, CARRINGTON DUBLIN 9"
370117,"APT 2, BLOCK 4, LARCHVILLE COURT"
370118,"APT 5 HAWTHORN VILLAGE, MILEBUSH ROAD, CASTLEBAR"
370119,"APT 5, BAGGOT RATH, DUBLIN 2"
370120,"APT 76 BLOCK B, ARAS NA CLUAINE, CLONDALKIN DUBLIN 22"
370121,"AUGHAMORE, KILMAINHAM WOOD, KELLS"
370122,"AUGHNISH, RAMELTON, DONEGAL"
370123,"BALLYGORMAN, MALIN HEAD, CO. DONEGAL"
370124,"BALLYMORE, TEELING, COUNTY DONEGAL"
370125,"BEHENAGH, KILBEHENNY, LIMERICK"
370126,"Bushfield, Garrycastle, Athlone"
370127,"CARHOOEARAGH, NR KILMONA, LISTOWEL"
370128,"CLOONAMNA, KILMOVEE, COUNTY MAYO"
370129,"COLLEGE VIEW, MIDDLETON, CO CORK"
370130,"COOLNAKISHA, LEIGHLINBRIDGE, CARLOW"
370131,"CULGOWER, MEENREAGH, KILMACRENNAN"
370132,"CURROHOGUILE, LOUGHLYNN, CASTLEREA"
370133,"DERRYCONNELL, SCHULL, CORK"
370134,"DOLLARDSTOWN, BEAUPARC, NAVAN"
370135,"EMLY RD, HOSPITAL, LIMERICK"
370136,"FLAT 1, 6 LEINSTER ROAD, DUBLIN 6"
