,Address
42500,"BINNION, ST JOHNSTON"
42501,"Caprera, Grosvenor Terrace, Dalkey"
42502,"Chapel Street, Dunmanway"
42503,"Crubany, Cavan"
42504,"CUMMEEN UPPER, KILGARVAN"
42505,"Dublin Road, Carrick on Shannon"
42506,"Glengoole sth, Thurles"
42507,"Myrtle Cottage, Rosses Point, Sligo"
42508,"Raherneen, Kiltulla, Athenry"
42509,"The Green, Clonaslee"
42510,"'Tigin Cairde', Dromone, Oldcastle"
42511,"10 The Laurels, Avourwen, Platin Road  Drogheda"
42512,"102 Brian Road, Marino"
42513,"105 Slievemore Road, Drimnagh, Dublin 12"
42514,"11 Chancery Park Close, Tullamore"
42515,"12 Fingal Place, Prussia Street"
42516,"12 woodbury, barmna demesne, barna"
42517,"14 Kilbelin View, Newbridge"
42518,"171 Tonlegee Road, Raheny"
42519,"176 CARTUR MOR, CLYBAUN ROAD, GALWAY"
42520,"18 Cill Eanna, Raheny"
42521,"18 Kilclare Avenue, Jobstown, Tallaght"
42522,"2 Newtown Cottages, Newtown, Trim"
42523,"2 Texas Lane, Malahide, County Dublin"
42524,"20 Aubrey, Shankill, Dublin 18"
42525,"205  Clontarf Road, Clontarf, Dublin 3"
42526,"21 The Park, Moyglare Hall  Moyglare Road, Maynooth"
42527,"23 Pebble Lawn, Tramore"
42528,"23 Willow Court, Druids Glen, Cabinteely"
42529,"25 St Finian's Green, Lucan"
42530,"3 St Mary's Road, Dundalk"
42531,"32 Roselawn Road, Castleknock, Dublin 15"
42532,"34 Shelbourne Park, Ennis Road"
42533,"35 ROWAN PARK, LISMONAGHAN, LETTERKENNY"
42534,"38 Weston Road, Churchtown"
42535,"39 northlands, eastham road, bettystown"
42536,"4 miners walk, crettyard, laois"
42537,"5 Cuirt na H'Eaglaise, Main street, Newmarket-on-Fergus"
42538,"54 Millbourne Crescent, Ashbourne"
42539,"56 Butterfield Close, Rathfarnham, Dublin 4"
42540,"56 Hampton Green, Navan Road, Dublin 7"
42541,"64 Tegan Court, Screggan, Tullamore"
42542,"70 Lower Camden Street, Dublin 2"
42543,"72 Swanbrook, Bray"
42544,"73 Glenwood Park, Letterkenny"
42545,"8 Classes Lake Retail Centre, Ovens"
42546,"8 Latchford Walk, Clonsilla"
42547,"8 Whitechurch Way, Ballyboden, Dublin 16"
42548,"9 and 10 Classes Lake Retail Centre, Ovens"
42549,"9 Effra Road, Rathmines, Dublin 6"
42550,"9 North Great Clarence Street, 9 North Great Clarence Street"
42551,"9 Willsbrook Avenue, Lucan"
42552,"93 St Eithne Road, Cabra, Dublin"
42553,"Aghalacken, Cavan"
42554,"Annaghill, Kiltimagh"
42555,"APARTMENT 7 CLAREMOUNT, DUBLIN ROAD, SHANKILL"
42556,"Caragh, Well Road, Douglas"
42557,"Carrowkeel, Ballisodare"
42558,"Cashel, Leap"
42559,"Chelston, Kilcoran Park, Youghal"
42560,"Churchquarter, Kilcommon, Thurles"
42561,"Cornmarket, Ballinrobe"
42562,"Crosscoolharbour, Blessington"
42563,"Drumalagagh, Old Town, Athlone"
42564,"Lackeen, Blackwater, Killarney"
42565,"No 48 Molaga Street, Clonakilty"
42566,"NO. 37 LLEWELLYN COURT, RATHFARNHAM, DUBLIN 16"
42567,"Rowan House, Eastham Road, Bettystown"
42568,"Rusheen, Castlemaine"
42569,"TAAFFES HOLDING, LOUTH"
42570,"'Rosario', Station Road, Blarney"
42571,"1  glenbrook, adgrigole, beara"
42572,"1 Abbey Close, Abbey Park, Ferrybank"
42573,"1 Avenue Grove, Gorey"
42574,"1 Ballyheigue Holiday Village, Ballyheigue"
42575,"11 Glencairn Rise, The Gallops, Leopardstown"
42576,"11 The Park, Louisa Valley, Leixlip"
42577,"110 Airfield Point, Dunmore East"
42578,"12 Norbiton Hill, Raheen"
42579,"12 The Orchard, Gort"
42580,"122 Sundrive Road, Crumlin"
42581,"13 St. Andrew's Grove, Malahide"
42582,"137 CHARLESLAND COURT, GREYSTONES"
42583,"15 Berry's Close, Inchicore"
42584,"15 Leinster Cottages, Maynooth"
42585,"17 Kilshane Road, Finglas"
42586,"17 Oceanwave, Salthill, Galway"
42587,"18 The Maples, Moorfield Road, Newbridge"
42588,"2 Motor Villas, Popes Road"
42589,"2 Rye River Court, Leixlip, County Kildare"
42590,"2 White Strant, Clonea Road, Dungarvan"
