,Address
442500,"FINTRA, KILLYBEGS, DONEGAL"
442501,"GF3 ADELAIDE SQ, WHITEFRIAR ST, DUBLIN 8"
442502,"GLENAGAT, CAHIR, TIPPERARY"
442503,"GORTNACART, ARDARA, DONEGAL"
442504,"HILLCREST VIEW, LITTLE CULLENSTOWN, WEXFORD"
442505,"KILBRICKANE, ABBEYDORNEY, CO. KERRY"
442506,"KILLANAHAN, CRECORA, CO LIMERICK"
442507,"KILLASTER, BALLINAGARE, CASTLEREA"
442508,"KILNOE HOUSE, CLARE RD, ENNIS"
442509,"KNOCKABOY, GURTEEN, BALLINASLOE"
442510,"MAIN ST, BALLA, MAYO"
442511,"MAIN ST, KILLAVULLEN, MALLOW"
442512,"MALLAVONEA, SKIBBEREEN, CO CORK"
442513,"MULLAGHMORE, CASTLERAHAN, CAVAN"
442514,"MURREAGH, BALLYDAVID, DINGLE"
442515,"NEADINE, CURRAHEEN, GLENBEIGH"
442516,"NEWTOWN, BELCARRA, CASTLEBAR"
442517,"No 3, The Avenue, Aughamore"
442518,"NO 4 DUN NA RI, SWNFORD, CO MAYO"
442519,"NO 4A DUN NA RI, SWINFORD, CO MAYO"
442520,"No. 2 Woodstream, Coolaney"
442521,"POLLARDS, CROSS SCARNA, INCH"
442522,"RAILWAY VIEW, KNOCKLONG, LIMERICK"
442523,"RIVERGROVE, CHURCH LANE, MIDLETON"
442524,"Rossbeg, Westport"
442525,"ROSSBRIM, SCHULL, CORK"
442526,"ROSSKERRAGH, BELTURBET, CAVAN"
442527,"SANDYLANE, KILMACOE, CURRACLOE"
442528,"SLIEVEROE, KILKERRIN, BALLINASLOE"
442529,"SUNBURY, FERRYBANK, WEXFORD"
442530,"SUNMOUNT, THE PADDOCK, DRINAGH"
442531,"TUMBLEDOWN COTTAGE, BARNTOWN, WEXFORD"
442532,"Units 13-18 Cnoc Luir, Drumshanbo"
442533,"WALKERS COTTAGE, BALLYLICKEY, BANTRY"
442534,"WHITECHURCH, CARRICK ON SUIR, COUNTY KILKENNY"
442535,"1  Ard Na Laoi, Clash Road, Little Island"
