,Address
107500,"ELM LODGE, GLENBROOK, PASSAGE WEST"
107501,"EMERALD LODGE, 30 EMERALD SQUARE, CORK STREET"
107502,"FINSBORO, CASTLECOMER, KILKENNY"
107503,"GARDENHILL, CASTLECONNELL, LIMERICK"
107504,"GARVAGH, KESHCARRIGEN, CARRICK ON SHANNON"
107505,"GLASSERCHOO, MEENLARAGH POST OFFICE, LETTERKENNY"
107506,"GLENARY, CONNOLLY ST, BALLINA"
107507,"HIGHMOUNT, DROMCOLLOGHER, LIMERICK"
107508,"HILLCREST, POLES, CAVAN"
107509,"INISFREE, 89 MAYORSTONE GARDENS, ENNIS RD"
107510,"KILLAG, DUNCORMICK, WEXFORD"
107511,"KILMORE, RATHMOYLON, MEATH"
107512,"KILTENNAN CROSS, CROAGH, LIMERICK"
107513,"LANE HOUSE, BALTRAY, DROGHEDA"
107514,"Liltwood, McCreadies Lane, Malahide"
107515,"LISLEENAVALLA CREGMORE CLAREGAWLAY, GALWAY"
107516,"Loughnavalley, Mullingar"
107517,"MAIN RD, TULLYALLEN, DROGHEDA"
107518,"MAY COTTAGE, CRUANAN, BALLAGHADEREEN"
107519,"MEELCON, TARBERT, CO KERRY"
107520,"MILL HILL, KILFINANE, CO LIMERICK"
107521,"MOHER EAST, CAPPAWHITE, TIPPERARY"
107522,"MULLACH NA SGIATHOG, CARRIGEENCOR, DROMAHAIR"
107523,"MULLINARY, CARRICKMACROSS, CO. MONAGHAN"
107524,"NEWTOWN AHERLOW, AHERLOW, TIPPERARY"
107525,"No 17 The Starlings, Shanganagh Road, Shankhill"
107526,"OAKSTOWN, TRIM, MEATH"
107527,"PAMAR RISE, CASHELARD, BALLYSHANNON"
107528,"PARK NA BERNER, ROEVEAGH, KILCOLGAN"
107529,"RATHANNA, DRUMELIS, CAVAN"
107530,"Roestown, Dunshaughlin"
107531,"ROSEMOUNT, ROSCREA, TIPPERARY"
107532,"RUSSELLSTOWN, ATTANAGH, COUNTY LAOIS"
107533,"SANCTA MARIA, PUTLAND VILLAS, VEVAY RD"
107534,"SESSUEGILROY, CLOONACOOL, CO SLIGO"
107535,"SHANDRUM, CHARLEVILLE, CO CORK"
107536,"SILLERDANE LODGE, KILGARVAN, KENMARE"
107537,"Skehana, Castlecomer"
107538,"SLATTE LOWER, WOLF HILL, CO LAOISE"
107539,"SOUTH PARK, PRIESTS RD, TRAMORE"
107540,"SPRINGHILL, BALLYDUFF EAST, KILMEADEN"
107541,"St. Therese, Fairfield Avenue, Commons Road"
107542,"Tara, Tara Hill, Gorey"
107543,"THE AMYTHEST, KEEL, ACHILL ISLAND"
107544,"THE STONE COTTAGE, GRAIGUE, DUN MORE EAST"
107545,"UPPER BLUEPOOL, KANTURK, CORK"
107546,"WHITESTOWN ROAD, RUSH, CO DUBLIN"
107547,"20 AVALON, ARKLOW, CO WICKLOW"
107548,"20A SLIEVE BLOOM RD, DRIMNAGH, DUBLIN 12"
107549,"49 New Inn, Enfield"
107550,"APT 10 BLOCK B, STRADBROOK, STRADBALLY RD"
107551,"TIRHOGAR, PORTARLINGTON, LAOIS"
107552,"17 ROSEMOUNT TERRACE, LETTERKENNY, DONEGAL"
107553,"20 Castlepark Residence, Castlepark Road, Sandycove"
107554,"78 CALLENDERS MILL, CELBRIDGE, KILDARE"
107555,"BALLYBEG, BROSNA, CO KERRY"
107556,"BEECHPARK HOUSE, CRINKILL, BIRR"
107557,"WOODVIEW HOUSE, TWEEDMOUNT, BLARNEY"
107558,"'Dromana', Barnavara Hill, Glanmire"
107559,"1 Fairgreen House, Forster Street, Galway"
107560,"1 WOODVIEW, BALLYMURN"
107561,"10 A CORKE ABBEY, BRAY, WICKLOW"
107562,"10 HEBRON PARK, KILKENNY, KILKENNY"
107563,"100 LR BLUEPOOL, KANTURK, CORK"
107564,"104 CASTLECURRAGH VALE, MULHUDDART, DUBLIN 15"
107565,"11 ST BRIGIDS CLOSE, KILLESTER, DUBLIN 5"
107566,"12 Lisroyne Oaks, Strokestown"
107567,"12 NEWLINE CLOSE, MOUNTRATH, LAOIS"
107568,"125 ROSSVALE MOUNTMELLICK RD, PORTLAOISE, LAOIS"
107569,"13 GREENHILLS EST, BALLINA, MAYO"
107570,"15 COLLEGE ST, BALDOYLE, DUBLIN 13"
107571,"152 BELFRY HALL, CITYWEST, DUBLIN 24"
107572,"16 ARANMORE CLOSE, ROCK CROSS, CAVAN"
107573,"169 Balreask Manor, Trim Road, Navan"
107574,"17 MERRION STREET UPPER, DUBLIN 2"
