,Address
45000,"7 The Sycamores, Classes Lake, Ballincollig"
45001,"70 Park Avenue, Sandymount"
45002,"78 Kippure Park, Finglas, Dublin"
45003,"79  MOYNE  ROAD, RANELAGH"
45004,"79 Meadowlands, Broomfield, Midleton"
45005,"79 Tyrconnell Park, Inchicore, Dublin 8"
45006,"80 Ferndale, Navan"
45007,"86 St Ignatious Road, Phibsboro"
45008,"87 Celtic Park Avenue, Beaumont"
45009,"88 Fairlawn Road, Finglas"
45010,"89 Avondale Park, Raheny"
45011,"9 reginald street, dublin 8"
45012,"95 Marlay View, Ballinteer Avenue, Ballinteer Dublin 16"
45013,"97 Villa Park Gardens, Navan Road"
45014,"Alpine Cottage, Ballinalea, Ashford"
45015,"Apartment 17, Illex House  Mespil Estate, Mesplil Road"
45016,"Apartment 1, 13 Monck Place, Phibsboro"
45017,"Apartment 61, Bachelor's Walk Apartments, Bachelor's Walk"
45018,"Ard na Greine, Portrane Road, Donabate"
45019,"Aughrisbeg, Cleggan"
45020,"Ballymoneen West, Knockacarra"
45021,"Birch House, Caragh Lake, Killorglin"
45022,"Blackfort, Newport Road, Castlebar"
45023,"Boher na Beaky, Slaney Quarter, Tullow"
45024,"Breaghy, Portnablagh"
45025,"Bunowen, Ballyconneely"
45026,"callaros oughter, goleen"
45027,"Casino House, Coolmain Harbour, Kilbrittain"
45028,"Clooniffe, Moycullen"
45029,"Dundalk Road, Ardee"
45030,"Garfinny, Dingle"
45031,"Glashaboy West, Bweeng"
45032,"Glenlara, Glasheen Road"
45033,"Grange Upper, Stradbally"
45034,"Ironpool, Kilconly, Tuam"
45035,"Irremore, Listowel"
45036,"KILBRICKEN, ROSMUC"
45037,"Linden Lodge, Castlepark Road, Dalkey"
45038,"Liskennet East, Granagh"
45039,"Mangan, Gorey"
45040,"Newtownallen, Maganey, Carlow"
45041,"No 17 Broomville Court, Dublin Road, Portlaoise"
45042,"No. 1 The Moorings, The Quay, Ballina"
45043,"NO.5 MAYBURY, CASTLEHEIGHTS, CARRIGALINE"
45044,"Oghill, Ballinagh"
45045,"Rathbarran, Coolaney"
45046,"Rathmichael Haven, Rathmichael"
45047,"Rosebud Cottage, Daingean Road, Tullamore"
45048,"SEAN O'CARROLL STREET, ARDEE"
45049,"Sleep Hollow, Croagh"
45050,"Sunnyvale House, 2 Cooladerry, Raphoe"
45051,"Derrycoosh, Castlebar"
45052,"1 Racehill Hall, Ashbourne, County Meath"
45053,"11 Avoca Road, Blackrock"
45054,"11 Manor Grove, Manor Rd, Mountmellick"
45055,"12 Daneswell Road, Glasnevin"
45056,"15 Crosstrees, Main Street, Howth"
