,Address
227500,"86 NORTHWAY EST, FINGLAS, DUBLIN 11"
227501,"89 CORKE ABBEY, DUBLIN RD, BRAY"
227502,"9 BLOCK C, SMITHFIELD MARKET, SMITHFIELD DUBLIN 7"
227503,"95 GROVE PARK, RATHMINES, DUBLINE 6"
227504,"96 Springfort Meadows, Nenagh"
227505,"98 CHORD ROAD, DROGHEDA, CO LOUTH"
227506,"APT 1 BEASLY ST, CORK, CORK"
227507,"APT 204, CUBES 5, BEACON SOUTH QUARTER DUBLIN 18"
227508,"APT 207, ABBEY RIVER COURT, SHEEP ST"
227509,"APT 32, QUAY VILLAGE, WESTPORT"
227510,"APT 418 AN SEAN MHUILEANN, NORTH CIRCULAR ROAD, TRALEE"
227511,"APT 5 BEASLY ST, CORK, CORK"
227512,"APT 9, BALLYGIHEN, SANDYCOVE RD"
227513,"ARASAIN PHEADAIR, BAWNBOY, BELTURBET"
227514,"ATTSLANEY NORTH, TUBBER, COUNTY CLARE"
227515,"BALLYMARCHAUN, LABANE, ARDRAHAN"
227516,"BARNESMOR, RIVERS, CASTLETROY"
227517,"BLOCK E, 160 ATHLATHAN, RACECOURSE RD"
227518,"BOHERGAR, BRITTAS, LIMERICK"
227519,"BOOLABEHA, MOYNE, THURLES"
227520,"CARROWTIGUE, BALLINA, CO MAYO"
227521,"COOLUSTY, ATHLEAGUE, CO ROSCOMMON"
227522,"COSHER KILMUCKRIDGE, GOREY CO WEXFORD"
227523,"COURTLANDS, MAYGLASS, BRIDGETOWN"
227524,"CULLENAGH, BURNCOURT, CO TIPPERARY"
227525,"CURRAGHMORE, FINNOE, BORRISOKANE"
227526,"DARRLOUGH, BANGOR ERRIS, MAYO"
227527,"DOONEEN, MILLSTREET, CORK"
227528,"DRUMLOMAN, KILNALECK, CAVAN"
227529,"DUNAGROGUE, KILLIMER, CO CLARE"
227530,"DUNBUR COTTAGE, LIGHTHOUSE RD, WICKLOW"
227531,"EAGLE VIEW, 8 OLD KILTEGAN, KILTEGAN"
227532,"GORSE VIEW COTTAGE, TULLYBEG, RENVYLE"
227533,"HILLVIEW HOUSE, CORROHOE, CAVAN"
227534,"HODGESTOWN, DONADEA, NAAS"
227535,"KILLIN PARK GOLF CLUB, KILLIN, DUNDALK"
227536,"KILMURRAY, DUNGARVAN, WATERFORD"
227537,"KNOCKUDDER, DUNBOYNE, MEATH"
227538,"LAKE INCHIN LODGE, DERRYHEEN, BUTLERSBRIDGE"
227539,"LOUGH VIEW, QUAY ST, MOVILLE"
227540,"LOUGHILL, MOULOUGH, BALLINASLOE"
227541,"LOWER RD, MOUNTCOLLINS, LIMERICK"
227542,"LYNCHES FILLING STATION, KILREADY, CASTLEMAHON"
227543,"MALLOW ROAD, DONERAILE, CORK"
227544,"MUCKLAGH, CARROWHOLLY, WESTPORT MAYO"
227545,"MULLAMAGAVAN, STRADONE, CAVAN"
227546,"NEMESTOWN, KILMORE QUAY, WEXFORD"
227547,"NO 24 HERON, THORNWOOD, BOOTERSTOWN AVENUE"
227548,"OAKLEIGH, KILLEA, DUNMORE EAST"
227549,"REASKAUN, LARCHILL, ENNIS"
