,Address
220000,"103, Carraigweir, Tuam"
220001,"104 GRACEPARK MEADOWS, DUBLIN 9, DUBLIN"
220002,"12 CUSHLA LAWNS, MONKSLAND, ATHLONE"
220003,"12 Dalriada Walk, Knocklyon, Dublin 16"
220004,"12 The Court, Lus an Ime, Cloyne"
220005,"128 THE STRAND, OCALLAGHAN STRAND, LIMERICK"
220006,"13 KENURE PARK, POWERSCOURT, WATERFORD"
220007,"14 CAHER PLACE, CASTLEGREGORY, KERRY"
220008,"14 FRANKFORT PARK, DUNDRUM, DUBLIN 14"
220009,"14 GLENFIELD CLOSE, CLONDALKIN, DUBLIN 22"
220010,"14 Heathfield Way, Cappagh Road, Finglas"
220011,"14 LIOS NA SIDHE, MILFORD GRANGE, CASTLETROY"
220012,"15 CASTLE VIEW GROVE, SWORDS, DUBLIN"
220013,"15 RONCALLI RD SUTTON, DUBLIN 13, DUBLIN"
220014,"155 Kylemore, Schoolhouse Road, Monaleen"
220015,"157 CATHEDRAL RD, CORK, CORK"
220016,"16 AIRFIELD RD, RATHGAR, DUBLIN 6"
220017,"16 NICHOLAS CHURCH PLACE, COVE ST, CHURCH PLACE"
220018,"16 SPERRIN RD, DRIMNAGH DUBLIN 12, DUBLIN"
220019,"160 OLD COUNTY RD, CRUMLIN, DUBLIN 12"
220020,"168 BARRINGTON COURT, PROSPEROUS, KILDARE"
220021,"17 GRANGE PARK, RATHFARNHAM, DUBLIN 14"
220022,"17 SERPENTINE AVE, BALLSBRIDGE, DUBLIN 4"
220023,"17 SYCAMORE CLOSE, TERMON ABBEY, DROGHEDA"
220024,"17 WILLOW PARK, ENNIS, CO CLARE"
220025,"18 BRACKENRAINEY MANOR, LONGWOOD, MEATH"
220026,"19 UPPER CLANBRASSIL ST, DUBLIN 8"
220027,"195 THE OAKS, BALLYMANY, CO KILDARE"
220028,"2 BALLINAMONEY, BAILIEBOROUGH, CAVAN"
220029,"2 MOWLDEN BRIDGE, RATOATH, MEATH"
220030,"2 ST MARGARETS CLOSE, CASTLE PARK RD, DALKEY"
220031,"2 The Tanager, Barnageeragh Cove, SKerries"
220032,"206 BROOKFIELD HALL GROODY RD, CASTLETROY, LIMERICK"
220033,"21 ASHWOOD WALK, SUMMERHILL, PORTLAOISE"
220034,"21 PAIRC NA GREINNE, DROMAHANE, MALLOW"
220035,"22 TRAMWAY COURT, OLD BLESSINGTON RD, TALLAGHT DUBLIN 24"
220036,"23 MARINE COURT APTS, ATLANTIC WAY, BUNDORAN"
220037,"25 BEECHFIELD HEIGHTS, CASTAHEANY, CLONEE DUBLIN 15"
220038,"25 STONEWOOD, CLONAKILTY, CORK"
220039,"26 CASTLEDAWSON, MAYNOOTH, KILDARE"
220040,"26 CUL RONAIN, BALLIVOR, MEATH"
220041,"27 DOYLE RD, TURNERS CROSS, CORK"
220042,"27 Parkside Close, Parkside, Balgriffin"
220043,"28 ANGLERS WALK, CARLOW, CARLOW"
220044,"28 CASTLE GROVE, CLONTARF, DUBLIN 3"
220045,"28 THE HAWTHORNS, ARDRAVAN, BUNCRANA"
220046,"29 BEECH ROAD, FOTA ROCK, CARRIGTWOHILL"
220047,"29 Rinn Duin, Rindifin, Gort"
220048,"29 SHANNON QUAYS, ROOSKEY, LEITRIM"
220049,"298 CAPTAINS RD, CRUMLIN, DUBLIN 12"
220050,"3 COIS ABHAINN, COLLOONEY, SLIGO"
220051,"3 EMERALD TERRACE, CORK ST, DUBLIN 8"
220052,"3 FOREST HAVEN, DUNMORE EAST, CO WATERFORD"
220053,"3 Laharran Green, Coolkellure, Lehenaghbeg"
220054,"3 THE ORCHARDS, CARLOW, CO. CARLOW"
220055,"3 WOODLANDS, KERRY PIKE, CORK"
220056,"30 BALLYROAN RD, TEMPLEOGUE, DUBLIN 16"
220057,"31 NEW CABRA RD, PHIBSBOROUGH, DUBLIN 7"
220058,"31 THE PARK BLUE CEDARS, BALLYBOFEY, DONEGAL"
220059,"32 Beresford Green, Donabate, County Dublin"
220060,"33 ST FINBARRS PARK, GLASHEEN RD, CORK"
