,Address
322500,"PAROCHIAL HOUSE, GLENHEST, NEWPORT"
322501,"PRESBYTERY AT KILLALOE, SHANTRAUD, KILLALOE"
322502,"RATHCOFFEY, CLANE, KILDARE"
322503,"RATHENDRICK, CARNAROSS, KELLS"
322504,"ROCKY VALLEY DRIVE, KILMACNAOGUE, CO. WICKLOW"
322505,"RUSHFIELD RD, CARRIGANS, DONEGAL"
322506,"SHEEROE, CASTLEBAR RD, WESTPORT"
322507,"SKERRY, KILMACRENNAN, LETTERKENNY"
322508,"ST ANTHONYS, BALLYDOWD, LUCAN"
322509,"ST MARTINS, CARRICK EAST, CORWAMONA"
322510,"SYCAMORE HOUSE, DRIPSEY, CORK"
322511,"THE COTTAGE, DEVLIS, BALLYHAUNIS"
322512,"THE HILL, CAMDEN LANE, CROSSHAVEN"
322513,"Unit 10  Block B, Bishops Gate, Enniskerry Road"
322514,"UNIT 2, 57 RICHMOND RD, DUBLIN 3"
322515,"UNIT 90B DANESFORT COURT, CAHERWALTER, LOUGHREA"
322516,"UPPER MAIN ST, GRAIGUENAMANAGH, CO KILKENNY"
322517,"WALSHESTOWN, NEWBRIDGE, KILDARE"
322518,"WHITEHOUSE, CASTLEBAR ST, WESTPORT"
322519,"WHITETHORN LODGE, TINRYLAND, CARLOW"
322520,"YELLOW RD, CASTLECOMER, CO KILKENNY"
322521,"1 NICHOLAS PLACE, OFF PATRICK ST, DUBLIN 8"
322522,"1 ST ANNS, BANDON, CORK"
322523,"1 WOODVIEW PLACE, TARBERT, KERRY"
322524,"10 BEALING GROVE, TYRRELSTOWN, DUBLIN 15"
322525,"10 FURRY PARK COURT, HOWTH RD, KILLESTER DUBLIN 5"
322526,"10 Templeville, Punches Cross, Limerick"
322527,"100 THE STRAND, OCALLAGHAN STRAND, LIMERICK"
322528,"101 THE STRAND, OCALLAGHAN STRAND, LIMERICK"
322529,"102 THE STRAND, OCALLAGHAN STRAND, LIMERICK"
322530,"103 THE STRAND, OCALLAGHAN STRAND, LIMERICK"
322531,"104 THE STRAND, OCALLAGHAN STRAND, LIMERICK"
322532,"105 DOOLARGY AVENUE, DUNDALK, COUNTY LOUTH"
322533,"105 THE STRAND, OCALLAGHAN STRAND, LIMERICK"
322534,"109 LACKANASH, NAVAN RD, TRIM"
322535,"11 CHANCERY PARK GROVE, TULLAMORE, CO OFFALY"
322536,"11 GLEANN ARAS GARDENS, GRENAGH, CORK"
322537,"11 MONREAD BROOK, MONREAD AVE, NAAS"
322538,"11 RONAYNS COURT, ROCHESTOWN RD, ROCHESTOWN"
322539,"114 DALTON PARK, MULLINGAR, CO WESTMEATH"
322540,"114 SILCHESTER PK, DUN LAOGHAIRE, DUBLIN"
322541,"118 ATH LETHAN, RACECOURSE RD, DUNDALK"
322542,"11A St. Patrick's Terrace, Donabate, Co. Dublin"
322543,"12 DUN SAITHNE GREEN, FLEMINGTON LANE, BALBRIGGAN"
322544,"12 GORT NA MONA DR, FOXROCK, DUBLIN 18"
322545,"127 BLACKCASTLE, NAVAN, DEMESNE"
322546,"13 14 HENRIETTA ST, WATERFORD"
322547,"13 BERWICK WAY, SWORDS MANOR, DUBLIN"
322548,"13 HECTOR ST MILLS, FRANCES ST, KILRUSH"
322549,"13 KNIGHTS HAVEN, VALENTIA, KERRY"
322550,"13 LIMEKILN CLOSE, MANOR ESTATE, TERENURE DUBLIN 12"
322551,"13 STREAM ST, TAGHMON, CO WEXFORD"
322552,"134 SEAPARK, MOUNT PROSPECT AVE, CLONTARF"
322553,"137 GREENWOOD EST, TOGHER, CORK"
322554,"14 EDWARD SQ, BLOOMFIELD, DONNYBROOK DUBLIN 4"
322555,"14 GARRAI GLAS, ATHENRY, GALWAY"
322556,"14 ORCHARDSTOWN DR, TEMPLEOGUE, DUBLIN 14"
322557,"14 PARK COURT, GLENAGEARY HEIGHTS, GLENAGEARY"
322558,"14 TEMPLE VILLAS, PALMERSTON RD, RATHMINES DUBLIN 6"
322559,"14 THE HOLLY, ROCKFIELD, DUNDRUM"
322560,"149 STEEPLECHASE GREEN, RATOATH, MEATH"
322561,"15 BEAUPARK DOWNS, MONKSTOWN VALLEY, MONKSTOWN"
322562,"15 HARBOUR VIEW, BALBRIGGAN, DUBLIN"
322563,"15 MARWOOD GREEN, RIVERSTOWN, GLANMIRE"
322564,"16 BROWN ST, PORTLAW, WATERFORD"
322565,"16 Odins Way, Taylors Lane, Rathfarnha"
322566,"177 HAZELBURY PARK, CLONEE, DUBLIN 15"
322567,"18 EARLSCROFT, SOUTHERN CROSS ROAD, BRAY"
322568,"18 Laharran East, Manor Farm, Lehenaghbeg"
322569,"18 PRIORY HOUSE, PRIORY HALL, SPAWELL RD"
322570,"19 Elder Heath Crescent, Elder Heath, Kiltipper Road"
322571,"2 CARRAGH GROVE, SALTHILL, GALWAY"
322572,"2 CHURCH VIEW, LAHARDANE, BALLINA"
322573,"2 CLOONAGASHEL, BALLYMOTE, SLIGO"
322574,"2 DIAMOND HILL, MONKSTOWN, CO CORK"
322575,"2 James Fort Avenue, Kinsale Manor, Rathbeg"
322576,"2 LOUGH CONN DR, BALLYFERMOT, DUBLIN 10"
322577,"2 PARKLANDS LODGE, MAYNOOTH, KILDARE"
322578,"2 rathmill manor, rathcoole"
322579,"20 BURNSIDE, MAGENTA CRESCENT, SANTRY DUBLIN 9"
322580,"20 CAMERON SQUARE, KILMAINHAM, DUBLIN 8"
322581,"20 Castleoak Crescent, Limerick Road, Nenagh"
322582,"20 RICHMOND HILL, CORK, CORK"
322583,"20 THE AVENUE, CAHEREEN HEIGHTS, CASTLEISLAND"
322584,"21 Dunville Park, Athlumney, Navan"
322585,"214 TUSKAR ROCK, CUSTOM HOUSE HARBOUR, I F S C DUBLIN 1"
322586,"22 BOTHEROAN, NEWMARKET ON FERGUS, CLARE"
322587,"22 CHARNWOOD GARDENS, CLONSILLA, DUBLIN 15"
322588,"22 DUBLIN ST, BLACKPOOL, CORK"
322589,"22 GROVE TERRACE, BALLYRAGGET, KILKENNY"
322590,"22 MOUNT ANVILLE LAWN, GOATSTOWN, DUBLIN 14"
322591,"22 Rathbawn, ballinasloe"
322592,"23 CNOC NA RI, TOP ROAD, STRANDHILL"
322593,"24 Grace Park Way, Grace Park Wood, Grace Park Road"
322594,"24 LANA NA PAIRCE, BALLYOWEN LANE, LUCAN"
322595,"25 THE PARK, OLDTOWN MILL, CELBRIDGE"
322596,"25 TOLKA VALE, FINGLAS RD, FINGLAS"
322597,"26 LIMEKILN GREEN, GREENHILLS, WALKINSTOWN DUBLIN 12"
322598,"26 LOTHBEG EST, MAYFIELD, CORK"
322599,"26 PINERIDGE, SUMMERHILL, WEXFORD"
322600,"26 SEAVIEW PARK, QUILTY, CO. CLARE"
322601,"27 AUBURN CLOSE, EARLSCOUT WATERFORD, WATERFORD"
322602,"284 COLLINS PARK, BEAUMONT, DUBLIN 9"
322603,"286 WYCKHAM POINT, DUNDRUM, DUBLIN 16"
322604,"29 ELGIN WOOD, BRAY, CO WICKLOW"
322605,"29 VICTORIA ROAD, CLONTARF, DUBLIN 3"
322606,"2A MARYFIELD COURT, MONREAD RD, NAAS"
322607,"3 FRONTFIELD, OAKVIEW VILLAGE, TRALEE"
322608,"3 ST MARY'S TERRACE, KILMURRAY, LISSARDA"
322609,"3 Steeplewoods, Killumney Road, Carrigrohane"
322610,"30 ARDROSS AVE, CARRICKMACROSS, MONAGHAN"
322611,"300 RYVALE LAWNS, LEIXLIP, KILDARE"
322612,"31 BRANOGUE PARK, RIVERCHAPEL, COURTOWN"
322613,"31 MILL OAKS, DRUMLISH, COUNTY LONGFORD"
322614,"31 PINETREE CRESCENT, KILNAMANAGH, TALLAGHT DUBLIN 24"
322615,"34 COOLKILL, SANDYFORD, DUBLIN 18"
322616,"35 BLUEBERRY FIELDS, BROOMFIELD, MIDLETON"
322617,"35 PARK VIEW DR, LETTERKENNY, DONEGAL"
322618,"36 LAURISTON, TOWNSPARK, MIDLETON"
322619,"365 COLLINSWOOD, COLLINS AVE, DUBLIN 9"
322620,"37 WILLOW GROVE, SALLINS, KILDARE"
322621,"37 WILLOW GROVE, SALLINS, KILDARE"
322622,"37 WILLOW GROVE, SALLINS, KILDARE"
322623,"38 Willow Close, Dublin Road, Dunshaughlin"
322624,"388 BLARNEY, ST, CORK"
322625,"4  Elder Heath Crescent, Elder Heath, Kiltipper Road"
322626,"4 STRAND STREET, YOUGHAL, COUNTY CORK"
322627,"40 CLUAIN NA GREINE, CLONEYGOWAN, TULLAMORE"
322628,"40 MILL OAKS, DRUMLISH, LONGFORD"
322629,"41 PARKGATE STREET, DUBLIN 8"
322630,"41 ST MARYS LANE, BALLSBRIDGE, DUBLIN 4"
322631,"42 BALLYBOUGH ROAD, BALLYBOUGH, DUBLIN 3"
322632,"42 BROOKLAWN AVE, NEWTOWNPARK AVE, BLACKROCK"
322633,"42 BROOKWOOD AVE, ARTANE, DUBLIN 5"
322634,"427 CARNLOUGH ROAD, CABRA WEST, DUBLIN 7"
322635,"42A BALLYBOUGH ROAD, BALLYBOUGH, DUBLIN 3"
322636,"45 CASTLE CLOSE, CLONDALKIN, DUBLIN 22"
322637,"45 Oak Hill, Gorey"
322638,"45 PRIORY WALK, WHITEHALL ROAD, TERENURE DUBLIN 12"
322639,"46 BISHOP'S COURT, HIGHFIELD ROAD, ENNIS"
322640,"46 PALACE FIELDS, TUAM, GALWAY"
322641,"47 FERNS CLOSE, FERNSBRIDGE, MONASTEREVIN"
322642,"47 SEVILLE PLACE, DUBLIN 1, DUBLIN"
322643,"48 Ashfield Avenue, Ridgewood, Swords"
322644,"48 HILLVIEW, MOUNT TALBOT APT, MONASTERY ROAD"
322645,"49 AFTON DR, GREENACRES, DUNDALK"
322646,"49 River Meadow, Dromod"
322647,"5 THE CRESCENT, MOYGLARE HALL, MAYNOOTH"
322648,"5 THE GALLERY, CHESTNUT RD, BALLYBOFEY"
322649,"5 UPPER MAIN ST, KILNALECK, CAVAN"
322650,"5 WALNUT COURT, KENNEDY PARK, LIMERICK"
322651,"51 THE CRESENT, ONGAR VILLIAGE, ONGAR DUBLIN 15"
322652,"53 THE DRIVE, RIVERBANK, RATHMULLAN RD"
322653,"54 kirvin hill, rathnew"
322654,"56 BISHOPS GATE, KILTERNAN, DUBLIN 18"
322655,"57 Bishops Gate, Enniskerry Road, Kilternan"
322656,"57 CARTUR MOR, CLYBAWN, KOCKNACARRA"
322657,"57 kirvin hill, rathnew"
322658,"57 PAKENHAM HOUSE, SPENCER DOCK, DUBLIN 1"
322659,"59 HARBOUR POINT, MARKET SQ, LONGFORD"
322660,"6 ABBEY CLOSE, ROCHFORD MANOR, TRIM"
322661,"6 CLARA COURT, FARMHILL, SLIGO"
322662,"6 EST AVE, MERRION, DUBLIN 4"
322663,"6 GLENART AVE, BLACKROCK, DUBLIN"
322664,"6 MALIN AVE, ARDKEANE VILLAGE, WATERFORD CITY"
322665,"61 CLEARWATER COURT SOUTH, DUBLIN 15, DUBLIN"
322666,"61 ROSEBERRY HILL, RICKARDSTOWN, NEWBRIDGE"
322667,"63 SEVILLE LAWNS, MARGARETSFIELD, CALLAN ROAD"
322668,"65 CLAREMONT PARK, CIRCULAR RD, RAHOON"
322669,"65 COIS RIOGA, CAHERCONLISH, LIMERICK"
322670,"7 PRIORY RD, HAROLDS CROSS, DUBLIN 6W"
322671,"7 Rahillion Crescent, Donabate, Dublin 15"
322672,"7 SCOTIA, DE VESCI COURT, THE SLOPES"
322673,"7 WARRENHOUSE RD, BALDOYLE, DUBLIN 13"
322674,"72 ARDOYNE HOUSE, PEMBROKE PARK, DUBLIN 4"
322675,"72 OLIVER PLUNKETT AVE, MONKSTOWN FARM, DUBLIN"
322676,"72 TRITONVILLE ROAD, SANDYMOUNT, DUBLIN 4"
322677,"73 HEYTESBURY LANE, BALLSBRIDGE, DUBLIN 4"
322678,"76 GORT NA GLAISE, SANDY RD, GALWAY"
322679,"76 WEST RD, EAST WALL, DUBLIN 3"
322680,"77 GORT NA GLAISE, SANDY RD, GALWAY"
322681,"78 CLADDAGH RD, BALLYFERMOT, DUBLIN"
322682,"8 BLACKFORT MANOR, NEWPORT RD, CASTLEBAR"
322683,"8 MANOR GROVE, GRANGE MANOR, OVENS"
322684,"8 Ross Avenue, Bundoran"
322685,"81 TIR CROGHAN, KINNEGAD, CROGHAN"
322686,"84 TIVOLI WOODS, TIVOLI, CORK"
322687,"87 CLEARWATER COVE, DUNLAOGHAIRE, DUBLIN"
322688,"87 HAMPTON GREEN, BALBRIGGAN, DUBLIN"
322689,"88 ASHBROOK, DUNDALK, LOUTH"
322690,"8A THE MILL, DOORADOYLE PARK, DOORADOYLE"
322691,"91 RIVERDALE, ORANMORE, GALWAY"
322692,"94 FOXFIELD RD, RAHENY, DUBLIN 5"
322693,"APARTMENT 17, ROS MOR VIEW, SCHOLARSTOWN ROAD"
322694,"APARTMENT 23, COLLEGE VIEW, MOUNTMELLICK"
322695,"APARTMENT 4 RIVERCOURT, CAMAC CLOSE, INCHICORE"
322696,"APT 16 BAYVIEW, ENNISCRONE, BAYVIEW"
322697,"APT 22, THE COURT, HENRIETTA PLACE DUBLIN 1"
322698,"APT 3, ACHILL SQUARE, BLANCHARDSTOWN"
322699,"APT 5, CHARTER HALL, PATRICK ST"
322700,"APT 802 NEWTOWN HOUSE, LIMERICK, LIMERICK"
322701,"Athleague, Roscommon"
322702,"BALLINACARRIGA, DUNMANWAY, CORK"
322703,"BALLINCARRIG WEST, FIRIES, CO KERRY"
322704,"BALLYADAM, FENOR, COUNTY WATERFORD"
322705,"BALLYBLOOD, TULLA, CLARE"
322706,"BALLYDEVLIN, GOLEEN, COUNTY CORK"
322707,"BALLYDUFF, CLARA RD, TULLAMORE"
322708,"BALLYGLASS, KILMOVEE, BALLAGHADEREEN"
322709,"BALLYKEENAN, GRAIGNAMANAGH, KILKENNY"
322710,"BALLYLEVIN, MANORCUNNINGHAM, CO DONEGAL"
322711,"BALLYTARSNA, NURNEY, CO CARLOW"
322712,"BEAGH, KILCONLY, TUAM"
322713,"BUNDUVOWEN ROSS, PONTOON, CASTLBAR"
322714,"CANNON ST, KELLS, MEATH"
322715,"CLOGHEEN, MONASTEREVIN, KILDARE"
322716,"CLONMOYLE, RATHANGAN, KILDARE"
322717,"CNOC AN GHRA, MOYLE HILL, MILFORD"
322718,"CRUCK HOUSE, ESKER RD, LUCAN"
322719,"Derrynacarrow, Doochary"
322720,"DONACARNEY GREAT, DONCARNEY, MEATH"
