,Address
352500,"DRIPSEY CROSS, CO CORK"
352501,"DUBLIN RD, ORANMORE, CO GALWAY"
352502,"EBONY HOUSE, LINENHALL ST, DUNDALK"
352503,"ELMWOOD, LEUGH, THURLES"
352504,"FAHYS RD, KILRUSH, CLARE"
352505,"GLEBE, TYRHUGH, DONEGAL"
352506,"GLENAMUCKA WEST, TAUR, NEWMARKET"
352507,"ISLAND COTTAGE, RATHMOYLE, KILKENNY"
352508,"MANORLAND, TRIM, MEATH"
352509,"MEADSBROOK, ASHBOURNE, CO MEATH"
352510,"MONAMONRA, ERRILL, PORTLAOISE"
352511,"MOUNTAIN LOWER, BALLINLOUGH, ROSCOMMON"
352512,"No. 10 Cul na Smear, Kilbrogan, Bandon"
352513,"No. 11 Cul na Smear, Kilbrogan, Bandon"
352514,"No. 12 Cul na Smear, Kilbrogan, Bandon"
352515,"No. 13 Cul na Smear, Kilbrogan, Bandon"
352516,"No. 14 Cul na Smear, Kilbrogan, Bandon"
352517,"No. 9 Cul na Smear, Knockbrogan, Bandon"
352518,"PINEGROVE, CLARINA, LIMERICK"
352519,"RATHCOLMAN HOUSE, MULLINGAR, CO WESTMEATH"
352520,"REDWOOD LORRHA, NENAGH, TIPPERARY"
352521,"SHEEUN, KILMIHILL, CO CLARE"
352522,"SION, TALLOW, COUNTY WATERFORD"
352523,"SLATTAGH MORE, ROOSKEY, ROSCOMMON"
352524,"ST ANTHONYS, HOLLYMOUNT, LEE RD"
352525,"TEMPLENACROHA, CLONROCHE, ENNISCORTHY"
352526,"THE BUNGALOW, OFF MAIN ST, BALLYCONNELL"
352527,"THE ISLAND, BALLYCUMBER, OFFALY"
352528,"THE LODGE, BLOSSOM GROVE, GLANMIRE"
352529,"THE SWEEP, ARDKILL, CARBURY"
352530,"TOAME COTTAGE, TOAME, GLEN"
352531,"1 CARRIGEEN, CLYBAWN RD, KNOCKNACARRA"
352532,"1 THE RAMPARTS, BRAY RD, CABINTEELY DUBLIN 18"
352533,"1 WOLFE TONE LOFTS, WOLFE TONE ST, DUBLIN 1"
352534,"10 CLONFERT RD, KIMMAGE, DUBLIN 12"
352535,"103 MOSTRIM OAKS, EDGEWORTHSTOWN, CO LONGFORD"
352536,"108 ROSEVILLE, NAAS, KILDARE"
352537,"11 SPERRIN RD, DRIMNAGH, DUBLIN 12"
352538,"11 Stanford Park, Westminster Road, Foxrock"
352539,"11 The Dale, Broadmeadow Vale, Ratoath"
352540,"12 DERRAVARRA RD, CAHERDAVIN, LIMERICK"
352541,"12 DYSART GROVE, YOUGHAL, CORK"
352542,"12 FAN GLAS, KILMEADEN, CO WATERFORD"
352543,"12 Longview Square, Millers Glen, Swords"
352544,"12 THE CEDARS, AVOURWEN MEADOWS, DROGHEDA"
352545,"13 Cove Walk Avenue, Kinsale Manor, Rathmore"
352546,"13 ELLENSBOROUGH LODGE, KILTIPPER RD, TALLAGHT DUBLIN 24"
352547,"13 GRIFFEEN, GLENWOOD, LUCAN"
352548,"13 SPRING LANE CARRIGALINE, CARRIGALINE, CORK"
352549,"13 WELLINGTON LODGE, SERPENTINE AVE, BALLSBRIDGE DUBLIN 4"
352550,"149 PEARSE ST, DUBLIN 2"
352551,"15 CARLTON COURT, ST LAWRENCE RD, CLONTARF DUBLIN 3"
352552,"15 The Dale, Broadmeadow Vale, Ratoath"
352553,"15 THE LODGE, CLASSES LAKE, OVENS"
352554,"152 FORTVIEW DR, BALLINACURRA GARDENS, BALLINACURRA"
352555,"16 Belltree Green, Clongriffin, Dublin 13"
352556,"16 Cloch Chora, Corofin, Co Galway"
352557,"16 Dodderbrook Walk, Ballycullen"
352558,"16 MOUNT ARGUS COURT, HAROLDS CROSS, DUBLIN 6W"
352559,"17 BERESFORD CRESCENT, DONABATE"
352560,"17 MILLPOND APTS, MILL LANE DUBLIN 22, DUBLIN"
352561,"17 WOODFORD RD, MONASTERY RD, CLONDALKIN DUBLIN 22"
352562,"18 CEDAR AVE, BISHOPSTOWN, CORK"
352563,"18 CONNOLLY ST, KILKENNY"
352564,"18 DRUMBIGGLE DR, ENNIS, CO CLARE"
352565,"19 The Meadows, Robswall, Malahide"
352566,"2 CORLEA, BALLYSHANNON, DONEGAL"
352567,"2 GRACEMEADOW CT, COCKHILL RD, STAMULLEN MEATH"
352568,"2 WEST PORT, BALLYSHANNON, DONEGAL"
352569,"20 GLEBEWOOD, BALLIVOR, MEATH"
352570,"20 THE EDEN, PROSPECTHILL, FINGLAS"
352571,"22 the meadows, moyglare hall, moyglare road"
352572,"24 BOIREANN BHEAG, ROSCAM, GALWAY"
352573,"24 PRESTON MILL, DROGHEDA, LOUTH"
352574,"248 BLOCK 5 PARKLANDS, NORTHWOOD, SANTRY"
352575,"25 DISCOVERY BUILDING, ROYAL CANAL PARK, RATOATH RD DUBLIN 15"
352576,"26 DERRYMORE, BALLYMORRIS ROAD, PORTARLINGTON"
352577,"26 HARMAN ST, DUBLIN 8, DUBLIN"
352578,"27 ashfield ave, ridgewood, SWORDS"
352579,"28, GRIFFITH PARADE, FINGLAS DUBLIN 11"
352580,"29 DODDER VIEW COTTAGES, BALLSBRIDGE, DUBLIN 4"
352581,"3 ASHE ROAD, SHANTALLA, GALWAY"
352582,"3 PRIORY HOUSE SPAWELL RD, WEXFORD"
352583,"30 OAK PARK, CASTLEREDMOND, MIDLETON"
352584,"31 ROSCAM HOUSE, ROSCAM, GALWAY"
352585,"32 CAISLEAN NA HABHANN, BROOKFIELD, CASTLETROY"
352586,"33 CEDAR CRESCENT, CLUAIN ARD, COBH"
352587,"34 DOORLEY PARK, RATHANGAN, KILDARE"
352588,"36 SLIEVE CARIB, DRUMLISH, LONGFORD"
352589,"36A THE GLEN, THE GLEN, WATERFORD"
352590,"36B DUN RI, TUAM RD, ATHENRY"
352591,"38 FATHER GRIFFIN RD, GALWAY, GALWAY"
352592,"39 AVONDALE DR, HANOVER, CARLOW"
352593,"4 BALLINORG ESTATE, TRALEE, CO. KERRY"
352594,"4 Brocan Wood, Monasterevin"
352595,"4 DOUGLAS ST, CORK, CORK"
352596,"4 MAPLE RD, CONNELL DR, NEWBRIDGE"
352597,"4 SALEEN, CASTLEBAR, MAYO"
352598,"4 THE SYCAMORES, DUNMORE RD, WATERFORD"
352599,"4 THE WOODLANDS, MIDLETON, CORK"
352600,"40 BRIDGE STREET, DUNDALK, CO LOUTH"
352601,"40 LYNN HEIGHTS, MULLINGAR, WESTMEATH"
352602,"40 RATHBRIDE ABBEY, KILDARE, KILDARE"
352603,"402 MOUNT KENNET, DOCK RD, LIMERICK"
352604,"42 Ashfield Avenue, Ridgewood, Forrest Road"
352605,"43 Clonlara, Kerry Pike"
352606,"43 Willow Drive, Bloomfield, Annacotty"
352607,"45 DUNBRODY WHARF, NEW ROSS, WEXFORD"
352608,"46 DANSFORT DR, LOUGHREA, GALWAY"
352609,"46 SRUTH AN MHUILINN, EMYVALE"
352610,"48 STONEBRIDGE RD, CLONSILLA DUBLIN 15, DUBLIN"
352611,"49 RIVERSIDE, KILMILOGUE, PORTARLINGTON"
352612,"50 DOWNVIEW, FARRANLEA RD, CORK"
352613,"50 Glenmore Wood, Mullingar"
352614,"50 NEWFIELD EST, DROGHEDA, LOUTH"
352615,"51 Ashfield Avenue, Ridgewood, Swords"
352616,"51 FAIRGREEN, PEARSE PARK, LIMERICK"
352617,"51 WESTBURY WOODS, GREENVILLE LANE, ENNISCORTHY"
352618,"57 THE FOLLY, WATERFORD"
352619,"58 BELL HARBOUR, MONASTEREVIN, KILDARE"
352620,"58 BRIDES GLEN PARK, SWORDS, DUBLIN"
352621,"6 EMERSON COURT, PROSPEROUS, KILDARE"
352622,"6 KILLEGLAND RISE, ASHBOURNE, MEATH"
352623,"6 THE ORCHARD, MILL RD, INISTIOGE"
352624,"63 KELLYS BAY PIER, SKERRIES, DUBLIN"
352625,"64 LOWER SALTHILL, GALWAY, GALWAY"
352626,"65 PRIORY LODGE, ST RAPHAELS MANOR, CELBRIDGE"
352627,"7 CASTLEWOOD, KILKEA, CASTLEDERMOT"
352628,"7 KILAKEE LAWNS, FIRHOUSE, DUBLIN 24"
352629,"74 ST COLMANS TERRACE, TULLAMORE, OFFALY"
352630,"74 THE CASINO, MALAHIDE, DUBLIN"
352631,"74 WOODLAWN PARK, DUBLIN 14, DUBLIN"
352632,"75A BELCLARE AVE, POPPINTREE, BALLYMUN DUBLIN 11"
352633,"8 AIRPARK RISE, STOCKING LANE, RATHFARNHAM DUBLIN 16"
352634,"8 AVONMORE AVE, TALLAGHT, DUBLIN 24"
352635,"8 CO8 BAILIS VILLAGE, JOHNSTOWN, NAVAN"
352636,"82 OAK HILL, CASTLECOMER, KILKENNY"
352637,"84 Monalin, Wicklow Hills, Newtownmountkennedy"
352638,"88 PRIORY COURT, EDEN GATE, DELGANY"
352639,"9 ELDEN, MARYBOROUGH HILL, DOUGLAS"
