,Address
142500,"9 MOORE STREET, KILRUSH, CO CLARE"
142501,"92  Iona Road, Glasnevin"
142502,"920 LADYCASTLE, K CLUB, STRAFFAN"
142503,"Apartment 1, Maryborough House, Maryborough Street"
142504,"Apartment 29 Southpoint, Main Street, Bray"
142505,"APT 10, BLOCK 3, CLARION QUAY"
142506,"APT 15, STONECOURT, ROSCOMMON"
142507,"APT 19, THE RICHMOND, NORTH BRUNSWICK ST"
142508,"APT 30 PORTVIEW APTS, THORNCASTLE ST, RINGSEND DUBLIN 4"
142509,"APT 5, 12 RAILWAY RD, CLONGRIFFIN"
142510,"APT 601 CUBE 3, BEACON SOUTH QUARTER, SANDYFORD"
142511,"APT 8, BROCK HALL, BROCKS LANE"
142512,"Ballydaly Upper, Millstreet"
142513,"Ballynacargy, Co. Westmeath"
142514,"BRIDGE ST, STROKESTOWN, ROSCOMMON"
142515,"CAHERPHUCA, BALLYGLUNIN, TUAM"
142516,"CLASH, LISSIVIGEEN, KILLARNEY"
142517,"Cloneyross, Ballycahill, Thurles"
142518,"CLOUGH, COROFIN, GALWAY"
142519,"corbally cottage, kilkee"
142520,"CUSHINKEEL, WESTPORT, MAYO"
142521,"EMLAGHDRINAGH, WATERVILLE, KERRY"
142522,"FENIT VILLAGE, TRALEE, KERRY"
142523,"GLENLEARY FARM COTTAGE, RAMELTON, CO DONEGAL"
142524,"HEAVENS GATE, MYRTLEVILLE, CO CORK"
142525,"KNOCKDOE, CLAREGALWAY, CO GALWAY"
142526,"MAIN ST, AVOCA, WICKLOW"
142527,"NEIDHAM, GOWRAN, KILKENNY"
142528,"PORTACARRON, OUGHTERARD, GALWAY"
142529,"ROSEVILLE, NEW CATHERINE ST, YOUGHAL"
142530,"RUTAGH, HERBERTSTOWN, LIMERICK"
142531,"TEACH MHUIRE, NAAS RD, NEWBRIDGE"
142532,"The Lodge, Lorro Gate, Athenry"
142533,"THE PRESBYTERY, KNOCKNAGREE, MALLOW"
142534,"1 ARDBRACKEN, KILTREAGH, DOORADOYLE"
142535,"1 BRIGHTON SQ, RATHGAR, DUBLIN 6"
142536,"1 CHURCH VIEW, LEAP, COUNTY CORK"
142537,"1 CHURCHWOOD, MUFF, DONEGAL"
142538,"1 Kilscoran Glen, Killinick"
142539,"1 LUDFORD RD, BALLINTEER, DUBLIN 16"
142540,"1 Thornfield, Ashbourne Avenue, Limerick"
142541,"10 ERINDALE, KINGSCOURT, CAVAN"
142542,"10 Forge Avenue, The Forge, Lusk"
142543,"10 highfield, Kells Road, Athboy"
142544,"10 Parkstown View, Ballivor"
142545,"105 MELLOW AVENUE, FINGLAS WEST, DUBLIN 11"
142546,"107 CARNE HILL, JOHNSTOWN, NAVAN"
142547,"109 DRYNAM DR, DRYNAM HALL, KINSEALY"
142548,"11 CHERBURY COURT, BOOTERSTOWN AVENUE, CO DUBLIN"
142549,"11 GRANGE RISE, STAMULLEN GORMANSTON, MEATH"
142550,"11 GROVE PARK RD, BALLYMUN, DUBLIN 11"
142551,"11 Maple Ave, Archerstown wd, Ashbourne"
142552,"11 TEMPLEROAN MEADOWS, RATHFARNHAM, DUBLIN 16"
142553,"110 THE ORCHARD, BLYRY, ATHLONE"
142554,"12 DUNDANION COURT, BLACKROCK, CORK"
142555,"12 GLEN ELLAN COURT SWORDS, DUBLIN"
142556,"12 MCCLURES TERRACE, LETTERKENNY, DONEGAL"
142557,"13 ARDCRANNAGH, LETTERKENNY, CO. DONEGAL"
142558,"13 CENTRE PARK, MAIN ST, SCHULL"
142559,"14 BATTERY COURT, DEMESNE LANE, LONGFORD"
142560,"14 CROSBIE HOUSE, NORTHBROOK AVE, DUBLIN 6"
142561,"14 New Circular Road, Sligo"
142562,"14 THE GALLOPS, KILBEGGAN, WESTMEATH"
142563,"14 THORNBERRY SQ, CLONEE, DUBLIN 15"
142564,"142 DUN NA COIRIBE, HEADFORD RD, GALWAY"
142565,"145 BEAUMONT ROAD, DUBLIN 9"
142566,"145 OAKLEIGH WOOD, DOORADOYLE, LIMERICK"
142567,"146 BOYNE VIEW, NAVAN, MEATH"
142568,"15 FAIRGREEN, GALWAY"
142569,"15 longview avenue, millers glen, swords"
142570,"156 BLACKCASTLE DEMENSE, SLANE ROAD, NAVAN"
142571,"156 THE MEADOWS, NEWBRIDGE, CO KILDARE"
142572,"16 SYCAMORE CLOSE, CLONBALT WOODS, DRUMLISH RD"
142573,"17 MELVILLE CLOSE, MEAKSTOWN, FINGLAS DUBLIN 11"
142574,"18 BEENOSKEE, BALLYARD, TRALEE"
142575,"18 CLAREVIEW TCE, FARRANSHONE, LIMERICK"
142576,"18 KELLYS BAY TOWER, SKERRIES, DUBLIN"
142577,"18 SAINT NICHOLAS ROAD, CLADAGH, GALWAY"
142578,"187 North Circular Road, Dublin 7"
142579,"19 BERESFORD AVE, DRUMCONDRA, DUBLIN 9"
142580,"19 KNIGHTSBRIDGE COURT, Knightsbridge Avenue, TRIM"
142581,"192 HAMPTON SQ, NAVAN RD, DUBLIN 7"
142582,"2 Beechwood Downs, Hartstown, Clonsilla"
142583,"2 CECIL AVE, CLONTARF, DUBLIN"
142584,"2 Charlemont Mews, Howth Road, Clontarf"
142585,"2 FAIRGREEN, DOONBEG, CO CLARE"
142586,"2 Lea Road, Sandymount"
142587,"2 MAIN STREET, DOWNINGS, CO DONEGAL"
142588,"2 MULVEY CRESCENT, MULVEY PARK, DUNDRUM DUBLIN 14"
142589,"2 ST COLUMBUS ROAD UPPER, DRUMCONDRA, DUBLIN 9"
142590,"20 BUN CAISE, RAHOON, GALWAY"
142591,"20 GRANGE VILLAGE, MULLINGAR, WESTMEATH"
142592,"20 THE ORCHARD, MAIN ST, DUNLEER"
142593,"20 The Willows, Allenwood, Naas"
142594,"209 ROSEMOUNT, CLONGOUR, THURLES"
142595,"21 CHAPELGATE, KILMACOW, KILKENNY"
142596,"21 DÚN RÍ, ATTRIORY, CARRICK ON SHANNON"
142597,"214 CHAMBERS PARK, KILCOCK, KILDARE"
142598,"219 Cratloewood, Old Cratloe Road"
142599,"22 CIMIN MOR, CAPPAGH ROAD, GALWAY"
142600,"22 knightsbrook crescent, trim"
142601,"22 MEELISH CLOSE, LISTOWEL, KERRY"
142602,"22 WILLOW DR, CLONDALKIN, DUBLIN 22"
142603,"220 Cratloewood, Old Cratloe Road"
142604,"221 Cratloewood, Old Cratloe Road"
142605,"222 CRATLOEWOOD, OLD CRATLOE ROAD"
142606,"223 CRATLOEWOOD, OLD CRATLOE ROAD"
142607,"224 CRATLOEWOOD, OLD CRATLOE ROAD"
142608,"225 CRATLOEWOOD, OLD CRATLOE ROAD"
142609,"226 CRATLOEWOOD, OLD CRATLOE ROAD"
142610,"227 CRATLOEWOOD, OLD CRATLOE ROAD"
142611,"228 CRATLOEWOOD, OLD CRATLOE ROAD, LIMERICK"
142612,"229 Cratloewood, Old Cratloe Road"
142613,"23 Knightsbridge Mews, Knightsbridge Avenue  Trim"
142614,"230 Cratloewod, Old Cratloe Road"
142615,"231 CRATLOEWOOD, OLD CRATLOE ROAD"
142616,"232 CRATLOEWOOD, OLD CRATLOE ROAD"
142617,"233 CRATLOEWOOD, OLD CRATLOE ROAD"
142618,"234 CRATLOEWOOD, OLD CRATLOE WOOD"
142619,"235 Cratloewood, Old Cratloe Road"
142620,"236 CRATLOEWOOD, OLD CRATLOE ROAD"
142621,"237 CRATLOEWOOD, OLD CRATLOE ROAD"
142622,"238 Cratloewood, Old Cratloe Road"
142623,"24 ROSSMORE RD BALLYFERMOT, DUBLIN 10, DUBLIN"
142624,"25 BELAING CRESCENT, TYRELLSTOWN, DUBLIN 15"
142625,"25 OAKLEY HEIGHTS, OAKLEY WOOD, TULLOW"
142626,"25 Oranbay Apartments, Oranhill, Oranmore"
142627,"25 Rahanine Manor, Rochfordbridge"
142628,"26 Lorro Gate, Athenry, Co. Galway"
142629,"27 ABBEY RD, KILL O THE GRANGE, BLACKROCK"
142630,"27 Merrion Village, Merrion Road, Ballsbridge"
142631,"27 NEW PARK RD, BLACKROCK, DUBLIN"
142632,"27 PARK VIEW, ATHBOY, MEATH"
142633,"27 THE WILLOWS, DRUMGOLA WOOD, LATT"
142634,"27FRIARSGREEN, TULLOWROAD, CARLOW"
142635,"28 CHURCH AVE, OFF ROMAN ST, CORK"
142636,"28 DALCASSIN DOWNS, PROSPECT RD, GLASNEVIN DUBLIN 9"
142637,"29 CEDAR LAWN, RIDGEWOOD, SWORDS"
142638,"299 CASTLE PARK, BALLYBANE, GALWAY"
142639,"3 ELY PLACE, CRINKLE, BIRR"
142640,"3 Pairc na Leir, Fintrabeg, Miltown Malbay"
142641,"3 RADHARC NA SLEIBHTE, MOUNTRATH, LAOIS"
142642,"3 SCRIBBLESTOWN PLACE, FINGLAS SOUTH, DUBLIN 11"
142643,"3 Stocking Wood Walk, Stocking Avenue, Rathfarnham"
142644,"3 WINDMILL WAY, GARRISTOWN, DUBLIN"
142645,"30 CLONMORE HEIGHTS, MULLINGAR, WESTMEATH"
142646,"30 rathbawn rd, kilgarve, ballinasloe"
142647,"30 Slade Walk, Saggart"
142648,"31 ARD BHEARU, COIS BHEARU, MONASTEREVIN RD"
142649,"31 GARDEN VIEW, CREGGAUN NA HILLA, CLARECASTLE"
142650,"32 CLUAIN AIRNE, THURLES, TIPPERARY"
142651,"32 GLENMALURE SQ, MILLTOWN, DUBLIN 6"
142652,"32 VERSCHOYLE GLEN, SAGGART ABBEY SAGGART, DUBLIN"
142653,"33 BALLYRANDLE DR, BALLINROAD, DUNGARVAN"
142654,"33 DERRARAVAGH RD, TERENURE, DUBLIN 6"
142655,"34 ANNABELLA PARK, MALLOW, CORK"
142656,"38 BELFIELD PARK, STILLORGAN, DUBLIN"
142657,"38 LARKSPUR HALL, LEVMOSS PARK, THE GALLOPS DUBLIN 18"
142658,"39 ELM DR, ATHLUMNEY WOOD, NAVAN"
142659,"39 HARBOUR VIEW, KILLALOE, CLARE"
142660,"39 THE SWEEPSTAKES, BALLSBRIDGE, DUBLIN 4"
142661,"3A BURREN VIEW, GORT, GALWAY"
142662,"4 BEVERTON HEIGHTS, DONABATE"
142663,"4 CASTLE AVENUE, THURLES, CO TIPPERARY"
142664,"4 RIVERSIDE, OAKPARK, TRALEE"
142665,"4 SRUTHAN AN MHUILLEANN, CHAPEL ST, BANDON"
142666,"4 ST COLUMBANUS AVE, MILLTOWN, DUBLIN 14"
142667,"4 THE VIEW, HUNTERS RUN, CLONEE DUBLIN 15"
142668,"41 ADDISON AVE, ADDISON PARK, GLASNEVIN DUBLIN 11"
142669,"41 Chandlers Walk, Rushbrooke Links, Cobh"
142670,"43 WHITESTONE WALK, BLANCHARDSTOWN, DUBLIN 15"
142671,"44 Ashdown Village, Alandale, Co. Limerick"
142672,"45 DUN NA MANACH, QUIN"
142673,"48 Bellflower Close, Forest Hill, Carrigaline"
142674,"48 LIOSCARRAIG DRIVE, CAHERLEE, TRALEE"
142675,"5 AMHARC FADA, DRUMCONRATH, MEATH"
142676,"5 CLARKES TERRACE, RIALTO, DUBLIN 8"
142677,"5 CUL NA COIRRE, HEADFORD, GALWAY"
142678,"5 SAND HILLS, HACKETSTOWN RD, CARLOW"
142679,"5 ST SYLVESTER VILLAS, MALAHIDE, DUBLIN"
142680,"50 Bellflower Close, Forest Hill, Carrigaline"
142681,"53 Cooleen Avenue, Beaumont"
142682,"54 GLENMALURE SQ, MILLTOWN RD, DUBLIN 6"
142683,"55 POINT RD, DUNDALK, LOUTH"
142684,"57 Rathbride Abbey, Kildare Town"
142685,"57 WILLOW PARK, ENNIS, CLARE"
142686,"6 AVONDALE, WHEATON HALL, DROGHEDA"
142687,"6 BREMORE CASTLE, BALBRIGGAN, DUBLIN"
142688,"6 CASTLE VILLAGE WOODS, CELBRIDGE, KILDARE"
142689,"6 CONGRESS TERRACE, LONGFORD"
142690,"6 DUET, THE COURTYARD, NEWTOWNFORBES"
142691,"6 Hillview, Ballinaboola, New Ross"
142692,"6 HOLLYBANK CRESCENT, CLONGOWAN RD, CO KILKENNY"
142693,"6 Marlborough Road, Dublin 7"
142694,"60 BUNRATTY RD, COOLOCK DUBLIN 17, DUBLIN"
142695,"60 THE DISTILLERY, SMITHFIELD, DUBLIN"
142696,"65 PAIRC NA BLAITH BALLINROAD, DUNGARVAN, WATERFORD"
142697,"68 COIS INBHIR, DONABATE, DUBLIN"
142698,"7 Broadfield Green, Broadfield Manor, Rathcoole"
142699,"7 GLENBAY, POLSHONE, WEXFORD"
142700,"7 MERTON HALL, MOUNT ST ANNES, MILLTOWN RD DUBLIN 6"
142701,"7 PATRICKS PLACE, ENNISCORTHY, WEXFORD"
142702,"7 THE SQUARE, SKERRIES, CO DUBLIN"
142703,"7 WOODLANDS, KERRY PIKE, CORK"
142704,"72 WHATLEY PLACE, KILMACUD RD UPPER, STILLORGAN"
142705,"75 Brownshill Wood, Brownshill Road, Carlow"
142706,"8 LISSADEL WOOD, SWORDS RD, MALAHIDE"
142707,"81 BRUHENNY CHURCHTOWN, MALLOW, CORK"
142708,"82 MILLRACE RD, PHOENIX PARK RACECOURSE, CASTLEKNOCK DUBLIN 15"
142709,"823 RATOATH RD, FINGLAS WEST, DUBLIN 11"
142710,"87 HIGH PARK, GRACE PARK RD, DRUMCONDRA"
142711,"93 CLONKEEN RD, DEANS GRANGE, BLACKROCK"
