,Address
252500,"Apartment 1 Canal Bank Walk, Castleforde, Ballyconnell"
252501,"Apartment 20 Canal Bank Walk, Castleforde, Ballyconnell"
252502,"APT 1 CASTLE STREET, RAMELTON, CO DONEGAL"
252503,"APT 10 GLOUCESTER SQUARE, RAILWAY STREET, DUBLIN 1"
252504,"APT 108 THE VILLAGE, CLARION RD, BALLYTIVNAN"
252505,"APT 16, RIVER GARDENS, GLASNEVIN DUBLIN 9"
252506,"APT 2 CASTLE STREET, RAMELTON, CO DONEGAL"
252507,"APT 27, BLOCK B, SOUTH TERRACE COURT"
252508,"APT 3 CASTLE STREET, RAMELTON, CO DONEGAL"
252509,"APT 35 EXCHANGE HALL, BELGARD SQUARE NORTH, TALLAGHT"
252510,"APT 36 EXCHANGE HALL, BELGARD SQUARE NORTH, TALLAGHT"
252511,"APT 6 GLOUCESTER SQUARE, RAILWAY STREET, DUBLIN 1"
252512,"ARBUTUS, NEW LINE, CHARLEVILLE"
252513,"Ballinagam Lower, Ballygarrett, Gorey"
252514,"BALLINURE, THURLES, TIPPERARY"
252515,"BALLYFERRITER WEST, BALLYFERRITER, TRALEE"
252516,"BALLYGARRON, KILMUCKRIDGE, GOREY"
252517,"BALLYHANNON, QUIN, CO CLARE"
252518,"BREWERY ROAD, TRALEE, CO KERRY"
252519,"CHURCH STREET, BALLYBAY, CO. MONAGHAN"
252520,"CLONTEMPLE, BALLINGARRY, LIMERICK"
252521,"CORNALECK, BELTURBET, CAVAN"
252522,"DE DANANN, KNOCKNAGOUN, RYLANE"
252523,"DRAM DECH, DONACARNEY, DROGHEDA"
252524,"EAGLE LODGE, KILCULLEN, CO KILDARE"
252525,"FEOHANAGH, BALLYDAVID, DINGLE"
252526,"GERMAR, TYBROUGHNEY, PILLTOWN"
252527,"GRANSHA LOWER, BUNCRANA, DONEGAL"
252528,"KILKENNY, GLENTIES, CO DONEGAL"
252529,"KYLEMORE, KING EDWARD RD, BRAY"
