,Address
392500,"BALLINARD, FETHARD, TIPPERARY"
392501,"BALLYNASTICK, COALBROOK, THURLES"
392502,"BREANDRUM BUNGALOW, BOYLE, CO ROSCOMMON"
392503,"carrowtrasna, churchill"
392504,"CLOONCOUNDRA, BALLYMURPHY, COUNTY ROSCOMMON"
392505,"CLOONEENBAUN, ORAN, CO. ROSCOMMON"
392506,"CLOONGOONAGH, TOOREEN BALLYHAUNIS, MAYO"
392507,"COLPE EAST, DROGHEDA, MEATH"
392508,"CREEVY, LISACUL, BALLAGHADEREEN"
392509,"CULLANE, CARRAROE, GALWAY"
392510,"DUNCORMICK, WEXFORD"
392511,"EAST END, BUNDORAN, DONEGAL"
392512,"FEELY/SWEENEY PROPERTY, MAIN STREET, BALLGHADEREEN"
392513,"GORTAROWEY, DRUMCLIFFE, SLIGO"
392514,"KEALDERRA, BODYKE, CO CLARE"
392515,"KELLS VILLAGE, KILKENNY, KILKENNY"
392516,"KILLYBEGS, PROSPEROUS, KILDARE"
392517,"KNOCKDUFF UPPER, MEELIN, NEWMARKET"
392518,"KNOCKGLASSBEG, CAMP, TRALEE"
392519,"KNOCKLADE, TIMAHOE, COUNTY LAOIS"
392520,"LAHERN BOHERBUE, MALLOW, BOHERBUE"
392521,"LISDUFF, URLINGFORD, TIPPERARY"
392522,"LISSERNANE, RATHCABBIN, TIPPERARY"
392523,"LOWER, CROMANE, KERRY"
392524,"MEADOW BROOK, BALLYCUMMIN, EASKEY"
392525,"MEADOWRISE, CALVERSTOWN, KILCULLEN"
392526,"MONSLATT, KILLENAULE, THURLES"
392527,"MUING WEE, LYREACROMPANE, LISTOWEL"
392528,"N52 MULLINGAR RD, CLONCAT FORDSTOWN, NAVAN"
392529,"No. 3 An Droichead, Ballydribeen, Killarney"
392530,"No. 4 An Droichead, Ballydribeen, Killarney"
392531,"RINEEN, MITOWN MALBAY, CO CLARE"
392532,"ROSE COTTAGE, WINDGATES, BRAY"
392533,"RYNN, ROSENALLIS, LAOIS"
392534,"SARNIA, MILLEENAWILLIN, SKIBBEREEN"
392535,"SHANACASHEL, KILMICHAEL, MACROOM"
392536,"TAVRANE, KILKELLY, MAYO"
392537,"THE GABLES, NEWTOWNPARK AVE, BLACKROCK"
392538,"THE MOSS, COOLAWN, TUAMGRANEY"
392539,"THE WAVE, HARBOUR RD, DALKEY"
392540,"WOODLAWN, MOBARNANE, FETHARD"
392541,"1 BEECHILL APARTMENTS, NORTH MAIN STREET, YOUGHAL"
392542,"1 CARLINGFORD RD, DRUMCONDRA, DUBLIN 9"
392543,"1 CONVENT GARDENS, ELPHIN, ROSCOMMON"
392544,"1 OAK VIEW, SANTRY, DUBLIN 9"
392545,"1 Rockville Court, Glenamuck Road, Dublin 18"
392546,"1 Shackleton Cross, Shackleton Park, Lucan"
392547,"10 RATHMORE, KILKERLEY, LOUTH"
392548,"102 ABBEYLANDS, MULLINGAR, WESTMEATH"
392549,"11 ARDFALLEN EST, DOUGLAS RD, CORK"
392550,"11 GREENFIELD PARK, LAHINCH, CO CLARE"
392551,"11 Oak Park Place, Oak Park, Craddockstown"
392552,"11 OAKWOOD PARK, TERMONABBEY, DROGHEDA"
392553,"118 OLD BAWN RD, TALLAGHT, DUBLIN 24"
392554,"12 PARK DALE GRANGE RATH, DROGHEDA, LOUTH"
392555,"12 RADHARC NA HINSE, DRUMBIGGLE, ENNIS"
392556,"12 THE PARK, CHARLEVILLE, CORK"
392557,"126 BALLYFERMOT CRS BALLYFERMOT, DUBLIN 10, DUBLIN"
392558,"13  Ring Finnan Avenue, Kinsale Manor, Kinsale"
