,Address
410000,"POPPYHILL, KILLORAN, BALLINASLOE"
410001,"PRIORSTOWN, KILSHEELAN, CO TIPPERARY"
410002,"RAHALE, OYLEGATE, ENNISCORTHY"
410003,"ROGERSTOWN, CHURCHTOWN, ARDEE"
410004,"SANDY LANE, BLACKROCK, LOUTH"
410005,"TAVRAUN, KILKELLY, MAYO"
410006,"THOMASTOWN LEVEL CROSSING, KILLUCAN, CO WESTMEATH"
410007,"TOMONA, KILTEALY, WEXFORD"
410008,"Unit 13 Oak Park Avenue, Oak Park, Craddockstown"
410009,"WELLSWOOD, OLD PALLAS, PALLASGREEN"
410010,"WEST END, CASTLETOWNBERE, CORK"
410011,"92 SLIABH CARRAN ENNIS RD GORT, GALWAY"
410012,"51 HAWTHORN HEIGHTS, LETTERKENNY, COUNTY DONEGAL"
410013,"BALLYFOLEY, CAMOLIN, WEXFORD"
410014,"BOHADOON NORTH, DUNGARVAN, WATERFORD"
410015,"1 Churchfield Close, Killegland, Ashbourne"
410016,"1 CLUAIN ARD, ARDNACASSA, LONGFORD"
410017,"1 Hollywoodrath Drive, Hollywoodrath, Hollystown"
410018,"1 KINNALARGY, DOWNINGS, COUNTY DONEGAL"
410019,"1 STRAFFAN LAWN, STRAFFAN WOOD, MAYNOOTH"
410020,"10 COIS LAOI, BALLYVELLY, TRALEE"
410021,"10 LIOSCARA LAWN, KILLEENS, CORK"
410022,"10 MOYVALE LAWN, SLIGO RD, BALLINA"
410023,"10 SLI BURCA, BALLYMONEEN RD, GALWAY"
410024,"118 ROSEWOOD EST, BALLINCOLLIG, CORK"
410025,"123 THE LIGHTHOUSE, CHURCH RD, EAST WALL DUBLIN 3"
410026,"13 ESTUARY VIEW, CROSSTOWN"
410027,"13 OAK RD, DONNYCARNEY, DUBLIN 9"
410028,"13 WALNUT LAWN, COURTLANDS, GRIFFITH AVE DUBLIN 9"
410029,"14 GANDON HALL, GARDINER ST, DUBLIN 1"
410030,"14 RICHMOND HALL, MOUNT ST.  ANNES, MILLTOWN"
410031,"15 Hollywoodrath Grove, Hollywoodrath, Hollystown"
410032,"16 Meadowbank Lane, Millers Glen, Swords"
410033,"16 ST BRIGIDS ROAD, OFF CATHEDRAL ROAD, CORK CITY"
410034,"16 THE WILLOWS, FOREST PARK, PORTLAOISE"
410035,"17 BELARMINE PLACE, STEPASIDE, DUBLIN 18"
410036,"17 LAKE PL, KILMINCHY, PORTLAOISE"
410037,"17 SARTO PARK, NAAS, CO KILDARE"
