,Address
62500,"4 Ballintyre Heath, Ballinteer"
62501,"4 Hawthorn House, Farmleigh Woods, Castleknock"
62502,"4 Nephin View, Creggs Road, Ballina"
62503,"4 Raithin Cuilinn, Creagh, Gorey"
62504,"40 Boroimhe Cedars, Swords"
62505,"40 The Cove, Rosslare Strand"
62506,"41 Lough Road, Cork"
62507,"41a Crossneen Manor, Crossneen, Carlow"
62508,"42 Millbrook Avenue, Donaghmede"
62509,"45 GLENDALE MANOR, LETTERKENNY"
62510,"46 Highwood Park, Collooney"
62511,"46 Raymond Street, South Circular Road, Dublin 8"
62512,"47 South Bay Point, Rosslare Strand"
62513,"47 Willowbrook Lawns, Celbridge"
62514,"48 Lein Gardens, Artane"
62515,"49 sutton park, sutton"
62516,"4C Blackberry Lane, Rathmines, Dublin 6"
62517,"5 Brian Dillon Crescent, Montenotte, Cork"
62518,"5 Dominics Street, Cashel"
62519,"5 Hillcrest Drive, Greystones, Limerick"
62520,"5 Laverna Grove, Terenure, Dublin 6w"
62521,"5 The Green, Moyglare Hall, Moyglare Road Maynooth"
62522,"5 The Woodlands, Castleside Drive, Rathfarnham"
62523,"51 Clanmalire Close, Portarlington"
62524,"51 Cluain Na Sidhe, Killashee, County Longford"
62525,"53 Crann Nua, Edenderry Road, Portarlington"
62526,"53 Earlsfield Court, Francis Street"
62527,"53 Neagh Road, Terenure"
62528,"55 Hillside, Dalkey, Co. Dublin"
62529,"55, North Circular Road"
62530,"56 Cluain Na Sidhe, Killashee, Longford"
62531,"6-8, Quay Street"
62532,"6 Bishopscourt  Way, Bishopstown, Cork"
62533,"6 Brookdale Walk, Swords, County Dublin"
62534,"6 Clachan Mor, Letterkenny"
62535,"6 Primrose Lane, Primrose Garden, Jigginstown"
62536,"62 Maple Drive, Archestown Wood, Ashbourne"
62537,"65  Bridgewater Quay, Islandbridge, Dublin 8"
62538,"7  Cliffland Court, Skerries Road, Rush"
62539,"7 clonard park, dundrum"
62540,"7 Killarney Parade, Dublin 7"
62541,"7 Newtown Manor, Kill"
62542,"7 Station Grove, Portarlington"
62543,"72 Eden Villas, Glasthule, County Dublin"
62544,"75 Renville Village, Oranmore"
62545,"8 Anville Court, New Street, Longford"
62546,"8 Branley Way, Castleknock, Dublin 15"
62547,"8 Castlequarter, Killenaule"
62548,"8 Kilbrody, Mount Oval Village, Rochestown"
62549,"8 Kiltegan Park, Rochestown Road, Cork"
62550,"8 Moonvoy Bridge, Tramore, Co. Waterford"
62551,"8 Moss Lane, Riverway, Douglas  Cork"
62552,"8 ORCHARD WAY, BALLYDRIBBEEN, KILLARNEY"
62553,"8 Priory Villas, Dundalk"
62554,"8 The Pines, Hamlet, Dublin Road Drogheda"
62555,"86 Abbeyfield, Killester"
62556,"8/8A, Mount Sion Road, Greenmont"
62557,"9 Caoin Dara, Ballindereen"
62558,"Apartment 6A The Oak, The Avenue Countess Road, Killarney"
62559,"apartment 6, ballygihen, sandycove road"
62560,"Apartment1, chapel court, killarney"
62561,"Apt 24 Swift Hall, Collegewood, Castleknock"
62562,"Apt 49 Knocklyon Gate, Knocklyon"
62563,"Apt 69 and Carpark No 53, Crosbies Yard  Ossory Road, East Wall"
62564,"Ballygar, Galway"
62565,"Camp, Castleisland"
62566,"Carraclogher, Ballyheane, Castlebar"
62567,"Carrowbunnaun, Strandhill"
62568,"clodagh, crookstown, co cork"
62569,"Cloonerane, Taghmon"
62570,"CLOONMURLY, KILTEEVAN"
