,Address
80000,"The Congregational Church, Inchicore Road, Kilmainham"
80001,"The Cottage, Bawnogues, Baltinglass"
80002,"The Cottagre, Raheen, Piltown"
80003,"The Grange, Inch island"
80004,"The Kingdom, Newmarket"
80005,"The Turret, 18 Park Drive, Ranelagh"
80006,"Windsong, Fenit"
80007,"14 Millview  The Old Mill, Fairyhouse Road, Ratoath"
80008,"Tentore, Ballacolla"
80009,"3 Adare Park, Coolock"
80010,"5 Wainsfort Manor Drive, Terenure"
80011,"'Tanglewood'  The Nurseries, Delgany"
80012,"1 St. Patricks Road, Edenderry"
80013,"10 Breagagh Court, Kennyswell Road"
80014,"10 CARRAIG VALE, KILANERIN"
80015,"11 Hollybank Way, Clongowen, Kilkenny"
80016,"12 Ballymun Road, Glasnevin"
80017,"13 Garryowen Road, Ballyfermot, Dublin 10"
80018,"14 CartronView, Sligo"
80019,"14 Springbank, Saggart, Co Dublin"
80020,"14 WOODQUAY, MIDLETON, CORK"
80021,"144 The Park, Sallins Road, Naas"
80022,"15 Cullenagh, Ballina, Killaloe"
80023,"152 Castlelawn heights, Headford Rd., Galway"
80024,"16 Elderwood Road, Palmerstown"
80025,"16 Rathlyon Park, Firhouse"
80026,"16 st Patrick's Terrace, Cavan"
80027,"16 The Anchorage, Williamstown"
80028,"17 Seafield Road, Bootherstown, Blackrock"
80029,"18 Hollybank Drive, Clongowen"
80030,"18 Rosehill, Wicklow Town"
80031,"19 Lismore, Earlsfort, Seafield Road  Blackrock"
80032,"2 The Meadows, Enniscrone"
80033,"2 tullylorcan, cootehill"
80034,"21 Silverstream Park, Kilbreckstown, Stamullen"
80035,"21 The Green, Kilterragh, Dooradoyle"
80036,"22 EGLINTON PARK, DONNYBROOK, DUBLIN 4"
80037,"22 Nutgrove Avenue, Rathfarnham"
80038,"22 PEMBROKE COURT, PEMBROKE ROAD, BALLSBRIDGE"
80039,"22 shanard road, santry"
80040,"238 Crodaun Forest Park, Celbridge"
80041,"24 Rushbrook Park, Templeogue"
80042,"25 Laurel Grove, Tagoat"
80043,"256  Tirellan Heights, Headford Road"
80044,"26 Beechfields, Monaaleen, Castletroy"
80045,"26 Dun Na Coiribe, Headford Road"
80046,"27 Pairc na Greine, Rathcormac"
80047,"27 scramogue manor, scramogue, county roscommon"
80048,"27A Castleknock Road, Castleknock"
80049,"28 deanstown park, finglas"
80050,"32 Earlsfort, Lismore, Seafield Road  Blackrock"
80051,"33 Niall Street, Dublin 7"
80052,"33 Niall Street, Dublin 7"
80053,"34 Jinks Avenue, Sligo"
80054,"34 Meadowbank, Ballinaneeshagh, Waterford"
80055,"35 Grove Cottages, Faithlegg"
80056,"36  Cruachan, Dungarvan"
80057,"37  Rockabill, Skerries"
80058,"37 Abbey Park, Clane"
80059,"39 Lordan Park, Santry, Dublin 9"
80060,"4 Beech View, Rathwire, Killucan"
80061,"4 Carraig Palmer, Salthill, Galway"
80062,"4 Churchtown Close, Milltown"
80063,"4 Upper Street, Rathnew"
80064,"41 St. Eithne Road, Cabra, Dublin 7"
80065,"41 The Priory, Newbridge"
80066,"42 Bayview Grove, Youghal"
80067,"44  Glenview Park, Dillons Cross"
80068,"48 Hillside, Dalkey"
80069,"49 SEAVIEW, POULSHONE, WEXFORD"
80070,"4C Moore Bay, Kilkee"
80071,"5 Ballywaltrim Cottages, Killarney Road, Bray"
80072,"5 Stocking Wood Way, Stocking Avenue, Rathfarnham"
80073,"5 The Rise, Skerries Rock, Skerries"
80074,"51  Glencairn Rise, The Gallops, Leopardstown"
80075,"52 iona Road, gLASNEVIN"
80076,"54 Kilwarden Couert, Clondalkin"
80077,"54 Moyglare Abbey, Maynooth"
80078,"57 Cloch Og, Oranmore"
80079,"57 MOUNT SHONNON ROAD, KILMAINHAM"
80080,"6 Liam Mellows Court, Arklow"
80081,"61 St Corban's Place, Naas"
80082,"67 Bracken Court, Donnybrook, Douglas"
80083,"6A Drynam Road, Swords"
80084,"7 Bellevue Lawn, Delgany, County Wicklow"
80085,"7 Shillelagh Grove, Tullow"
80086,"7 Weston Avenue, Naul"
80087,"70 St. Mobhi Road, Glasnevin"
80088,"73 Castleknock Way, Laurel Lodge, Castleknock"
80089,"77 The Woods, Glounthaune, Cork"
80090,"8  The Green, Meadowvale, Arklow"
80091,"8 Inis Eoghain, Mayfield"
80092,"8 Sutton Court, Sutton, Dubin 13"
80093,"88  Park Drive, Castleknock"
80094,"88 Marley View, Ballinteer Avenue"
80095,"9 Creadon View, Crooke, Passage East"
80096,"9 Mulberry Crest, Mitchelstown"
80097,"9 Westfield Park, North Circular Road"
80098,"95 Monalea Grove, Firhouse, Dublin 24"
80099,"Abbeylil, Ballybeg, Corrandulla"
80100,"Aghadoe Woods, Barleymount, Killarney"
80101,"Apartment 13, Whitethorn Centre, Kilcoole"
80102,"Apartment 9 Addison Hall, Addison Lodge, Glasnevin"
80103,"Baltony, Gortahork, Letterkenny"
80104,"Barrack Street, Belmullet"
80105,"bective street, kells"
80106,"Borranstown, Ashbourne"
80107,"Ceol Na Farraige, Duneen, Clonakilty"
80108,"Clonarl, Killygordon"
80109,"CLOUNANNA, PATRICKSWELL"
80110,"Creggan, Ballybofey"
