,Address
362500,"21 ASHFIELD, OLD GOLF LINKS RD, KILKENNY"
362501,"21 MARY STREET, NEW ROSS, WEXFORD"
362502,"212 MAHON HOUSE, UPPER WILLIAM ST, LIMERICK"
362503,"216 ST JOHNS PARK, WATERFORD, WATERFORD"
362504,"22 Ceathru an Tobair, Oranmore"
362505,"230 CIOLLE BHEITHE, ST CONLON'S ROAD, NENAGH"
362506,"24 HANOVER MEWS, HANOVER ST, CORK"
362507,"24 HOLLYBANK WAY, CLONGOWEN, WATERFORD RD"
362508,"24 LANESBOROUGH AVE, MEAKSTOWN, DUBLIN 11"
362509,"24A ALL SAINTS ROAD, RAHENY, DUBLIN 5"
362510,"25 ROWLAGH CRESCENT, CLONDALKIN, DUBLIN 22"
362511,"26 TOLKA, PROSPECT HILL, TOLKA ESTATE DUBLIN 11"
362512,"27 GROVE PARK AVE, GLASNEVIN, DUBLIN 11"
362513,"28 SLIEVEMORE ROAD, DRIMNAGH, DUBLIN 12"
362514,"28 THE MAPLES, NEWBRIDGE, KILDARE"
362515,"3 Ballyduff West, Kilmeaden, Co. Waterford"
362516,"3 Beachdale Lee, Cooldross Lane, Kilcoole"
362517,"3 BRAMLEY CRESCENT, CASTLEKNOCK, DUBLIN 15"
362518,"3 Hillview, Bellingsfield, Kilcullen Road"
362519,"3 KERRY LANE, BUTTEVANT, BUTTEVANT"
362520,"3 KINGSTON AVE, VICTORIA RD, CORK"
362521,"3 Preston Place, Kilmessan"
362522,"30 Forge Avenue, The Forge, Lusk"
362523,"30 PEYTON COURT, RATHCOOLE, CO DUBLIN"
362524,"31 Hamilton Square, Bannow Road, Cabra"
362525,"31 JOHNSBRIDGE WALK, LUCAN, DUBLIN"
362526,"32 DOORLEY PARK, RATHANGAN, CO KILDARE"
362527,"34 MILL GATE, MILLERSTOWN, KILCOCK"
362528,"36 DARGLE, PROSPECT HILL, FINGLAS RD DUBLIN 11"
362529,"37 MERTON HALL, MOUNT ST ANNES, MILLTOWN DUBLIN 6"
362530,"38 CLEEVAUN, NAAS, KILDARE"
362531,"38 THE WAY, HUNTERS RUN, DUBLIN 15"
362532,"4 5 and 6, Quay West, Cootehall"
362533,"4 Beachdale Lee, Cooldross Lane, Kilcoole"
362534,"4 CASTLE MANOR, FERNS, WEXFORD"
362535,"4 KYLEGLASS NORTH CIRCULAR RD, LIMERICK"
362536,"4 OAKLANDS GREEN, BALLINALEE RD, LONGFORD"
362537,"4 Rathmill Park, Rathmill Manor, Rathcoole"
362538,"4 REDWOOD PARK, MURRINTOWN, WEXFORD"
362539,"4 Suiomh Alainn, Churchground, Kilgarvan"
362540,"4 The Walk, Scholarstown Wood, Scholarstown Road"
362541,"4 WATERMEADOW PARK, OLDBAWN, TALLAGHT DUBLIN 24"
362542,"40 CHARLESLAND WOOD, GREYSTONES, WICKLOW"
362543,"41 the green, elsmore, naas"
362544,"43 STATION COURT, PORTARLINGTON, LAOIS"
362545,"43 THE SALTINGS, ANNAGASAN, CO LOUTH"
362546,"44 St. Helen's Avenue, St. Helen's, Adamstown"
362547,"45 HEATHERVUE, RIVERSTOWN, GLANMIRE"
362548,"48 Waverly Avenue, Blacklion, Greystones"
362549,"5 FAIR STREET, DROGHEDA, CO. LOUTH"
362550,"5 Hillview, Bellingsfield, Kilcullen Road"
362551,"5 SPENCER HOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER DUBLIN 1"
362552,"50 Ardsolus, Old Naas Road, Brownsbarn"
362553,"50 MALLFIELD, THOMASTOWN, KILKENNY"
362554,"51 CASTLE COURT, CARRICK BEG, CARRICK ON SUIR"
362555,"52 COIS TOBAIR, DROMAHANE, MALLOW"
362556,"52 FFORESTER LAWNS, BALLYDOWD MANOR, LUCAN"
362557,"53 SUMMERFIELD, SPRINGFIELD, CASTLEBAR"
362558,"53 THE CLOSE, CURRAGH GRANGE, NEWBRIDGE"
362559,"53 WAVERLY AVENUE, WAVERLY, BLACKLION"
362560,"55 LOWER CORK STREET, MITCHELSTOWN, CO CORK"
362561,"59 LA VALLEE, DARGLE RD, BRAY"
362562,"59 TOLKA, PROSPECT HILL, TOLKA ESTATE DUBLIN 11"
362563,"6  RAHILLION DRIVE, DONABATE, COUNTY DUBLIN"
