,Address
260000,"14 ASH LAWNS, CLONBALT WOOD, LONGFORD"
260001,"14 BARTRA HEIGHTS, KILLALA, BALLINA"
260002,"14 BROOMFIELD HALL APT, SHANKILL, DUBLIN"
260003,"14 Gleann Fia, Mogeely"
260004,"141 BALALLY DR, DUNDRUM, DUBLIN CITY"
260005,"15 Riverchapel Parade, Courtown, Gorey"
260006,"15 TAMARISK VIEW, KILNAMANAGH, DUBLIN 24"
260007,"16 BLACKWOOD DR, ONGAR CHASE, ONGAR DUBLIN 15"
260008,"16 HUNTSMANS RD, LUSK VILLAGE, DUBLIN"
260009,"17 KILBRIDE RD, KILLESTER, DUBLIN 5"
260010,"18 CREEGLASS, GREEVAGHBEG, BALLYMAHON"
260011,"18 INIS ALAINN, CURRACLOUGH, BANDON"
260012,"18 SPRINGFIELDS, POWERSTOWN RD, CLONMEL"
260013,"19 LORETO ROW, RATHFARNHAM, DUBLIN 14"
260014,"19 YEWLANDS, MARYBOROUGH WOODS, DOUGLAS"
260015,"2 ASHCROFT, CLOYNE, CORK"
260016,"2 CEANN BOIRNE, BALLYBANE RD, GALWAY"
260017,"2 COIS TRA UPPER, BALLINSKELLIGS, KERRY"
260018,"2 FRANKFORD CLOSE, ENNISCRONE, SLIGO"
260019,"20 WINDSOR COURT, CASTLETROYVIEW, LIMERICK"
260020,"21 HARBOUR VIEW, SCOTCH QUAY, WATERFORD"
260021,"21 KILLEENREENDOWNEY AVE, BALLYPHEHANE, CORK"
260022,"21 Lakeland Close, Swellan, Cavan"
260023,"211 BRIGHTWATER, CROSSHAVEN, CORK"
260024,"22 Steeplechase Hill, Steeplechase, Ratoath"
260025,"221 MILLBROOK, RIVERSIDE, SLIGO"
260026,"23 FERRYVIEW PARK, RINGASKIDDY, CORK"
260027,"24 DOOROGE WOODS, BALLYBOUGHAL, SWORDS"
260028,"24 FERRYVIEW PARK, RINGASKIDDY, CORK"
260029,"24 MOY MEWS, BALLYMAHON, LONGFORD"
260030,"24 OLD CHAPEL GROVE, CARAGH, NAAS"
