,Address
420000,"122 Longstone, Blessington Road, Craddockstown"
420001,"13 LOUGH DEARG ROAD, RAHENY, DUBLIN 5"
420002,"13 NA BANTA LADYSBRIDGE, LADYSBRIDGE, CORK"
420003,"13 Oakpark Green, Ballymore Road, Craddockstown North"
420004,"137 PUGIN HOUSE, LORETO ABBEY, RATHFARNHAM DUBLIN 16"
420005,"14 FIODH MOR, FERRYBANK, CO WATERFORD"
420006,"14 HANNAH SQ, ST EDMUNDS, PALMERSTOWN DUBLIN 20"
420007,"14A Lower Kindlestown, GREYSTONES"
420008,"15 THE COURTYARD, BROOKWOOD, HERBERT RD"
420009,"153 LIOS AN UISCE, MERLIN PARK, GALWAY"
420010,"16 CASTLE DR, KILMINCHY, PORTLAOISE"
420011,"16 PAIRC NA SRAIDE, GLENVILLE, CO CORK"
420012,"16 Waverly Hill, Greystones, Wicklow"
420013,"17 GREENWOOD EST, TOGHER, CORK CITY"
420014,"17 MEADOWBROOK LAWNS, MAYNOOTH, KILDARE"
420015,"18 ABBEYBROOK COURT, KILBEGGAN, CO WESTMEATH"
420016,"18 The Lane, Scholarstown Road, Rathfarnham"
420017,"19 CLUAIN RI, BALLYOWEN LANE, LUCAN"
420018,"19 EDENMORE CRESCENT, RAHENY, DUBLIN 5"
420019,"2 BEECHWOOD COURT, YOUGHAL RD, MIDLETON"
420020,"2 CHARLESTOWN GREEN, MEAKSTOWN, ST MARGARETS"
420021,"2 CLUAN NA SAGGART, PAULSTOWN, CO KILKENNY"
420022,"2 SHANNON HEIGHTS, KILRUSH, CLARE"
420023,"2 THE CRESCENT, MOYGLARE HALL, MAYNOOTH"
420024,"20 carraig beag, hawkstown rd, wicklow"
420025,"20 The Lawn, Whitefield Hall, Bettystown"
420026,"208 An Duiche, Scallagheen, Tipperary"
420027,"21 Coppenger Fields, Whites Cross, Cork"
420028,"21 DULEEK STREET, DROGHEDA, CO LOUTH"
420029,"21 MALIN HALL, WATERVILLE TERRACE, BLANCHARDSTOWN DUBLIN 15"
420030,"22 ACORN RD, WYCKHAM, DUNDRUM DUBLIN 16"
420031,"22 BRYANSTOWN, DUBLIN ROAD, DROGHEDA"
420032,"22 Estuary View, Crosstown, Wexford"
420033,"22 GLENDOWN COURT, TEMPLEVILLE RD, TEMPLEOGUE"
420034,"22 MEATH PLACE, RIALTO, DUBLIN 8"
420035,"24 PARKLANDS COURT, MAYNOOTH, KILDARE"
420036,"25 CARRICKFERN, CAVAN, CAVAN"
420037,"25 GRANGE RD, NEW ROSS, WEXFORD"
420038,"251 Maryborough Village, Portlaoise, Co Laois"
420039,"255 TI BHRIAN, GLEANN NA RI, MURROUGH"
420040,"26 An Fuaran, Dublin Road, Oranmore"
420041,"28 FAIRFIELD, ATHY, KILDARE"
420042,"3 ABBEY VIEW, ISLAND ROAD, LIMERICK"
420043,"3 CHERRY CLOSE, BELLFIELD, FERRYBANK"
420044,"3 MILLBROOK, QUARTERTOWN, MALLOW"
420045,"3 OAKLEIGH, RATOATH, MEATH"
420046,"30 ARD CARRAIG, CAHERSLEE, TRALEE"
420047,"30 Stillorgan Gate, Upper Kilmacud Road, Stillorgan"
420048,"31 ASHINGTON AVE, DUBLIN 7, DUBLIN"
420049,"31 Ferns Dale, Ferns Bridge, Monasterevin"
420050,"32 BISHOP COURT, NEWCASTLE WEST, CO LIMERICK"
420051,"32 RATHMORE, CHURCHILL MEADOWS, RAHEEN"
420052,"33 DUN DARRACH, LONGFORD TOWN, LONGFORD"
420053,"33 GLENOMENA PARK, BLACKROCK, DUBLIN"
420054,"34 RINGCURRAN RISE, ARDBRACK, KINSALE"
420055,"34 THE CRESCENT, CASTLE ROCK, MIDLETON"
420056,"34 The Willows, Janeville, Carrigaline"
420057,"35 CASEMENT DRIVE, FINGLAS, DUBLIN 11"
420058,"37  The Willows, Janeville, Cork Road"
420059,"38 CRADDOCKSTOWN RISE, NAAS, KILDARE"
420060,"40 ROCKENHAM, FERRYBANK, WATERFORD"
420061,"42 ST KIERANS CRESCENT, KILKENNY, KILKENNY"
420062,"44 ST KILLIANS CRESCENT, CARLOW, CARLOW"
420063,"45 Berford, Station Road, Duleek"
420064,"46 ASHFIELD, OLD GOLF LINKS RD, KILKENNY"
420065,"46 CARLTON VILLAGE, YOUGHAL, CO CORK"
420066,"48 Castleland Park Way, Balbriggan"
420067,"5 CASTLEBLANEY ROAD, CARRICKMACROSS, CO MONAGHAN"
420068,"5 COIS NA HABHANN, CARRICK ROAD, BOYLE"
420069,"5 RIVERSIDE AVE, RUSHBROOKE LINKS, COBH"
420070,"5 THE CABLE STATION, WATERVILLE, KERRY"
420071,"50 Cloghgarrett Abbey, Kildare Town, Co Kildare"
420072,"51 WHITE MAPLES DR, BUNDORAN, DONEGAL"
420073,"52 CASTLELAND PARK WAY, BALBRIGGAN"
420074,"53 OAKDALE PARK, BALLYCULLEN, FIRHOUSE DUBLIN 24"
420075,"55 RAILWAY MEWS, PORTARLINGTON, LAOIS"
420076,"6 BIRCH GREEN, PHELIM WOOD, TULLOW"
420077,"6 RATHFARNHAM WOOD, RATHFARNHAM, DUBLIN 14"
420078,"60 COURTOWN DRIVE, KNOCKNAHEENY, CORK"
