,Address
20000,"Ballymacredmond, Butlerstown, Bandon"
20001,"Clonbooley, Connolly"
20002,"Cooldrinagh, Bishopswood Road, Portarlington"
20003,"Corbolley, Knockcroghery"
20004,"Doon, Raheen, Portlaoise"
20005,"FANISK, KILLEAGH"
20006,"Farnahoe, Church Hill, Innishannon"
20007,"Ferndown, Marlborough Road, Glenageary"
20008,"Glenstal, Westminster Road, Foxrock"
20009,"harmony, 16 linden avenue, beaumount"
20010,"Heather Valley Lodge, Lodge Road, Westport"
20011,"Hydro Lodge, St. Anne's Road, Tower  Blarney"
20012,"Ivy Cottage, Ballygarrett, Gorey"
20013,"Knockglass, Ardagh, Newport"
20014,"Knocknagonnell, Ballymoe"
20015,"Kylebrack, Loughrea"
20016,"Maldua House, Galway Road, Clifden"
20017,"Moneydarrag, Gleneely"
20018,"Moyne Village, Moyne, Thurles"
20019,"Newmill, Ramelton"
20020,"Oldtown, Thomastown"
20021,"Post Office Square, Passage East"
20022,"Raheenamadra, Knocklong"
20023,"Station Road, Ballisodare"
20024,"tara, pass road, meelick"
20025,"The Bunglow, Moorefield Road, Newbridge"
20026,"The Heron, Burgage Manor, Blessington"
20027,"Tomcoyle, Ashford"
20028,"Treascon, Portarligton"
20029,"Tullintlisny, Castleblayney"
20030,"Youngstown, Taghmon"
20031,"1 Birchvale, Kilbrittain Road, Bandon"
20032,"1 The Rise, Greenvally  Donnybrook, Douglas"
20033,"10 Claremount, Claremount Road, Carrickmines"
20034,"10 Park Drive, Grange Rath, Drogheda"
20035,"10 St Patrick's Hill, Cork"
20036,"10 The Pinnacles, Midleton"
20037,"10 The Willlows, Gort an Oir, Castlemartyr"
20038,"11 Cois Bhaile, Rathcormac"
20039,"11 St Patrick's Hill, Cork"
20040,"11a St Patrick's Hill, Cork"
20041,"12 Avondale Park, Bray, Co Wicklow"
20042,"12 Stonyford, Ballivor"
20043,"13 Rock Road, Killarney"
20044,"13 Templeville Park, Templeogue, Dublin 6w"
20045,"13 The Glen, Oldtown Mill, Celbridge"
20046,"14 Clanbrassil Terrace, Dowkins Lane, Lower Clanbrassil Street"
20047,"14 Springfort Meadows, Nenagh"
20048,"146 Carrowkeel, Woodhaven, Castletroy"
20049,"15 The Drive, Carraig Abhainn, Knox Park"
20050,"16  Racecourse Road, Tralee"
20051,"16 ALDER LODGE, FARMLEIGH WOODS, CASTLEKNOCK"
20052,"16 Craigford Avenue, Killester, Dublin 3"
20053,"161 foxrock park, foxrock"
20054,"17 Newcastle Woods Avenue, Enfield"
20055,"17 Summerhill North, St. Lukes, Cork"
20056,"18 Ard Na Si, Mohill"
20057,"18 Belair Drive, Tuam"
20058,"18 Moyrath View, Kildalkey"
20059,"2  Second Avenue, Parkmore, Baltinglass"
20060,"2 Roney Beach, Roney Point, Courtown"
20061,"20 Dartry Park, Cootehill"
20062,"20 springdale apartments, clonattin village, gorey"
20063,"20 Straffan Gate, Straffan"
20064,"200A Sutton Park, Sutton"
20065,"20, Grange Meadows, Rosslare Strand"
20066,"21 Johnswood Park, Ashbourne"
20067,"22 Hook View, Dunmore East"
20068,"22 St Michael's Terrace, Carlingford"
20069,"24 Esker Fields, Dunlo, Ballinasloe"
20070,"24 Knightswood, Legavooren, Drogheda"
20071,"25 Clonard Road, Crumlin, Dublin 12"
20072,"25 Seabrook, Brook Lane, Rush"
20073,"250 Bellevue, Islandbridge, Dublin 8"
20074,"26 Dunehaven, Ardamine, Courttown"
20075,"28 CLUAIN DUBH, FR. RUSSELL ROAD"
20076,"28 St Patrick's Hill, Cork"
20077,"3 Beechlawn Manor, Terenure, Dublin 6w"
20078,"30 the view, Priory Court, watergrasshill"
20079,"31 GLENCLOY ROAD, WHITEHALL"
20080,"34  Hillcourt Drive, Cobh"
20081,"34 Glasnevin Woods, Glasnevin, Dublin 11"
20082,"38 CHOIS CHUAIN, GLOUNTHAUNE"
20083,"38/39 Sandwith Street, Dublin 2"
20084,"39 marian park, baldoyle"
20085,"4  Abbottswood Avenue, Monastery Road, Rochestown Road"
20086,"4 Beechlawn Manor, Terenure, Dublin 6w"
20087,"4 CLuain Lorcain, Delvin"
20088,"4 Riverview, New Ross, Co. Wexford"
20089,"4 Tudor Close, Racehill, Ashbourne"
20090,"40 GLENOMENA PARK, BOOTERSTOWN"
20091,"40 Rosehill, Newport"
20092,"405 The Cubes, Beacon Sout Quarter, Sandyford"
20093,"41 Luttrellstown Grove, Castleknock"
20094,"41 Seaview Heights, Rathnew, Co Wicklow"
20095,"44 Old Windmill Court, Lower Gerald Griffin Street"
20096,"44B  The Beeches, Holywell, Upper Kilmacud Road"
20097,"45 Blackrock Grove, Eden, Blackrock"
20098,"45 Oakdowns, Clondalkin"
20099,"46 Straffan Avenue, Straffan Wood, Maynooth"
20100,"47 ABHAINN MOR, COLLOONEY"
20101,"47 SWEETMAN HOUSE, BALDOYLE"
20102,"48 Gleann Na Ri, Druids Valley, Cabinteely"
20103,"5 An Bruach, Kilanerin, Gorey"
20104,"5 Castledawson, Sion Hill"
20105,"5 Cul Na Toinne, Bunbeg"
20106,"52 Rathsillan, Carlow Road, Tullow"
20107,"53 ANNADALE DRIVE, WHITEHALL, DUBLIN 9"
20108,"53 Monread Heights, Naas"
