,Address
380000,"121 DROMROE, RHEBOGUE, LIMERICK"
380001,"123 RACEHILL CRESCENT, RACEHILL MANOR, ASHBOURNE"
380002,"126 MEADOW MOUNT, CHURCHTOWN, DUBLIN 16"
380003,"129 HAZELMERE, NAAS, KILDARE"
380004,"131 TYMON CRESENT, OLD BAWN, TALLAGHT DUBLIN 24"
380005,"14 CLOGHANBOY AVE, CLOGHANBOY, BALLYMAHON RD"
380006,"14 LILYS COURT, LILYS WAY, ONGAR VILLAGE DUBLIN 15"
380007,"15 GALEY HOUSE, ARDRI, DUBLIN RD"
380008,"15 ROSEHILL CRESCENT, ROSEHILL, KELLS RD"
380009,"15 SEFTON HALL, KELSTON, FOXROCK DUBLIN 18"
380010,"17 Coopers Grange, Old Quarter, Bllincollig"
380011,"17 LORCAN GREEN, SANTRY, DUBLIN 9"
380012,"17 ST KILLIANS PLACE, FERRYBANK, CO WATERFORD"
380013,"17 VERNON AVE, CLONTARF, DUBLIN"
380014,"18 TERENURE RD WEST, TERENURE, DUBLIN 6W"
380015,"18 The Birches, Ballinahinch Wood, Ashford"
380016,"18 The Green, Bracken Hill, Kilmessan"
380017,"186 KINGSBURY, MAYNOOTH, KILDARE"
380018,"19 CARRICKHALL LANE, CARRICK RD, EDENDERRY"
380019,"192 GORT NA COIRIBE, HEADFORD RD, GALWAY"
380020,"1A DENIS QUAY, KINSALE, CO CORK"
380021,"2 APRIL DR, LODGE WOOD, KENMARE"
380022,"2 GORTLANDROE, NENAGH, TIPPERARY"
380023,"2 RIVERWALK APTS, BRISOE TERRACE, FERMOY"
380024,"2 SOUTH DOCK ST, RINGSEND, DUBLIN 4"
380025,"2 WOLFE TONE MEWS, WOLFE TONE ST, LIMERICK"
380026,"21 Belfry Crescent, Liscorrie, Crosslanes"
380027,"21 CARDY ROCK AVE, BALBRIGGAN, DUBLIN"
380028,"21 MICHAEL FITZGERALD RD, TOGHER, CORK"
380029,"21 Radharc Na Coille, Drumkeen"
380030,"21 THE AVENUE, Broadmeadow Vale, Ratoath"
380031,"21 THE MILLS, OLD NAVAN RD, CASTLEKNOCK DUBLIN 15"
380032,"22 SLADE CASTLE WALK, SAGGART, DUBLIN 24"
380033,"22 ST AIDAN'S VILLAS, ENNISCORTHY, CO WEXFORD"
380034,"23 LOCKMILLS, GROVE ISLAND, LIMERICK"
380035,"23 PHOENIX STREET, INCHICORE, DUBLIN 8"
380036,"23 RIVERSIDE LAWNS, KINNEGAD, WESTMEATH"
380037,"28 ST ALBAN'S PARK, SANDYMOUNT, DUBLIN 4"
380038,"28 ST BRENDANS TERRACE, KILLARNEY, CO KERRY"
380039,"29 DOOLEYS TERRACE, ATHY, CO KILDARE"
380040,"290 The elms, Trimblestown, Goatstown road"
380041,"3 Manor Drive, Roxborough Manor, Mulgannon"
380042,"30 MERVUE LAWN, BALLYVOLANE, CORK"
380043,"31 Castlebrook Green, Castlebrook Manor, Castletroy"
380044,"31 ORANMORE, ORANHILL, GALWAY"
380045,"31 THE PADDOCKS, NEWCASTLE WEST, LIMERICK"
380046,"32 KILNACOURT WOODS, PORTARLINGTON, LAOIS"
380047,"32 MONREAD HEIGHTS, NAAS, CO KILDARE"
380048,"32 MOOREFIELD PARK, NEWBRIDGE, CO KILDARE"
380049,"33 ARNOLD GROVE, GLENAGEARY, DUBLIN"
380050,"34 Castlebrook Green, Castlebrook Manor, Castletroy"
380051,"34 Cnoc Tiarnach, Grange End, Dunshaughlin"
380052,"34 White Pines Court, Stocking Avenue, Rathfarnham"
380053,"35 WILLOW AVENUE, PRIMROSE GATE, CELBRIDGE"
380054,"37 ARDREIGH WALK, DUN BRINN, ATHY"
380055,"37 Castlebrook Green, Castlebrook Manor, Walkers Road"
380056,"37 PAIRC ARD, NEWCASTLE, CLONMEL"
380057,"39 GLASNEVIN PARK, DUBLIN 11, DUBLIN"
380058,"39 WADELAI RD, GLASNEVIN, DUBLIN 11"
380059,"4 DENROCHES CROSS, MAGAZINE RD, CORK"
380060,"4 GRIFFEEN GLEN, LUCAN, CO. DUBLIN"
