,Address
312500,"38 Rahillion Drive, Donabate"
312501,"39A CURRAGH PARK, CARLANSTOWN, KELLS"
312502,"4 BELGREE WOODS, TYRRELSTOWN, DUBLIN 15"
312503,"4 Castle Park, Whitehall Road, Churchtown"
312504,"4 COASTGUARD COTTAGE, AILLEBRACK, BALLYCONNEELY"
312505,"4 GORT NA GCRANN, KILCOLGAN VILLAGE, KILCOLGAN"
312506,"4 SHERWOOD AVE, TAYLORS HILL, GALWAY"
312507,"4 ST DYMPNA'S TERRACE, MULGRAVE ST, LIMERICK"
312508,"4 WOODFIELD, KNOCKNAGORE, CROSSHAVEN"
312509,"40 Grace Park Grove, Grace Park Wood, Drumcondra"
312510,"42 UPPER CHURCHTOWN RD, CHURCHTOWN, DUBLIN 14"
312511,"43 Finlay Park, Naas"
312512,"43 THE BAY, ELM PARK, MERRION ROAD"
312513,"44 BEECHWOOD COURT, STILLORGAN RD, STILLORGAN"
312514,"44 Finlay Park, Old Carragh Road, Naas"
312515,"45 ARDAN NA MARA, SEAFIELD, YOUGHAL"
312516,"46 FORREST FIELDS RD, RIVERVALLEY, SWORDS"
312517,"47 Finlay Park, Old Carragh Road, Naas"
312518,"47 NORTH ST, SWORDS, DUBLIN"
312519,"5 ABBEYBROOK VIEW, KILBEGGAN"
312520,"5 ALDER PARK, OLD BLESSINGTON RD, TALLAGHT DUBLIN 24"
312521,"5 CASTLEQUARTER HEIGHTS, FEDEMORE, CO LIMERICK"
312522,"5 GLEN TAIN, MOUNTAIN TOP, LETTERKENNY"
312523,"5 PARK VIEW, BALLYSHANNON, DONEGAL"
312524,"5 REENELLEN, KNIGHTSTOWN, VALENTIA ISLAND"
312525,"5 ST JOSEPH'S VILLAS, CURRAHEEN, CARRIGROHANE"
312526,"5 WOODVIEW CRESCENT, CLONBERNE, BALLINASLOE"
312527,"54 Hamilton Hill, Barnageeragh Cove, Skerries"
312528,"54 PECKS LANE, CASTLEKNOCK, DUBLIN 15"
312529,"57 ROWLAGH PARK, CLONDALKIN, DUBLIN 22"
312530,"5B KNOCKROE, CASTLEREA, CO ROSCOMMON"
312531,"6 BLACKTHORN VILLAGE, TURLOUGH RD, CASTLEBAR"
312532,"6 CEDAR AVENUE, PORTUMNA, CO GALWAY"
312533,"6 CHAPELWOOD DR, HOLLYSTOWN, DUBLIN 15"
312534,"6 CLOS NA MANACH, QUIN, CLARE"
312535,"6 Larkfield Walk, Clay Farm, Leopardstown"
312536,"6 Milford Manor Avenue, Cloverhill Road, Clondalkin"
312537,"6 MOREEN LAWN, SANDYFORD, DUBLIN 16"
312538,"6 SOMMERVILLE, REEVESWOOD, CORK"
312539,"6 ST MARYS AVE, KILBEGGAN, WESTMEATH"
312540,"61 Longview Avenue, Millers Glen, Swords"
312541,"64 BUNBURY GATE CRESCENT, SWORDS, DUBLIN"
312542,"65 STONEBRIDGE, RATHOATH, CO. MEATH"
312543,"68 SANDYFORD VIEW, BLACKGLEN RD, SANDYFORD DUBLIN 18"
312544,"7  Milford Manor Avenue, Cloverhill Road, Clondalkin"
312545,"7 KNOCKIEL DR, RATHDOWNEY, LAOIS"
312546,"7 WOLSELEY COURT, TULLOW, CARLOW"
312547,"70 THE GLENTIES, MACROOM, GLENTIES"
312548,"71 Ballycullen Green, Oldcourt Road, Ballycullen"
312549,"71 ROSSECOURT HEIGHTS, BALGADDY, LUCAN"
312550,"72 Aughamore, Kilcock Road, Clane"
312551,"73 Acha Bhile, Loughville, Ennis"
312552,"74 Acha Bhile, Loughville, Ennis"
312553,"75 Acha Bhile, Loughville, Ennis"
312554,"76 Acha Bhile, Loughville, Ennis"
312555,"77 Acha Bhile, Loughville, Ennis"
312556,"77 PEBBLE DR, PEBBLE BEACH, TRAMORE"
312557,"78 Acha Bhile, Loughville, Ennis"
312558,"78 Parklands, Youghal, County Cork"
312559,"79 Acha Bhile, Loughville, Ennis"
312560,"79 THE LAWN, COOLROE MEADOWS, BALLINCOLLIG"
312561,"8 CARRICKAMAN APTS, GREENCASTLE, DONEGAL"
312562,"8 EL PINAR, KILGOBBIN RD, SANDYFORD DUBLIN 18"
312563,"8 HIGHLAND VIEW, THE PARK, CABINTEELY DUBLIN 18"
312564,"8 KNOCKFIELD MANOR, KNOCKLYON, DUBLIN 16"
312565,"8 Milford Manor Avenue, Cloverhill Road, Clondalkin"
312566,"8 MOUNTAIN VIEW, POINT RD, DUNDALK"
312567,"8 Norabrook, Howth Road, Dublin 3"
312568,"8 TANNER HALL, ATHY RD, CARLOW"
312569,"8 WESTLANDS, WESTPORT, MAYO"
312570,"80 Acha Bhile, Loughville, Ennis"
312571,"80 CHAPEL GATE, BALBRIGGAN, DUBLIN"
312572,"80 SPRINGHILL AVE, DEANSGRANGE, DUBLIN"
312573,"81 Acha Bhile, Loughville, Ennis"
312574,"82 Acha Bhile, Loughville, Ennis"
312575,"83 Acha Bhile, Loughville, Ennis"
312576,"84 Acha Bhile, Loughville, Ennis"
312577,"85 CROSSNEEN MANOR, LEIGHLIN RD, CARLOW"
312578,"89 THE KERRYMOUNT, CASTLE COURT KILGOBBIN WOOD, SANDYFORD"
312579,"9 Milford Manor Avenue, Cloverhill Road, Clondalkin"
312580,"9 Radharc Na Siuire, Knockboy, WATERFORD"
312581,"93 PINEWOOD AVE, HILLVIEW, WATERFORD"
312582,"94 COIS INBHIR, DONABATE, DUBLIN"
312583,"98 ROSEDALE CRESCENT, CASTAHEANY, DUBLIN 15"
312584,"ABBEYGAIL HOUSE, COOLLATTIM, SHILLELAGH"
312585,"APARTMENT 23, GROVE ISLAND, CO LIMERICK"
312586,"APARTMENT 28 THE ANCHORAGE, BETTYSTOWN, CO MEATH"
312587,"Apartment 3, Clanwilliam Court, Lower Mount Street"
312588,"APARTMENT, 3  PARNELL STREET, NORTH CITY"
312589,"APPT 8, CANNON COURT, BRIDE STREET"
312590,"APT 1 PERCY FRENCH HOUSE, CHAPEL ST, BALLJAMESDUFF"
312591,"APT 1 ROUND TOWER, BARRACK STREET, BANTRY"
312592,"Apt 104 Abberley Square, High Street, Tallaght"
312593,"APT 114 BURNELL COURT, NORTHERN CROSS, MALAHIDE ROAD"
312594,"APT 1, 20 LADY LANE, WATERFORD"
312595,"APT 1, 55 THOMAS ST, DUBLIN 8"
312596,"APT 1, CHAPEL LANE, DRUMGOOLD"
312597,"APT 2 PERCY FRENCH HOUSE, CHAPEL ST, BALLYJAMESDUFF"
312598,"APT 204, LONGBOAT QUAY SOUTH, HANOVER QUAY DUBLIN 2"
312599,"APT 21 MUSIC HALL, COWS LANE, TEMPLE BAR"
312600,"APT 29 PARKVIEW HALL, DUBLIN ROAD, RHEBOGUE"
312601,"APT 2, 55 THOMAS STREET, DUBLIN 8"
312602,"APT 2, CHAPEL LANE, DRUMGOOLD"
312603,"APT 3 PERCY FRENCH HOUSE, CHAPEL STREET, BALLYJAMESDUFF"
312604,"APT 30 GRAFTON HALL ANGIER ST, DUBLIN 2, DUBLIN"
312605,"Apt 34 Abberley Square, High Street, Tallaght"
312606,"Apt 39 Abberley Square, High Street, Tallaght"
312607,"APT 3, 55 THOMAS ST, DUBLIN 8"
312608,"APT 5, 11 NORTH ABBEY ST, SHANDON"
312609,"APT 6, LYNTON COURT, BALLSBRIDGE DUBLIN 4"
312610,"Apt 80 Abberley Square, High Street, Tallaght"
312611,"Apt 84 Abberley Square, High Street, Tallaght"
312612,"ARUS NA CLOICHE, DUNKELLEN ST, LOUGHREA"
312613,"ASHMERE, ROSCREA, TIPPERARY"
312614,"BALLYCAPPLE, CLOUGHJORDAN, TIPPERARY"
312615,"BALLYCATTON, TIMOLEAGUE, CO. CORK"
312616,"BALLYNALLY, MOVILLE, DONEGAL"
312617,"BALLYVAUGHAN POWERSTOWN, CLONMEL, TIPPERARY"
312618,"Boarman's Hill, Murroe, County Limerick"
312619,"CAHERLEVOY, MOUNTCOLLINS, LIMERICK"
312620,"CAHERSLEE HOUSE, TRALEE, KERRY"
312621,"CAHERTIGUE, ARDRAHAN, COUNTY GALWAY"
312622,"CALLOW, FOXFORD, MAYO"
312623,"CARRICKACROMIN, TUNNYDUFF, BAILIEBOROUGH"
312624,"CARRICKFERN, SHRONE, GLENGARRIFF"
312625,"CEOL-NA-MARA, COOSCRONEEN, UNION HALL"
312626,"CLONEA MIDDLE, DUNGARVAN, WATERFORD"
312627,"CLONEEN, GRANARD, LONGFORD"
312628,"CLOUGHPISTOL, MAINSTOWN, CARRICK ON SUIR"
312629,"COBWEBS BALLYWILLIAM, GOREY, WEXFORD"
312630,"COLERAINE LODGE, COLERAINE, CASHEL"
312631,"CORRAGH, BUNCLODY, COUNTY WEXFORD"
312632,"CRAGG, TULLA, COUNTY CLARE"
312633,"CREG NY BAA, BARNASLINGAN LANE, KILTERNAN DUBLIN 18"
312634,"CULKEENY, MALIN, DONEGAL"
312635,"DRUMCLIFFE, ENNIS, CO CLARE"
312636,"DRUMLEEK SOUTH, CASTLEBLAYNEY, CO MONAGHAN"
312637,"ERRILL, PORTLAOISE, LAOIS"
312638,"GURTINARD, LISTOWEL, KERRY"
312639,"HILLHEAD, ARDARA, CO. DONEGAL"
312640,"HILLVIEW, ARD MHUIRE PARK, DALKEY"
312641,"HILLVIEW, BALLINGLEN, TARA HILL"
312642,"HUNTERS MOON, ROCHESTOWN ROAD, DOUGLAS"
312643,"KEELWEST, DOOAGH, ACHILL"
312644,"KILKEERAN  BALLAGHADERREEN, CO ROSCOMMON"
312645,"KNOCKADALTEEN, BALLYMOTE, SLIGO"
312646,"Knocknadulla, Kiltullagh, Athenry"
312647,"KNOCKNAHILAN, AHERLA, CORK"
312648,"Laurymar, Wafers Burrow, Ardamine"
312649,"LEE VIEW, PASSAGE WEST, CO.CORK"
312650,"LISDARRAGH, NEWBLISS, MONAGHAN"
312651,"LISGARVE, ELPHIN, COUNTY  ROSCOMMON"
312652,"LOOBROE, ATHENRY, CO GALWAY"
312653,"LOWERDORE, GWEEDORE, DERRYBEG POST OFFICE"
312654,"MULLAGHGREENAN, AGHABOG, NEWBLISS"
312655,"MULLGNROG, CLONDROHID, MACROOM"
312656,"NEWPARK, ROSLEVAN, ENNIS"
312657,"NO 2 GORTONORA, DINGLE, CO KERRY"
312658,"O SHEA'S, MAIN STREET, CARNEW"
312659,"PROSPECT, BONAVALLEY, ATHLONE"
312660,"RAILWAY RD, BELTURBET, CAVAN"
312661,"REENMURRAGHA, CHURCH CROSS, SKIBBEREEN"
312662,"ROSEVILLE COTTAGE, KILBREEDY WEST, KILMALLOCK"
312663,"SLEAVEEN HOUSE, SLEAVEEN EAST, MACROOM"
312664,"ST BRENDANS, CHURCH STREET, LAHINCH"
312665,"THE COACHHOUSE MEWS, REAR 47 SANDYCOVE ROAD, SANDYCOVE"
312666,"THE COTTAGE, WARREN, BALLYMACODA"
