,Address
427500,"RATHKINEELY, BALLINAGARE, CASTLEREA"
427501,"SACRE COEUR, DERDIMUS, TENNYPARK"
427502,"SEA VIEW, 2 PRIEST'S AVENUE, RINGAKIDDY"
427503,"TIRIUL, BURDETT AVE, SANDYCOVE"
427504,"UNITS 1 - 28  BLOCK D, GANDON VIEW, LUCAN"
427505,"WRENSDALE, 2 FOXSIDE COTTAGES, BARRACK RD"
427506,"1 ANNFIELD TERRACE, HENRY STREET, NEWBRIDGE"
427507,"1 Sycamore Hall, Clay Farm, Leopardstown"
427508,"1 THE SANDS, CHURCH RD, BALLYBUNION"
427509,"10 GREY ROCK, MILFORD, DONEGAL"
427510,"10 LEINSTER LODGE, DUBLIN RD, MAYNOOTH"
427511,"10 ST MARYS TERRACE, ASKEATON, LIMERICK"
427512,"11 Bracken Court, Old Tramore Road"
427513,"11 Church Green, Ballinglanna, Glanmire"
427514,"11 LORETO AVE, BISHOPS MEADOWS, KILKENNY"
427515,"112 SOUTH PARK, FOXROCK, DUBLIN 18"
427516,"113 THE BOULEVARD BEALING VILLAGE, TYRRELSTOWN, DUBLIN 15"
427517,"12 CLIFDEN GLEN, CLIFDEN, GALWAY"
427518,"12 CLUAIN MILAIN, CLONMELLON, WESTMEATH"
427519,"122 Dun Eimear, Castlemartin Road, Bettystown"
427520,"124 Brocan Wood, Monasterevin"
427521,"13 St. Helen's Green, St. Helens, Adamstown"
427522,"13 Taylor Hill Grange, Naul Road, Balbriggan"
427523,"131 NEW OAK ESTATE, TULLOW ROAD, CO. CARLOW"
427524,"131 NEWBOROUGH, HOLLYFORT ROAD, GOREY"
427525,"137 HAMPTON WOOD ROAD, FINGLAS, DUBLIN 11"
427526,"14 CLUAIN LOINN, OLDCASTLE, MEATH"
427527,"14 GLEANN NA RI, DRUID VALLEY, CABINTEELY DUBLIN 18"
427528,"14 Orwell Park Gardens, Rathgar, Dublin 6"
427529,"14 Willow Drive, Bloomfield, Annacotty"
427530,"145 RIVERSIDE DR, RED BARNS RD, DUNDALK"
427531,"152 PALMERSTOWN AVE, PALMERSTOWN, DUBLIN 20"
427532,"16 CLOS NA RI, COOLCOTTS, WEXFORD"
427533,"16 The Avenue, Crawford Woods, Glanmire"
427534,"16 THE LAWN, WHITEFIELD HALL, BETTYSTOWN"
427535,"16 THE SQUARE, ANNACOTTY, LIMERICK"
427536,"17 ROCK ROAD, BLACKROCK, CO DUBLIN"
427537,"18 Castle Rivers, Conna, Co Cork"
427538,"18 Manor Brook, Adare"
427539,"18 SEMINARY PLACE, FARRANREE, CORK"
427540,"2 CLONBUN, TRIM, MEATH"
427541,"2 CNOC CLUAIN, BALLINA, CO TIPPERARY"
427542,"2 RUANBEG AVE, RUANBEG MANOR, KILDARE"
427543,"2 SEABURY WOOD, MALAHIDE, DUBLIN"
427544,"20 RAVENSCOURT EST, DONNYBROOK, DOUGLAS"
427545,"203 ABBEY RIVER COURT, SHEEP ST, LIMERICK"
427546,"22 COLLEGE FARM COURT, NEWBRIDGE, KILDARE"
427547,"261 GREENFIELD COURT, TOM BELLEW AVE, DUNDALK"
427548,"27 A SUMMERFIELD RISE, BLANCHARDSTOWN, DUBLIN 15"
427549,"27 FAIRWAY DRIVE, CUALANOR, UPPER GLENAGEARY ROAD"
427550,"27 MANOR COURT, CONVOY, DONEGAL"
427551,"27A LANSDOWNE VALLEY, DRIMNAGH, DUBLIN"
427552,"28 ROCHFORD DR, KILCOCK, KILDARE"
427553,"28 Taylor Hill Boulevard, Balbriggan"
427554,"291 GOLF LINKS ROAD, ENNIS, CO CLARE"
427555,"3 ARD NA DEIRGE, KILLALOE, CLARE"
427556,"3 BALLINA QUAY, BALLINA, COUNTY TIPPERARY"
427557,"3 BROOKVALE RD, RATHFARNHAM, DUBLIN 14"
427558,"3 Church Green, Ballinglanna, Glanmire"
427559,"3 COLLEGE COURT, PORTLAOISE, CO LAOIS"
427560,"3 RAILWAY COURT, CLONGRIFFIN, DUBLIN 13"
427561,"3 St. Helen's Green, St. Helens, Adamstown"
427562,"30 CASTLEKNOCK GLADE, CASTLEKNOCK, DUBLIN 15"
427563,"31 BALLYOWEN HALL, BALLYOWEN LANE, LUCAN"
427564,"32 EARLSFORT RISE LUCAN, DUBLIN"
427565,"33 MILL COURT DR, CLONDALKIN, DUBLIN 22"
427566,"33 OLD BURRIN, BURRIN RD, CARLOW"
427567,"36 OLD MUIRHEVNA, DUBLIN ROAD, DUNDALK"
427568,"37 FOXFIELD, DOORADOYLE, LIMERICK"
427569,"37 HUNTSTOWN RISE, HUNTSTOWN, DUBLIN 15"
427570,"39 Shackleton Drive, Lucan"
427571,"4 SEAFIELD AVE, CLONTARF, DUBLIN 3"
427572,"40 ROSEHILL, NEWPORT, TIPPERARY"
427573,"41 OAKDALE DR, CABINTEELY, DUBLIN 18"
427574,"42 WATERVILLE TERRACE, WATERVILLE, BLANCHARDSTOWN DUBLIN 15"
427575,"422 MILLBROOK, JFK PARADE, SLIGO"
427576,"43 The Drive, Bellingsfield, Kilcullen Road"
