,Address
192500,"89 The Bay, Elm Park, Merrion Road"
192501,"9 MARKET SQ, KINSALE, CORK"
192502,"9 TANEY PARK, DUNDRUM, DUBLIN 14"
192503,"9 The Bay, Elm Park, Merrion Road"
192504,"9 The Links, Elm Park, Merrion Road"
192505,"90 The Bay, Elm Park, Merrion Road"
192506,"91 The Bay, Elm Park, Merrion Road"
192507,"92 The Bay, Elm Park, Merrion Road"
192508,"92 The Links, Elm Park, Merrion Road"
192509,"93 The Bay, Elm Park, Merrion Road"
192510,"93 The Links, Elm Park, Merrion Road"
192511,"94 The Bay, Elm Park, Merrion Road"
192512,"94 The Links, Elm Park, Merrion Road"
192513,"95 The Bay, Elm Park, Merrion Road"
192514,"95 The Links, Elm Park, Merrion Road"
192515,"96 The Bay, Elm Park, Merrion Road"
192516,"96 The Links, Elm Park, Merrion Road"
192517,"97 The Bay, Elm Park, Merrion Road"
192518,"97 The Links, Elm Park, Merrion Road"
192519,"98 The Bay, Elm Park, Merrion Road"
192520,"98 The Links, Elm Park, Merrion Road"
192521,"98 WINDMILL PARK, CRUMLIN, DUBLIN 12"
192522,"99 CLONARD, WESTBURY, CORBALLY"
192523,"99 The Bay, Elm Park, Merrion Road"
192524,"99 The Links, Elm Park, Merrion Road"
192525,"AN SEAN BHOTHAR, MONUMENT RD, MENLO"
192526,"Apartment 13 & Car Space 38, The Forum, Sandyford"
192527,"Apartment 1, Flagship Harbour, Lanesborough"
192528,"Apartment 23 The Links, Elm Park, Merrion Road"
192529,"Apartment 39 & Car Space 47, The Forum, Sandyford"
192530,"APARTMENT 4 BLOCK 2, HOLLYBROOK COURT, CLONTARF"
192531,"Apartment 57 & Car Space 57, The Forum, Sandyford"
192532,"Apartment 58 & Car Space 53, The Forum, Sandyford"
192533,"APARTMENT 5, ROCK HOUSE, SLANE"
192534,"Apartment 60 & Car Space 50, The Forum, Sandyford"
192535,"Apartment 61 & Car Spaces 55 & 56, 61 The Forum, Sandyford"
192536,"Apartment 62 & Car Spaces 149 & 152, The Forum, Sandyford"
192537,"Apartment No. 54 & Car Space 54, The Forum, Sandyford"
192538,"APT 26, ABBEY COURT, WEXFORD"
192539,"APT 311 PIER HEAD, ALLINS QUAY, YOUGHAL"
192540,"Apt 4 Lakeshore Marina, Killaloe, County Clare"
192541,"APT 63 LEINSTER STREET, ATHY, CO KILDARE"
192542,"APT 6, PARKGATE HOUSE, PARK RD"
192543,"Ballindooganig, Firies, Tralee"
