,Address
205000,"7 THE HARBOUR, THE QUAY, WESTPORT"
205001,"70 LEVMOSS AVENUE, LEVMOSS PARK, THE GALLOPS"
205002,"74 CNOC AN OIR, RAHOON, GALWAY"
205003,"8 BRIDGEPOINT, ABBEY SQ, ENNISCORTHY"
205004,"8 HASTINGS DR, BALBRIGGAN, DUBLIN"
205005,"8 LANSDOWNE VALLEY, DRIMNAGH, DUBLIN 12"
205006,"85 TRINITY SQUARE, TOWNSEND STREET, DUBLIN 2"
205007,"9 BELLS WELLS, DAINGEAN, COUNTY OFFALY"
205008,"9 BRIDGEPOINT, ABBEY SQ, ENNISCORTHY"
205009,"9 PRIMROSE CLOSE, PRIMROSE GARDEN, NAAS"
205010,"9 THE COURTYARD, CLONSILLA, DUBLIN 15"
205011,"96 TUR UISCE, DOUGHISKA, MERLIN PARK"
205012,"ADAMSTOWN, DUNLEER, LOUTH"
205013,"ADAMSTOWN, KILMEADEN, CO WATERFORD"
205014,"APARTMENT THE HOLE IN THE WALL, CORD ROAD, MIDDLETON"
205015,"APT 1- 41, XAVIER COURT, 21 25 SHERRARD ST UPPER DUBLIN 1"
205016,"APT 19 TOWNPARK CENTRE, PARK LANE, CARRICK ON SHANNON"
205017,"Apt 346, Trimbleston, Goatstown"
205018,"APT 38, SWIFT HALL, DEAN ST DUBLIN 8"
205019,"APT 7 SARSFIELD QUAY APTS, LIFFEY ST WEST, DUBLIN 7"
205020,"APT 8 SUTTON CASTLE, SHIELMARTIN RD, SUTTON"
205021,"BALLINALACK, MOATE, WESTMEATH"
205022,"BALLINURE, MARSHALSTOWN, ENNISCORTHY"
205023,"BALLYBALLOW, KILLBERIHERT, FREEMOUNT"
205024,"BALLYGRACE, CHURCHTOWN, MALLOW"
205025,"BARRA NA TAOIDE, OYSTER BED PIER, SNEEM"
205026,"Belmont House, Belmont, Cobh"
205027,"BLOCK A, 47 ADELAIDE SQ, WHITEFRIAR ST"
205028,"BOLEY, BALLYLYNAN, ATHY"
205029,"CARRIG VIEW, GLENTARA, CO TIPPERARY"
205030,"CARRIGSCULLIHY, COOLKELLURE, DUNMANWAY"
205031,"Commack, Moydow, Co. Longford"
205032,"CROSS EAST, CROSS, CLAREMORRIS"
205033,"FETHARD, NEW ROSS, WEXFORD"
205034,"GLASCARN, RATHCONRATH, MULLINGAR"
205035,"GLENCREE, 11 BROWNINGSTOWN PARK, DOUGLAS"
205036,"GURRANECARNEY, CARRIGANIMA, MACROOM"
205037,"GURTEENATARRIFFE, MITCHELSTOWN, CORK"
205038,"GYLEEN COTTAGE, MONATREA EAST, KINSALE BEG NEAR YOUGHAL"
205039,"KILKEA DEMESNE, CASTLEDERMOT, KILDARE"
205040,"KILLANULLY, BALLYGARVAN, CORK"
205041,"KNOCKTHOMAS, CASTLEBAR, COUNTY MAYO"
205042,"LISHEENFUROOR, KILKEE, CLARE"
205043,"LISSAHULLY, BALLYSHANNON, DONEGAL"
205044,"LOWER ARDNAGRATH, WALDERSTOWN, ATHLONE"
205045,"MAIN STRRET, ABBEYLEIX, LAOIS"
205046,"MILLOCKSTOWN, ARDEE, CO LOUTH"
205047,"NAUL VILLAGE, NAUL, DUBLIN"
205048,"NO 8 RIVERSIDE COURT, CLONROADMORE, ENNIS"
205049,"No.33, The Woods"
205050,"ROOSKY, CONVOY, LIFFORD"
205051,"SANDHILL, PORTNABLAGH, DUNFANAGHY"
205052,"ST JOSEPHS VILLAS, ATHBOY, MEATH"
205053,"ST MARYS, 4 AUBURN RD, DONNYBROOK DUBLIN 4"
205054,"STILOWIN, BROGUEMAKERS HILL, KILKENNY"
205055,"STRAWBERRYHILL, CLOGHAN, BIRR"
205056,"SUNNYSIDE COTTAGE, ALEXANDRA RD, ST LUKES"
205057,"TYBROUGHNEY, PILTOWN, KILKENNY"
205058,"WHITESTRAND ROAD, KILLARD, DOONBEG"
205059,"WILD COUNTRY, MAGHERABEG, OUGHTERARD"
205060,"WOODFIELD, CLARA, OFFALY"
205061,"1-43 STAFFORD HOUSE, WOLFE TONE ST, DUBLIN 1"
205062,"1 DUCART HOUSE, STEAMBOAT QUAY, LIMERICK"
205063,"1 FOXHILL GREEN, BALDOYLE, DUBLIN 13"
205064,"1 KENNYSWELL RD, KILKENNY, KILKENNY"
205065,"1 ST MARYS LANE, MONASTEREVIN, KILDARE"
205066,"10 KILMOLIN, ENNISKERRY, CO WICKLOW"
205067,"10 The  Lawn, Newtownhall, Maynooth"
205068,"104A GRIFFITH COURT, FAIRVIEW, DUBLIN 3"
205069,"11 REGAL COURT, OLD WATERFORD RD, CLONMEL"
205070,"111 MARINE DR, KILLYBEGS, DONEGAL"
205071,"113 SLI AN CHOISTE, MONKSLAND, ATHLONE"
205072,"113 VERDEMONT, SUNGBOROUGH ROAD, BLANCHARDSTOWN"
205073,"117 ST PATRICKS CRESCENT, MONKSTOWN FARM, DUN LAOGHAIRE"
205074,"12 Diswellstown Manor, Castleknock, Dublin 15"
205075,"12 MELLOWES PARK, RENMORE, CO GALWAY"
205076,"123 TUR UISCE, DOUGHISKA, MERLIN PARK"
205077,"13 ABHAINN BEAG, BALTIMORE BEAG, SKIBBEREEN"
205078,"13 Belarmine Walk, Belarmine Woods, Stepaside"
205079,"13 CLARION VILLAGE, SLIGO, SLIGO"
205080,"13 LINN BHUI, BOTHAR NA STIOFAN, GALWAY"
205081,"13 OX CRESCENT, TUBBERCURRY, SLIGO"
205082,"13 PERCY FRENCH PLACE, BALLYJAMESDUFF, CAVAN"
205083,"13 ST BRIGIDS PARK, BLANCHARDSTOWN, DUBLIN 15"
205084,"13 WENDON PARK, DELGANY WOOD, DELGANY"
205085,"133 LIOSCIAN, SWORDS, DUBLIN"
205086,"138 ARDLEIGH VALE, MULLINGAR, WESTMEATH"
205087,"14 BRAMBLE GROVE, FOXWOOD, WATERFORD"
205088,"14 BREGA HAMLET LANE, BALBRIGGAN, DUBLIN"
205089,"14 SPANISH COVE, KILKEE, CO CLARE"
205090,"146 BALROTHERY EST, TALLAGHT, DUBLIN 24"
205091,"15 TOWNHOUSE, NEW ROSS, WEXFORD"
205092,"16 GROSVENOR COURT, TEMPLEOGUE, DUBLIN 6W"
205093,"16 LIME TREES RD EAST, DOUGLAS, CORK"
205094,"16 NEWTOWN PARK, LEIXLIP, KILDARE"
205095,"16 Smithlands Court, Kilkenny"
205096,"16 WHITEHALL, PAULSTOWN, KILKENNY"
205097,"17 ARDMORE HILLS, MULLINGAR, WESTMEATH"
205098,"18 CROZON PARK, SLIGO, SLIGO"
205099,"18 ROCHDALE, HONEY PARK, KILL AVENUE   DUN LAOGHAIRE"
