,Address
285000,"19 KILLADREENAN, NEWTOWNMOUNTKENNEDY, WICKLOW"
285001,"19 LA VALLEE UPPER DARGLE RD BRAY, WICKLOW"
285002,"19 ST PHILOMENAS PLACE, CARRIGALINE, CORK"
285003,"191 CRUMLIN RD, CRUMLIN, DUBLIN 12"
285004,"2 stratton close, adamstown square, adamstown"
285005,"20 BECTIVE PARK, BECTIVE LODGE, KILMESSAN"
285006,"205 ARDFOYLE, MOVILLE, DONEGAL"
285007,"21 RENVILLE COURT, ORANMORE, GALWAY"
285008,"22 STONYFORD, TRIM RD, BALLIVOR"
285009,"22 WHITETHORN GROVE, ATHY LAOIS, BALLYLINAN"
285010,"23 MARYMOUNT SUMMERHILL, CARRICK ON SHANNON, SUMMERHILL"
285011,"232A AYLMER PARK, NAAS, KILDARE"
285012,"25 ABBOTSWOOD MEWS, ROCHESTOWN, CORK"
285013,"27 BELLFIELD AVENUE, DUBLIN ROAD, HAGGARDSTOWN"
285014,"274 WEDGEWOOD, SANDYFORD, DUBLIN 16"
285015,"276 Oldbridge Station, Osberstown, Naas"
285016,"28 ST PETERS PLACE, ARKLOW, WICKLOW"
285017,"29 Abbot's Grove Park, Knocdklyon, Dublin 16"
285018,"29 Woodbank, Dublin Road, Shankill"
285019,"3 PEARSE COURT, CHAPEL HILL, PEARSE RD"
285020,"3 ROSE TERRACE, NEW ST, LIMERICK"
285021,"31 CLUAIN AN OIR, BELGOOLY, CORK"
285022,"31 LOWER MIDLETON ST, COBH, CORK"
285023,"34 EUGENE ST, DUBLIN 8, DUBLIN"
285024,"36 MOUNTAIN VIEW, NAAS, KILDARE"
285025,"36 STANFORD, ARDILEA, CLONSKEAGH DUBLIN 14"
285026,"39 DEANS COURT, KILKENNY, KILKENNY"
285027,"4 CARLTON COURTS, SWORDS, CO. DUBLIN"
285028,"4 CLAYTON COURT, ASKEA, CO CARLOW"
285029,"4 CORKERS LANE, ROSSNOWLAGH, DONEGAL"
285030,"4 HASTINGS COURT, HAMLET LANE, BALBRIGGAN"
285031,"40 Churchfields Close, Churchfields, Ashbourne"
285032,"40 Cois Farraige, Blackrock, Dundalk"
285033,"405 WINDMILL APT, DOCK ROAD, LIMERICK"
285034,"41 THE MILLHOUSE, THE STEELWORKS, FOLEY STREET"
285035,"42 Red Arches Avenue, Silverbanks, The Coast"
285036,"42 WALKINSTOWN RD, WALKINSTOWN, DUBLIN 12"
285037,"43 ST ANNES PARK, SHANKILL, DUBLIN"
285038,"44 Summerseat Avenue, Clonee"
285039,"44 WOODLANDS, ROSSNOWLAGH RD, BALLYSHANNON"
285040,"46 BURRIN ST, CARLOW, CARLOW"
285041,"47 Upper Leeson Street, Dublin 4"
285042,"52 Woodview, Fionn Laoi, Ballincollig"
285043,"53 TRINITY PLAZA APT, TARA ST, DUBLIN 2"
285044,"54 GROVE PARK, RATHMINES, DUBLIN 6"
285045,"6 LOUGHARNO CLOSE, FRIARS HILL, WICKLOW TOWN"
285046,"6 NEWPARK, KILKENNY"
285047,"6 OLD DUN LEARY ROAD, DUN LAOGHAIRE, CO DUBLIN"
285048,"6 THORNVILLE DR, KILBARRACK, DUBLIN 5"
285049,"60 SHANNON VALLEY, SLIGO ROAD, BALLAGHADERREEN"
285050,"67 GRIAN ARD, ARDNACASSAGH, LONGFORD"
285051,"6A RATHCAIRN, ATHBOY, COUNTY MEATH"
285052,"7 ASTON COURT, BEDFORD ROW, DUBLIN"
285053,"7 HOLMPATRICK TERRACE, HOLMPATRICK, SKERRIES"
285054,"7 UPPER CAMDEM STREET, DUBLIN 2"
285055,"72 CLONARD PARK, SANDYFORD RD, DUNDRUM DUBLIN 16"
285056,"73 ST AIDANS CRESCENT, WEXFORD, WEXFORD"
285057,"7A CULMORE PARK, PALMERSTOWN, DUBLIN 20"
285058,"8 ELMFIELD WAY, CLAREHALL, DUBLIN 13"
285059,"8 HUDSON RD, GLASTHULE, DUBLIN"
285060,"8 Sliabh Rua, Courtbrack, Blarney"
285061,"83 Crenigans Banog, Ashbourne"
285062,"86 BANTRY SQ WATERVILLE, BLANCHARDSTOWN, DUBLIN"
285063,"9 EARLSFORT PARK, LUCAN, CO DUBLIN"
285064,"9 FR O KEEFFE TCE, BARRYSCOURT, CARRIGTWOHILL"
285065,"9 GRANGE TERRACE, DEANSGRANGE, BLACKROCK"
285066,"9 ROSS MHUIRE, CROBALLY UPPER, TRAMORE"
285067,"91 KENNELSFORT RD UPPER, PALMERSTOWN, DUBLIN 20"
285068,"95 GEORGES ST, DROGHEDA, LOUTH"
285069,"APARTMENT 25 BLOCK A, BRU NA SIONNA, SHANNON"
285070,"APT 130, THE FALCON, JACOBS ISLAND"
