,Address
152500,"5 WOODBURY, GOREY, WEXFORD"
152501,"53 BRU NA HABHAINN, BLACKCASTLE DEMESNE, MEATH"
152502,"54 The Alders, Carrington, Santry"
152503,"54 THE KILNS, STATION RD, PORTMARNOCK"
152504,"56 The Alders, Block A  Santry, Carrington"
152505,"57 ARD BREEDA, LOUGHREA, GALWAY"
152506,"57 The Alders, Carrington, Santry"
152507,"59 The Beeches, Carrington, Santry"
152508,"6 MANOR GROVE, MANOR VILLAGE, TRALEE"
152509,"6 The Alders, Carrington, Santry"
152510,"6 The Meadows, Tir Cluain, Midleton"
152511,"61 BRIGHTON SQ, RATHGAR, DUBLIN 6"
152512,"61 Navan Road, Dublin 7"
152513,"61 RAITHM EOGHON, ASHE RD, MULLINGAR"
152514,"63 ST MARYS TERRACE, GOULD ST, CORK"
152515,"67 ST JOHNS PARK, WATERFORD"
152516,"7 ASPEN RD, KINSEALY, SWORDS"
152517,"7 BRAMBLE WAY, FOXWOOD, WATERFORD"
152518,"7 COILL DARAGH, KILOWORTH, CO CORK"
152519,"7 The Alders, Carrington, Santry"
152520,"70 RUSSELL AVE EAST, EAST WALL, DUBLIN 3"
152521,"72 The Beeches, Carrington, Santry"
152522,"75 The Beeches, Carrington, Santry  Dublin 7"
152523,"76 The Beeches, Carrington, Santry  Dublin 9"
152524,"77 SEXTON ST NORTH, THOMONDGATE, LIMERICK"
152525,"78 The Beeches, Carrington, Santry"
152526,"8 BEACHSIDE COURT, RIVERCHAPEL, COURTOWN"
152527,"8 CEANAN VIEW, CARNAMUGGAH, LETTERKENNY"
152528,"8 CLONMEEN RISE, EDENDERRY, OFFALY"
152529,"8 MONKSTOWN ROW, WICKLOW TOWN, WICKLOW"
152530,"8 The Alders, Carrington, Santry"
152531,"80 The Beeches, Carrington, Santry"
152532,"81 The Beeches, Block B  Santry, Carrington"
152533,"84 The Beeches, Carrington, Santry"
152534,"86 The Beeches, Carrington, Santry"
152535,"88 The Beeches, Carrington, Santry"
152536,"9 FAINNE NA FARRAIGE, BALLINAGOUL, RING"
152537,"93 The Beeches, Carrington, Santry  Dublin 9"
152538,"94 The Beeches, Block B  Santry, Carrington"
152539,"95 The Beeches, Carrington, Santry  Dublin 9"
152540,"96 The Beeches, Carrington, Santry  Dublin 9"
152541,"97 The Cedars, Carrington, Santry"
152542,"APT 3, 3 PARK AVENUE, GRANGE RD DONAGHMEDE"
152543,"APT 5, LYNTON COURT, BALLSBRIDGE DUBLIN 4"
152544,"APT 6, LYNTON COURT, BALLSBRIDGE DUBLIN 4"
152545,"ARD BAN, MUFF"
152546,"BALLYHANE, CAPPAWHITE, TIPPERARY"
152547,"Carrowkeel, Beltra"
152548,"Clonfane, Trim"
152549,"COLEMANSTOWN, BLACKCHURCH, RATHCOOLE"
152550,"CONVENT ROAD, BALLINROBE, CO MAYO"
152551,"COOLATTIN, LAKE RD, COBH"
