,Address
40000,"93 The Willows, Pollerton, Carlow"
40001,"Apartment 10, The Parklands, Rathfarnham"
40002,"Apartment 12, Nenagh Manor Retirement Apartments, Nenagh"
40003,"Apartment 20H, Rathbore Drive, Earlswood"
40004,"Ballybeg, Ballinglen, Tinahealy"
40005,"Ballyconry, Lisselton"
40006,"BALLYNAKILLY, INCH ISLAND"
40007,"Ballytarsna, Cashel"
40008,"Bridge View, Virginia"
40009,"Church Road, Freshford"
40010,"Cloonaine, Coolaney"
40011,"Corraun, Ballyhaunis"
40012,"Coundon House, Killiney Avenue, Killiney"
40013,"Erry, Clara"
40014,"Fairtha, Shantonagh, Castleblayney"
40015,"Frances Street, Kilrush"
40016,"Glenular, Ballycastle"
40017,"Hazelwood, Coxtown, Dunmore East"
40018,"Hillview, Ardee Rd, Carrickmacross"
40019,"Mountscribe, Kinvara"
40020,"No. 1  Kilmore Manor, Kilmore, Cavan"
40021,"The Forge, Bunrevagh, Aughacashel"
40022,"Tristia, Goolamore"
40023,"12  Steeple Meadow Close, Steeple Meadow, Milltown"
40024,"12 TOGHER WAY, URLINGFORD"
40025,"130 Le Fanu Road, Ballyfermot"
40026,"14 Cois Abhainn, Leitrim Village"
40027,"15 Maple Road, Connell Avenue, Newbridge"
40028,"157 Briarwood Close, Clonsilla, Dublin 15"
40029,"16 Ashview Drive, Sixmilebridge"
40030,"16 St. Colman's Park, Macroom"
40031,"163 Carrig Cluain, Clara Road, Tullamore"
40032,"19 Scanlan Park, Castleconnell"
40033,"2 ALBERT ROAD, SANDYCOVE, CO. DUBLIN"
40034,"2 Glenmore Green, Rathfarnham"
40035,"2 Treacey Meadows, Greeen Road, Newbridge"
40036,"20 Hayfield, Model Farm Road, Cork"
40037,"20 mullaunmore, ballon"
40038,"23 Ard na Carraige, Edenderry"
40039,"25 Willow Avenue, Primrose Gate, Celbridge"
40040,"26 Hollands Avenue, Kildare Road, Athy"
40041,"26 Kickham Road, Inchicore, Dublin 8"
40042,"30A  Peyton Close, Stoney Road, Rathcoole"
40043,"30B Peyton Close, Stoney Road, Rathcoole"
40044,"32 Highfield Lawn, Model Farm Road, Cork"
40045,"32 Mount Shannon Road, Kilmainham, Dublin 8"
40046,"330A Kildare Road, Crumlin"
40047,"4 Wheatfields, Clonmel"
40048,"44 Glenville Avenue, Castleknock, Dublin 15"
40049,"5 Brookfield, Mt Merrion Ave, Blackrock"
40050,"6 Cre Na Cille, Tynagh, Loughrea"
40051,"71 CURRAGH WOODS, FRANKFIELD, CORK"
