,Address
230000,"94 CRUACHAN, KNOCKATEEMORE, DUNGARVAN"
230001,"98 ROCKFORD MANOR, BLACKROCK, DUBLIN"
230002,"99 GRANGE PARK CRESCENT, RAHENY, DUBLIN 5"
230003,"APARTMENT 166, SMITHFIELD VILLAGE, DUBLIN 7"
230004,"Apartment 37 & Berth 21, The Waterfront, Leitrim Village"
230005,"Apartment 44 & Berth 65, The Waterfront, Leitrim Village"
230006,"APARTMENT NO 163, SMITHFIELD VILLAGE, DUBLIN 7"
230007,"APARTMENT NO 190, SMITHFIELD VILLAGE, DUBLIN 7"
230008,"APARTMENT NO 205, SMITHFIELD VILLAGE, DUBLIN 7"
230009,"APT 1 THE LAURELS, TERENURE ROAD WEST, TERENURE"
230010,"APT 1, SMITHFIELD VILLAGE, DUBLIN 7"
230011,"Apt 24 Station Court, Gorey"
230012,"Apt 25 Station Court, Gorey"
230013,"APT 29 WATERS EDGE, LANESBOROUGH, ROSCOMMON"
230014,"APT 2, GLENANNE, KIMMAGE CROSS RD DUBLIN 6"
230015,"APT 410, HARVEYS QUAY, LIMERICK"
230016,"Apt 66 Station Court, Gorey"
230017,"Apt 67 Station Court, Gorey"
230018,"Apt 68 Station Court, Gorey"
230019,"Apt 69 Station Court, Gorey"
230020,"Apt 70 Station Court, Gorey"
230021,"Apt 78 Station Court, Gorey"
230022,"Apt 94 Station Court, Gorey"
230023,"Apt 97 Station Court, Gorey"
230024,"BALLYCARRIGEEN LOWER FERNS, ENNISCORTHY, WEXFORD"
230025,"BALLYGOWAN, LISNAGRY, LIMERICK"
230026,"CAHERMACULICK, SHRULE, CO MAYO"
230027,"CARNAMOYLE, MUFF, COUNTY DONEGAL"
230028,"CASTLESOW, CROSSABEG, WEXFORD"
230029,"Claddagh, Aclare"
230030,"COARSEPARK, CASTLEBAR, MAYO"
230031,"COOLNASMEAR, DUNGARVAN, WATERFORD"
230032,"CORRANDOO, MONIVEA, ATHENRY"
230033,"CROAGH, DUNKINEELY, CO DONEGAL"
230034,"CROSS, CLAREMORRIS, CO MAYO"
230035,"CUNNIHEE, KILLONAN, BALLYSIMON"
230036,"DELMAR, BOHERNORE, KNOCKLONG"
230037,"DERREENY, ADRIGOLE, CO. CORK"
230038,"DERRYBAWN, REENASCRENA, ROSSCABERY"
230039,"DRUMPHEA, GARRYHILL, BAGENALSTOWN"
230040,"EMLAGH, ANASCAUL, CO KERRY"
230041,"FAHA, THE GLEN, EMLAGHMORE"
230042,"FRIARSTOWN, GRANGE, KILMALLOCK"
230043,"GREENTREES, MILLTOWN, DUBLIN 6"
230044,"KELSO, LISQUINLAN, LADYSBRIDGE"
230045,"KILADAGAN, BALLAGHADREEN, ROSCOMMON"
230046,"KILRONAN, INIS MOR, ARAN ISLANDS"
230047,"KNOCKANATTIN, ARDNABOHA, BELGOOLY"
230048,"KYLENOE, HORSE AND JOCKEY, THURLES"
230049,"LISGRIFFIN CROSS, BUTTEVANT, CORK"
230050,"LISLIDDY, CASTLEREA, ROSCOMMON"
230051,"MENLENA, DUNMORE, CO GALWAY"
230052,"MERMAIDS COTTAGE, BALLYNESS, FALCARRAGH"
230053,"MONAGHANSTOWN, CASTLETOWN GEOGHAGAN, CO WESTMEATH"
230054,"MOUNTRATH RD, ABBEYLEIX, LAOIS"
230055,"NAOMH MUIRE, LACKLEA, BARNA"
230056,"No. 11 Royal Canal Avenue, Royal Canal Park, Ratoath Road"
230057,"RATHBRENNAN, ROSCOMMON, COUNTY ROSCOMMON"
230058,"ROCHELLE, LACKEN RD, KILBARRY"
230059,"SHREWSBURY HOUSE, ROSMADDA, PARTEEN"
230060,"SRABOY, GLENCOLMCILLE, DONEGAL"
230061,"THE GABLES, LISDORNAN, JULIANSTOWN"
230062,"THE YELLOW COTTAGE, WILLISTOWN, DRUMCAR"
230063,"TOBERTON COTTAGE, JOHNSTOWN, NAAS"
230064,"VENTNOR, 3 CORK RD, KILLEAGH"
230065,"WALTERSTOWN, DUNBOYNE, MEATH"
230066,"1 ARAN COURT, ARDARA, COUNTY DONEGAL"
230067,"1 Barnwell gate, hansfield"
230068,"1 FRIAR'S GATE, CARRICK ON SUIR, CO TIPPERARY"
230069,"1 GLENINA HEIGHTS, DUBLIN RD, GALWAY"
230070,"1 MARIAN TERRACE, CASHEL RD, CLONMEL"
230071,"1 ROCKFIELD MIDDLE, FAHA, KILLARNEY"
230072,"10 Barleyfield, Wicklow Hills, Newtownmountkennedy"
230073,"10 Dodderbrook Parl, Dodderbrook, Oldcourt Road"
230074,"10 MULCAIR MANOR, NEWPORT, TIPPERARY"
230075,"10 ORANCOURT, ORANMORE, GALWAY"
230076,"10 SLIEVE ROE, CRESCENT, DUNDALK"
230077,"101 MARLBOROUGH ROAD, RANELAGH, DUBLIN 6"
230078,"103A CHILDERS HEIGHTS, BALLINA, CO MAYO"
230079,"104 Maple Drive, Drogheda"
230080,"104 SLI GEAL, BALLYMONEEN ROAD, GALWAY"
230081,"105 HELM, HARTYS QUAY, ROCHESTOWN RD"
230082,"108 AN FIODAN, DOUGHISKA, GALWAY"
230083,"11 CARRIGDENE, BALLINCOLLIG, CORK"
230084,"11 Cois Glaisin Park, Johnstown, Navan"
230085,"11 FERNCARRIG COURT, SANDYFORD, DUBLIN 18"
230086,"11 GLENWOOD CT, CARRIGALINE, CORK"
230087,"11 LOWER CHARLES ST, CASTLEBAR, CO MAYO"
230088,"110 CARRIGWOOD, BALLYCULLEN DR, FIRHOUSE DUBLIN 24"
230089,"113 WILLOW PARK AVE, ATHLONE, WESTMEATH"
230090,"12 AN LEAC LIAN, BARNA, GALWAY"
230091,"12 OBELISK RISE, ST AUGUSTINES PARK, BLACKROCK"
230092,"12 RIVERBANK HALL, ADDISON PARK, GLASNEVIN DUBLIN 11"
230093,"124 MERIDIAN COURT, ROYAL CANAL PARK, RATOATH RD DUBLIN 15"
230094,"13 MILL ST, DUNDALK, LOUTH"
230095,"13 OLDTOWN RISE, SALLINS RD, NAAS"
230096,"13 RIVERSEDGE, FIONN LAOI, BALLINCOLLIG"
230097,"14 Augamore, Kilcock Road, Clane"
230098,"14 FERN DR, CASTLE HEIGHTS, KILMONEY RD"
230099,"14 Glebe Hill, Brackenstown Road, Swords"
230100,"14 ORCHARD DR, MAIN ST, PORTARLINGTON"
230101,"14 SILVER BIRCH, STONE PARK, LONGFORD"
230102,"14 THE WAY MILL TREE PARK, RATOATH, MEATH"
230103,"141 WHITETHORN PARK, PALMERSTOWN, DUBLIN"
230104,"16 MAIN COURTYARD, HEADFORT DEMESNE, KELLS"
230105,"16 ST COLMANS PARK, FERMOY, CORK"
230106,"16 THE GREEN, CLONATTIN, GOREY"
230107,"16 TIRELLAN HEIGHTS, HEADFORD ROAD, GALWAY"
230108,"17 AN TOR AONARACH, KINGSCOURT, CO CAVAN"
230109,"17 BELCOURT EST, NAVAN, MEATH"
230110,"17 Cois Glaisin Close, Johnstown, Navan"
230111,"17 GROVE COURT, GROVE ST, MULLINGAR"
230112,"18 MEADOW PARK, CHURCHTOWN, DUBLIN 14"
230113,"19 ROSSE COURT GROVE LUCAN, DUBLIN"
230114,"194 CASTLE VIEW, DUNKINEELY, DONEGAL"
230115,"1ST FLOOR FLAT THE GABLES, NORTH GATE STREET, ATHENRY"
230116,"2 ABBEY VIEW, KINSALE, CORK"
230117,"2 DUN SAITHNE VIEW, FLEMINGTON LANE, BALBRIGGAN"
230118,"2 GOLDSMITHS AVE, RICHMOND HILL, CORK"
230119,"2 LARKFIELD COURT, DUNDALK ST, CARLINGFORD"
230120,"2 MILLRACE, ABBEY ST, CAHIR"
230121,"2 Royal Canal avenue, royal canal park, ratoath rd"
230122,"2 SWORDS MANOR COURT, BRACKENSTOWN RD, SWORDS"
230123,"2 WOODBROK CRESCENT, CASTLEKNOCK, DUBLIN 15"
230124,"20 DORRINS STRAND, STRANDHILL"
230125,"20 STELLA GARDENS, IRISHTOWN, DUBLIN 4"
230126,"21 APPLEWOOD CRESCENT, SWORDS, DUBLIN"
230127,"21 ASHBROOK, ROSCOMMON"
230128,"21 HUGHES RD SOUTH, WALKINSTOWN, DUBLIN 12"
230129,"21 MERIDIAN COURT, ROYAL CANAL PARK, RATOATH RD DUBLIN 15"
230130,"21 OAKFIELD GREEN, GLANMIRE, CORK"
