,Address
25000,"9 CLARINDA HOUSE, DUN LAOGHAIRE"
25001,"Apt 48 Tailteann Court, Longford Road, Mullingar"
25002,"Apt. 5 Waterpark Apartments, Maypark Lane  Ballinakill, Waterford"
25003,"Ballinafagh, Prosperous, Naas"
25004,"Ballymakeera, Macroom"
25005,"Church Street, Kells"
25006,"Derryknockane, Rosbrien"
25007,"Glasslacken, Bunclody, Enniscorthy"
25008,"Glendalough, Loughshinny"
25009,"Gloun, Dunmanway"
25010,"Navenny Street, Ballybofey"
25011,"No. 9 The Valley View, Grange Manor, Grange  Ovens"
25012,"Reanagowan Cross, Lyreacrompane, Tralee"
25013,"Rostaff, Headford"
25014,"Tirhomin, Milford"
25015,"Umerafad, Creeslough"
25016,"1 Newtown Court, Newtown Manor, Kill"
25017,"103 Dalton Park, Mullingar"
25018,"11 Dublin St, Blackpool"
25019,"11 Laburnum Avenue, Forest Hill  Carrigaline"
25020,"12 Hartwell Green, Kill"
25021,"12 Hawthorn Drive, Roscommon"
25022,"124 Palmerstown Woods, Clondalkin"
25023,"14 Market Court, Carlingford"
25024,"15 DROMARD CRESENT, CLONMEL"
25025,"16 Cherrymount, Keadue, Cavan"
25026,"16 The Limekiln, Clough, Ballacolla"
25027,"17 CILL DARA CLOSE, CELBRIDGE"
25028,"177 Ashefield, Mullingar"
25029,"19 Cashelmara, Knocknacarra Cross, Galway"
25030,"2  Monread Gardens, Naas"
25031,"2 Oak Park, Castleredmond, Midleton"
25032,"2 WINDMILL ROAD, DROGHEDA"
25033,"21 Glen Easton Gardens, Leixlip"
25034,"21 Prospect Drive, Prospect Manor Stocking Lane, Rathfarnham"
25035,"22 Cnoc an Rua, Moycullen"
25036,"22 Crestfield Downs, Hazelwood, Glanmire"
25037,"2327 Maryville, Kildare"
25038,"234 the cherries, wedgewood, sandyford"
25039,"24 Clanmaurice Road, Donnycarney"
25040,"25 Duncarraig, Sutton"
25041,"27 Effernock Manor, Trim"
25042,"28 Oakdale Drive, Dun Laoghaire, Co. Dublin"
25043,"29 Glencarraig, Ballinode, Sligo"
25044,"29 Maxwell Road, Rathmines"
25045,"3 Park Drive, Grange Rath, Dublin Road  Drogheda"
25046,"3 stockingwood drive, rathfarnham"
25047,"30 Seapark, Malahide"
25048,"33 Sallins Bridge, Sallins"
25049,"35 EDEN GROVE, DONABATE"
25050,"39  Chandlers View, Rushbrooke Links, Cobh"
25051,"39  Woodfield, Scholarstown Road, Rathfarnham"
25052,"40 Druids Brook, Kilcoole"
25053,"48 St. Kevin's Park, Dartry"
25054,"5  The Close, Inse Bay, Laytown"
25055,"52 Offington Drive, Sutton"
25056,"53 The Grange, Glencar, Letterkenny"
25057,"53 The Paddocks View, Adamstown, Co. Dublin"
25058,"55 Peyton close, Stoney Lane, Rathcoole"
