,Address
330000,"APT 5, THE STEEPLES, MULGRAVE ST"
330001,"APT 8, SHELBOURNE PARK MEWS, RINGSEND RD DUBLIN 4"
330002,"ARDKEENA, TULSK, CASTLEREA"
330003,"BALLYHITT HOUSE, BROADWAY, WEXFORD"
330004,"BRACKAGH, HORSELEAP, MOATE"
330005,"CLONMORE, TEMPLEMORE, COUNTY TIPPERARY"
330006,"COURTLANDS WEST, MAYGLASS, WEXFORD"
330007,"CULLEEN, KILSALLAGH UPPER, WESTPORT"
330008,"CUSHINSTOWN, NEW ROSS, COUNTY WEXFORD"
330009,"DERRYNACONG, BALLYHAUNIS, CO. MAYO"
330010,"DERRYVAHALLA, BANTRY, CORK"
330011,"DROMONE, OLDCASTLE, CO MEATH"
330012,"DROMORE, MOUNTCHARLES, DONEGAL"
330013,"DRUMLOGHER, BAWNBOY, CAVAN"
330014,"DUNBOYKE, DONARD, CO WICKLOW"
330015,"ERINAGH, FARRANSHONE, LIMERICK"
330016,"GARRANNAGUILLY, BALLYRAGGET, KILKENNY"
330017,"GOGGINSHILL, BALLINHASSIG, CORK"
330018,"INISH, WELL RD, DOUGLAS"
330019,"ISLAND VIEW, MOUNTCOTTON, BALLYMACODA"
330020,"KEYLOD MOYVANE, LISTOWEL KERRY"
330021,"KILASPUGLINANE, LAHINCH, CLARE"
330022,"KILBARRON, ROSSNOWLAGH, COUNTY DONEGAL"
330023,"KILLINA, TULSK, CO. ROSCOMMON"
330024,"KILSTEAGUE, ANNESTOWN, WATERFORD"
330025,"KNOCKBANE, PALATINE, CARLOW"
330026,"LEADES CROSS, COACHFORD, CORK"
330027,"LIMERICK ROAD, CASTLEISLAND, CO KERRY"
330028,"MAIN ST, BUTTEVANT, CO CORK"
330029,"MOUNTRICE, MONESTEREVIN, CO KILDARE"
330030,"MOYCLARE, BELMONT, BIRR"
330031,"MOYODE, ATHENRY, GALWAY"
330032,"MOYVILLA, ORANMORE, CO. GALWAY"
330033,"MUFF, LOUTH VILLAGE, DUNDALK"
330034,"NO 110 GEORGES STREET, WEXFORD, CO. WEXFORD"
330035,"RALLEIGH, DOOGARRY, KILLESHANDRA"
330036,"RAVENS CROFT, BALLYVADA, GOLDEN"
330037,"ROCKFIELD, KELLS, MEATH"
330038,"ROS GEAL, ROSSMORE  DURRUS, BANTRY"
330039,"SICILY, BALRATH, CO MEATH"
330040,"Site 11 Airpark Square, Rathfarnham"
330041,"ST AUGUSTINES, ROGERSTOWN, RUSH"
330042,"SUAINEAS, WOODLAWN ROAD, KILLARNEY"
330043,"THE CHESTNUTS, BALLYHIDE, CARLOW"
330044,"THE GEM, MAIN ST, MOUNTRATH"
330045,"THE PINES S, KILMONA, CO CORK"
330046,"THE PUB, MAIN ST, MOUNTRATH"
330047,"WILLOWVIEW, THE GRANGE, MALAHIDE"
330048,"WYNDBERG, STRAFFAN RD, KILL"
330049,"1 BLACKROCK TERRACE, MAIN STREET, BLACKROCK"
330050,"1 ELDER HEATH VALE, ELDER HEATH, KILTIPPER ROAD"
330051,"1 LOUGH CASTLE VIEW, GREENCASTLE, CO. DONEGAL"
330052,"1 Mews, Orwell Gate, Rathgar"
330053,"10 RATHMORE AVE, OFF KILMACUD RD, STILLORGAN"
330054,"10 St Edmund's Grove  St Edmund's, St Loman's Road  Palmerstown, Dublin 20"
330055,"101 OCONNELL COURT, PENROSE LANE, WATERFORD CITY"
330056,"105 BIANCONI DR, CLONMEL, TIPPERARY"
330057,"11 PARK CRESCENT, HANSFIELD WOOD, HANSFIELD"
330058,"11 PRIORY VIEW, ST RAPHAELS MANOR, CELBRIDGE"
330059,"11 The Hall, Scholarstown Wood, Rathfarnham"
330060,"11 WILLSBROOK, DOORADOYLE, LIMERICK"
330061,"12 Blackrock Crescent, Eden, Blackrock"
330062,"12 Shackelton Drive, Shackelton Park, Lucan"
330063,"12 St Edmund's Grove  St Edmund's, St Loman's Road  Palmerstown, Dublin 20"
330064,"12 THE AVENUE, LOUISA VALLEY, LEIXLIP"
330065,"128 Cluain Larach, Knockenduff, Tramore"
330066,"13 BREMORE PASTURES DRIVE, HAMLET LANE, BALBRIGGAN"
330067,"13 CROSBIES YARD, OSSSORY RD, DUBLIN 3"
330068,"13 LANGFORD DOWNS, KILLORGLIN, KERRY"
330069,"14  PHIBSBOROUGH AVENUE, PHIBSBOROUGH, DUBLIN 7"
330070,"14 BARGY RD, EAST WALL, DUBLIN 3"
330071,"14 BROOKDALE, HEADFORD RD, GALWAY"
330072,"14 St Edmund's Grove  St Edmund's, St Loman's Road  Palmerstown, Dublin 20"
330073,"14 THE BEECH, CLONSHAUGH WOODS APTS, CLONSHAUGH DUBLIN 17"
330074,"14 THE MALTINGS, BRAY, WICKLOW"
330075,"144 CASTLELAND COURT, BALBRIGGAN, DUBLIN"
330076,"15 CARRIGHILL LOWER, CALVERSTOWN, KILDARE"
330077,"15 DUN CARRAIG CEIBH, LEITRIM VILLAGE, CO LEITRIM"
330078,"15 OAK COURTYARD, BALLYDOWNY, KILLARNEY"
330079,"16 HAMILTON DR, NENAGH, TIPPERARY"
330080,"16 ORCHARDSTOWN AVE, RATHFARNHAM, DUBLIN 14"
330081,"16 SOMERTON GROVE, NEWCASTLE ROAD, LUCAN"
330082,"16 St Edmund's Grove  St Edmund's, St Loman's Road  Palmerstown, Dublin 20"
330083,"16 THE ORCHARD, MILLERSBROOK, NENAGH"
330084,"16 UILINN, BALLYQUIRKE WEST, MOYCULLEN"
330085,"16 WEAVERS, MEATH PLACE, MEATH TERRACE DUBLIN 8"
330086,"17 PARKLANDS, TUBBERCURRY, SLIGO"
330087,"18 FRANKFORD CLOSE, ENNISCRONE, SLIGO"
330088,"18 MANORFIELDS RD, CLONEE, DUBLIN 15"
330089,"18 ROSSMORE DR, NEWTOWNMOUNTKENNEDY, WICKLOW"
330090,"18 St Edmund's Grove  St Edmund's, St Loman's Road  Palmerstown, Dublin 20"
330091,"19 BRIDGE WATER QUAY, ISLANDBRIDGE, DUBLIN 8"
330092,"19 MOUNTAUN VIEW, DRUMSHANBO, LEITRIM"
330093,"2 NEW ROAD, DONABATE, CO DUBLIN"
330094,"2 OLD MILL HOUSE, CHURCH ROAD, DURRUS"
330095,"2 St Edmund's Grove  St Edmund's, St Loman's Road  Palmerstown, Dublin 20"
330096,"2 THE ATRIUM, ISLAND ST, DUBLIN 8"
330097,"20 Nowen View West, Bantry Road, Dunmanway"
330098,"20 Shackleton Grove, Shkleton Park, Lucan"
330099,"20 St Edmund's Grove  St Edmund's, St Loman's Road  Palmerstown, Dublin 20"
330100,"22 Clonlara, Kerrypike, Co. Cork"
330101,"22 St Edmund's Grove  St Edmund's, St Loman's Road  Palmerstown, Dublin 20"
330102,"23 LANGFORD DOWNES, KILLORGLIN, COUNTY KERRY"
330103,"24 Churchfields Way, Churchfields, Ashbourne"
330104,"24 CNOC NA GREINE WOODS, KILCULLEN, KILDARE"
330105,"24 Orwell Hall, Marianella, Rathgar"
330106,"24 WOODFORD MANOR, KILLARNEY, KERRY"
330107,"24 WOODLAWN, MODEL FARM RD, CORK"
330108,"25 Muileann Close, Kettle's Lane, Kinsealy"
330109,"25 PAIRC MHUIRE, TULLOW, CARLOW"
330110,"26 Barnwell Place, Hansfield, Barnwell"
330111,"26 NORMAN SUITE, DOONBEG, CLARE"
330112,"26 PEARSE PARK, CLONMEL, TIPPERARY"
330113,"26 St Edmund's Green  St Edmund's, St Loman's Road  Palmerstown, Dublin 20"
330114,"28 Grangeabbey, Monkstown"
330115,"28 LOSSET HALL, BELGARD SQ WEST, TALLAGHT"
330116,"28 TONGLEE LAWNS, ATHY, KILDARE"
330117,"28 WATERSIDE LAWN, SWORDS RD, MALAHIDE"
330118,"3 BELVILLE COURT, JOHNSTOWN RD, DUN LAOGHAIRE"
330119,"3 CASTLE PARK, CASTLETOWN RD, DUNDALK"
330120,"3 WATERVILLE ROW, BLANCHARDSTOWN, DUBLIN 15"
330121,"3 WHEATFIELD COURT, CLONDALKIN, DUBLIN 22"
330122,"3 WOODVIEW CLOSE, WOODVIEW PARK, LIMERICK CITY"
330123,"30 MAPLE CT, RAKEEVAN, BAILIEBOROUGH"
330124,"31 AUSTIN FRIAR'S STREET, MULLINGAR, CO WESTMEATH"
330125,"31 The Cedars, Avourwen, Duleek Road"
330126,"310 THE WILLOWS, BOREEN MANNA RD, CORK"
330127,"32 GREENPARK MEADOWS, MULLINGAR, WESTMEATH"
330128,"33 ELDEN, MARYBOROUGH HILL, CORK"
330129,"33 Somerton Avenue, Newcastle Road, Lucan"
330130,"33 WATERSIDE LAWN, SWORDS RD, MALAHIDE"
330131,"34 Dunville Lawn, Dunville, Navan"
330132,"36 ST PATRICK'S AVENUE, CASTLEBAR, COUNTY MAYO"
