,Address
190000,"CLOUGHLEIGH, GOLDEN, CO TIPPERARY"
190001,"CORBALLY, COBH, CO CORK"
190002,"CRIMINAGH, LETTERMORE, GALWAY"
190003,"DEBICOT, MOUNTMELLICK, LAOIS"
190004,"DUNCHUILINN, CRUAGH RD, ROCKBROOK DUBLIN 16"
190005,"ELLERSLIE, CLONARD, WEXFORD"
190006,"ELMON, MARINA PARK, VICTORIA RD"
190007,"FRENCH RD, BELLEEK, BALLINA"
190008,"House 2 Gerrardstown Stud, Dunshaughlin"
190009,"House 3 Gerradstown Stud, Dunshaughlin"
190010,"KICKHAM STREET, THURLES, CO TIPPERARY"
190011,"KIRBYS RD, BALLYSEEDY, TRALEE"
190012,"LIMERICK ROAD, KILDORRERY, CO. CORK"
190013,"Main House, Gerrardstown Stud, Dunshaughlin"
190014,"MARBLEHALL, DONNELLAN DR, LOUGHREA"
190015,"MEDJEZ-EL-BAB, COAST ROAD, FOUNTAINSTOWN"
190016,"MOUNT PROSPECT, KILLINEY HILL ROAD, KILLINEY"
190017,"OLD DAWSONS DEMESNE, ADREE, CO LOUTH"
190018,"PEARL  LODGE, 3 HILLTOWN COURT, RIVERVALLEY  SWORDS"
190019,"RUSHEENS, KILLALA, MAYO"
190020,"RUSHEENY, OUGHTERARD, GALWAY"
190021,"SHORTWOOD HOUSE, DAARS, SALLINS"
190022,"SPORTSMAN INN, ELPHIN STREET, STOKETOWN"
190023,"TEACH BAN, CLOON, CLAREGALWAY"
190024,"THE BUNGALOW, ARDATTIN, TULLOW"
190025,"THE ROCKERIES, GWEEDORE RD, DUNGLOE"
190026,"UPPER MAIN ST, BALLYHAUNIS, MAIN ST"
190027,"WESTOWN, NAUL, DUBLIN"
190028,"WOODVILLE, BALLYGLAN, WOODSTOWN"
190029,"1-5 Old Court, Drumconrath, Meath"
190030,"1 Anglesea Lodge, Ballsbridge, Dublin"
190031,"1 BOWGATE COURT, BOWGATE ST, BALLINROBE"
190032,"1 CASTLEVIEW ESTATE, BALLYMACODA, CORK"
190033,"1 COOGYULLA, DOOLIN, CLARE"
190034,"1 CRANN MOR COVE, CLOGHERHEAD, CO LOUTH"
190035,"1 HARTLEY HALL, CARRICK ON SHANNON, CO LEITRIM"
190036,"1 Lisheen Woods, Ovens"
190037,"1 LONGFIELD CIRCLE, CLONMEL, CO. TIPPERARY"
190038,"1 POLLARDS TCE, DARGLE RD, BRAY"
190039,"10 Diswellstown Green, Hamilton Park, Castleknock  Dublin 15"
190040,"10 Racecourse Gate, Dublin Road, Naas"
190041,"10 SLIABH MOR, CARNEY, SLIGO"
190042,"10 THE CLOISTERS, CHURCH ROAD, DOUGLAS"
190043,"10 TIFFANY DOWNS, BISHOPSTOWN, CORK"
190044,"100 CONNAUGHT ST, PHIBSBORO, DUBLIN 7"
190045,"101 Leigh Valley, Ratoath"
190046,"105 BUNTING RD, WALKINSTOWN, DUBLIN 12"
190047,"11 CASTLELAWN, GLINSK, GALWAY"
190048,"11 MALIN AVE, ARDKEEN VILLAGE, WATERFORD"
190049,"11 ROSSAUN, SEVEN OAKS, DUBLIN 6"
190050,"11 Winton Road, Leeson Park"
190051,"112 COSTA NA MARA, ORAN MOR, CO GALWAY"
190052,"112 DOOLARGY AVE, MUIRHEVNA MOR, DUNDALK"
190053,"117 Corish Park, Wexford"
190054,"119 Howth Road, Clontarf, Dublin"
190055,"119 KYLEMORE, OLD SCHOOL HOUSE ROAD, CASTLETROY"
190056,"12 BOWGATE COURT, BOWGATE ST, BALLINROBE"
190057,"12 HARTLEY HALL, CARRICK ON SHANNON, CO LEITRIM"
190058,"12 KELLYS BAY ROCKS, SKERRIES, DUBLIN"
190059,"12 MEADOW RD, RIVERVIEW, KNOCKBOY"
190060,"12 SYLVAN DR, GRANTSTOWN PARK, WATERFORD"
190061,"12 THE AVENUE, PEMBROKE WOOD, PASSAGE WEST"
190062,"12 Yeates Village, Ballinode, Sligo"
190063,"120 CLEARWATER COVE, DUNLEARY RD, DUN LAOGHAIRE"
190064,"123 MEADOW VALE, CLONKEEN ROAD, BLACKROCK"
190065,"125 ASHILL MANOR, KILMALLOCK, LIMERICK"
190066,"129 Killester Park, Killester"
190067,"13 AN CRANNLA, GRANSHA, BUNCRANA"
190068,"13 BARR NA FARRAIGE, ACHILL SOUND, MAYO"
190069,"13 DUN NA MARA, YOUGHAL, CORK"
190070,"13 HARTLEY HALL, CARRICK ON SHANNON, CO LEITRIM"
190071,"13 OKEEFFE PARK, GLENAMADDY, GALWAY"
190072,"13A  Willow Court  Druid Valley, Cabinteely"
190073,"14 BOWGATE COURT, BALLINROBE, BOWGATE STREET"
190074,"14 dalriada court, knocklyon, dublin"
190075,"15 BOWGATE COURT, BALLINROBE, BOWGATE STREET"
190076,"15 OAKFIELD, TULLAMORE, OFFALY"
190077,"154 ST DONAGHS RD, DONAGHMEDE, DUBLIN 13"
190078,"155 CHARLESLAND PARK, GREYSTONES, WICKLOW"
190079,"157 ACHA BHILE, LAHINCH ROAD, ENNIS"
190080,"16 CASTLESIDE DR, RATHFARNHAM CASTLE, DUBLIN 14"
190081,"16 FOXROCK GREEN, FOXROCK PARK, FOXROCK DUBLIN 18"
190082,"16 HARTLEY HALL, CARRICK ON SHANNON, CO LEITRIM"
190083,"167 THE SPINNAKER, ARRAN QUAY, DUBLIN"
190084,"168 CURRAGH WOODS, FRANKFIELD, DOUGLAS"
190085,"17 AN PAIRC, GNEEVEGUILLA, KERRY"
190086,"17 PEBBLE GROVE, PEBBLE BEACH, TRAMORE"
190087,"18 Ard Na Rí, Castlelyons"
190088,"18 BEECHDALE RD, BALLYCULLEN, DUBLIN 24"
190089,"18 Lislea, Frascati Park, Blackrock"
190090,"18 ST COLUMBAS TERRACE, LETTERKENNY, CO DONEGAL"
190091,"18 THORNDALE CLOSE, ROCKS RD, KINGSCOURT"
190092,"18 WILDERWOOD GROVE, TEMPLEOGUE, DUBLIN 6W"
190093,"180 Meadowgate, Gorey"
190094,"182 Evanwood, Golf Links Road, Castletroy"
190095,"19 BLACK STREET, INFIRMARY ROAD, STONEYBATTER"
190096,"19 EISCIR ISLAND, EISCIR MEADOWS, TULLAMORE"
190097,"19 SPRINGFIELD HEIGHTS, NEWTOWN MOUNT KENNEDY, WICKLOW"
190098,"195 OLDBRIDGE STATION, OSBERSTOWN, NAAS"
190099,"2 ALLEN SQ, BANDON, CORK"
190100,"2 ATTYRORY, CARRICK ON SHANNON, LEITRIM"
190101,"2 CHESTNUT GROVE, MAYNOOTH RD, CELBRIDGE"
190102,"2 DEERPARK CLOSE, KILLARNEY, KERRY"
190103,"2 OAKLANDS DR, OAKLANDS, BALLINALEE RD"
190104,"2 STONE COTTAGE, ROCK ST, KENMARE"
190105,"2 THE WAY, SKERRIES ROCK, SKERRIES"
190106,"20 Rockfield Close, Stoneylane, Ardee"
190107,"21 CASTLEGROUNDS, COROFIN, TUAM"
190108,"21 HARTLEY HALL, CARRICK ON SHANNON, CO LEITRIM"
190109,"21 KILKENNY STREET, CASTLECOMER, KILKENNY"
190110,"21 SIGARD RD, OXMANTOWN, DUBLIN 7"
190111,"21 THE CRESCENT, LARCH HILL, OSCAR TRAYNOR RD DUBLIN 17"
190112,"22 Applewood, Maryborough Ridge, Maryborough Hill Douglas"
190113,"22 Springhill Court, Maugherboy, Sligo"
190114,"22 THE LOUGH RD, THE LOUTH, CORK"
190115,"23 AN CLAIRIN, KILLYGORDON, DONEGAL"
190116,"23 MORENO, ARCADIA, ATHLONE"
190117,"23 The Oaks, Lakepoint, Mullingar"
190118,"23 THE STEEPLES, NAVAN, MEATH"
190119,"24 BOLTON SQUARE, DOMINIC STREET LOWER, DUBLIN 1"
190120,"24 GLIN GROVE, COOLOCK, DUBLIN 17"
190121,"24 Highfield Park, Dundrum, Dublin 14"
190122,"24 TREES RD, MOUNT MERRION, STILLORGAN"
190123,"240 THE SCHOONER, ARRAN QUAY DUBLIN 7, DUBLIN"
190124,"25 BLENHEIM HEIGHTS, WATERFORD, WATERFORD"
190125,"25 GLEN COURT, EMLY, TIPPERARY"
190126,"25 KIRKPATRICK HOUSE, SPENCER DOCK, DUBLIN 1"
190127,"25 RAILWAY CLOSE, KILSHEELAN, CLONMEL"
190128,"25 RYLAND WOOD, BUNCLODY, WEXFORD"
190129,"25 THE MEADOWS, CLONSILLA, DUBLIN 15"
190130,"26 ARDAGH DR, BLACKROCK, DUBLIN"
190131,"26 MEDEBAWN, AVENUE RD, DUNDALK"
190132,"26 MOUNT PROSPECT AVE, CLONTARF, DUBLIN 3"
190133,"26 PACHENHAM, MONKSTOWN, DUBLIN"
190134,"26 ST JOSEPHS PARK, NENAGH, TIPPERARY"
190135,"27 Na Banta, Castlemartyr"
190136,"28 BLACKBUSH AVE, BRYANSTOWN, DROGHEDA"
190137,"28 CHARLESLAND COURT, GREYSTONES, WICKLOW"
190138,"28 CLONLIFFE SQ, DISTILLERY RD, DUBLIN 3"
190139,"28 Coppinger Glade, Blackrock"
190140,"28 SWEETMAN HOUSE, MYRTLE, BALDOYLE DUBLIN 13"
190141,"29 WHITEHALL, PAULSTOWN, KILKENNY"
190142,"3 BARR NA SRAIDE, SLEAVEEN ROAD, MACROOM"
190143,"3 CARLTON TERRACE, NOVARA RD, BRAY"
190144,"3 FORGE COURT, MAIN ST, HOWTH"
190145,"3 The Tanager, Barnageeragh Cove, Skerries"
190146,"3 The Way, Aubrey Manor, Rathcoole"
190147,"3 THORNLEIGH PARK, APPLEWOOD VILLAGE, SWORDS"
190148,"30 SEANABOTHAIR, KILLEENS, CORK"
190149,"304 AN DUNNOG, BETTYSTOWN CENTRE, BETTYSTOWN"
190150,"32 LUTTRELLSTOWN WAY, CASTLEKNOCK, DUBLIN 15"
190151,"32 SWANSNEST AVE, KILBARRACK, DUBLIN 5"
190152,"33 BROOMSCOURT, CHARLEVILLE, CORK"
190153,"33 MOATHILL MANOR, ATHBOY ROAD, NAVAN"
190154,"33 THE FAIRWAYS, WOODBROOK GLEN, BRAY"
190155,"34 BOYD AVENUE, HONEYPARK, DUN LAOGHAIRE"
190156,"34 GATEWAY VIEW, BALLYMUN, DUBLIN 11"
190157,"34 RADHARC NA COILLE, RATHCOOLE, CORK"
190158,"35 Barretts Place, Macroom"
190159,"36 ALDER GROVE, OLDTOWN DENESNE, SALLINS RD  NAAS"
190160,"36 CASTLEROCK WOODS, CASTLECONNELL, CO. LIMERICK"
190161,"37 Castleoaks, Bandon"
190162,"37 CHERRYFIELD RD, WALKINSTOWN, DUBLIN 12"
190163,"37 GREENACRE COURT, FIRHOUSE, TEMPLEOGUE"
190164,"37 TOLKA RD, DUBLIN 3, DUBLIN"
190165,"39 CASTLEKNOCK RISE, LAUREL LODGE, CASTLEKNOCK DUBLIN 15"
190166,"39 Marlton Hall, Wicklow"
190167,"39 Rathdown Square, North Circular Road, Dublin 7"
190168,"4 GENITIAN VILLAS, GENITIAN HILL, CO GALWAY"
190169,"4 HARTLEY HALL, CARRICK ON SHANNON, CO LEITRIM"
190170,"40 CLUAIN ROS LEAMHAIN, ROSLEVAN, ENNIS"
190171,"40 garden village court, kilpedder"
190172,"42 RADHARC NA MARA, SCHOOL RD, LAHINCH"
190173,"44 THE PARK, WOLSTAN HAVEN, CELBRIDGE"
190174,"45 THE STRAND, OCALLAGHAN STRAND, LIMERICK"
