,Address
135000,"4 The Crescent, Castleoaks, Dublin Road"
135001,"4 THE HARBOUR APTS, GREYSTONES, WICKLOW"
135002,"4 THE LINKS, LUDDON, BUNCRANA"
135003,"404a Coultry Road, Santry Avenue"
135004,"41 ATLANTIC VIEW, KILKEE, CLARE"
135005,"41 Brandon Square, Waterville, Blanchardstown"
135006,"41 WILLOWBANK, CHURCH RD, BLACKROCK"
135007,"42 Belfry Drive, St Alphonsus Road, Dundalk"
135008,"42 GARRYOWEN RD, BALLYFERMOT, DUBLIN 10"
135009,"42 The Beeches, Archerstown Demesne, Ashbourne"
135010,"421AN SEAN MHUILEANN, OLD MILL, NORTH CICCULAR RD"
135011,"43 MILLMOUNT AVE, DRUMCONDRA, DUBLIN 9"
135012,"43 THE AVIARY, FOTA ISLAND, FOTA"
135013,"43 The Beeches, Archerstown Demesne, Ashbourne"
135014,"45 BRIGHTON, CASTLECOURT, KILGOBBIN WOODS"
135015,"46 ACHA BHILE, LAHINCH RD, ENNIS"
135016,"46 Elderwood, Castlebridge"
135017,"46 NORTH STRAND RD, DUBLIN 3, DUBLIN"
135018,"47 Cill Beg Manor, Stradbally, Co. Laois"
135019,"47 PYNES VALLEY, NORTH RING RD, BALLYVOLANE"
135020,"47 Sanderling, Thornwood"
135021,"47 Upper Carey's Road, Limerick"
135022,"48 CARYSFORT RD, CARRAIG, DALKEY"
135023,"49 CHAPEL LANE, SWORDS, DUBLIN"
135024,"49 Lisheen Fields, Ovens"
135025,"5 Ard Lorcain Villas, Stillorgan"
135026,"5 BAYVIEW, CREGG, LAHINCH"
135027,"5 Crannog, Dublin Road"
135028,"5 Crannog, Dublin Road"
135029,"5 DUBLIN RD, SILVERMINES, TIPPERARY"
135030,"5 FIELD AVE, WALKINSTOWN, DUBLIN 12"
135031,"5 Gleann Ean, Glenville"
135032,"5 HILLVIEW CRESCENT, CAHIR, TIPPERARY"
135033,"5 Newtown Park, Balymote"
135034,"5 PARKVIEW, PRIESTS LANE, CARRICK ON SHANNON"
135035,"5 PIERCE DRIVE, LONGFORD"
135036,"5 STRASBURG TERRACE, IRISHTOWN, DUBLIN"
135037,"5 THE HARBOUR APTS, GREYSTONES, WICKLOW"
135038,"50 THE SPIRES, CHURCH RD, BALLINA"
135039,"51 ALLENDALE SQ, CLONSILLA, DUBLIN 15"
135040,"51 BREWS HILL, NAVAN, CO. MEATH"
135041,"51 STEEPLECHASE GREEN, RATHOATH, MEATH"
135042,"52 DOYLES RD, TURNERS CROSS, CORK"
135043,"52 ROCKVIEW, DEERPARK, CASHEL"
135044,"53 Carraig Fern, Buncrana"
135045,"54 CANON SHEEHAN PLACE, MALLOW, CO CORK"
135046,"54 NAAS RD, DUBLIN 12, DUBLIN"
135047,"54 OAK DR, RUSHBROOK LINKS, COBH"
135048,"54 PRIORY SQ, ST RAPHAELS MANOR, CELBRIDGE"
135049,"54 ST BRIDGETS VILLAS, NAVAN, MEATH"
135050,"55 ALLENWOOD, TULLYALLEN, DROGHEDA"
135051,"55 GRAND CANAL ST, DUBLIN 4, DUBLIN"
135052,"56 CLONKEEN DR, FOXROCK, DUBLIN 18"
135053,"56 NORTH STRAND ROAD, FAIRVIEW, DUBLIN 3"
135054,"56 Sandhills, Hacketstown Road, Carlow"
135055,"57 drummond radhairc, carrickmacross"
135056,"58 CARROW RD, DRIMNAGH, DUBLIN 12"
135057,"58 HAZELBROOK ROAD, TERENUE, DUBLIN 6W"
135058,"59 CLUAIN ROS LEAMHAIN, TULLA RD, ENNIS"
135059,"59 ESKER PARK, LUCAN, DUBLIN"
135060,"6 Alderman Road, Belmont, Stepaside"
135061,"6 ASHMOUNT COURT, KILMAINHAM, DUBLIN 8"
135062,"6 BALLINSKELLIGS HOLIDAY VILLAGE, BALLINSKELLIGS, KERRY"
135063,"6 BALLYTIVNAN, SLIGO"
135064,"6 Castleland, Park Way, Balbriggan"
135065,"6 CHURCH ST, FINGLAS, DUBLIN 11"
135066,"6 DONORE, EARLSFORT, BLACKROCK"
135067,"6 ELM LAWN, MUSKERRY ESTATE, BALLICOLLIG"
135068,"6 Gandon Drive, Norwood"
135069,"6 GOLDSMITH CLOSE, LYSTER ST, ATHLONE"
135070,"6 INCHAGILL LODGE, CLOS NA FEIRME, CLONBUR"
135071,"6 NEW ROAD, BIRR, CO OFFALY"
135072,"6 NORTHBROOK, CASTLEBAR, MAYO"
135073,"6 OLD CHURCH ST, CAHIR, TIPPERARY"
135074,"6 ST JUDES PARK, ST PATRICKS ROAD, LIMERICK"
135075,"6 The Green, Millers Glen, Swords"
135076,"6 THE HARBOUR APTS, GREYSTONES, WICKLOW"
135077,"6 THE MOORINGS, BALLYMAHON RD, ATHLONE"
135078,"6 WILLOW PARK, TULLOW RD, TULLOW"
135079,"6 WOODFIELD, CAPPAGH RD, BARNA"
135080,"60 THE ANCHORAGE, BETTYSTOWN, MEATH"
135081,"64 ABBEY VILLE, CLARE RD, ENNIS"
135082,"65 COIS INBHIR, BEAVERSTOWN RD, DONABATE"
135083,"65 DUN SAITHNE CRESCENT, FLEMINGTON LANE, BALBRIGGAN"
135084,"65 SEABROOK LANE, RUSH"
135085,"66 WILLIAMSTOWN PARK, WILLIAMSTOWN, WATERFORD"
135086,"67 Coolraine Heights, Old Cratloe Road"
135087,"67 Newbury Park, Derrinturn, Cardbury"
135088,"68 Cluain Ros Leamhain, Tulla Road, Ennis"
135089,"69 DODDER PARK RD, RATHFARNHAM, DUBLIN 14"
135090,"69 Rossvale, Portlaoises"
135091,"69 THE FAIRWAYS, CASTLEBAR, MAYO"
135092,"7 Alderman Road, Aikens Village, Stepaside"
135093,"7 CARROWKEEL LODGE, CLOS NA FEIRME, CLONBUR"
135094,"7 DEERHAVEN CLOSE, CLONEE, DUBLIN"
135095,"7 ELMHURST MEWS, COLLEGE RD, CORK"
135096,"7 Garrai Linn, Balrothery, Balbriggan"
135097,"7 GLEDSWOOD CLOSE, CLONSKEAGH, DUBLIN 14"
135098,"7 HOME RULE TERRACE, SKIBBEREEN, CO. CORK"
135099,"7 KEIZER HOUSE, KEIZER ST, HIGH ST"
135100,"7 KINGSTON GROVE, BALLINTEER, DUBLIN 16"
135101,"7 Oakland Park, Dundalk"
135102,"7 PALACE CRESCENT, LONGFORD, LONGFORD"
135103,"7 RUANBEG COURT, RUANBEG MANOR, KILDARE TOWN"
135104,"7 SWEETMOUNT AVE, DUNDRUM, DUBLIN 14"
135105,"7 The Green, Millers Glen, Swords"
135106,"7 THE HARBOUR APTS, GREYSTONES, WICKLOW"
135107,"72 ESKER MANOR, LUCAN, DUBLIN"
135108,"72 Hampton Wood Park, Hampton Wood"
135109,"73 BROOKLAWN, STRANDVILLE AVE EAST, CLONTARF DUBLIN 3"
135110,"76 CASTLEPARK, BALLYBANE"
135111,"76 OLCOVAR, DUBLIN RD, SHANKILL"
135112,"77 BAILEY POINT, SALTHILL, GALWAY"
135113,"77 Monksfield, Abbeyside, Dungarvan"
135114,"77 Willouise, Sherlockstown Road, Sallins"
135115,"78 RUSSELL AVE, CHURCH RD EAST WALL, DUBLIN 3"
135116,"8 ABBEYLANDS, BROOMFIELD WEST, MIDLETON"
135117,"8 BARROWVALE, KILKENNY ROAD, CARLOW"
135118,"8 BELFIELD CLOSE, CLONSKEAGH, DUBLIN 14"
135119,"8 COALPARK LODGE, CLOS NA FEIRME, CLONBUR"
135120,"8 GLENBOURNE CLOSE, LEOPARDSTOWN VALLEY, DUBLIN 18"
135121,"8 HEELEYS VIEW, THE MALL, MALAHIDE"
135122,"8 HOLLYPARK, BAY ESTATE, DUNDALK"
135123,"8 LIOSARDA, JOHN B KEANE RD, LISTOWEL"
135124,"8 MAPLE SQ, CASTLEPARK VILLAGE, MALLOW"
135125,"8 Park Ridge, Grange Rath, Drogheda"
135126,"8 THE HARBOUR APTS, GREYSTONES, WICKLOW"
135127,"8 WELLINGTON COURT, PORTARLINGTON, LAOIS"
135128,"8 WICKLOW COURT, 38 SOUTH GREAT GEORGE'S STREET, DUBLIN 2"
135129,"80 SAUL RD, CRUMLIN, DUBLIN 12"
135130,"81 DANESFORT DRVIE, LOUGHREA, CO GALWAY"
135131,"81 GATE LODGE, CASTLE RD, BLACKROCK"
135132,"83 SANDHILLS, HACKETSTOWN RD, CARLOW"
135133,"85 Howth Road, Clontarf"
135134,"86 Edenmore Avenue, Raheny, Dublin 5"
135135,"88 TURVEY WOODS, DONABATE, DUBLIN"
135136,"9 BARR RUADH LODGE, CLOS NA FEIRME, CLONBUR"
135137,"9 BAYVIEW CRESENT, KILLINEY, DUBLIN"
135138,"9 BLACKBERRY WAY, CRAUGHWELL, CO. GALWAY"
135139,"9 Crossfarnogue, Kilmore Quay"
135140,"9 CUAN DOR HAVEN, GLANDORE, CORK"
135141,"9 Drumany Fort, Butlersbridge, Cavan"
135142,"9 Erkina Court, Rathdowney"
135143,"9 ROSSMERE COURT, BUNDORAN, CO DONEGAL"
135144,"90 ESKER HILLS, BALLINASLOE, GALWAY"
135145,"91 ESKER HILLS, BALLINASLOE, GALWAY"
135146,"92 ACORN RD, DUNDRUM, DUBLIN 14"
135147,"94 RATHMINES TOWN CENTRE, RATHMINES, DUBLIN"
135148,"94 WOODLANDS, NAAS, KILDARE"
135149,"96 ACADEMY SQ, ACADEMY ST, NAVAN"
135150,"97 ACADEMY SQ, ACADEMY ST, NAVAN"
135151,"97 ESMONDALE, NAAS, KILDARE"
135152,"99 DUIRLING, ROSCAM, GALWAY"
135153,"99 OLD BALREASK WOODS, DUBLIN RD, NAVAN"
135154,"AN GRIANAN, TOGHER CROSS, CORK"
135155,"ANNAHAGH LANE, OLD ARMAGH RD, MONAGHAN"
135156,"Apartment 21  Block A, Silverbridge Court, Claremorris"
135157,"Apartment 40 Tuansgate, The Square, Tallaght"
135158,"Apartment 45  Castlepark Residence, Castlepark Road, Sandycove"
135159,"Apartment 5, Tivoli Court, Tramore"
135160,"APARTMENT 72 DRYNAM HOUSE, DRYNAM HALL, KINSEALY"
135161,"Apt 10 St Olaves, Kinsealy"
135162,"APT 102, SMITHFIELD VILLAGE, SMITHFIELD DUBLIN 1"
135163,"Apt 12 Block C, Parkside, Portlaoise"
135164,"APT 1, 7 THE MALL, WATERFORD CITY"
135165,"APT 1, CREIGHTON HALL, LOWER FERMANAGH ST"
135166,"APT 1, ECHO LODGE, EAST END"
135167,"APT 23 FAIRFIELD, DUBLIN ROAD, ATHY"
135168,"APT 2, 7 THE MALL, WATERFORD CITY"
135169,"APT 2, CREIGHTON HALL, LOWER FERMANAGH ST"
135170,"APT 2, ECHO LODGE, EAST END"
135171,"APT 34, 30 NORTH GREAT GEORGES ST, DUBLIN 1"
135172,"APT 3D, EDWARD COURT, TRALEE"
135173,"APT 3, CREIGHTON HALL, LOWER FERMANAGH ST"
135174,"APT 4 COLLEGE GATE, TOWNSEND ST, DUBLIN 2"
135175,"APT 42, CLIPPER VIEW, LIFFEY ST WEST DUBLIN 7"
135176,"APT 47 THE BLACKTHORN, RIVERDALE, DUNDRUM"
135177,"APT 4, CREIGHTON HALL, LOWER FERMANAGH ST"
135178,"APT 4, HOUSE 11, LINDEN SQ"
135179,"APT 5 APT 5, 9 VICTORIA ST, PORTOBELLO DUBLIN 8"
135180,"APT 55 BLOCK 5  THE EDEN, PROSPECT HILL, GLASNEVIN"
135181,"APT 5, CREIGHTON HALL, LOWER FERMANAGH ST"
135182,"APT 63 LEITRIM MARINA, LEITRIM VILLAGE, LEITRIM"
135183,"APT 7, WATERPARK, BALLINAKILL"
135184,"APT 9, SAILIN, GALWAY"
135185,"Apt No. 24 Reenellan, Knightstown, Valentia Island"
135186,"Apt. 43  Burnell Square, Northern Cross, Malahide Road"
135187,"APT.26 CASSIAN COURT SOUTH, RATOATH ROAD, ASHDOWN"
135188,"ARD FAILLE, WEAVERS POINT, CROSSHAVEN"
135189,"ARDMORE RD, MULLINGAR, WESTMEATH"
135190,"ATHLONE ROAD, FERBANE, CO OFFALY"
135191,"ATLANTIC HOUSE, FENIT, TRALEE"
135192,"AVONMORE, BALLINVARRIG, WHITECHURCH"
135193,"BALLINACOURTY, AHERLOW, TIPPERARY"
135194,"BALLINGLANNA, CAUSEWAY, TRALEE"
135195,"BALLINTUBBERT, ATHY, KILDARE"
135196,"BALLINVIRICK, CAPPAGH, ASKEATON"
135197,"BALLYBRICKEN, GRANGE, KILMALLOCK"
135198,"BALLYDAHEEN, YOUGHAL, CORK"
135199,"BALLYMAGOWAN, DUNKINEELY, DONEGAL"
135200,"BALLYNESS, FALCARRAGH, LETTERKENNY"
135201,"BALMAVORAN, BALLYHOE, CO MEATH"
135202,"BARRACK ST, BELMULLET, MAYO"
135203,"BELCARRA, NORTH CIRCULAR RD, LIMERICK CITY"
135204,"Block G 36 Slade Castle Walk, Saggart"
135205,"CASSAGH, NEW ROSS, WEXFORD"
135206,"CASTLEREDMOND, MIDLETON, CO. CORK"
135207,"CASTLETOWN INN, CASTLETOWN, CO LAOIS"
135208,"Cavan Road, Newcastle"
135209,"CLONSAST, BRACKNAGH, RATHANGAN"
135210,"Cloughogue, Bohernabreena, Dublin"
135211,"Cloughogue, Bohernabreena, Dublin"
135212,"COMMONS, CARLINGFORD, LOUTH"
135213,"COOLROEMORE, LYRE, BANTEER"
135214,"Cootehall, Boyle"
135215,"CORCAMORE, CLARINA, LIMERICK"
135216,"CORMAC ST, TULLAMORE, OFFALY"
135217,"CORNWALL, KILLURIN, ENNISCORTHY"
135218,"CRICKEEN, DRUMSNA, CO LEIRIM"
135219,"CROGUE HILL, TIPPERARYTOWN, TIPPERARY"
135220,"Croughevoe, Mitchelstown, County Cork"
135221,"CUAN NA GREINE, WHITEHOUSE, SUNCROFT"
135222,"DAMASTOWN, NAUL, CO DUBLIN"
135223,"Derragh, Cullen, Mallow"
135224,"DOON EAST, BALLYBUNION, CO KERRY"
135225,"DRUMINDOORA, CAHER, CLARE"
135226,"Druminshin Glebe, Carrigallen"
135227,"DUBLIN RD MOORETOWN, DROMISKIN, DUNDALK"
135228,"DUN RINE, LAWLORS CROSS, KILLARNEY"
135229,"EARLSPARK, LOUGHREA, CO GALWAY"
135230,"ENNIS ROAD, NEWMARKET ON FERGUS, ENNIS"
135231,"GARROUGH LODGE, GARRAUGH, CARLOW"
135232,"GROUND FLOOR APARTMENT, 5 MOUNTJOY SQUARE, DUBLIN 1"
135233,"Gurranebawn, Caherciveen"
135234,"GURTERWULLA GLAN, OUGHTERARD, CO GALWAY"
135235,"HEATHFIELD, GRANGE, CASTLEMARTYR"
135236,"HOLLY MOON, 36 SYDNEY AVE, BLACKROCK"
135237,"HOUSE 1, CONVENT HILL, MITCHELSTOWN"
135238,"HOUSE 20, MULLAGHDUFF, KINCASSLAGH"
135239,"HOUSE 2, CONVENT HILL, MITCHELSTOWN"
135240,"KILCARNEY, BALLINURE, THURLES"
135241,"KILLEHEEN, REENS ARDAGH, LIMERICK"
135242,"KILSARAN, CASTLEBELLINGHAM, COUNTY LOUTH"
135243,"KNOCKMINNA, BALLYMOTE, SLIGO"
135244,"Lissacarha, Kilkerrin, Ballinasloe"
135245,"Lohart, Kenmare"
135246,"LORETO HOUSE, LORETO PARK, SOUTH DOUGLAS ROAD"
135247,"LORETO INTERNATIONAL HOUSE, 26 RATHFARNHAM WOOD, RATHFARNHAM DUBLIN 14"
135248,"LYRE, ROSSMACEOIN, CASTLETOWNBERE"
135249,"MAIDEN ST, NEWCASTLEWEST, CO LIMERICK"
135250,"MARSHALLSTOWN, KILMESSAN, MEATH"
135251,"Meadow Cottage, Wilkinstown, Navan"
