,Address
5000,"FETHERNEEN, BALLINACARROW"
5001,"Glenrose, Fiddown, Piltown"
5002,"Gowla, Cashel"
5003,"Gurtcreen, Listowel"
5004,"Knockmullen, Gorey, Gorey"
5005,"Lisnacrilla, Kinsale"
5006,"No 56  Townparks Manor, Rockfield Road, Kells"
5007,"No. 3 The Woods, Turlough, Castlebar"
5008,"No. 85 Beechlawns, Johns Well Road"
5009,"SOUTH PARK, 197A LIBRARY ROAD, SHANKILL"
5010,"The Long Point Bar, Whitegate, Midleton"
5011,"Whiteways, Dublin Road, Bray"
5012,"Eden, Rosbeg"
5013,"Glencool House, Lissivigeen, Killarney"
5014,"1 South Park, Priest Road, Tramore"
5015,"1 South Park, Priest Road, Tramore"
5016,"1 South park, Priest Road, Tramore"
5017,"12 Woodville Drive, Woodville Grange, Athlone"
5018,"12A Esker Glebe, Lucan, Co. Dublin"
5019,"133 Meadowhill, Letterkenny"
5020,"15 Inver Park, Carrickmacross"
5021,"168 Blarney Street, Cork"
5022,"18 Broadfield Close, Rathcoole"
5023,"2  Dartry View, Kinlough"
5024,"2 Ballingar, Tullamore"
5025,"2 Willsbrook Gardens, Lucan"
5026,"20 oakcourt close, palmerstown, ."
5027,"21 Greyrock, Milford"
5028,"22 Cois Na Habhainn, Gurteen"
5029,"22B Scholarstown Park, Scholarstown Road, Rathfarnham"
5030,"24 PARNELL STREET, TULLAMORE"
5031,"25 Talbots Gate, Freshford Road, Kilkenny"
5032,"27 Auburn Drive, Killiney, Dublin"
5033,"3 Lansdowne Close, Portarlington"
5034,"31  Dartry View, Kinlough"
5035,"31 Luttrellstown Walk, Castleknock, Dublin 15"
5036,"36 MEADOWLANDS, CLOUGHMACSIMON, BANDON"
5037,"37 Dun Lia, Loughtagalla, Thurles"
5038,"4 Glenaulin Drive, Chapelizod, Dublin 20"
5039,"4 The Copse, Griffith Avenue, Dublin 9"
5040,"42  Oak Drive, Rushbrooke Links  Cobh"
5041,"47d Fforster Square, Ballydowd Manor, Lucan  Co. Dublin"
5042,"51 Donard Rod, Drimnagh"
5043,"6  Holywell Way, Sea Road, kilcoole"
5044,"6 Cuairt na hAbhann, Claregalway"
5045,"6 Tonduff Close, Greenpark, Walkinstown"
5046,"7 Hunters Crescent, Ballycullen, Firhouse"
5047,"74 glenshesk road, whitehall"
5048,"84 Glenbeigh Road, Cabra"
5049,"95 Crozon Park, Sligo"
5050,"Aparment 4  Block C, Doonbeg House  Clare Village, Clare Hall  Dublin 17"
5051,"Apartment No. 18, An Crannog, Kingscourt Road  Carrickmacross"
5052,"Apt 23  Royston View, Newbridge"
5053,"Apt 24  Royston View, Newbridge"
5054,"Cooloo, Moylough, Ballinasloe"
5055,"Coumshingaun Lodge, Kilclooney, Kilmacthomas"
5056,"Cox's Cottage, Maughan, Belturbet"
5057,"Cullomane West, Bantry, Co Cork"
5058,"Drumacloughan, Ramelton, n/a"
5059,"Gola Island, Derrybeg"
5060,"Kenstown House, Kentstown, Navan"
5061,"Kilmacshalgan, Dromore West"
5062,"Knockawley, Melview, Longford"
5063,"Knocknahilan, Kinsale"
5064,"No. 2 Bridge Street, Graiguecullen, Carlow"
5065,"Rahara, Athleague, Co. Roscommon"
5066,"Rehy West, Carrigaholt, Kilkee"
5067,"ST. JULIANS, GENTIAN HILL, SALTHILL"
5068,"Windy Ridge, Lower Aghada, Midleton"
5069,"1 holywell crescent, sea rd, kilcoole"
5070,"1 Oakwood Grove, Clondalkin, Dublin 22"
5071,"1 St Canices Terrace, Rosbercon, New Ross"
5072,"10 Prior Park Road, Clonmel"
5073,"12 The Drive, Millbrook Lawns, Tallaght"
5074,"18 Bulfin Road, Inchicore, Dublin 8"
5075,"19 Fortfield Road, Terenure"
5076,"20 MILLRACE, BEALNAMULLIA, ATHLONE"
5077,"22 Ailesbury Court, Mitchelstown"
5078,"22 Farmleigh Park, Farmleigh Woods, Whites Road Castleknock"
5079,"24 BEECHWOOD PARK, CARLOW"
5080,"24 St. Nicholas Park, Carrick on Suir"
5081,"25 Greenville Avenue, South Circular Road"
5082,"26 Capella Court, Langton Cross, Newbridge"
5083,"292 Swords Road, Santry"
5084,"34 Cluain Dara Court, Clonmacken, Limerick"
5085,"38 Cliftonville Road, Glasnevin"
5086,"40 Cluain Dara, Clonmacken, Limerick"
5087,"42 Castle Danson, Sion Hill, Blackrock"
5088,"5 Magnolia Terrace, St Lukes, Cork"
5089,"51 Kiltipper Drive, Aylesbury, Tallaght"
5090,"51 Rath Dubh, Swinford"
5091,"58 Brookwood Heights, Artane"
5092,"6  Ardeevin, Ballinlough Road, Cork"
5093,"6 St Kevins Villas, Sallynoggin"
5094,"6 St. Anne's Terrace, Sligo"
5095,"61 Newtown Court, Belcamp Lane, Malahide Road"
5096,"65 The Maples, Letterkenny"
5097,"7 Avondale Park, Killiney, County Dublin"
5098,"70 New Bancroft Hall, Main Street, Tallaght"
5099,"71 FOXBOROUGH DRIVE, LUCAN"
5100,"75 Church Street, Roscrea"
5101,"81 Abbey Court, Killala Road, Ballina"
5102,"9 Berryfield Court, Enniskerry"
5103,"9 CUL NA GREINE, OLDCASTLE ROAD, BALLYJAMESDUFF"
5104,"9 Killineer Cottages, Drogheda"
5105,"9 St. Edmunds Park, St Edmunds, Palmerstown"
5106,"apartment 10, hollycourt, midleton"
5107,"Apartment 11  Clarinda Park House, Clarinda Park, Dun Laoghaire"
5108,"apartment 6 block c, parkside, portlaoise"
5109,"Apartment No. 17 Avenue Grove, The Avenue, Gorey"
5110,"Apartment No. 5 Hazelbrook, Kilmacud Road Upper, Dublin"
5111,"Apt 151 The Dargen Building, Block 7B Heuston South Quarter, St. Johns Road"
5112,"ballinclough upper, timahoe"
5113,"church Road, Nenagh"
5114,"Farranagark, Kilbrittain"
5115,"farranbrien, minane bridge, cork"
5116,"Libadore, Ballina"
5117,"Main Street, Enniskeane"
5118,"Millastle, Castlepollard"
5119,"Mount Street, Claremorris, Co. Mayo"
5120,"Parkmore, Castlegar, Galway"
5121,"Raherneen, Kiltullagh, Athenry"
5122,"Shannon Villa, Lisdeen, Kilkee"
5123,"Shorewinds, Kinsale"
5124,"Station Road, Lahinch, Co. Clare"
5125,"Townparks, Ardee"
5126,"1 The Drive  Broadale, Maryborough Hill, Douglas"
5127,"1 Whitehall road, Terenure, Dublin 12"
5128,"10  Castleland Court, Balbriggan, County Dublin"
5129,"10 Kincora View, Ballina"
5130,"10 Peyton Court, Stoney Road, Rathcoole"
5131,"111 Laurel Grove, Tagoat, Rosslare Harbour"
5132,"15 Beechurst, Bray"
5133,"15 Glor Na Donn, Kit Ahern Road, Ballybunion"
5134,"15 Old Youghal Road, Cork"
5135,"16 Drumcarrig, Drumalee"
5136,"164 Glenbrook, Old Singland Road, Limerick"
5137,"17 Huntstown Drive, Huntstown"
5138,"18 Cairnhill, Westminster Road, Foxrock"
5139,"18 Delwood Grove, Knocklyon, Dublin 16"
5140,"18 Templemore Retirement Village, Templemore"
5141,"19 Nutgrove Mews, Maryborough Woods, Douglas"
5142,"21 Anner Road, Inchicore"
5143,"226 Arthur Griffith Park, Lucan"
5144,"23 Riverwood Chase, Castleknock"
5145,"23 The Glen, Glen Grove, Kilmallock"
5146,"25 Sycamore Drive, Archerstown Wood, Ashbourne"
5147,"27 Forster Court, Forster Street, Galway"
5148,"28 Ros Mor, Rosslare Harbour"
5149,"28 Ros Mor, Rosslare Harbour"
5150,"29 BELVEDERE LAWN, DOUGLAS ROAD  CORK"
5151,"3 Lee View, Old Youghal Road, Cork"
5152,"37 Garville Lane, Rathgar, Dublin 6"
5153,"4 Ard Na Dara, Clonard"
5154,"4 Castlerea View, Portarlington"
5155,"4 The Crrescent, Greenfields  Firies, Killarney"
5156,"46 Blarney Park, Kimmage, Dublin"
5157,"48 Ballynakelly Green, Newcastle"
5158,"48 Talbot Avenue, Malahide"
5159,"5 Pairc na Heagliase, Corofin"
5160,"52 John Dillon Street, Dublin 8"
5161,"57 Park Lane, Grange Rath, Drogheda"
5162,"6  The Meadows, Millfarm, Dunboyne"
5163,"6 Allenwood, Tullyallen, Drogheda"
5164,"6 Pairc na Heagliase, Corofin"
5165,"6 St Annes Drive, Montenotte"
5166,"66 Beinn Aoibhinn, Gortlee, Letterkenny"
5167,"67 HYDE PARK ROAD, DALKEY"
5168,"7 THE BRAMBLES, CASTLEPARK, MALLOW"
5169,"72  Arconagh, Naas"
5170,"8 Stonepark Crescent, Pairc Na gCloch, Drumnasillagh  Glenties"
5171,"96  Rialto Court, Rialto, Dublin 8"
5172,"97 The Avenue, Victorine Abbey, Trim"
5173,"APARTMENT 11, SPRINGDALE, CLONATTIN VILLAGE  GOREY"
5174,"APARTMENT 14 BLOCK A, THE FORUM, SANDYFORD"
5175,"Apartment No. 57 Rosanule, Phoenix Park Racecourse, Castleknock"
5176,"Apt 137 Block A, Smithfield Village, Dublin 7"
5177,"Apt 8 Belarmine Hall, Stepaside, Dublin 18"
5178,"Ashfield, Crone, Redcross"
5179,"Bogtown, Cloneygowan"
5180,"cappateigue, castlegregory, co. kerry"
5181,"Clogrennane, Carlow"
5182,"Clontubbrid, Freshford"
5183,"Cushina, Portarlington, Co Offaly"
5184,"drumawark, pettigo"
5185,"Feeneys Cottage, Milltown, Dysart"
5186,"Knockaclarig, Rockchapel"
5187,"Lisbabe, Headford, Killarney"
5188,"liscannor, clare"
5189,"Lisheenfurroor, Kilkee"
5190,"lismullen, barony of skreen, ."
5191,"No 2 The Coach House Yard, Johnstown, Kildare"
5192,"No 6 Clondarrig Court, Bellingham, Portlaoise"
5193,"No. 14 Windtown Park, Rathowen"
5194,"No.10 Windtown Park, Rathowen"
5195,"Number 7, Havelock Square, Dublin"
5196,"Snugoboro, Belmont, Coach Hill  Rochestown"
5197,"Tawley, Castlegal"
5198,"1 CARRIGEENLEA, CLIFF ROAD, TRAMORE"
5199,"1 Cloghers Lodge, Cloghers, Tralee"
5200,"1 Harbour Court, Youghal"
5201,"1 The Meadows, Ballyporeen"
5202,"106 Kincora Road, Clontarf, Dublin 3"
5203,"106 Wilfield Road, Sandymount, Dublin 4"
5204,"11 cloughvalley, carrickmacross"
5205,"12 Fairlands, Roscommon Road, Athlone"
5206,"127 clonsilla road, clonsilla"
5207,"14 Blackwood Lawn, Ongar"
5208,"14 Station House, Seabrook Manor, Portmarnock"
5209,"141 Morristown Wood, Newbridge"
5210,"15 Antogher Road, Roscommon"
5211,"15 Ard na Greine, The Ballagh, Enniscorthy"
5212,"19 Hampton Square, Navan Road"
5213,"2 An Maimin, Ballyferriter, Dingle"
5214,"2 Farmleigh Court, Farmleigh Woods, Castleknock"
5215,"20 Byfield Terrace, Old Youghal Road, Cork"
5216,"20 knightsbrook park, trim"
5217,"207 Rosemount, Clongour, Thurles"
5218,"21 Cois Na Habhainn, Gurteen"
5219,"227 Orwell Park Heights, Templeogue, Dublin 6W"
5220,"23 Cill Dara, Oakpark, Tralee"
5221,"3 Castlegate Copse, Adamstown"
5222,"3 Creston Avenue, St. Margaret's Road, Meakstown Finglas"
5223,"31 Churchwell Mews, Belmayne, Balgriffin"
5224,"32 Armstrong Grove, Clara"
5225,"33 Rosedale Close, Rosedale, Clonee"
5226,"35 Crescent Court, Fr Griffin Road"
5227,"37 South Ridge, Silversprings"
5228,"38 Kennyswell Road, Kilkenny"
5229,"44 BEECHPARK COURT, COOLOCK"
5230,"46 Ballynakelly Green, Newcastle"
5231,"5 An Tobair, Duagh"
5232,"5 Beaulieu View, Termonfeckin Road, Drogheda"
5233,"5 COOLATREE ROAD, BEAUMONT"
5234,"5 Linscourt Court, Linsfort"
5235,"50 Farney Park, Sandymount, Dublin 4"
5236,"51 Capella Court, Langton Cross, Newbridge"
5237,"53 Riverrun, Lough Dooley, Belturbet"
5238,"56 White Strand, Aylesbury Park, Knappaghmore"
5239,"57  Lisadell, Maryborough Hill, Doughlas"
5240,"58 Hybreasal House, South Circular Road, Dublin 8"
5241,"59 Mount Andrew Rise, Lucan"
5242,"6 The Avenue, Sevitt Manor, Bettystown"
5243,"61 Bruhenny, Churchtown, Mallow"
5244,"64 The Hawthorn, Carrownacleigha, Coolaney"
5245,"69 Kilkee House, Clare Village, Clare Hall  Dublin 17"
5246,"7 Na Ceithre Gaotha, Ring, Dungarvan"
5247,"7 Woburn Drive, Melbourn Estate, Bishopstown"
5248,"71 Brotherton, Sleaty Road, Carlow"
5249,"77 Drimnagh Road, Drimnagh"
5250,"8 Sandford Park, South Circular Road"
5251,"9 Forest Fields Road, River Valley, Swords"
