address,lon,lat
"50 The Moorings, Maypark Lane, Waterford",0,0
"51 Granary Hall, Mount Oval Village, Rochestown",0,0
"53 Pomeroy Park, Rathangan",53.21913355,-6.986618595286409
"56 riversdale, Westbury, Corbally",0,0
"57 Pomeroy Park, Rathangan",53.2187866,-6.9881172
"6 cuilmore cove, cuilmore road, cootehill boyle",0,0
"6 Distillery Road, Drumcondra, Dublin 3",53.3633305,-6.2482317
"6 Eskerwoods Grove, Lucan, County Dublin",0,0
"6 Summerfield, Old Bawn, Tallaght",0,0
"65 Boherbee, Tralee",52.2688993,-9.6968674
"66 OAK HILL, MOATE",53.403089699999995,-7.735847300400215
"67 Madeira Wood, The Moyne, Enniscorthy",0,0
"69 Castleland Park View, Castleland Park, Balbriggan",53.6003865,-6.1751248
"69 Lorcan Avenue, Santry",53.3924681,-6.2340394
"7  Glenbeg Point, Ardamine, Gorey",52.626517,-6.23398049377028
"7 Bramley Way, Castleknock, Dublin 15",53.37316935,-6.385402511954082
"7 Dalriada Court, Knocklyon",53.272259,-6.327832
"7 Orlagh View, Knocklyon",53.2760234,-6.3109054
"71 Churchwell Road, Belmayne, Balgriffin",0,0
"73 Garrybawn, Tom Bellew Avenue, Dundalk",0,0
"74 Brandon Road, Drimnagh, Dublin 12",0,0
"75 La Rochelle, Christchurch",-43.5300601,172.5180548
"75 New Bancorft Hall, Main Street, Tallaght",0,0
"8 friary avenue, the steeples, dualla rd cashel",0,0
"82 New Bancroft Hall, Tallaght",0,0
"8A Fforster Lawn, Lucan",53.34817205,-6.429213949999998
"9 Mill Road, Killincarrig, Greystones",0,0
"91 Dollymount Park, Clontarf, Dublin 3",53.3638938,-6.1814176
"Aghamore, Mohill",0,0
"Aisling, Cahirdown, Listowel",0,0
"APARTMENT 29, THE ANCHORAGE, WICKLOW HARBOUR",0,0
"Apartment 52  Block C2, Bow Bridge Place, Irwi Street  Kilmainham",0,0
"Apartment 7, The Courtyard, Kilcullen",0,0
"Apartment 9  First Floor, Block No 1  Shanagarry, Milltown",0,0
"Augheygault Big, Drumkeen, BALLYBOFEY",0,0
"Ballygarvey, Rathowen",0,0
"Ballyviniter, Mallow",52.16387535,-8.631153068584421
"Callow, Frenchpark, Castelrea",0,0
"CLONEARY, BALLYCONNELL",0,0
"Clonfadda, Killaloe",0,0
"Cooper Beech, Woodgrange, Painstown",0,0
"Drumlaghdrid, Lettermacaward",0,0
"Drumnacarta, Snugboro, Castkebar",0,0
"Dunamase House, 95 Newcourt Road, Bray",0,0
"dunkellin, kilcolgan, galway",0,0
"Fairfield House, Killeagh, Co.Cork",0,0
"Four Winds, Knockadreet, Ashford",0,0
"Garryvadden, Blackwater, Co. Wexford",0,0
"Hillview, Lackagh, Monasterevin",53.142994,-7.0252093
"Killureagh, Cappamore",0,0
"Military Road, Crinkle, Birr",0,0
"No 10 Boughlone Way, Bellingham, Portlaoise",53.0324867,-7.3287914
"No 48 The Green, Moyglare Road, Maynooth",53.3886531,-6.5973649
"No.19 Ashfield Manor, Clonlough, Mitchelstown",0,0
"No.5  York Street, Cork",51.9019257,-8.4665142
"Old Pallas, Pallasgreen",52.56813525,-8.3380444
"Royal Oak, Mainham, Clane",53.31210915,-6.699193670558721
"The Cottage, Poulshone",0,0
"The Green, Holycross, Thurles",52.62980105,-7.847611426311419
"THE WTITE COTTAGE, BALBRIGGAN ROAD, SKERRIES",0,0
"Unit 151 Block D, Pierce Lodge, Station Road",0,0
"Urhan, Eyeries, Beara",0,0
"Vermont, Menlough, Ballinasloe",0,0
"Vermount, Menlough, Ballinsloe",0,0
"21 Woodlands, Courtown, Wexford",52.645279200000004,-6.233956179738563
"3 Castleknock Walk, Castleknock, Dublin 15",53.37936125,-6.380997437022568
"Seskin, Donohill",52.5384835,-8.1438146
"10 Annaville Grove, Dundrum",53.29926275,-6.244491270949019
"10 Blacbog Grove, Blackbog Road, Carlow",0,0
"11 Abberley, Killiney",53.2484451,-6.121830362153846
"13 Mayfield Terrace, Ballinteer",53.279314049999996,-6.246618349999998
"14 St. Vincent's Street West, Inchicore",0,0
"15 Rory O'Connor Park, Dún Laoghaire.",53.28471395,-6.158423652601123
"151 New Cabra Road, Phibsboro, Dublin 7",53.3608377,-6.2760218
"158  Childers Heights, Ballina",54.10311835,-9.160381422696542
"17 Boreenatra, Dungarvan",52.0866052,-7.6209697
"175 Emmett Road, Inchicore",0,0
"18 Broadfield Drive, Broadfield Manor, Rathcoole",0,0
"21 Fergus Road, Terenure",53.3082622,-6.2858887
"217 Mellifont Park, Drogheda",53.7223422,-6.3640923
"24 Watson Road, Killiney",53.26294245,-6.134027649999997
"25 Cushlough, Saleen, Castlebar",0,0
"27 cul aitinn, clybaun road, galway",0,0
"3  Gate Lodge, Castle Road, Blackrock",0,0
"3 FIGART, ISLE OF DOAGH, CLONMANY",0,0
"33 The Paddock, Blackhorse Avenue, Navan Road",0,0
"36 Deerhaven Avenue, Clonee",0,0
"37 Casement Grove, Finglas, Dublin 11",0,0
"38 Vernon Avenue, Clontarf, Dublin 3",53.36151,-6.1956992
"4 Tullybrook Place, Old Slane Road, Drogheda",0,0
"4 Tullybrook, Old Slane Road, Drogheda",0,0
"4 West End Court, Kilkee",0,0
"41 Annadale Drive, Marino",53.3709505,-6.2414466
"41 Woodhaven, Kilrush Road, Ennis",0,0
"46 Royal Meadows, Kilcock",53.395588000000004,-6.670778776128311
"47 BEECHCROFT, SUMMERHILL",0,0
"5 Cherbury Mews, Booterstown Avenue",0,0
"5 Prospect Lawn, The Park, Cabinteely",53.2620567,-6.1604041
"50 Lissadel Drive, Drimnagh, Dublin 12",0,0
"54 Ashbrook, Clontarf",53.3690107,-6.2132938
"54 Barton Road West, Rathfarnham, Dublin 14",53.2871371,-6.279892
"63 Cheffyfield Avenue, Walkinstown, Dublin 12",0,0
"7 Lyanmore, Ardagh, Longford",53.6632772,-7.6901024
"7 Thorndale Park, Artane, Dublin 5",53.3805245,-6.219549
"70 Killegland Hall, Ashbourne",53.5124177,-6.401977893340748
"8 Woodfield Park, Newcastle West",52.4416187,-9.0466877
"9 Halldene Grove, Bishopstown",51.8741115,-8.5376074
"9 hill crescent, ballymahon",53.5583258,-7.7613431
"9 O'Gorman Street, Kilrush",52.6379224,-9.4903841
"9 Rahin Road, Ballylinan",52.94769335263158,-7.042853715789473
"APARTMENT 1008 RIVERPOINT, BISHOPS QUAY",0,0
"Apt 46 Belgrove Park, Clontarf",0,0
"Ballinluig, Ballyfeard, Minane Bridge",0,0
"Belass, Foxford",0,0
"Brackayle, Pallasgreen, Co. Limerick",0,0
