address,lon,lat 
"Apartment 12, 18 Lower Baggot Street",0,0
"Apartment 20, Kempton Court, Drumalee",0,0
"Apartment 3 The Oak, Rockfield, Dundrum",0,0
"APT 15 THE OAKS, ROCKFIELD, DUNDRUM",0,0
"APT 2, FREDERICK LANE, FREDERICK ST",36.9782158,-122.003985
"APT 2, WALLBROOK, MARTIEMO GARDENS WEST",0,0
"Ballinlongig, Dromcollogher",0,0
"Ballinowlart South, Coolestown, Bracknagh",0,0
"Cahera, Lissycasey",0,0
"CARRAIG DONN, CLONGOUR, THURLES",0,0
"CLASHDUFF, MIDLETON, CO. CORK",51.92192865,-8.121391919679766
"CLOONGOONAGH, TOOREEN BALLYHAUNIS, MAYO",0,0
"CORRYGARRY, CASTLEBLAYNEY, MONAGHAN",0,0
"DRISTERNAN, GLENEELY, DONEGAL",55.240592899999996,-7.142761479838704
"DROMADDA MORE, LYREACROMPANE, LISTOWEL",0,0
"FOURCORNERS COTTAGE, CORRAGH, HOLLYWOOD",0,0
"Hampstead, Ballymacward, Ballinasloe",53.3911363,-8.510171724432407
"HILLCREST GLEBE, INNISKEEN, MONAGHAN",0,0
"KILLAUPAUN, AHASCRAGH, BALLINASLOE",0,0
"KNOCKACARN, DOOLIN, CLARE",0,0
"KNOCKGREANY, COOLGREANY, GOREY",52.7685841,-6.234950281655918
"Kylebroughlan, Moycullen",0,0
"LA VERNA, 34A FRIARS WALK, CORK",0,0
"LOUGHANE, ASKEATON, CO. LIMERICK",0,0
"MENEEN, AGHAGOWER, WESTPORT",53.7904145,-9.463690377984303
"MILLBANKS RATHFEIGH TARA, MEATH",0,0
"Mogeely House, Mogeely",51.93436925,-8.054482120285815
"N0 3 THE PADDOCKS, FETHARD RD, CLONMEL",0,0
"No 18 Hazel Court, Convent Road, Ballinrobe",0,0
"No 3 An Oilean, Farranreagh, Valentia Island",0,0
"No 40 Mill Hill Lawns, Manorhamilton",0,0
"no. 3 berryfields, ferns lower, ferns",0,0
"Number 3  Maymount, Boyce's Street",0,0
"RAFORD, KNOCKSINNA, FOXROCK DUBLIN 18",0,0
"ROCK LODGE, FREFFANS, TRIM",0,0
"SAFABLUE, BALLYDOOGAN, STRANDHILL ROAD",0,0
"THE COTTAGE, BALLYGLASSIN, KILLEAGH",51.95071255,-7.962749910801222
"Tooban, Burnfoot",0,0
"WEST HILL, BALLYMORE, DINGLE",0,0
"1 BATHVIEW, MALLOW, CORK",0,0
"1 RAVENSDALE, DOUGLAS, CORK",51.8731523,-8.4368217
"10 BLACKFORT AVE, CASTLEBAR, MAYO",53.85665085,-9.3129641848932
"10 MAPLE COURT, BALLYCARNANE WOODS, TRAMORE",52.1628982,-7.166613
"10 TELEPHONE TERRACE, BLARNEY, CORK",51.9358116,-8.5651483
"105 SANDHILLS, HACKETTSTOWN RD, CARLOW",0,0
"11 BLOOMFIELD DR, ATHLONE, WESTMEATH",0,0
"11 FORTFIELD PARK, TERENURE, DUBLIN 6W",0,0
"11 Shantobar, Balllinalee",0,0
"111 CHURCH HILL, TULLAMORE, CO. OFFALY",53.2720989,-7.475277249999996
"12 CREST OF THE WAVE, BUNDORAN, DONEGAL",0,0
"12A/13 MEADOWVALE, BOYLE, CO ROSCOMMON",0,0
"14 CARRIG GLEN, CALVERSTOWN, KILDARE",53.0820065,-6.8027036
"147 BELLEVUE, ISLANDBRIDGE, DUBLIN 8",0,0
"15 Forge View, The Forge, Lusk",0,0
"17 HARBOUR VIEW, CROFTON RD, DUN LAOGHAIRE",53.29473,-6.136349390990862
"17 TRAVERSLEA WOODS, LOWER GLENGEARY ROAD, DUN LAOGHAIRE",0,0
"18 COYLIN COURT, RAMELTON, DONEGAL",0,0
"19 Corrig Lodge, Portarlington",0,0
"1BELMONT PLACE, COBH, CO CORK",0,0
"2 Booterstown Avenue, Booterstown",53.3089222,-6.1963048
"2 DONORE ROAD, SOUTH CIRCULAR ROAD, DUBLIN 8",0,0
"2 THE BREAK, COLLA RD, SCHULL",0,0
"21 GARDEN VILLAGE CRESCENT, KILPEDDER, WICKLOW",0,0
"21 LONGWOOD AVE, SOUTH CIRCULAR RD, PORTOBELLO",0,0
"22 Oak Road, Connell Drive, Newbridge",53.1817573,-6.7853413
"23 BAYVIEW DR, NEW DR, NEWTOWN RD",40.87516,-72.503138
"25 Castlewood Avenue, Rathmines",53.32265325,-6.26273905
"25 SHANLISS RD, SANTRY, DUBLIN 9",53.390993699999996,-6.249689250000003
"26A COLLEGE ROAD, GALWAY",53.280103100000005,-9.036835336996791
"27 KINGS AVE, BALLYBOUGH, DUBLIN 3",53.3593418,-6.2442871
"3 Castlegate Rise, Castlegate Rise, Adamstown",0,0
"3 HEATHER PARK, PAIRC NA GLOINE, KENMARE",0,0
"3 SUAN TRA, DR COLOMAN RD, GALWAY",0,0
"30 HARDEBECK AVE, DUBLIN 12, DUBLIN",53.3214537,-6.3282342
"31 FLORAVILLE AVE, CLONDALKIN DUBLIN 22, DUBLIN",53.3201291,-6.3901769
"31 WOODSIDE, COURTOWN, GOREY",52.64589555,-6.239057405231202
"32 CHURCH VIEW, SIXMILEBRIDGE, CLARE",0,0
"35 QUINS COTTAGES, PROSPECT, LIMERICK",0,0
"356 St John's Park, Waterford",52.2406297,-7.10595
"37 ST RITAS AVE, GURRANEBRAHER, CORK",0,0
"39 Oakwood, Ballindereen",0,0
"4 Belmont Drive, Belmont  Aikens Village, Stepaside",0,0
"4 Claremont Avenue, Honeypark, Dun Laoghaire",53.28259515,-6.146869245096886
"4 MARBOROUGH CRESCENT, PORTLAOISE, LAOIS",0,0
"4 THE ARCH, VICTORIA RD, GREYSTONES",0,0
"43 CHERRY GLADE, DELGANY, WICKLOW",53.13775,-6.0824609
"44 HAROLD RD, MANOR ST, DUBLIN 7",0,0
"49 CASTLE FALLS, ROSS RD, KILLARNEY",0,0
"5 ALLEN COURT, BANDON, CORK",51.737210649999994,-8.483603077228484
"5 GARDINER STREET UPPER, DUBLIN 1",53.35700185,-6.259621678935666
"5 ROSSLANDS, ROSCREA, TIPPERARY",52.9455055,-7.7942454
"51 CASTLE OAKS, CASTLE RD, BANDON",0,0
"52 LISMORE RD, DUBLIN 12, DUBLIN",53.3221969,-6.297723356368346
"54 Hazelbrook Road, Terenure, Dublin6W",0,0
"56 ADMIRAL PARK, BALDOYLE, DUBLIN 13",53.3980548,-6.133211
"64B EDGEWORTH COURT, LONGWOOD, MEATH",0,0
"7 ROLLINS VILLAS, SALLYNOGGIN, DUN LAOGHAIRE",53.2793874,-6.1412268
"76 ALDERBROOK, FRANKFIELD, CORK",0,0
"78 RUSHEEN ARD, CALTRAGH, SLIGO",0,0
"8C Parkside, Abbeyleix Road, Portlaoise",53.026181,-7.300390165978238
"9 De lacy Court, Trim",53.5596064,-6.7833488
"9 LISSENFIELD, RATHMINES, DUBLIN 6",53.3280989,-6.265783925151654
"91 DOLEMEN GARDENS, POLLERTON, CARLOW",0,0
"93 GLENMORE WOOD DUBLIN RD, MULLINGAR, WESTMEATH",53.5226844,-7.3218237
"94 GRANITEFIELD, ROCHESTOWN AVE, DUN LAOGHAIRE",53.2690742,-6.1399502
"ANTOGHER RD, ROSCOMMON, ROSCOMMON",53.6215249,-8.193460949789648
"APT 10, BELFORT COURT, SYDENHAM VILLAS DUBLIN 14",0,0
"APT 11 FERRYBANK LEIGHLIN RD, GRAIGUECULLEN, CARLOW",0,0
"APT 1, THE COURTHOUSE, CARRICK ON SHANNON",53.9446496,-8.090572986989862
"APT 56, THE PHOENIX, RIVERPARK APTS DUBLIN 8",0,0
"APT 68, ST GABRIELS, JOHNSTOWN RD DUBLIN 18",0,0
"APT 6, RUSSELL COURT, BROAD RD",0,0
"BALLYKNOCK, CARRICK ON SUIR, WATERFORD",0,0
"BUNANIOO, CURRANE, ACHILL",0,0
"C71 Cahermore Holiday Village, Carrowhubbock South, Enniscrone",0,0
"CHURCH VIEW, NENAGH, TIPPERARY",52.8648697,-8.196846
"Coole, Campile, NEW ROSS",0,0
"CORRATOBER, CAVAN, CO CAVAN",54.0132248,-7.3127972
"CROODERRY, KNOCKVICAR, BOYLE",0,0
"Cuan Dor, Knocknasalla, Dungarvan",0,0
"DERRYMULLAN, BALLINASLOE, GALWAY",53.34383095,-8.25260938509725
"HALACRE, BALLYMINAUN BIG, KILLINICK",0,0
"HILLCREST COTTAGE, TUAM ROAD, ATHENRY",0,0
"ISLAND HOUSE, MONASTEREVAN, KILDARE",0,0
"KILCREEDY, ARD NIYLE, CASHEL",0,0
"LISDUFF, KILNALECK, CAVAN",0,0
"Lislee, Bishopstown Road, Cork",0,0
"MUINPHUCA, CARRAGH LAKE, KILLORGLIN",0,0
"No. 8 Brandon Square, Waterville, Blanchardstown",53.3933372,-6.3649027
"SEQUOIA, NEWTOWN RD, WEXFORD",0,0
"TOWN VIEW, CORBALLIS, RATHDRUM",0,0
"WILLOWBROOK, 21 ELM GROVE, MILL RD",0,0
"1 Capwell Avenue, Turners Cross",51.8884633,-8.4638339
"10 THE SQUARE, WALSHESTOWN PARK, NEWBRIDGE",0,0
"101 CIMIN MOR, CAPPAGH RD, BARNA",53.2622601,-9.1253982
"11 Millbrook Grove, Killeigh",0,0
"11 SLIABHE CAIRBE, DRUMLISH, LONGFORD",0,0
"11 SOUTHSHORE APTS, STRAND ST, TRAMORE",0,0
"114 Glenmore Wood, Mullingar",53.5226844,-7.3218237
"12 CASTLELAND PARK AVE, BALBRIGGAN",53.5991123,-6.1782516
"123 KEEPER RD, DUBLIN 12, DUBLIN",53.3309082,-6.2995014
"13 BOROIMHE OAKS, SWORDS, DUBLIN",53.445731,-6.2306348
"13 GRANGE COURT APARTMENTS, STANHOPE STREET, DUBLIN 7",0,0
"14 MELROSE COURT, GEORGES ST, WEXFORD",0,0
"15 ROSELAWN, BALLYDOWD, LUCAN",0,0
"15 THE COURTYARD, BRU NA GRUADAN, CASTLETROY",0,0
"15 THE PARK, SKERRIES ROCK, SKERRIES",53.57718625,-6.117295192729063
"15 WOODSIDE, BALKILL, HOWTH",0,0
"17 THE COURTYARD, BROOKWOOD, HERBERT RD",0,0
"19 Dealg Ban, Ladysbridge",0,0
"2 ABBEYVALE, BALLYHAUNIS, MAYO",0,0
"2 Bayview Grange, Wicklow",52.9740257,-6.043969
"2 COOLAMBER CLOSE, COBH, CORK",51.855105949999995,-8.300994470941182
"2 CUCHULLAINN TERRACE, DUNDALK, LOUTH",0,0
"2 Geraldine Terrace, Milltown Road, Dublin 6",53.31233915,-6.2473163
"2 GREENFORT LAWNS, CLONDALKIN, DUBLIN 22",0,0
"2 HEATHER VIEW, FOREST ROAD, SWORDS",0,0
"2 RIVERSIDE, CASTLEBAR, CO MAYO",53.8578841,-9.3042702
"2 RYEBRIDGE CLOSE, KILCOCK, CO KILDARE",53.40682585,-6.674723365991163
"2 Stiles Court, Stiles Road, Clontarf",0,0
"2 TARA COURT SQ, CLONMAGADDAN, NAVAN",0,0
"21 PRIORY DR, EDENGATE, DELGANY",0,0
"21 ST. EDWARDS TERRACD, SLIGO TOWN, CO. SLIGO",0,0
"22 Rosary Place, Midleton",51.9076277,-8.1728825
"22A MEADOWBANK, LETTERKENNY, DONEGAL",54.9594812,-7.7416454
"24 BROOMBRIDGE RD, CABRA WEST, DUBLIN 7",53.372569,-6.2999324
"24 OAKFIELD, TULLAMORE, OFFALY",53.26953115,-7.483659
"24 WHITEHALL, PAULSTOWN, KILKENNY",52.6797751,-7.0286746
"25 KNOXVILLE, CHARLESTOWN, MAYO",0,0
"27 Gort Na Manach, Cahir Rd, Clonmel",0,0
"28 ARD NA GLEANN, LYRE, BANTEER",0,0
"28 HYDE SQ, SOUTH CIRCULAR RD, DUBLIN 8",0,0
"3 Dartmouth Terrace, Ranelagh",0,0
"3 Straffan Manor, Straffan",53.314943799999995,-6.604452036321117
"30 HIGHTHORN PARK, DUN LAOGHAIRE, DUBLIN",53.283907150000005,-6.143775001714095
"31 SHANOWEN RD, SANTRY, DUBLIN 9",53.3898174,-6.24873787171875
"32 The Willows, Castleheights  Kilmoney Road, Carrigaline",0,0
"36 NEW EST, KNOCKROE, CASTLEREA",0,0
"37 WOODBANK AVE, VALLEY PARK, FINGLAS DUBLIN 11",0,0
"39 ROSEMOUNT, DUNDRUM, DUBLIN 16",0,0
"40 QUAYSIDE, SLIGO, SLIGO",54.2734902,-8.4783651
"41 YOUGHAL BAY, CORK, CORK",51.95,-7.850556
"413 PEARSE VILLAS, SALLYNOGGIN, DUNLAOHGAIRE",0,0
"42 AIRPARK AVE, STOCKING LANE, RATHFARNHAM DUBLIN 16",0,0
"44 INISCARRAIGH, ST FLANNANS, ENNIS",0,0
"46 HAMMOND ST, DUBLIN 8, DUBLIN",53.3352455,-6.2774
"47 MAIN ST, BALLYBAY, MONAGHAN",54.127234,-6.9018552
"5 - 6 GRANGE CRESCENT, POTTERY RD, DUN LAOGHAIRE",53.2781468,-6.1581096
"51 Collins Avenue West, Donnycarney",53.3764486,-6.2216325
"51 PIERVIEW, MOUNT CARMEL RD, WICKLOW",0,0
"56 FR DOMINIC RD, BALLYPHEHANE, CORK",0,0
"56 ST PATRICKS AVENUE, TIPPERARY TOWN, TIPPERARY",0,0
"562 TRINITY CRESCENT, DERRINTURN, CO KILDARE",0,0
"58 ParkGate, Shillealagh Road, tullow",0,0
"62 Ardilaun Heights, Mullingar",53.5252998,-7.368402
"62 BOROIMHE BEECH, SWORDS, DUBLIN",53.4444314,-6.2351529
"62 THE ORCHARDS, BALLYNACUBBY, KINSALE",0,0
"65 Ardilaun Heights, Mullingar",53.5252998,-7.368402
"68A  BARRETSTOWN LAWNS, NEWBRIDGE, CO. KILDARE",0,0
"7 Ardkeen, Duntahane Road, Fermoy",0,0
"7 GOLDSMITH CRESCENT, ELPHIN, ROSCOMMON",0,0
"7 MARINE VILLAGE, BALLINA, TIPPERARY",52.813041,-8.4449789
"7 VILLAGE GROVE, KILBRECK, STAMULLEN",0,0
"738 VIRGINIA HEIGHTS, BLESSINGTON RD, TALLAGHT DUBLIN 24",0,0
"75 CASTLE GLEN, DONACARNEY, MORNINGTON",53.710265,-6.2763804
"76 HOLLYBROOK, SOUTHERN CROSS, BRAY",0,0
"77 CUBA AVE, BANAGHER, OFFALY",53.1876487,-7.974274
"8 GILLABBEY PARK, OFF ODONOVAN ROSSA RD, DONOVANS RD",0,0
"8 GULISTAN TERRACE, RATHMINES, DUBLIN",53.3246969,-6.2618189
"8 THE WATERSIDE, CHARLOTTE QUAY, DUBLIN 4",53.342735250000004,-6.235013006454007
"86 GREEN VIEW, SEABROOK MANOR, STATION RD",0,0
"86 MILL PARK, OLD NANGOR RD, CLONDALKIN DUBLIN 22",53.32027065,-6.402715533302739
"9 LACKANASH, NAVAN RD, TRIM",0,0
"9 RIVER VALLEY, THE CALLAGHS, BALLYCONNELL",0,0
"APARTMENT 4, EAGLE COURT, MAIN STREET CLONEE",0,0
"Apartment 5, 18 Lower Baggot Street, Dublin 2",0,0
"Apt 30 Block B Parkside, Abbeyleix Road, Portlaoise",0,0
"APT 808 BLOCK A, LAYDCASTLE THE K CLUB, STRAFFAN",0,0
"AVOCA, CLANMORRIS AVENUE, ENNIS ROAD",0,0
"BALLYARGUS, REDCASTLE, DONEGAL",55.166667,-7.166667
"Ballycarroll, Portarlington",53.13244065,-7.134610121982594
"Ballymoneen, Craughwell",0,0
"BALLYWINNA, CRAUGHWELL, CO GALWAY",53.247334699999996,-8.723497949113721
"bank place, cashel",51.7193348,-8.837392170455917
"BEECHWOOD, GORDON AVE, FOXROCK DUBLIN 18",53.26768475,-6.1725359483212845
"BOYLE ROAD, GURTEEN, BALLYMOTE",0,0
"CAHERLINE, CAHERCONLISH, CO LIMERICK",0,0
"CLOGHERMORE, CLEVERAGH, SLIGO",0,0
"CLONARD, DEMENSE ROAD, DUNDALK",0,0
"CLOONDEASH, CASTLEBAR, MAYO",53.827893700000004,-9.317246586014084
"DERRYBROOK, BROCKLEY PARK, STRADBALLY",0,0
"ENAGH MEADOWS, LISDUFF, VIRGINIA",0,0
"FRENCHPARK, CASTLEREA, ROSCOMMON",0,0
"GATELODGE, HOLYWELL ESTATE, KILTYCAHILL",0,0
"GLENGARRIF, 22 GREENHILLS ROAD, WALKINSTOWN",0,0
"GURTEENADUIGE, LEAP, CORK",0,0
"HERBERTON BLOCK B  APT 21, 2 HERBERTON STREET, DUBLIN 8",0,0
"KILTYCAHILL (CARETAKERS HOUSE), HAZELWOOD, CO SLIGO",0,0
"KILTYCAHILL, HAZELWOOD, CO SLIGO",54.26863635,-8.413033391766444
"KNOCKNASHEE, CLONFERT AVE, PORTUMNA",0,0
"LOWER CAMDEN STREET, DUBLIN 2",0,0
"MONASHINNAGH, ARDAGH, COUNTY LIMERICK",52.501139949999995,-9.047131322447925
"MULLAHORAN LOWER, KILCOGY, CO CAVAN",0,0
"No 29 Block B Parkside, Abbeyleix Road, Porltaoise",0,0
"QUINVILLE, QUINN, CO CLARE",0,0
"Relaghan, Shercock",0,0
"RYEHILL, BALLYGLUNIN, TUAM",0,0
"Sean na Mbads, Ringabella, Minane Bridge",0,0
"shorecourt, omeath",0,0
"SHORECOURT, OMEATH, LOUTH",0,0
"SONAS, WINDMILL COTTAGES, TERMONFECKIN",0,0
"TAVANAGH, SHEEAUN, WESTPORT",0,0
"THE EAGLES, MONEYCROCKROE, RIVERSTOWN",0,0
"WINDMILL COTTAGES, TERMONFECKIN, DROGHEDA",0,0
"WINDMILL LANE, NEW ROSS CO. WEXFORD",52.3937978,-6.9394633
"1 Abbey View, Toneymore, Abbeylara",0,0
"1 BLACKTHORN CLOSE, KELLS, MEATH",53.72957755,-6.872110645474339
"1 Brandon Square, Waterville, Blanchardstown",53.3933372,-6.3649027
"1 MOURNE AVE, THE GLEN, CORK",51.91005465,-8.45740945745614
"1 The Glade, Oldtown Mill, Celbridge",53.3470559,-6.550766
"1 WOLSEY HOUSE, DRYNAM SQ, DRYNAM HALL",0,0
"10 AVE DEMESNE, NEWMARKET, DEMESNE",0,0
"10 CHARLEVILLE PARADE, CORMAC ST, TULLAMORE",0,0
"10 DE LACEY COURT, TRIM, MEATH",0,0
"10 ST MARYS VILLAS, BALLINA, MAYO",0,0
"10 SUMMER ST NORTH, DUBLIN 1, DUBLIN",53.357185,-6.2519617
"101 Garville Lane, Rathgar",53.3165631,-6.2746941
"109 SHREWSBURY PARK, BALLSBRIDGE, DUBLIN 4",53.324512850000005,-6.218505135999503
"11 CROI OIGE, ATHLONE, CO WESTMEATH",53.41694315,-7.908026094525351
"113 Glenmore Woods, Mullingar",0,0
"129 SYCAMORE HOUSE, MESPIL HOUSE FLATS ESTATE, SUSSEX RD DUBLIN 4",0,0
"13 ABBEY COURT, ABBEYFARM, CELBRIDGE",0,0
"13 BOLTON GREEN, KNOCKSEDAN, SWORDS",0,0
"13 PINEBROOK HEIGHTS, CLONSILLA, DUBLIN 15",0,0
"133 BUNRATTY RD, COOLOCK, DUBLIN 17",53.393436,-6.2075459
"136 DUNLUCE RD, CLONTARF, DUBLIN 3",53.3717889,-6.2009376
"15 Castle Manor, Racecourse Road, Roscommon",0,0
"15 Harbour Court, Courtmacsherry",0,0
"16 BLACKROCK PARK, MALLOW, CORK",52.1301258,-8.6517729
"16 DUN EMER GLADE, LUSK, DUBLIN",0,0
"17 THE MOORINGS, BALLYMAHON RD, ATHLONE",0,0
"18 FRENCHPARK, ORANMORE, GALWAY",0,0
"18 Grannary Court, The Maltings, Ballincollig",0,0
"18 MILLSTREAM PARK, TUAM, CO GALWAY",0,0
"18 OLD BURRIN, BURRIN, CARLOW",52.8359421,-6.932251
"19 GOODTIDE HARBOUR, WEXFORD, WEXFORD",0,0
"2 Abbeylara, Toneymore, Abbeylara",0,0
"2 DRUM CARRAIG, DRUMALEE, CAVAN",0,0
"21 BEALING AVE, TYRELLSTOWN DUBLIN 15, DUBLIN",53.4177596,-6.3871158
"21 Whitestrand Park, Salthill, Galway",0,0
"22 GRANVILLE, ST PATRICKS RD, LIMERICK",0,0
"22 Marlton Grove, Marlton Road, Wicklow Town",0,0
"22 SPRINGLAWN HEIGHTS, BLANCHARDSTOWN, DUBLIN 15",53.390550000000005,-6.3832317146537365
"22 THE PLAZA, CENTRAL PARK, CARRICK ON SHANNON",53.9441461,-8.0952772
"23 CASTLE GARDENS, STATION RD, BLARNEY",51.9420246,-8.5572407
"24 NEWBURY GROVE, CLONSHAUGH, DUBLIN 17",0,0
"24 ST MOLLERANS, CARRICK BEG, CARRICK ON SUIR",0,0
"240 LARAGHCON, LUCAN VILLAGE, DUBLIN",53.3650012,-6.4471352391914305
"26 GREENFIELD HEIGHTS, RATHWIRE, KILLUCAN",0,0
"26 TOWN COURT, SHANNON, CO CLARE",0,0
"27 MONACURRAGH, CARLOW, CARLOW",0,0
"279 PALMERSTOWN WOODS, CLONDALKIN, DUBLIN 22",53.337196250000005,-6.392706166099119
"28 DEANS COURT, WATERFORD RD, KILKENNY",0,0
"28 NOTTINGHAM ST, NORTH STRAND, DUBLIN",53.3592616,-6.2423811
"3 Na Propoga, Chickley's Road, Youghal",0,0
"3 THE GARDENS, JAMESS GREEN, KILKENNY",52.65194515,-7.257753394557874
"3 Woodbury, Boreenmanna Road, Cork",0,0
"307 KILLINARDEN EST, TALLAGHT, DUBLIN 24",53.280032950000006,-6.388619071596603
"321 LANDEN RD, BALLYFERMOT, DUBLIN 10",0,0
"33 CLANCARTHY RD, DONNYCARNEY, DUBLIN 5",53.373306,-6.219080933333333
"36 PARKMORE MANOR, ROSCREA, TIPPERARY",52.94708182969262,-7.801125788547998
"37 OFFALY RD, CABRA, DUBLIN 7",53.3625371,-6.2857317
"38 LARKFIELD PARK, HAROLDS CROSS, DUBLIN 6W",0,0
"38 WATERMILL ROAD, RAHENY, DUBLIN 5",53.3791865,-6.177056
"4 BROWNSBARN ORCHARD, BALDONNELL, DUBLIN 22",0,0
"41 THE HEATH, LIFFEY HALL, NEWBRIDGE",0,0
"42 MOULDEN BRIDGE, RATOATH, MEATH",53.50472045,-6.446946640381558
"5 FATHER CULLEN TERRACE, RATHVILLY, CARLOW",0,0
"5 Glengarriff Parade, North Circular Road, Dublin 7",0,0
"5 MANOR LAWN, WATERFORD, WATERFORD",52.2521308,-7.128971
"5 Roselawn Mews, Lucan",53.3581049,-6.432358
"52 ARD COLGAN, CARNDONAGH, DONEGAL",55.2533932,-7.274477
"53 ARDILAUN GREEN, MULLINGAR, WESTMEATH",53.5228359,-7.3713719
"53 The Grove, Hanstead, Newcastle Road  Lucan",0,0
"54 RADHARC NA MARA, SCHOOL ROAD, LAHINCH",0,0
"6 DERRYOAK, BALLYCONNELL, CAVAN",0,0
"6 the crescent, churchfield, knock",53.78317325,-8.906071994084172
"6 The Plains, Ballinagare",0,0
"649 BLACKBERRY LANE, PORTMARNOCK, DUBLIN",53.4284154,-6.1312861
"69 DEVON PARK, SALTHILL, GALWAY",53.26577585,-9.073506929462631
"8 ELTON CT, DUBLIN 13, DUBLIN",53.284627900000004,-6.113193538706472
"82 TULLYVARRAGA CRESCENT, SHANNON, CLARE",52.7075427,-8.8682173
"84 DUN NA COIRIBE, HEADFORD ROAD",0,0
"9 CHRISTENDOM MEWS, FERRYBANK, WATERFORD",52.25953025,-7.098451808608115
"9 CHURCH VIEW, CLERIHAN, CLONMEL",0,0
"9 HUNTERS GROVE, CASTLEGRANGE, WATERFORD",0,0
"9 MELVILLE DRIVE, CITYSIDE, MEAKSTOWN",0,0
"905 RIVERPOINT, BISHOPS QUAY, LIMERICK",52.6616658,-8.6327202
"91 THE RICHMOND, BRUNSWICH ST, SMITHFIELD DUBLIN 7",0,0
"Apartment 18 Stanford, Ardilea, Clonskeagh",0,0
"Apartment 5  10 Railway Road, Clongriffin, Dublin 13",0,0
"Apartment 8  the Court, Killiney Bay, Killiney",0,0
"APT 12, BALLYGILEN, SANDYCOVE RD",0,0
"APT 36, THE PADDOCKS DR, ADAMSTOWN",0,0
"APT 40 OLD SCHOOL HOUSE, MARYMOUNT SUMMERHILL, CARRICK ON SHANNON",0,0
"APT 601 MOUNT KENNETT APTS, MOUNT KENNETT PLACE, DOCK RD",0,0
"APTS 1-11 and The Mews, 48 RANELAGH RD, DUBLIN 6",0,0
"Apt. 80  Long Meadow, Conyngham Road, Dublin 8",0,0
"BALLINTOMBAY LOWER, GREENANE, RATHDRUM",0,0
"BALLYBRITTAS, PORTLAOISE, LAOIS",53.0866154,-7.1772267
"BALLYCLEARY BRIDGE, BALLYCLEARY, CASTLETOWN",0,0
"Browns and Millar's Cottage, ANNESTOWN, CO WATERFORD",0,0
"CARRICK ROAD, DUNDALK, CO LOUTH",0,0
"CARRIGEEN, BALTINGLASS, CO WICKLOW",0,0
"CLOGHANE, COOLMAHARRAGILL UPPER, GLENBEIGH",0,0
"COLLINAMUCK, ROSCAHILL, CO. GALWAY",0,0
"CREEVY, CASTLEHILL, BALLINA",0,0
"CURRAGHA ROAD, RATHOATH, CO MEATH",0,0
"DOON COTTAGE, KILQUADE, GREYSTOWNS",0,0
"DROMRUR, CURROW, KILLARNEY",0,0
"DRUMCROMAN, BALLINAMORE, CO LEITRIM",54.0965113,-7.798177929738295
"GARRYNOE, KILMALLOCK, LIMERICK",52.411459550000004,-8.590759446705576
"GLASHEENAULIN, NEAR CASTLETOWNSEND, WEST CORK",0,0
"HERONSTOWN, LOBINSTOWN, NAVAN",0,0
"HILLVIEW HOUSE, CAHERNAHALLA, DOON",0,0
"KILKEERIN, 24B BRENNANSTOWN VALE, CARRICKMINES DUBLIN 18",0,0
"KILTALE, DUNSANY, CO MEATH",0,0
"KYLEOGUE, GRANTSTOWN, WATERFORD",0,0
"Leam, Recess",0,0
"Lippa, Spiddal",53.260088,-9.249190914336829
"MONEYMORE, CARLINGFORD, LOUTH",0,0
"NEWTOWNSHANDRUM, CHARLEVILLE, CORK",0,0
"No 44 Hampton Wood Park, Hampton Wood, Dublin 11",0,0
"No. 30 Millrace Avenue, Saggart, Co Dublin",53.2808072,-6.4509611
"QUINALTAGH, GARRAFRAUNS, TUAM",0,0
"SCURMORE, ENNISCRONE, SLIGO",0,0
"SHRAGH, WOODFORD, GALWAY",0,0
"SLYHAUN SANKEY, LEGAN, LONGFORD",0,0
"TOWNPARKS, ARDEE, LOUTH",53.8630421,-6.5662329
"WILLOWSEND, 20 FAIRY HILL, BLACKROCK",0,0
"1 MOLESWORTH CLOSE, KNOCKSEDAN DEMESNE, SWORDS",53.4540659,-6.2625895
"1 SILVERDALE GROVE, BALLINLOUGH, CORK",0,0
"1 ST MICHAELS RD, GLASNEVIN, DUBLIN 9",0,0
"1 Stonepark Crescent, Pairc na Gcloch, Drumnasillagh",0,0
"10 BIRCHVIEW AVE, KILNAMANAGH, DUBLIN 24",53.3001296,-6.3541866
"100 THE OAKS, RIDGEWOOD, SWORDS",0,0
"102 THE HERMITAGE, BORRIS RD, PORTLAOISE",0,0
"11 MOUNT SYMON CLOSE, CLONSILLA, DUBLIN 15",53.3887781,-6.4223908
"11 SARTO RISE, BAYSIDE, SUTTON DUBLIN 13",53.387477,-6.1411712
"118 GRACE PARK MANOR, DRUMCONDRA, DUBLIN 9",0,0
"125 CLONLIFFE RD, DUBLIN 3, DUBLIN",53.362132946428574,-6.249304282142857
"125 Hampton Wood Road, Hampton Wood",53.4050212,-6.2904717
"127 CLONLIFFE RD, CLONLIFFE DUBLIN 3, DUBLIN",0,0
"13 DUNALAINN, CULDAFF, DONEGAL",0,0
"14 WOODVILLE DR, WOODVILLE GRANGE, BALLYMAHON RD",0,0
"143 MADEIRA OAKS, ENNISCORTHY, WEXFORD",52.516549499999996,-6.574289132074174
"15 Broadfield Lawn, Broadfield Manor, Rathcoole",0,0
