address,lon,lat
"93 The Willows, Pollerton, Carlow",52.842534799999996,-6.9041035717114205
"Apartment 10, The Parklands, Rathfarnham",0,0
"Apartment 12, Nenagh Manor Retirement Apartments, Nenagh",0,0
"Apartment 20H, Rathbore Drive, Earlswood",0,0
"Ballybeg, Ballinglen, Tinahealy",0,0
"Ballyconry, Lisselton",0,0
"BALLYNAKILLY, INCH ISLAND",55.0674738,-7.518291565506949
"Ballytarsna, Cashel",0,0
"Bridge View, Virginia",36.569852,-77.361645
"Church Road, Freshford",51.3419775,-2.3009344
"Cloonaine, Coolaney",0,0
"Corraun, Ballyhaunis",0,0
"Coundon House, Killiney Avenue, Killiney",53.2590295,-6.1262212
"Erry, Clara",53.3256266,-7.640536970253864
"Fairtha, Shantonagh, Castleblayney",0,0
"Frances Street, Kilrush",52.6369945,-9.4870069
"Glenular, Ballycastle",0,0
"Hazelwood, Coxtown, Dunmore East",52.1450593,-6.9960172
"Hillview, Ardee Rd, Carrickmacross",53.9717391,-6.7178891
"Mountscribe, Kinvara",0,0
"No. 1  Kilmore Manor, Kilmore, Cavan",0,0
"The Forge, Bunrevagh, Aughacashel",0,0
"Tristia, Goolamore",54.132778,-9.845
"12  Steeple Meadow Close, Steeple Meadow, Milltown",0,0
"12 TOGHER WAY, URLINGFORD",0,0
"130 Le Fanu Road, Ballyfermot",0,0
"14 Cois Abhainn, Leitrim Village",0,0
"15 Maple Road, Connell Avenue, Newbridge",0,0
"157 Briarwood Close, Clonsilla, Dublin 15",53.3998233,-6.4046827
"16 Ashview Drive, Sixmilebridge",52.7384826,-8.779385348895127
"16 St. Colman's Park, Macroom",51.9040526,-8.957082871261498
"163 Carrig Cluain, Clara Road, Tullamore",0,0
"19 Scanlan Park, Castleconnell",0,0
"2 ALBERT ROAD, SANDYCOVE, CO. DUBLIN",53.2784832,-6.1212176
"2 Glenmore Green, Rathfarnham",53.2786504,-6.2864044
"2 Treacey Meadows, Greeen Road, Newbridge",0,0
"20 Hayfield, Model Farm Road, Cork",0,0
"20 mullaunmore, ballon",0,0
"23 Ard na Carraige, Edenderry",53.3474789,-7.0574206
"25 Willow Avenue, Primrose Gate, Celbridge",53.3334762,-6.5276651
"26 Hollands Avenue, Kildare Road, Athy",52.99746035,-6.976046056500389
"26 Kickham Road, Inchicore, Dublin 8",0,0
"30A  Peyton Close, Stoney Road, Rathcoole",0,0
"30B Peyton Close, Stoney Road, Rathcoole",0,0
"32 Highfield Lawn, Model Farm Road, Cork",0,0
"32 Mount Shannon Road, Kilmainham, Dublin 8",0,0
"330A Kildare Road, Crumlin",53.3249961,-6.3171423
"4 Wheatfields, Clonmel",0,0
"44 Glenville Avenue, Castleknock, Dublin 15",0,0
"5 Brookfield, Mt Merrion Ave, Blackrock",0,0
"6 Cre Na Cille, Tynagh, Loughrea",0,0
"71 CURRAGH WOODS, FRANKFIELD, CORK",0,0
"81 Galtrim Grange, Broomfield, Malahide",0,0
"82 Wilfield Road, Sandymount, Dublin 4",53.3264137,-6.2181497
"9 Dun an Oir, Milford Grange, Castletroy",52.6688556,-8.5686843
"9 Knighsbrook Court, Trim",0,0
"APARTMENT NO. 1110  LEVEL ELEVEN, VANTAGE EAST  CENTRAL PARK, LEOPARDSTOWN ROAD",0,0
"Cappaghduff East, Tourmakeady, Claremorris",0,0
"Carrigahilla, Stradbally",0,0
"Cavany, Scotshouse",0,0
"Clooncarrigeen, Rossmore, Clonakilty",0,0
"Coolebawn, Mohill",0,0
"D6 Spanish Cove, Kilkee",0,0
"Drinane, Schull, Co. Cork",0,0
"Gortlandroe, Nenagh",52.86861785,-8.22300742102792
"Miltown, Dysart, Mullingar",0,0
"'Wild Rose' Cottage, North Commons, Carlingford",0,0
"10 Cul na Gaoithe, Cuilean, Carraroe",0,0
"109 carrowkeel, castletroy",0,0
"11 Brookvale, Lucan",53.3564051,-6.446917
"11 Westgate Park, Wexford, Wexford",52.3407944,-6.468634120785879
"111 Shantalla Road, Beaumont, Dublin 9",53.3875585,-6.2429699
"12 Ely Place, Crinkle, Birr",0,0
"12 Old Cross Square, Monaghan",54.2466682,-6.9652962208071285
"12 Rose Park, Old Hospital Road",44.1823962,-89.2465583
"120 Grattan Lodge, Hole in the Wall Road, Balbriggan",0,0
"13  Riverside Estate, Midleton",0,0
"13 TOGHER WAY, URLINGFORD",0,0
"13 TOGHER WAY, URLINGFORD",0,0
"132  Stanaway Road, Crumlin",0,0
"132 Rockenham, Ferrybank",0,0
"14 Hunters Way, Hunterswood, Ballycullen",53.2716307,-6.3289743
