address,lon,lat
"5 MARSHALLS MEADOW, DRUNG, QUIGLEYS POINT",0,0
"5 MELESIAN LAWN, SWORDS, DUBLIN",0,0
"50 ST AIDANS VILLAS, ENNISCORTHY, WEXFORD",0,0
"54 CHERRYWOOD PARK, CLONDALKIN, DUBLIN 22",53.3191675,-6.4142631
"56 HAROLD RD, STONEYBATTER, DUBLIN 7",0,0
"58 WESTON RD, CHURCHTOWN, DUBLIN 14",53.2936097,-6.2565584
"59 AN GLEANN RUA, KILLYLASTIN, LETTERKENNY",0,0
"6 Blackglen heath, Belmont  Aiken's Village, Stepaside",0,0
"6 CAHERCOURT, DUBLIN RD, LOUGHREA",0,0
"6 GLENKEEN PARK, FAIRGREEN, PORTLAOISE",0,0
"6 MONA TCE, LELIA ST, LIMERICK",0,0
"6 scramogue manor, scramogue, county roscommon",0,0
"6 WALNUT AVE, GLASNEVIN, DUBLIN 9",0,0
"60 CLUAIN AOIBHINN, CLAREMORRIS, MAYO",0,0
"61 CORBAWN DRIVE, SHANKILL",53.2361428,-6.1123013
"610 HOWTH RD, RAHENY, DUBLIN 5",53.3803262,-6.1759968
"67 DOLLYMOUNT PARK, CLONTARF, DUBLIN 3",53.3638938,-6.1814176
"7 Orwell Park Square, Orwell Park, Rathgar",0,0
"7 REUBEN SQ, REUBEN ST, THE COOMB DUBLIN 7",0,0
"7 scramogue manor, scramogue, county roscommon",0,0
"73 CHANCERY ST, DUBLIN 1, DUBLIN",53.3468587,-6.270905778321678
"82 Arraview, Newcastle West",0,0
"89A Blackcastle Esatte, Navan",0,0
"9 DUNLOCA COTTAGES, BLACKROCK, CORK",0,0
"9 Lana Croke, Dualla Road, Cashel",0,0
"90 CLONTARF RD, DUBLIN 3, DUBLIN",53.3629491,-6.2272787
"98 EVERGREEN RD, CORK, CORK",51.8909076,-8.470818
"Apartment 10 Block B, Hollybrook Manor, Clontarf",0,0
"APARTMENT 17 THE INNINGS, OBSERVATORY LANE, DUBLIN 6",0,0
"APT 5 CAHER COURT, DUBLIN RD, LOUGHREA",0,0
"APT 6, THE WHITEHOUSE, ANNAGASSAN",0,0
"APT3, THE WHITEHOUSE, ANNAGASSAN",0,0
"ARD CLARE, LISDUFF RD, CLAREMORRIS",0,0
"BALLAGAN, GREENORE, LOUTH",54.005278,-6.123333
"BALLYDESMOND, CHURCH RD, MALLOW",52.1801688,-9.2370129
"Ballynamona, Cahir",52.288473550000006,-7.8177414210431575
"BALLYNOE, WHITES CROSS, CO. CORK",0,0
"BAWNTAMEENA, RACECOURSE RD, TIPPERARY",0,0
"BELROSE, TENNIS COURT LANE, SKERRIES",0,0
"BLACKSTAFF, CARRICKMACROSS, MONAGHAN",0,0
"BUNKER LODGE, DOONBEG, CLARE",0,0
"CAHERAVRANE, LOWERTOWN, SCHULL",0,0
"CARRAIG MHUIRE, CHARLEVILLE RD, TULLAMORE",53.26908385,-7.5015912752850635
"CARRIG VIEW, COURT ROAD, KILDIMO",0,0
"CORGLASS, CRUBANY, CAVAN",0,0
"Crossreagh, Virginia",0,0
"Cuileann Cottage  Derreenatra Pier, Kilbrinogue, Schull",0,0
"EDENANEANE, BALLYDAY, CO MONAGHAN",0,0
"Fujimar, Rathmacullig East, Ballygarvan",0,0
"HEADFORD, KILLARNEY, KERRY",52.0029404,-9.3411284
"INIS AONAR, BARNADOWN UPPER, CLOUGH",0,0
"IVERAGH, ENNIS RD, LIMERICK",52.66721355,-8.64094895
"JAINA, 17 WOODBINE DR, RAHENY DUBLIN 5",0,0
"KILLEEN, LEGAN, LONGFORD",0,0
"KNOCKANE RD NEWCASTLE WEST, LIMERICK",52.442281550000004,-9.063850182855166
"Locksley, Windgate Road, Howth",0,0
"LOCKSTOWN, VALLEYMOUNT, WICKLOW",0,0
"MAHERAN HOUSE, THE MANSE  NORTHGATE ST, ATHLONE",0,0
"NIDIN, BALLINACOURTY, DUNGARVAN",0,0
"No. 2 The grove, Bruff, COUNTY LIMERICK",0,0
"No. 5 Garrai an Droichead, Killora, Craughwell",0,0
"No. 5 Rathcluain Village, Kiltimagh",0,0
"No.7 Carraig Fern, Buncrana",0,0
"RACECOURSE ROAD, ROSCOMMON, CO ROSCOMMON",53.643629849999996,-8.222914916086307
