address,lon,lat
"9 WESTON PARK, BALLEA RD, CARRIGALINE",0,0
"A2 RIVERSIDE, BOYLE, RIVERSIDE",0,0
"APT 18 WOODFIELD STATIUON ROAD, BLARNEY CO CORK",0,0
"BEAL, ASDEE, LISTOWEL",0,0
"Bowes Cross, Clonmines, Wellingtonbridge",0,0
"Brachenhill, Ballure Lane, Church Road",0,0
"CAMBRIDGE HOUSE, 41 MONTPELIER HILL, DUBLIN 7",51.45662915,-2.5772869033496155
"Carrigabruce, Ennisccorty",0,0
"CAUSLTOWN, DULEEK, COUNTY MEATH",0,0
"CINERNEY, CORNASEER, KILTOOM",0,0
"Clykeel South, Bartlemy, Fermoy",0,0
"COGHLANSTOWN WEST, BALLYMORE EUSTACE, KILDARE",53.137907,-6.631924554505288
"COOLBOA, CLASHMORE, CO. WATERFORD",0,0
"Cotts, Tacumshane, Broadway",0,0
"CROTTA, KILFLYNN, KERRY",0,0
"CRYSTAL WATERS, AGHANY, LOUISBURGH",0,0
"DERRYHERK, BALLYSHANNON PO, COUNTY LEITRIM",0,0
"FEARNOGGLYBAWN, GALWAY, GALWAY",0,0
"Forge Boreen, Stradbally",52.1309756,-7.4603629
"GORTMORE, BALLYFERRITER WEST, TRALEE",0,0
"HILLARYS HOUSE, CROWE ST, GORT",0,0
"KEOLTOWN, BALLINEA, MULLINGAR",0,0
"KILMORE QUAY, WEXFORD",52.1729654,-6.5890655
"KNOCKNEW, BALLYFOYLE, KILKENNY",0,0
"MALLAGHMORE, VIRGINIA, CAVAN",0,0
"MAYFIELD, CASHEL, CO TIPPERARY",0,0
"MILLPARK, CARRIGSLANEY, BALLON",0,0
"Mullagh Lane, Whiterath, Dromiskin",0,0
"No. 17 Glenatore, Coosan, Athlone",0,0
"RATHANNY, KILL, WATERFORD",0,0
"SALLYPORT, KINSALE, CORK",0,0
"TUBBER, MOATE, CO.OFFALY",53.3769587,-7.6615
"TULLAMORE HOUSE, HOPHILL, CHURCH ROAD",0,0
"WHITEFIELD, TEMPLEMORE, TIPPERARY",0,0
"1 ABBEY PARK GROVE, CLANE, KILDARE",53.2917697,-6.6770122796147735
"1 ANNAGH CLOSE, PEARSE ST, GOREY",0,0
"1 Chapel View, Templemoyle, Culdaff",0,0
"1 DUN NA HINSE, LAHINCH RD, ENNIS",0,0
"1 HARDIMAN RD, DRUMCONDRA, DUBLIN 9",53.373583749999995,-6.257726091923866
"1 ROSEDALE CLOSE, CASTAHEANY, DUBLIN 15",0,0
"1 SUNSHINE VILLAS, THOMONDGATE, LIMERICK",0,0
"1 Thornfields, Kilbrogan Hill, Bandon",51.7540977,-8.7359791
"10 BOTHAR SYNGE, GEESALA, BALLINA",0,0
"10 Crenigans Banog, Ashbourne",0,0
"10 DUNDRODY WHARF, NEW ROSS, CO. WEXFORD",0,0
"10 GLENVALE COURT, CLYBAUN RD, GALWAY",0,0
"10 HOLLYVILLE HEIGHTS, FRANCIS ST, WEXFORD",0,0
"10 TALLONSFIELD MANOR, DUNDALK, LOUTH",0,0
"100 THE ASHLING, DELFORD DR, ROCHESTOWN RD",0,0
"108 GANDON CLOSE, HAROLDS CROSS RD, HAROLDS CROSS DUBLIN 6W",0,0
"11 CEDER WOOD AVE, LOUGHBOY, KILKENNY",0,0
"11 Cluain an Fhiaidh, Deerpark, Lispole",0,0
"11 Gerards Way, Malin Road, Carndonagh",0,0
"114 Celtic Park AVenue, Whitehall, Dublin 9",0,0
"115 LEIXLIP PARK, LEIXLIP, KILDARE",53.3608946,-6.5005266679174465
