address,lon,lat
"EAST GREEN, DUNMANWAY, CO CORK",51.7196897,-9.113035
"FORESTWOOD, CLONROACHE, CO. WEXFORD",0,0
"GLACK PARK, DUBLIN ROAD, LONGFORD",53.7224549,-7.7843265
"HARBOUR STREET, MULLINGAR, CO WESTMEATH",53.5292003,-7.3433486
"HILDEN, BALLYDOWD, LUCAN",53.35736245,-6.426331258204742
"INCH LEVEL, SPEENOGUE, BURT",0,0
"Iris Cottage, Sallins Road, Naas",0,0
"KILFEACLE, TIPPERARY",0,0
"KILTEYREACHER LANE, BALLINALEE ROAD, LONGFORD",0,0
"MEADOWVALE CLARA RD, MOATE, WESTMEATH",0,0
"MELVIN HOUSE, MUNAKILL, MANORHAMILTON",0,0
"MONMORE, KILLENAGH, GOREY",0,0
"No 7 The Close, Millers Glen, Swords",53.4733358,-6.2402905
"No. 17 Castlepark Drive, Castlepark, Maynooth",53.3864526,-6.5847194
"O'MOORE STREET, TULLAMORE, CO OFFALY",53.2713538,-7.4939062
"RAHARDRUM, VIRGINIA, CAVAN",53.833428,-7.0752416
"REDEEN, BALLYCALLAN, KILKENNY",52.6399863,-7.377680160106413
"ROCK COTTAGE, NARIN, PORTNOO",0,0
"RUSH ME NOT, BALLYCOMCLONE, GOREY",0,0
"SRAHDUFF GLEBE, GLEBE, CLONASLEE",0,0
"ST BRIGIDS, WYNBERG PARK, BLACKROCK",0,0
"THE CHURCH, SNAVE, BALLYLICKEY",0,0
"TIBOHINE, CASTLEREA, ROSCOMMON",0,0
"WALLERS WELL, LIMERICK",0,0
"WALLERS WELL, ROXBORO ROAD",0,0
"WALSHESTOWN, MULLINGAR, WESTMEATH",53.5454317,-7.4068888
"1 HALTIGAN TERRACE, WATERFORD RD, KILKENNY",0,0
"1 & 2 MARION VILLAS, CORK ST, DUBLIN 8",0,0
"101 ALTAN, WESTERN DISTRIBUTER RD, GALWAY CITY",0,0
"106 ST BRENDANS PARK, TRALEE, KERRY",52.2775331,-9.7028277
"11 CLONATTIN, GOREY, WEXFORD",52.68351525,-6.2762631221335745
"11 FERNS AVE, FERNS BRIDGE, MONASTEREVIN",0,0
"11 GARRYOWEN RD, ST JOHNS, LIMERICK",0,0
"11 Knightsbrook Court, Knightsbrook Avenue, Trim",0,0
"11 MOUNTTOWN VILLAS, LOWER MOUNTTOWN, DUN LAOGHAIRE",0,0
"11 REDSHANK COURT ASTON VILLAGE, DROGHEDA, LOUTH",0,0
"12 BARRACK ST, WATERFORD",52.2557338,-7.120117
"12 BECKETT HALL, CARRICKMINES AVE, CARRICKMINES WOOD DUBLIN 18",53.25748565,-6.165967042462956
"12 Lismore, Earlsfort, Blackrock",53.96260325,-6.385339849999999
"13 CUIRT AN FHILE, MILLBANK, ROSLEVAN",0,0
"13 WATERLOO RD, BLARNEY, CORK",51.9698436,-8.5925688
"134 KIMMAGE RD WEST, KIMMAGE, DUBLIN 12",53.3127748,-6.3040344
"14 COURTLANDS, SILVERSPRINGS, TIVOLI",0,0
"140 BRANDON RD, DRIMNAGH, DUBLIN 12",0,0
"15 BALLSGROVE EST, DROGHEDA, LOUTH",0,0
"15 BRIDGEFIELD GROVE, CURRAHEEN, CORK",0,0
"15 Lea Road, Sandyount",0,0
"15 The Lakelands, Virginia, Co. Cavan",0,0
"16 DRUMBEAR WOOD, COOTEHILL RD, MONAGHAN",0,0
"17 DOMINICS COURT, CASHEL, CO. TIPPERARY",52.517738,-7.8865649
"17 DROMORE COURT, POWERSCOURT LAWNS, WATERFORD",0,0
"179 THE HARDWICK, NORTH BRUNSWICK STREET, DUBLIN 7",0,0
"19 ARDMORE DR, ARTANE, DUBLIN 5",0,0
"19 Grange Erin, Douglas, Cork",51.87011615,-8.444939703297798
"2 CARN COURT, GRANARD ST, BALLYJAMESDUFF",0,0
"2 River Valley Avenue, Swords",53.4522783,-6.2328332
"2 THE WALK, DUNBOYNE CASTLE, DUNBOYNE",0,0
"20 ASHGROVE COURT, DUNDRUM, DUBLIN 14",0,0
"22 The Hawthorns, Macroom Road, Bandon",0,0
"226 FERNWOOD, GLYNTOWN, GLANMIRE",0,0
"23 PRIMROSE AVE, ESKER HILLS, PORTLAOISE",53.0424411,-7.2937953
"24 CLOISTER GROVE, CARYSFORT CLOISTERS, BLACKROCK",0,0
"25 WOODLANDS GREEN, LAMBERTON, ARKLOW",0,0
"26 STRACOMER HILL, TULLAN STRAND, BUNDORAN",0,0
"26C VIRGINIA DR, FINGLAS SOUTH, DUBLIN 11",0,0
"27 BALLYNANTY ROAD, BALLYNANTY, CO.LIMERICK",52.6764825,-8.6403312
"27 COLLEGE GATE, SUMMERVILE AVE, SOUTH CIRCULAR RD",0,0
"28 GORT NA MANACH, CLONMEL",0,0
"28 SALLINS PIER, SALLINS, KILDARE",53.2461214,-6.671168010664445
"3 KNOCKAINEY RD, HOSPITAL, LIMERICK",52.473293,-8.4701294
"30 CEOAR VIEW, RIDGEWOOD, SWORDS",0,0
"30 DAVITT RD NORTH, WEXFORD, WEXFORD",52.3388536,-6.472235293709677
"31 SUNDALE CLOSE, MOUNTAINVIEW, TALLAGHT DUBLIN 24",0,0
"32 CLUAIN ARD, ARDNACASSA, LONGFORD",0,0
"33 THE JETTY, MARKET POINT, MULLINGAR",0,0
"35 Merrion Hall, Mount Merrion Avenue, Blackrock",53.2976776,-6.203830089455641
"36 SPENCER MANOR, SPENCER ST, CASTLEBAR",53.8521885,-9.294119568501475
"39 BELLEVILLE, BLACKHORSE AVE, DUBLIN 7",0,0
"4 Cois Na Sruthan, Coolgarrow, Enniscorthy",0,0
"4 LANDSDOWNE TERRACE, ST PATRICKS HILL, CORK",0,0
"4 VAUDEVILLE TERRACE, COMMONS RD, CORK",0,0
"40 THE OAKS, FRENCHPARK, ROSCOMMON",0,0
"41 SHANDON DR, PHIBSBOROUGH, DUBLIN 7",53.3638899,-6.2776021
"41 The Elms  Ridgewood, Forrest Road, Swords",0,0
"416 GALLOPING GREEN APTS, BLACKROCK, DUBLIN",0,0
"42 Kilmalum Avenue, Blessington Manor, Blessington",0,0
"43 CARLTON COURT, SWORDS, DUBLIN",53.451991899999996,-6.221418867473723
"44 SEAFIELD RD WEST, CLONTARF, DUBLIN 3",53.3646346,-6.2037734
"44 Whitethorn, Athgarvan, Newbridge",0,0
"45 Cill Beg Manor, Stradbally, County Laois",0,0
"5 CORRIB TERRACE, WOODQUAY, GALWAY",0,0
"5 KNOWTH COURT, POPPINTREE, DUBLIN 11",0,0
"5 OAK GROVE, KINGSCOURT, CAVAN",53.9129348,-6.8067606145647925
"50 Castle Oaks, Bandon",51.7426429,-8.7500553
"57 Brandon Square, Waterville, Blanchardstown",53.3933372,-6.3649027
"58 CASTLEFARM, SHANKILL, DUBLIN",0,0
"6 SANDBANKS, CIRCULAR RD, KILKEE",0,0
"61 FLOWER HILL, RUSHBROOKE, COBH",0,0
"61 WOODLEY PARK, KILMACUD, DUBLIN 14",53.28618085,-6.221757269709885
"64 EAGLE VALLEY, SARSFIELD RD, WILTON",0,0
"67 FINN EBER FORT, WELLMOUNT RD, FINGLAS DUBLIN 11",0,0
"7 BELFIELD CLOSE, CLONSKEAGH, DUBLIN 14",53.3074729,-6.2362304
"7 St Ultan's Terrace, Abbey Road, NAVAN",0,0
"7 ST ULTANS TERRACE, ABBEY RD, NAVAN",0,0
"71 The Elms, Ridgewood  Forrest Road, Swords",0,0
"72 BELMONT PARK, RAHENY, DUBLIN 5",0,0
"8 Atlantic View, Spunkane, Waterville",0,0
"87 BUTTERCUP PARK DARNDALE, DUBLIN 17, DUBLIN",0,0
"88 ST PETERS PLACE, ARKLOW, CO WICKLOW",52.7959814,-6.1647855
"89 ARD NA MARA, MALAHIDE, DUBLIN",53.4492626,-6.171947951408947
"89 KINVARA PARK, NAVAN RD, DUBLIN 7",0,0
"9 Ard na Locha, Moate",53.2913661,-9.0841501
"92 BROOKVILLE AVENUE, CLAREVIEW, LIMERICK",52.6727718,-8.6536906
"Apartment 13, Neptune House, Canada Square",0,0
"APARTMENT 2 CONNAUGHT COURT, REAR OF 116 CONNAUGHT STREET, KILCOCK",0,0
"APT 25, THE MILL, CLONDRA",0,0
"APT 38, MCGOVERNS CORNER, CORK ST DUBLIN 8",0,0
"APT 3, THE PLAZA, SHORE RD",0,0
"ASHLEY PARK, ARDONEY, NENAGH",0,0
"BALLARD PARK, BALLINACLASH RATHDRUM, WICKLOW",0,0
"BALLYKEEL SOUTH, KILFENORA, ENNIS",0,0
"BALLYPOREEN, BURNCOURT, CAHIR",0,0
"BARGYCOMMONS CLEARIESTOWN, CLEARIESTOWN, WEXFORD",0,0
"BOLTOWN, KILSICYRE, KELLS",0,0
"CHUTE HALL, KYLEBEG, KERRY",0,0
"CLONMORE, KILLESHIN, CARLOW",0,0
"COLINA VISTA, BURNFOOT RD, SAPPAGH",0,0
"CREEVEEN COTTAGE, ESKNAFEELNA, GLENGARRIFF",0,0
"CULLEEN, KILSALLAGH, WESTPORT",0,0
"CURRAGH, LATTERAGH, NENAGH",0,0
"DRUMLINE, NEWMARKET ON FERGUS, CLARE",0,0
"FORMOSA LODGE, SUSSA EMLAGHMORE, CAHERSIVEEN",0,0
"GIBBONSTOWN, ROCHFORTBRIDGE, WESTMEATH",0,0
"Glengarriff Road, Banrty",0,0
"GOLDSMITH LODGE, 1 DRUID  PARK, ELPHIN",0,0
"GREEN GABLES, NEWTOWN RD, WATERFORD",52.2520743,-7.0978813
"GURTYMADDEN, LOUGHREA, GALWAY",53.2024312,-8.408752452730635
"HEATHER LODGE, RAMPARK, JENKINSTOWN",0,0
"LOWER ROSSNOWLAGH, ROSSNOWLAGH, DONEGAL",0,0
"MAIN STREET, EYRECOURT, BALLINASLOE",0,0
"MONEYMORE, KNOCKCROGHERY",0,0
"MOUNT PLEASANT, STROKESTOWN, ROSCOMMON",0,0
"No 9 The Square, Aubrey Manor, Rathcoole",0,0
"NORTHVIEW HOUSE, KNOCKDOE, CLAREGALWAY",0,0
"NO. 7 SHANAGARRY HOUSE, DUNMANWAY, CO.CORK",0,0
"Pembrokestown, Butlerstown",52.2246717,-7.1797191
"Rathleash, Portarlington",53.12903315,-7.17012057652516
"SHALOM, RATHPEACON, KILLEENS",51.93256425,-8.531629884673475
"Shroughmore, Ballindaggin, Enniscorthy",0,0
"TEMPLEMOYLE LODGE, SHUDANE, NEWCASTLE",0,0
"WATERVILLE LINKS, 4 HOLIDAY HOMES, WATERVILLE",0,0
"WINTERWOOD, WINDMILL RD, BEAUPARC",0,0
"WOODVIEW, CAHIRDOWN, LISTOWEL",0,0
"1 CHESTNUT GROVE, MALLOW, CORK",52.1365052,-8.6375624
"1 HOGAN SQ, HOGAN PLACE, DUBLIN 2",46.1670528,-63.1729608
"1 SIDBURY COURT, BRAY, WICKLOW",0,0
"1 THE TIDES, ROSSLARE STRAND, CO WEXFORD",0,0
"10 CLANCY ST, FERMOY, CORK",52.1343386,-8.2788728
"10 KINCORA CLOSE, BALLINA, KILLALOE",0,0
"10 THE MALTHOUSE, HIGHER OCONNELL ST, KINSALE",51.7056723,-8.524915660388444
"10 WILLOW WOOD VIEW, HARTSTOWN RD, CLONSILLA DUBLIN 15",0,0
"100 HAMPTON WOOD RD, HAMPTON WOOD, FINGLAS DUBLIN 11",53.4050212,-6.2904717
"101 Willouise, Sherlockstown Road, Sallins",0,0
"108 THE ORCHARD, BLYRY, ATHLONE",0,0
"11 Bluebell Lane, Carrigaline",0,0
"11 BROWN ST, PORTLAW, WATERFORD",52.2891209,-7.3149631
"11 THE MALTHOUSE, HIGHER OCONNELL ST, KINSALE",51.7056723,-8.524915660388444
"116 SEASON PARK, NEWTOWNMOUNTKENNEDY, WICKLOW",53.0931924,-6.1164425
"121 CARTUR MOR, GLYBAUN RD, KNOCKNACARRA",0,0
"122 CASTLE PARK, TALLAGHT, DUBLIN",53.291271449999996,-6.345396625708101
"124 GLASAN, BALLYBANE, GALWAY",0,0
"13 Ashview Drive, Sixmilebridge",52.7384826,-8.779385348895127
"13 PRESENTATION AVE, CATHEDRAL RD LOWER, CORK",0,0
"138 CABRA RD, DUBLIN 7, DUBLIN",53.3610436,-6.290285442605832
"138 CHAPELGATE, ST ALPHONSUS RD, DUBLIN 9",0,0
"15 CIRCULAR RD, SLIGO",54.26429395,-8.473980722025328
"15 WHITEBARN RD, CHURCHTOWN, DUBLIN 14",53.2955089,-6.266524133944953
"158 Golf Links road, Castletroy",52.6526512,-8.5638058
"16 CRANN MOR, CLOGHERHEAD, LOUTH",0,0
"16 MORTON ST LOWER, CLONMEL, TIPPERARY",0,0
"17 Cnoc Ard, Ballina, Co. Tipperary",52.8140943,-8.4338813
"17 OAKLAND PARK, SWORDS, DUBLIN",0,0
"17 THE BELFRY, BALLYARD, TRALEE",0,0
"18 MILLRACE, MANORHAMILTON",0,0
"18 ROSARY RD, MARYLAND, DUBLIN 8",53.3370272,-6.2890444
"19  Cuirt Cleady, Glanerought, Kenmare",0,0
"191 LISMORE PARK, WATERFORD, WATERFORD",52.2490375,-7.140058
"2 BROOKVALE TERRACE, TOWNSEND STREET, SKIBBEREEN",0,0
"2 BUTLER COURT, CAHIR, TIPPERARY",52.5598556,-8.0468037
"2 CATHEDRAL COURT, LIMERICK RD, ENNIS",0,0
"2 MILL LANE, CULDAFF, CO.DONEGAL",0,0
"2 RIVERCOURT, TULLAMORE, OFFALY",0,0
"20 BARR NA GCURRAGH, FURBO, GALWAY",0,0
"20 HOPKINS HAVEN, MONASTEREVIN, KILDARE",53.1389047,-7.0470711
"200 Beechpark  Phase 2, Leixlip",0,0
"20A THE BAWN, MALAHIDE, THE BAWN",0,0
"21 Villa Park Gardens, Navan Road",45.4258616,-75.4310808
"22 CHURCH FIELDS, ASHBOURNE, MEATH",53.5075755,-6.407373896795896
"22 Forge Avenue, The Forge, Lusk",0,0
"22 THE DRIVE, DUNBOYNE CASTLE, DUNBOYNE",53.41432535,-6.480397381292356
"25 FAIRVIEW CRESCENT, KILLYGOWN, MONAGHAN",0,0
"25 NIALL ST, STONEYBATTER, DUBLIN 7",0,0
"26 OAK CRESCENT, ATHLUMNEY WOOD, NAVAN",53.6455568,-6.6627716
"26 PORLAND PLACE, DUBLIN 1",0,0
"27 Castlerock Avenue, Castleconnell",0,0
"27 HILLSIDE GARDENS, SKERRIES, DUBLIN",53.5704845,-6.113424
"27 WATERCREST MANNOR, BILLAR RD, NEWBRIDGE",0,0
"28 Castlerock Avenue, Castleconnell",0,0
"28 HIGHFIELD, BAILIEBOROUGH, CAVAN",0,0
"29 Castlerock Avenue, Castleconnell",0,0
"29 PEBBLE LAWN, TRAMORE, CO WATERFORD",0,0
"3 BRENNANSTOWN COURT, BRENNANSTOWN AVE, CABINTEELY DUBLIN 18",53.2576474,-6.148375
"3 THE BIRCHES, EASTHAM VILLAGE, BETTYSTOWN",0,0
"3 The Crescent, Oakfield, Charleville",52.3591189,-8.692212850000006
"3 WATCH HOUSE COTTAGES, KNIGHTSTOWN, VALENTIA ISLAND",0,0
"30 ASHBROOK CRESCENT, ENNIS RD, LIMERICK",0,0
"30 Ashgrove, Garrymore, Ballinagh",0,0
"30 STRAFFAN PLACE, STRAFFAN WOOD, MAYNOOTH",53.3697622,-6.593222
"30 TOWN COURT, SHANNON, CLARE",0,0
"31 GRATTAN LODGE, DONAGHMEDE, DUBLIN 13",0,0
"31 IONA PARK, ATHLONE, WESTMEATH",0,0
"31 PARK HEATH, GRANGE RATH, COLPE CROSS",0,0
"32 TOWN COURT, SHANNON, CO CLARE",0,0
"33 Meadow Court, Claremorris",0,0
"33 TARA COVE, BALBRIGGAN, DUBLIN",53.606882150000004,-6.190544860937502
"33 The Beeches, Archerstown Demesne, Ashbourne",0,0
"34 CARRICKHILL RD, PORTMARNOCK, DUBLIN",53.4309487,-6.1341523
"34 HAMOTON GREEN, NAVAN RD, MEATH",0,0
"34 LINNETFIELDS SQ, CLONEE, DUBLIN 15",0,0
"34 THE ELMS, NEWBRIDGE, KILDARE",51.6797239,-3.1666292
"34 The Elms, Ridgewood, Swords",0,0
"38 ARMADA COTTAGES, BUNDORAN, DONEGAL",0,0
"39 WESTVIEW, CLOONFAD, ROSCOMMON",53.69118455,-8.755638204006445
"4 BEECHWOOD RD, RANELAGH, DUBLIN 6",53.3211121,-6.252987
"4 SIMMONSTOWN MANOR, CELBRIDGE, KILDARE",53.332997399999996,-6.539166782047829
"4 Trinity Court, Tuam",0,0
"4 WATCH HOUSE COTTAGES, KNIGHTSTOWN, VALENTIA ISLAND",0,0
"40A York Road, Dun Laoghaire",53.2906007,-6.1439683
"43 CASTLE FARM, SHANKILL, DUBLIN",53.2272859,-6.1234146
"43 LARCHFIELD, STATION RD, DUNBOYNE",53.4148762,-6.4671567
"43 SMITHFIELD LOFTS, CHURCH STREET, DUBLIN 7",0,0
"44 MARIAN PARK, PATRICKSWELL, LIMERICK",0,0
"47 Ashgrove, Mountmellick",0,0
"47 DRIMNAGH RD, DUBLIN 12, DUBLIN",53.3265786,-6.336932741679457
"47 FRENCHPARK, ORANMORE, CO GALWAY",0,0
"48 HOLMPATRICK, ROCKABILL, SKERRIES",0,0
"48 THORNVILLE AVE, KILBARRACK, DUBLIN 5",53.3871537,-6.1520614
"49 CONGRESS VILLAS, DUNGARVAN, WATERFORD",52.0882945,-7.6341921
"5 Elder Heath Glade, Elder Heath, Kiltipper Road",0,0
"5 LOHUNDA CLOSE, CLONSILLA, DUBLIN 15",53.3865076,-6.4025065
"5 RICHMOND WAY, KILLARNEY RD, BRAY",0,0
"5 SORREL DALE, CLONSILLA, DUBLIN 15",0,0
"51 GALTYMORE RD, DRIMNAGH, DUBLIN 12",0,0
"51 KILDARE RD, CRUMLIN, DUBLIN 12",53.3255798,-6.3046732
"53 FONTENOY ST, DUBLIN 7",53.3555762,-6.2700764
"57 THE SWEEPSTAKES, BALLSBRIDGE PARK, BALLSBRIDGE DUBLIN 4",0,0
"58 CASTLEFIELD COURT, CLONSILLA, DUBLIN 15",53.3849074,-6.4163128
"59 Brandon Square, Waterville  Snugborough Road, Blanchardstown",0,0
"6 ERRIS GARDENS, CROSSMOLINA, MAYO",54.0996691,-9.3243605
"6 Heathfield Terrace, Cappagh Road, Finglas",0,0
"6 St Patricks Tce, Athlone",53.567988150000005,-8.254374819577851
"60 GLENVIEW GARDENS, FARRANSHONE, LIMERICK",52.6697599,-8.6365715
"60 Lynwood Park, Ballysimon Road, Limerick",0,0
"67 HILLVIEW EST, CLANE, NAAS",0,0
"7 GARDEN CITY, NORTH MAIN STREET, CORK",51.8985467,-8.479194487250009
"7 PARK VIEW HOUSE, TYRRELSTOWN, DUBLIN 15",0,0
"7 READE TERRACE, CIRCULAR RD, KILKENNY",0,0
"7 ROEBUCK LAWN, CLONSKEAGH, DUBLIN 14",53.3036496,-6.2426922430000005
"7 ST MOCHTAS GLEN, CLONSILLA, DUBLIN 15",53.3816483,-6.4021896
"70 AND 70A, UPPER DORSET ST, DUBLIN 1",0,0
"72 DOORADOYLE PARK, DOORADOYLE RD, LIMERICK",52.6361651,-8.64746993477874
"73 SILLOGE GARDENS, BALLYMUN, DUBLIN 11",0,0
"82 BURNELI SQ, NORTHERN CROSS, MALAHIDE RD DUBLIN 17",0,0
"85 THE WATERMILL, RAHENY, DUBLIN 5",0,0
"9 Bothar Tighernan, Dun Ri, Attyrory",0,0
"9 CAIRNS RD, SLIGO",54.2541153,-8.464601
"9 FAN GLAS, KILMEADEN, WATERFORD",0,0
"Aherla, Aherlamore",0,0
"APARATMENT 4, 4 MOUNTJOY SQUARE, DUBLIN 1",0,0
"Apartment 1  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 10  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 11  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 12  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 13  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 14  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 15  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 16  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 17  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 18  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 19  Park Lodge, 7-9 North Circular Road",0,0
"APARTMENT 1, 4 MOUNTJOY SQUARE, DUBLIN 1",0,0
"Apartment 2  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 20  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 21  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 22  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 23  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 24  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 25  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 26  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 27  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 28  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 29  Park Lodge, 7-9 North Circular Road",0,0
"APARTMENT 2, 4 MOUNTJOY SQUARE, DUBLIN 1",0,0
"Apartment 3  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 30  Park Lodge, 7-9 North Circular Road",0,0
"APARTMENT 30 RIDGE HALL, BALLYBRACK",0,0
"Apartment 309, Shamrock Plaza",0,0
"Apartment 31  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 32  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 33  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 34  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 35  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 36  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 37  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 38  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 39  Park Lodge, 7-9 North Circular Road",0,0
"APARTMENT 3, 4 MOUNTJOY SQUARE, DUBLIN 1",0,0
"Apartment 4  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 40  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 405, Shamrock Plaza",0,0
"Apartment 41  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 42  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 43  Park Lodge, 7-9 North Circular Road",0,0
"Apartment 44  Park Lodge, 7-9 North Circular Road",0,0
