address,lon,lat
"The Congregational Church, Inchicore Road, Kilmainham",0,0
"The Cottage, Bawnogues, Baltinglass",0,0
"The Cottagre, Raheen, Piltown",0,0
"The Grange, Inch island",54.002827100000005,-7.48327866404399
"The Kingdom, Newmarket",-36.8655658,174.7769545
"The Turret, 18 Park Drive, Ranelagh",0,0
"Windsong, Fenit",0,0
"14 Millview  The Old Mill, Fairyhouse Road, Ratoath",0,0
"Tentore, Ballacolla",0,0
"3 Adare Park, Coolock",53.3953556,-6.2078219
"5 Wainsfort Manor Drive, Terenure",0,0
"'Tanglewood'  The Nurseries, Delgany",53.1372857,-6.086395
"1 St. Patricks Road, Edenderry",0,0
"10 Breagagh Court, Kennyswell Road",0,0
"10 CARRAIG VALE, KILANERIN",52.7299292,-6.283194460418537
"11 Hollybank Way, Clongowen, Kilkenny",52.6391654,-7.2533262
"12 Ballymun Road, Glasnevin",53.377108500000006,-6.26906122920949
"13 Garryowen Road, Ballyfermot, Dublin 10",0,0
"14 CartronView, Sligo",0,0
"14 Springbank, Saggart, Co Dublin",53.28225235,-6.453424983935372
"14 WOODQUAY, MIDLETON, CORK",0,0
"144 The Park, Sallins Road, Naas",53.2305093,-6.660320414597498
"15 Cullenagh, Ballina, Killaloe",0,0
"152 Castlelawn heights, Headford Rd., Galway",0,0
"16 Elderwood Road, Palmerstown",53.353385,-6.3819452
"16 Rathlyon Park, Firhouse",53.2745797,-6.3317354
"16 st Patrick's Terrace, Cavan",54.0617007,-7.134447583888649
"16 The Anchorage, Williamstown",43.5032675,-75.89573934114583
"17 Seafield Road, Bootherstown, Blackrock",0,0
"18 Hollybank Drive, Clongowen",52.639924,-7.250546
"18 Rosehill, Wicklow Town",0,0
"19 Lismore, Earlsfort, Seafield Road  Blackrock",0,0
"2 The Meadows, Enniscrone",54.212711049999996,-9.079296455575134
"2 tullylorcan, cootehill",53.9774793,-7.041747641713555
"21 Silverstream Park, Kilbreckstown, Stamullen",0,0
"21 The Green, Kilterragh, Dooradoyle",0,0
"22 EGLINTON PARK, DONNYBROOK, DUBLIN 4",53.3177367,-6.2357556
"22 Nutgrove Avenue, Rathfarnham",53.2941101,-6.2774094
"22 PEMBROKE COURT, PEMBROKE ROAD, BALLSBRIDGE",53.3310063,-6.242926057890937
"22 shanard road, santry",0,0
"238 Crodaun Forest Park, Celbridge",53.3542093,-6.544377877265008
"24 Rushbrook Park, Templeogue",53.3003008,-6.328726299999998
"25 Laurel Grove, Tagoat",52.24450745,-6.385980152662796
"256  Tirellan Heights, Headford Road",0,0
"26 Beechfields, Monaaleen, Castletroy",0,0
"26 Dun Na Coiribe, Headford Road",0,0
"27 Pairc na Greine, Rathcormac",0,0
"27 scramogue manor, scramogue, county roscommon",0,0
"27A Castleknock Road, Castleknock",53.384094149999996,-6.371066199999998
"28 deanstown park, finglas",53.3838876,-6.317264382631858
"32 Earlsfort, Lismore, Seafield Road  Blackrock",0,0
"33 Niall Street, Dublin 7",53.3530007,-6.2893557
"33 Niall Street, Dublin 7",53.3530007,-6.2893557
"34 Jinks Avenue, Sligo",54.269984199999996,-8.484112561867086
"34 Meadowbank, Ballinaneeshagh, Waterford",0,0
"35 Grove Cottages, Faithlegg",0,0
"36  Cruachan, Dungarvan",0,0
"37  Rockabill, Skerries",0,0
"37 Abbey Park, Clane",53.293408,-6.677535338803283
"39 Lordan Park, Santry, Dublin 9",0,0
"4 Beech View, Rathwire, Killucan",0,0
"4 Carraig Palmer, Salthill, Galway",53.2607785,-9.07405550066462
"4 Churchtown Close, Milltown",53.487512300000006,-7.492901840948145
"4 Upper Street, Rathnew",0,0
"41 St. Eithne Road, Cabra, Dublin 7",53.3658421,-6.2855813
"41 The Priory, Newbridge",53.1852543,-6.7972562
"42 Bayview Grove, Youghal",0,0
"44  Glenview Park, Dillons Cross",0,0
"48 Hillside, Dalkey",53.27600805,-6.11240606504945
"49 SEAVIEW, POULSHONE, WEXFORD",0,0
"4C Moore Bay, Kilkee",0,0
"5 Ballywaltrim Cottages, Killarney Road, Bray",0,0
"5 Stocking Wood Way, Stocking Avenue, Rathfarnham",53.2713154,-6.3160633
"5 The Rise, Skerries Rock, Skerries",53.5817495,-6.1191837
"51  Glencairn Rise, The Gallops, Leopardstown",0,0
"52 iona Road, gLASNEVIN",-43.4751243,172.5950621
"54 Kilwarden Couert, Clondalkin",0,0
"54 Moyglare Abbey, Maynooth",53.389116903191116,-6.604752192538068
"57 Cloch Og, Oranmore",53.266733200000004,-8.922982349999995
"57 MOUNT SHONNON ROAD, KILMAINHAM",0,0
"6 Liam Mellows Court, Arklow",52.7925477,-6.1624594
"61 St Corban's Place, Naas",53.2227356,-6.6569642
"67 Bracken Court, Donnybrook, Douglas",51.8613697,-8.434484
"6A Drynam Road, Swords",53.453301,-6.2139984
"7 Bellevue Lawn, Delgany, County Wicklow",53.1340273,-6.0921564
