address,lon,lat
"16 THE SPIRES, WESTPORT RD, CLIFDEN",0,0
"17 CAISLEAN CUIRT, TULLOW RD, CARLOW",0,0
"17 CARRAIG MOR, LACKAGH, CO GALWAY",0,0
"175 CHURCHFIFLDS, ASHBOURNE, MEATH",0,0
"18 Ashfield Avenue, Ridgewood, Swords",0,0
"18 Barnwell Crescent, Hansfield, Barnwell",53.3918966,-6.4410455
"18 BOROIMHE HAWTHORNS, SWORDS, DUBLIN",53.4467608,-6.2360689
"18 CHANCERY PARK DR, CLONCOLLIG, TULLAMORE",0,0
"18 DORRINS STRAND, THE BRIDGE, STRANDHILL",54.27267365,-8.585061033423742
"18 GARDEN VILLAGE CRESCENT, KILPEDDER, WICKLOW",0,0
"18 Railway View, Belturbet",54.1007391,-7.4440418
"18 The Lawn, Hansfield Wood, Hansfield",53.3895563,-6.4317240500000015
"18 THE TURLINGS, LOUISBURGH, WESTPORT",53.7687137,-9.8088207
"19 BISHOPS PARK, WEXFORD, WEXFORD",52.329906699999995,-6.467225125217418
"19 LOIS NA MARA, LAHINCH, CO CLARE",0,0
"19 TEMPLE HALL, MOUNT SAINT ANNES, MILLTOWN",53.3131636,-6.2472184
"19 Usher Park, Knocksedan Demesne, Swords",53.4535097,-6.2619763
"194 THE SWEEPSTAKES, BALLSBRIDGE, DUBLIN 4",0,0
"19A THE AVENUE, PEMBROKE WOOD, PASSAGE WEST",0,0
"1A SEAMOUNT VIEW, SWORDS, DUBLIN",53.4543916,-6.2067993
"2 Barley Field, Wicklow Hills, Newtownmountkennedy",0,0
"2 BEECHLAWN HEIGHTS, BEECHLAWN, BALLINALSOE",0,0
"2 CONGREVE HOUSE, WILLIAM ST, WATERFORD",0,0
"2 CRESTON CLOSE, EARLSCOURT, WATERFORD",0,0
"2 CYPRESS RD, MOUNT MERRION, DUBLIN",53.29961145,-6.213986232379678
"2 MANOR DR, MANOR VILLAGE, TRALEE",0,0
"2 MOUNTAIN VILLA, CHURCH RD, KILLINEY",53.2642381,-6.1148407
"2 RECTORY COURT, RAMPART LANE, KINSALE",0,0
"2 Stillorgan Gate, Upper Kilmacud Road, Stillorgan",0,0
"21 COURTYARD, SUMMERHILL TERRACE, WATERFORD",0,0
"21 ELLENSBOROUGH DOWNS, KILTIPPER RD, TALLAGHT DUBLIN 24",0,0
"21 NEWHAVEN AVE, BALBRIGGAN, DUBLIN",53.6159829,-6.2085307
"22 HUGHES RD SOUTH, WALKINSTOWN, DUBLIN 12",53.3221972,-6.3240188
"23 ST JOHNS, PARK AVE, SANDYMOUNT DUBLIN 4",53.3231829,-6.2144906
"236 BEECHDALE, DUNBOYNE, MEATH",53.4145059,-6.4679093
"24B CRANMER LANE, BALLSBRIDGE, DUBLIN 4",0,0
"26 DodderBrook Park, DodderBrook, Oldcourt Road",0,0
"26 SUMMERHILL VILLAGE, SLIGO, CO. SLIGO",54.265925800000005,-8.47569171870584
"27 Dodder Brook Park, Dodder Brook, Oldcourt Road  Ballycullen",0,0
"27 STOCKING WOOD MANOR, STOCKING AVENUE, RATHFARNHAM",53.2716297,-6.3162667
"28 hOLLYWOODRATH CRESCENT, Hollystown, Dublin 15",0,0
"28 THE SPIRES, DONABATE, DUBLIN",0,0
"28 WOODFOD PARADE, CLONDALKIN, DUBLIN 22",0,0
"29 BALLYHOOLEY ROAD, CORK, COUNTY CORK",51.9096061,-8.4545651
"29 KELLY'S BAY STRAND, SKERRIES, CO DUBLIN",53.583831,-6.128543949999999
"2A FITZHAVEN SQ, SOUTH CIRCULAR RD, LIMERICK",0,0
"3 ARD EVAN VIEW, MONASTEREVIN, COUNTY KILDARE",0,0
"3 CLONES RD, NEWBLISS, MONAGHAN",54.13546975,-7.235963338838632
"3 EMMET COURT, MALLOW, CO CORK",0,0
"3 MERVIEW, COBH, CORK",0,0
"30 GRAND CANAL ST UPPER, DUBLIN 4, DUBLIN",53.3379015,-6.235588230589254
"30 GROVE RD, GLASNEVIN, DUBLIN 11",-43.4773713,172.5918025
"30 MERVUE LAWN, BALLYVOLANE, CORK",0,0
"309 BRIDGEWATER HOUSE, OLD WATERFORD RD, CLONMEL",0,0
"31 AMBERVALE, COOKSTOWN, TALLAGHT DUBLIN 24",0,0
"31 GLEANN NA RI, MURROUGH, RENMORE",0,0
"31 Hollywoodrath Crescent, Hollystown, Dublin 15",0,0
"315 BLARNEY ST, CORK",51.9010472,-8.5129636
"32 CHAPEL GATE, BALBRIGGAN, DUBLIN",53.6097094,-6.1924916
"32 foxhollow, golf links road, castletroy",0,0
"32 KEW PARK, LUCAN, DUBLIN",53.35505714999999,-6.468282049136299
"32 NEW HOUSES, TYHOLLAND, CO MONAGHAN",0,0
