address,lon,lat
"5 Braemor Drive, Churchtown, Co.Dublin",53.3024063,-6.263796285822307
"134 Ashewood Walk, Summerhill Lane, Portlaoise",0,0
"1 Meadow Avenue, Dundrum, Dublin 14",53.2867362,-6.2542186
"1 The Haven, Mornington",0,0
"11 Melville Heights, Kilkenny",52.6406659,-7.233921673580046
"12 Sallymount Avenue, Ranelagh",0,0
"13  Oakleigh Wood, Dooradoyle, Limerick",0,0
"13 The Drive, Chapelstown Gate, Tullow Road",0,0
"15 Carriglawn, Waterpark, Carrigaline",0,0
"15a Moore Bay, Kilkee",0,0
"16 Aisling Geal, Fr. Russell Road",0,0
"206 Philipsburgh Avenue, Marino, Dublin 3",53.3641928,-6.2398748
"22 Laverna Way, Castleknock, Dublin 15",53.3736655,-6.383456048919054
"23 Elton Park, Sandycove",53.2848756,-6.1177099
"25  Lavallin Drive, Whitechurch, Cork",0,0
"25 Fairway Lawns, Bettystown",0,0
"29 Carysfort Woods, Blackrock",53.2869263,-6.1835144
"33 RAGIAN ROAD, BALLSBRIDGE, DUBLIN 4",0,0
"4 Hawthorn Court, Collooney",0,0
"44 Allen Park Road, Stillorgan, County Dublin",53.285549849999995,-6.201760267081882
"48 KILLIANS COURT, MULLAGH",53.812809900000005,-6.956037748551723
"49 ballynakelly green, newcastle",53.29332705,-6.492449224086565
"5 Clancy Road, Finglas, Dublin 11",53.3938636,-6.2928969
"54., brides glen avenue, swords",53.4700344,-6.2384562
"59 ormond keep, nenagh",52.866902800000005,-8.202804679943569
"66 Rory O'Connor Place, Arklow",52.792780300000004,-6.1572224700353395
"78 Sundays Well Road, Cork",51.8994527,-8.4910679
"90 Suncroft Drive, Tallaght, Dublin 24",53.282090749999995,-6.408079325031485
"Aughmagree, Kilteevan",0,0
"Ballyeden, Ballyoughter, Gorey",0,0
"CARROWTRASNA, CARROWMORE LACKEN, BALLINA",0,0
"Cloonlaughnan, Mount Talbot",0,0
"Killult, Falcarragh",55.1394886,-8.1330628
"Knocknaree, Windsor Hill, Glounthaune",0,0
"Knock, Lanesboro",0,0
"No. 11 Blackrock Court, Quay Road, Ballina",54.1251819,-9.1382706
"No. 11, Charlotte Quay",53.3428817,-6.2369889
"No. 12, Charlotte Quay",53.3428817,-6.2369889
"No. 13, Charlotte Quay",53.3428817,-6.2369889
"No. 18, Charlotte Quay",53.3428817,-6.2369889
"Seikieran, Coldwood, Craughwell",0,0
"The Greenway, Mofel Farm Road, Cork",0,0
"The Mews, 11A Wyckham Park Road, Dundrum",53.2836946,-6.2460703
"11 CASTLE COURT, BIRR",53.0957521,-7.9136109
"12 CASTLE COURT, BIRR",53.0957521,-7.9136109
"122 KINGSBRY, MAYNOOTH",53.37262615,-6.592619444954401
"13  Slievemore Apartments, Dugort, Achill",0,0
"134 longboat quay north, sir john rogersons quay",0,0
"14 beaufield grove, maynooth",53.3739454,-6.5992847
"14 CASTLE COURT, BIRR",53.0957521,-7.9136109
"15 spence, villas, glengear",0,0
"153 Beechpark, Leixlip",0,0
"2 Hybrasil Court, Circular Road, Galway",0,0
"24 Garran Na Coille, Claureen, Co Clare",0,0
"2. tulach ard, rahardrum, virginia",0,0
"3 castle court, birr",53.0957521,-7.9136109
"3 Myrtle Square, The Coast, Baldoyle",0,0
"34 Fan Glas, Kilmeaden",0,0
"35 Charnwood Heath, Clonsilla, Dublin 15",0,0
"4 CASTLE COURT, BIRR",53.0957521,-7.9136109
"5 CASTLE COURT, BIRR",53.0957521,-7.9136109
"6 Clonasleigh Lane, Shankill",53.23550565,-6.12130995
"62 Ardkill Place, Ballinagh",53.925081,-7.4147026
"66 Villa Park Gardens, Navan Road",53.3723004,-6.3322383
"8 Silverview, Nenagh",0,0
"87 MANGERTON RAOD, DRIMNAGH",0,0
"9 Temple Manor Drive, Walkinstown, Dublin 12",0,0
"Apt 1 Linden Court, Blackrock",53.2924757,-6.193620684708757
"Ballinvarrig, Youghal",0,0
"Boolard, Dromina, Charleville",0,0
"Gortalia, Kilcar, Co. Donegal",0,0
"No 8 Ros Mhuire, Crobally Upper, Tramore",0,0
"Shanakill, Waterford",52.182672600000004,-7.384706924309588
"The Lamb Manor, Manor Kilbride, Blessington",0,0
"Unit 406 Bridgewater Quay, Bridgewater Centre, Arklow",0,0
"11 Glasheen Park, Magazine Road, Cork",0,0
"11 Tritonville Court, Sandymount",53.3341471,-6.2210102
"122 Leargan, Ballymoneen West, Galway",0,0
"17 Primrose Court, Forest Hill, Carrigaline",51.8071065,-8.3821125
"18 Earlsfort Court, Lucan, Co. Dublin",53.3469104,-6.4252835
"19 Rahin Road, Ballylinan, Co. Laois",52.94863466842105,-7.043142610526315
"21  Richmond Estate, Blackrock",0,0
"25 Markievicz Heights, Sligo",54.2560752,-8.4651755
"253 Bru na Gruadan, Castletroy",52.6617686,-8.575235439720421
"31 Gledswood Park, Clonskeagh, Dublin 14",53.303569949999996,-6.2386917740873535
"4 Swangate, Athenry",0,0
"547 The Heron, Jacobs Island, Cork",0,0
"58 Palmer Park, Ballyboden, Rathfarnham",53.2809007,-6.2912675
"6  MORNINGTON MANOR CLOSE, MORNINGTON",0,0
"60 oriel Cove, clogherhead",53.7926083,-6.2453812
"67 Pearse Road, Graiguecullen, Carlow",0,0
"68 Coillte Mhuirlinne, Ballybane, Galway",0,0
"73 Woodlands Park, Lamberton, Arklow",0,0
"79 Cardinal Court, Wilton, Cork",51.8788096,-8.5115462
"8 DDereen Drive, Wicklow Town, Co Wicklow",0,0
"84 Castleland Park View, Balbriggan",53.6003865,-6.1751248
"85 The Orchards, Ballincubby, Kinsale",0,0
"9 Colthurst Green, Huntington Glen, Lucan",0,0
"99 Fountain Hill, Mell, Drogheda",0,0
"Ardmelode, Miltown",0,0
"Ballydaly Lower, Millstreet",0,0
"Caherfinisker, Craughwell",0,0
"Carrowntarrir, Dysart, Roscommon",0,0
"Curragraigue, Blennerville, Tralee",52.23223285,-9.733016270401365
"Curragraigue, Blennerville, Tralee",52.23223285,-9.733016270401365
"Garravogue, Prosperous",0,0
"Hilltown, Buncrana",0,0
"Killeen, Newport",54.122635349999996,-6.344675056109452
"No 3 Walnut Close, Foxburrow, Portlaoise",53.03589,-7.2694923
"Rosenarra, Blarney Road",0,0
"Rusheenamanagh, Carna",0,0
"Scrine, Athleauge, Co. Roscommon",0,0
"The Lambe, Manor Kilbride",0,0
"108 Ryevale lawns, Leixlip, Co. Kildare",53.3689742,-6.494430292906854
"12  Woodlawn, Brigown, Mitchelstown",0,0
"121 Medebawn, Long Avenue, Dundalk",53.9948556,-6.38309055
"15 Griffith Drive, Finglas East",53.3834028,-6.2816762
"16 Abeyvill, Clare Road, Ennis",0,0
"16 Landscape Gardens, Churchtown",53.2985426,-6.257293749999999
"19 Ard Michael, Ballinalee Road",0,0
"22 The Green Moyglare Hall, Moyglare Road, Maynooth",53.39062635,-6.596371646952363
"24 Drimnagh Road, Drimnagh, Dublin 12",53.3249381,-6.318123
"26 Castlemartin Close, Bettystown",0,0
"32 Griffeen Glen Avenue, Lucan",53.341347850000005,-6.436627184172121
"37  The Moorings, Skibbereen",51.5540891,-9.27508534197096
"37 Castle Court, Killiney Hill Road, Killiney",53.26278485,-6.1129932319216636
"39B Elm Vale Avenue, Sarsfield Road, Wilton",0,0
"40 Ardkill Place, Garrymore, Ballinagh",53.925081,-7.4147026
"5 Shallee Drive, Cloughleigh, Ennis",0,0
"7 moyclare avenue, baldoyle",53.3926835,-6.1264882
"Annagh, Killena, Gorey",0,0
"Carricknamanna, Killygordan",0,0
"Parkview, Emly",0,0
"Scarteen Lower, Newmarket",52.22217105,-9.007187791215523
