address,lon,lat
"RANAHAN, CASTLEPOLLARD, WESTMEATH",0,0
"RATHCOOL, SCHULL, CO CORK",0,0
"RATHPEACON, CORK",51.9345761,-8.5200753
"RAVENS REST, SPRINGFIELD, BALLYFEARD",0,0
"ROSBEG, DAWROS BAY, PORTNOO CITY",0,0
"ROSEVILLE, ROXBORO RD, LIMERICK",52.6547341,-8.6175926
"Rossbrin, Kill Lane, Foxrock",0,0
"SAN ANTOINE, KINSALEY LANE, MALAHIDE",0,0
"Shangri La, Cartrontroy, Athlone",0,0
"THE MEWS, ST KEVINS COTTAGES, OFF SYNGE STREET",0,0
"TUBBERDALY, RHODE, OFFALY",0,0
"TUNAS, WINDMILL HILL, YOUGHAL",0,0
"WESTLANDS, UPPER ARDMORE, PASSAGE WEST",0,0
"WOLFE TONE ST, KILMALLOCK, LIMERICK",52.4002209,-8.5737452
"Woodfield, Broadford",0,0
"196 CHARLESLAND COURT, GREYSTONES, WICKLOW",53.1291279,-6.0707464
"416 RICHMOND COURT, DOCK RD, LIMERICK",52.6604178,-8.6343341
"21 THE LODGE, CASTLEDARGAN, BALLYGAWLEY",0,0
"68 CHARLESLAND COURT, GREYSTONES, WICKLOW",53.1280898,-6.0687866
"1 BELFRY RISE, CITYWEST DUBLIN 24, DUBLIN",0,0
"1 FAN NA GREINE, DROMOD, LEITRIM",0,0
"1 The Croft, Parc Na Silla, Loughlinstown",0,0
"10 BANCROFT RD, TALLAGHT, DUBLIN 24",53.2912189,-6.3522711
"10 BRIDGE STREET, WATERFORD",52.2857918,-7.3164516
"10 DUN ORAN, ORANHILL, ORANMORE",0,0
"10 ST IGNATIUS RD, DORSET ST, DUBLIN 7",0,0
"11 STRAND COURT, OCALLAGHAN STRAND, LIMERICK",52.664766,-8.6325959
"1169 COLVILLE ST, ROSSLARE HARBOUR, WEXFORD",0,0
"119 CASTLEKNOCK PARK, CASTLEKNOCK, DUBLIN 15",53.3726993,-6.359620193190475
"13 AVONDALE, OLD CHURCH RD, PASSAGE WEST",33.5084038,-82.0631697
"13 HAROLDS PLACE, MALLOW, CORK",0,0
"139 CHARLEVILLE SQ, BUTTERFIELD AVE, RATHFARNHAM DUBLIN 14",53.295422349999996,-6.294723965390171
"15 COOLNEVAUN, OFF UPPER KILMACUD RD, STILLORGAN",0,0
"15 STEAMBOAT QUAY, PHASE 1, DOCK ROAD",0,0
"17 SPENCER ST, CASTLEBAR, MAYO",53.8539547,-9.2954647
"19 UPPER LOTABEG ROAD, MAYFIELD",0,0
"1B CREGAREE, CONG, MAYO",53.54908845,-9.29740962003379
"2 ORCHARD RD, RAHENY, DUBLIN 5",53.37998445,-6.160571054608048
"2 VEREKER GARDENS, ENNIS ROAD, LIMERICK",0,0
"21 CONNOLLY TERRACE, BOHERMORE, GALWAY",0,0
"21 PRIORY GROVE, JOHNSTOWN, NAVAN",0,0
"22  Castle Park, Termonfeckin",0,0
"22 DROIM NA CILLE, LOUGHREA, GALWAY",0,0
"23 THE LAURELS, DOORADOYLE, LIMERICK",52.6323765,-8.6450329
