address,lon,lat
"9 CLONOUGH DR, LIMERICK RD, CASTLEISLAND",0,0
"9 Landen Park, Oldtown Demesne, Sallins Road Naas",0,0
"9 THE TERRACE, STRAND ST, TRAMORE",52.1608884,-7.1510825
"90 Inisfallen Parade, Derrynane Square, Phibsborough",0,0
"90 ROSAN GLAS, RAHOON, GALWAY",53.27764725,-9.09215675
"96 RATOATH AVE, FINGLAS WEST, DUBLIN 11",53.3866788,-6.3157415
"98 Browneshill Wood, Browneshill Road, Carlow",0,0
"APT 11  FOUR SEASONS HOTEL, BALLSBRIDGE, DUBLIN 4",0,0
"APT 11, AVONDALE HALL, 151 152 PARNELL ST DUBLIN 1",0,0
"APT 13, MILL WHARF, NORTH QUAY",51.5067036,-0.0201703
"Apt 2 Shea's Court, Manor Street, Stoneybatter",0,0
"Apt 22 St Lawrence Building, Harbour Road, Howth",0,0
"APT 3 THE GROVE, MILL STREET, WESTPORT",0,0
"APT 510, TALBOT HALL, TALBOT ST DUBLIN 1",0,0
"APT 63, COURTYARD, TULLYVALE DUBLIN 18",0,0
"BALLINCLOUGH, TIMAHOE, LAOIS",0,0
"BALLINHARDA, BALLYMACART, RING",0,0
"BALRATH, rathconrath",0,0
"BARNACULLIA, TYNAGH, LOUGHREA",0,0
"BISHOPLOUGH, BENNETTSBRIDGE, KILKENNY",0,0
"Block B, 28 Slade Castle Court, Saggart",0,0
"CARHOO WEST, BURNHAM, DINGLE",0,0
"CARNIN, BALLYJAMESDUFF, CO CAVAN",53.8381561,-7.1941648
"CARROWNAKNOCKRUAN, LISACUL, CASTLEREA",0,0
"CHURCH ST, BELMULLET, MAYO",53.7650457,-9.8100154
"Cooksland, Drumree road, Dunshaughlin",0,0
"CROSS OF THE GROVES, HILLVIEW, CLOONLOUGH",0,0
"DEELMOUNT, ASKEATON, CO LIMERICK",0,0
"DRIMAGH, ROSSLARE STRAND, WEXFORD",52.262224149999994,-6.386417303515816
"Dunroman, Main Street, Ballineen",0,0
"FEERA, KILMORE, CARRICK ON SHANNON",0,0
"FOUR WINDS, DRUMMIN, ANNAMOE",0,0
"GLEN VILLA, COLLEGE FARM RD, LETTERKENNY",55.125556,-7.811389
"GLENDREE LOWER, FEAKLE, CO. CLARE",0,0
"Glenview House & Cottage, Anglesboro",0,0
"GORT COTTAGE, CARDONAGH, CO DONEGAL",0,0
"GORTBRACK, GOLEEN, CORK",0,0
"HODGESTOWN UPPER, DONADEA, NAAS",0,0
"Kilbraney, Newbawn",0,0
"KILMURRY, CASTLEHILL, CROSSMOLINA",0,0
"KILSHEELAN, CLONMEL, TIPPERARY",52.3907806,-7.618611274824622
"LISCOLMAN, BRICKENS, CLAREMORRIS",0,0
"MAIN ST, KILLENAULE, THURLES",0,0
"MASABIELLE, 1 LIMERICK RD, NEWMARKET ON FERGUS",0,0
"MCBRIDE ST, RAPHOE, DONEGAL",0,0
"Milverton, Skerries",0,0
"Old Bridge House, Nobber, County Meath",0,0
"SHANBALLY, RINGASKIDDY, CORK",0,0
"Sheeps Cove, Farran, South Ring",0,0
"SHESHOOW, BROWNSTOWN, CURRAGH CAMP",0,0
"St Vincents Centre, Seapoint, Termonfeckin",0,0
"SUITE 31, THE LODGE, DOONBEG GOLF CLUB",0,0
"The Beamish Suite, PalaceAnne Mill, Murragh",0,0
"The Laurels, The Meelaghans, Tullamore",53.2552736,-7.4329509163698155
"THE WATERFALL, GLENCORRIB, SHRULE",0,0
"TIR NA NOG, GLAUN, SCHULL",0,0
"10 LATT HILLS, CAVAN, CO CAVAN",0,0
"10 Oakridge, Castle Heights, Kilmoney Road  Carrigaline",0,0
"11 KILTERAGH, DOORADOYLE, CO LIMERICK",52.637353,-8.6404941
"11 MELVILLE GREEN, JAMESTOWN RD, FINGLAS DUBLIN 11",0,0
"113 NORTH, YOUGHAL, MAIN ST",51.95,-7.850556
"116 MANORFIELD, KINNEGAD, WESTMEATH",0,0
"12 HEYWARDS MEWS, ROGANSTOWN, SWORDS",0,0
"12 SHANLISS, COLLINS AVE, DUNMORE RD",0,0
"121 CABRA RD, DUBLIN 7, DUBLIN",53.361395,-6.285704028101737
"139 Curragh Woods, Frankfield, Douglas",0,0
"14 BERRYFIELD, CLASSIS LAKE, OVENS",0,0
"14 BREMORE PASTURES CRESCENT, BALBRIGGAN, DUBLIN",0,0
"14 ORPHEN HILL, STILLORGAN GROVE, STILLORGAN",0,0
"14 PRIORY HALL, DUBLIN ROAD, DROGHEDA",53.7231912,-6.3330018
"14 THE COURT, RATHDALE, ENFIELD",53.4168636,-6.8245429
"14 THE GREEN, WOODSIDE, BETTYSTOWN",53.6965498,-6.2601352
"14 THE WAY, SALLINS PARK, SALLINS",0,0
"149 CLUAIN RIOCAIRD, HEADFORD RD, GALWAY",0,0
"149 Maple Woods, Ballinacurra, Midleton",0,0
"15 KILLAKEE LAWNS, FIRHOUSE, DUBLIN 24",53.27773758888889,-6.346239344444444
"15 rosehall, drogheda",0,0
"16 Marlton Hall, Marlton Road",52.9779898,-6.062609
"163 ST JOHNS CRESCENT, CLONDALKIN, DUBLIN 22",53.3151903,-6.4045912
"166 ASHCROFT, RAHENY, DUBLIN 5",0,0
"18 ARD NA MARA, CALLYSTOWN, CLOGHERHEAD",0,0
"19 DONNYBROOK MANOR, DONNYBROOK, DUBLIN 4",53.3206495,-6.238456501818776
"199 DUN EOIN, BALLEA RD, CARRIGALINE",0,0
"1A ALMA TERRACE, RANELAGH, DUBLIN 6",0,0
"2 RIVERVIEW APARTMENTS, GRANSHA, BUNCRANA",0,0
