address,lon,lat
"Broomhill, Mitchelstown",0,0
"Clifferna, Stradone",0,0
"Clonard Great, Wexford",52.32087995,-6.501990047919071
"Cornamucklagh, Moyvore",0,0
"Knockbrack, Knocknagoshel",0,0
"Lake Road, Collinstown",53.6471001,-7.2120269
"Lisheenfurroor, Kilkee",0,0
"Manorland, Trim",53.5501941,-6.802817576993965
"Meenacross, Dungloe",0,0
"Riverdale, Ballinaleck, Crossabeg",0,0
"Thomas Street, Rathkeale",52.5250958,-8.9395162
"TIRKEENAN, MONAGHAN",54.24626225,-6.963113057875776
"'Shanavalley', Newcastle Road, Lucan",0,0
"'St. Cornelius', Deerpark Road, Athlone",0,0
"10 AN CRANNOG, CARRICKMACROSS",0,0
"11  Galtrim Grange, Bloomfield, Malahide",0,0
"12 County View Terrace, Ballinacurra, Limerick",0,0
"13 St James' Avenue, Off Clonliffe Road",0,0
"13 The Crescent, Lakepoint Park, Mullingar",0,0
"14 Boroimhe Laurels, Swords",53.4462115,-6.2349262
"14 St Laurences Park, Wicklow Town",0,0
"141 St Attracta Road, Cabra, Dublin 7",53.367016,-6.2849723
"18 Trimleston Gardens, booterstown",53.30911555,-6.203298108379491
"1892, Mullacash Middle, Naas",0,0
"2 Ballycragh, Old Knocklyon Road, Knocklyon",0,0
"20 The Cloisters, Collon",0,0
"218 Woodfield, Scholarstown Road, Rathfarnham",53.277321799999996,-6.313343431653328
"24 Riverside Grange, The Quay, Ballina",54.1245213,-9.1395977
"25 Laurel Park, Newcastle",0,0
"28 Woodgrove, Forrest Road, Carrigaline",0,0
"29 Marlfield Mall, Tallaght, Dublin 24",53.2720961,-6.3714688
"30 annmount, friars walk, cork",0,0
"30 Carrowmore Drive, Knock",53.7958627,-8.929668071103254
"30 Church View, Lanesboro",43.7207974,-91.9768224
"32 Anglesea Road, Donnybrook",0,0
"33 Glenwood Road, Raheny",0,0
"34 Anglesea Road, Donnybrook",0,0
"37 No 52 Mountjoy Square, Dublin 1",0,0
"4  Flaxon Hall, Navan",53.6484508,-6.6575123
"4 McDermott Place, Nenagh",0,0
"4 McDonagh St, Nenagh",52.8645544,-8.1943555
"40 LIBADORE, BALLINA",0,0
"44 WADELAI ROAD, GLASNEVIN",0,0
