address,lon,lat
"Ballymacredmond, Butlerstown, Bandon",51.5797862,-8.7322425
"Clonbooley, Connolly",0,0
"Cooldrinagh, Bishopswood Road, Portarlington",53.170770399999995,-7.16538588357729
"Corbolley, Knockcroghery",0,0
"Doon, Raheen, Portlaoise",52.967054399999995,-7.383107806645566
"FANISK, KILLEAGH",0,0
"Farnahoe, Church Hill, Innishannon",0,0
"Ferndown, Marlborough Road, Glenageary",0,0
"Glenstal, Westminster Road, Foxrock",0,0
"harmony, 16 linden avenue, beaumount",0,0
"Heather Valley Lodge, Lodge Road, Westport",0,0
"Hydro Lodge, St. Anne's Road, Tower  Blarney",0,0
"Ivy Cottage, Ballygarrett, Gorey",0,0
"Knockglass, Ardagh, Newport",54.117379,-9.297665847307192
"Knocknagonnell, Ballymoe",0,0
"Kylebrack, Loughrea",53.13361945,-8.461979044548919
"Maldua House, Galway Road, Clifden",0,0
"Moneydarrag, Gleneely",0,0
"Moyne Village, Moyne, Thurles",0,0
"Newmill, Ramelton",0,0
"Oldtown, Thomastown",52.52,-7.210556
"Post Office Square, Passage East",42.3564297,-71.05571941398325
"Raheenamadra, Knocklong",0,0
"Station Road, Ballisodare",54.2105212,-8.5083217
"tara, pass road, meelick",0,0
"The Bunglow, Moorefield Road, Newbridge",0,0
"The Heron, Burgage Manor, Blessington",0,0
"Tomcoyle, Ashford",0,0
"Treascon, Portarligton",0,0
"Tullintlisny, Castleblayney",0,0
"Youngstown, Taghmon",0,0
"1 Birchvale, Kilbrittain Road, Bandon",0,0
"1 The Rise, Greenvally  Donnybrook, Douglas",0,0
"10 Claremount, Claremount Road, Carrickmines",53.26173615,-6.168307845881226
"10 Park Drive, Grange Rath, Drogheda",0,0
"10 St Patrick's Hill, Cork",51.902548749999994,-8.469712969263568
"10 The Pinnacles, Midleton",0,0
"10 The Willlows, Gort an Oir, Castlemartyr",0,0
"11 Cois Bhaile, Rathcormac",0,0
"11 St Patrick's Hill, Cork",51.9024842,-8.46972945493016
"11a St Patrick's Hill, Cork",51.9016248,-8.4700373
"12 Avondale Park, Bray, Co Wicklow",53.1951141,-6.1206475
"12 Stonyford, Ballivor",0,0
"13 Rock Road, Killarney",52.06573115,-9.514332007954813
"13 Templeville Park, Templeogue, Dublin 6w",53.2997359,-6.3020163
"13 The Glen, Oldtown Mill, Celbridge",53.3492446,-6.5539377
"14 Clanbrassil Terrace, Dowkins Lane, Lower Clanbrassil Street",0,0
"14 Springfort Meadows, Nenagh",52.859358900000004,-8.217532550000001
"146 Carrowkeel, Woodhaven, Castletroy",0,0
"15 The Drive, Carraig Abhainn, Knox Park",0,0
"16  Racecourse Road, Tralee",52.2775989,-9.6850605
"16 ALDER LODGE, FARMLEIGH WOODS, CASTLEKNOCK",0,0
"16 Craigford Avenue, Killester, Dublin 3",0,0
"161 foxrock park, foxrock",53.27671385,-6.171972510653034
"17 Newcastle Woods Avenue, Enfield",53.4135097,-6.8251652
"17 Summerhill North, St. Lukes, Cork",0,0
"18 Ard Na Si, Mohill",53.9190741,-7.875995993252384
"18 Belair Drive, Tuam",0,0
"18 Moyrath View, Kildalkey",53.56234255,-6.913367709999999
"2  Second Avenue, Parkmore, Baltinglass",0,0
"2 Roney Beach, Roney Point, Courtown",0,0
"20 Dartry Park, Cootehill",0,0
"20 springdale apartments, clonattin village, gorey",0,0
"20 Straffan Gate, Straffan",53.3140578,-6.605941494601345
"200A Sutton Park, Sutton",54.07371425,-1.1104901788790738
"20, Grange Meadows, Rosslare Strand",52.273448099999996,-6.397689413325827
"21 Johnswood Park, Ashbourne",53.5148641,-6.4081762
"22 Hook View, Dunmore East",0,0
"22 St Michael's Terrace, Carlingford",54.0371469,-6.1849573
"24 Esker Fields, Dunlo, Ballinasloe",0,0
"24 Knightswood, Legavooren, Drogheda",0,0
"25 Clonard Road, Crumlin, Dublin 12",53.3268044,-6.30568535
"25 Seabrook, Brook Lane, Rush",53.5270597,-6.1026695
"250 Bellevue, Islandbridge, Dublin 8",0,0
"26 Dunehaven, Ardamine, Courttown",0,0
"28 CLUAIN DUBH, FR. RUSSELL ROAD",0,0
"28 St Patrick's Hill, Cork",51.902577199999996,-8.470125795594466
"3 Beechlawn Manor, Terenure, Dublin 6w",0,0
"30 the view, Priory Court, watergrasshill",0,0
"31 GLENCLOY ROAD, WHITEHALL",53.3844538,-6.2476577
"34  Hillcourt Drive, Cobh",0,0
"34 Glasnevin Woods, Glasnevin, Dublin 11",0,0
"38 CHOIS CHUAIN, GLOUNTHAUNE",0,0
"38/39 Sandwith Street, Dublin 2",53.3452419,-6.2475356
"39 marian park, baldoyle",53.3952575,-6.1408463
"4  Abbottswood Avenue, Monastery Road, Rochestown Road",0,0
"4 Beechlawn Manor, Terenure, Dublin 6w",0,0
"4 CLuain Lorcain, Delvin",53.6090897,-7.088748
"4 Riverview, New Ross, Co. Wexford",52.385326,-6.9442696
"4 Tudor Close, Racehill, Ashbourne",0,0
"40 GLENOMENA PARK, BOOTERSTOWN",0,0
"40 Rosehill, Newport",52.7138303,-8.404516880805755
"405 The Cubes, Beacon Sout Quarter, Sandyford",0,0
"41 Luttrellstown Grove, Castleknock",53.3716262,-6.3990194
"41 Seaview Heights, Rathnew, Co Wicklow",52.9903273,-6.0815915
"44 Old Windmill Court, Lower Gerald Griffin Street",0,0
"44B  The Beeches, Holywell, Upper Kilmacud Road",0,0
"45 Blackrock Grove, Eden, Blackrock",0,0
"45 Oakdowns, Clondalkin",0,0
"46 Straffan Avenue, Straffan Wood, Maynooth",53.3699127,-6.5953641
"47 ABHAINN MOR, COLLOONEY",54.1784533,-8.4947
"47 SWEETMAN HOUSE, BALDOYLE",0,0
"48 Gleann Na Ri, Druids Valley, Cabinteely",0,0
"5 An Bruach, Kilanerin, Gorey",0,0
"5 Castledawson, Sion Hill",53.3031942,-6.1862245
"5 Cul Na Toinne, Bunbeg",0,0
"52 Rathsillan, Carlow Road, Tullow",52.806194500000004,-6.751817417584435
"53 ANNADALE DRIVE, WHITEHALL, DUBLIN 9",0,0
"53 Monread Heights, Naas",53.2288389,-6.656327
"53 NEWRATH VIEW, KELLS",53.72781205,-6.892464247742401
"54 Marcham Court, Stillorgan",0,0
"6  CAPDOO COMMON, CLANE",0,0
"6  Convent View, Clondlalkin",0,0
"6 Beverton Orchard, Donabate",53.490561549999995,-6.158651726539943
"64 Roselawn, Tramore",52.1601181,-7.1643423
"64 Roselawn, Tramore",52.1601181,-7.1643423
"66 PATRICIAN VILLAS, STILLORGAN",53.290673,-6.196220037797188
"67 abhainn glas, edgeworthstown",53.7012383,-7.6168406
