address,lon,lat
"448 NORTH CIRCULAR RD, PHIBSBORO, DUBLIN 7",0,0
"456 CLONARD RD, KIMMAGE, DUBLIN",53.3210644,-6.3045588
"48 COMMONS GROVE, DROMISKIN, LOUTH",53.9364123,-6.4063638
"5 BALLINAKILL CRESCENT, DUNMORE RD, WATERFORD",0,0
"5 DANIEL ST, DUBLIN 8",53.3348885,-6.2731327
"5 Hampton Gardens Drive, Balbriggan",53.6090254,-6.2015239
"5 LISIN COURT, MIDLETON, CORK",0,0
"5 MAYFIELD RD, GLENMORE, CAHERDAVIN",0,0
"5 ST CATHERINES AVE, RUSH, DUBLIN",53.535548,-6.0982708
"5 ST LUKES CRESCENT, DUNDRUM RD, DUBLIN 14",53.30852265,-6.24719645
"5 WILLOW PARK, ENNIS, CO CLARE",52.85359925,-8.991990723428394
"503 NEWTOWN HOUSE, HENRY ST, LIMERICK",0,0
"50A RIVERGROVE, ORANMORE, COUNTY GALWAY",0,0
"51 ARRA VIEW, RATHNANEANE, LIMERICK",0,0
"51 WINDMILL AVE, SWORDS, DUBLIN",53.4601025,-6.2301444
"54 WILLIAMSTOWN PARK, WATERFORD, WATERFORD",52.234467699999996,-7.0895673937559085
"56 OAKVIEW DR, BALLINACURRA, LIMERICK",52.64776535,-8.635380099999999
"58 CE NA MARA, GALWAY, GALWAY",53.27042925000001,-9.047564339509563
"58 CORRAN RIADA, MONKSLAND, ATHLONE",0,0
"59 GRESHAM HSE, CATHAL BRUGHA ST, DUBLIN 1",0,0
"59 HAMILTON PLACE, TRIM, MEATH",53.5593362,-6.7806674
"59 WILLOW PARK, ATHLONE, WESTMEATH",0,0
"6 Belltree Avenue, Belltree, Clongriffin",0,0
"6 BENMORE AVE, BALLYDUFF, TRALEE",0,0
"6 KEMPTON COURT, CAVAN TOWN, CAVAN",0,0
"6 LISIN COURT, MIDLETON, CORK",0,0
"6 MARTIN SAVAGE TERRACE, SLIGO, SLIGO",54.2683484,-8.4582535
"6 MICHAEL ST, NEW ROSS, WEXFORD",52.3939111,-6.9439159
"6 THE ORCHARD, WHATELY PLACE, STILLORGAN",53.2858306,-6.2098399
"6 WESTEND, GRANARD RD, BALLYJAMESDUFF",0,0
"7 ASHGROVE COURT, SANDYFORD RD, DUNDRUM DUBLIN 16",0,0
"7 DONERAILE PLACE, TRAMORE, WATERFORD",52.1602343,-7.1546251
"7 LISIN COURT, MIDLETON, CORK",0,0
"78 DECIES RD BALLYFERMOT, DUBLIN 10, DUBLIN",0,0
"8 ARGYLE RD, BALLSBRIDGE, DUBLIN 4",0,0
"8 CASTLE VILLAS, KILLINGARRICK, WICKLOW",0,0
"8 LISIN COURT, CONNOLLY ST, MIDLETON",0,0
"8 PEMBROKE COTTAGES, DUNDRUM, DUBLIN 16",53.2899046,-6.243605199999999
"8 RADHARC NA GCAISLEAIN, COLLOONEY, SLIGO",0,0
"8 RIDGEFORD, SANDYFORD RD, DUNDRUM DUBLIN 16",53.2874055,-6.2412627247254715
"8 THE COURT YARD, ATHBOY, COUNTY MEATH",0,0
"82 BROOKFIELD, KIMMAGE RD WEST, KIMMAGE DUBLIN 12",53.312893849999995,-6.301463141526341
"83 Main Street, Swords",53.458978,-6.2200635
"9 DELAHURST AVE, ONGAR PARK, DUBLIN 15",0,0
