address,lon,lat
"32 Offaly Road, Cabra East",53.3625371,-6.2857317
"36 Carrickhill Drive, Portmarnock",53.4266438,-6.1327934
"38 Wellfield, Kilkee",0,0
"4 Harley Court, Annagry",0,0
"4 HazelWood Avenue, Hartestown, Clonsilla",0,0
"4 Leer Road, Barnhill, Castledermot",0,0
"4 SILVERHILL, BALLISODARE",0,0
"40 Jinks Avenue, Sligo",54.2696181,-8.484366621960547
"40 Woodlands Park, Arklow",52.7977469,-6.1780082
"42 Ben Eadair Road, Stoneybatter",0,0
"45 Charnwood Park, Clonsilla",0,0
"48 Parklands Crescent, Maynooth",53.3791844,-6.5816503
"49 The Fairways, Golf Course Road, Westport",0,0
"5 Barnwell Avenue, Hansfield",53.3927653,-6.4419649
"5 Boreenatra, Dungarvan",52.0866052,-7.6209697
"5 coulter place, armagh road, dundalk",0,0
"5 Foyle View Manor, Carrigans",0,0
"5 Grace O'Malley Road, Howth",53.3861447,-6.0714013
"5 Summerhill Terrace, Waterford",52.2631774,-7.1206691
"5 Woodbrook, Culfadda, Ballymote",0,0
"50  SOUTH BEACH, DUNCANNON",52.22089535,-6.9218631285154295
"59 Rathbraughan Park, Sligo",54.28572615,-8.468295841147011
"6  DROMCILL, GLENVILLE, CO. CORK",0,0
"7 The Poplars, Forest Park, Portlaoise",53.0408504,-7.2829573
"8 Connolly Row, Dungarvan",0,0
"85 Lansdowne Park, Knocklyon",53.290013599999995,-6.312418545229965
"88 Kilbrody, Mount Oval, Rochestown",51.8660314,-8.404231694232251
"9 Orchard Ave, Rathkeale, Co. Limerick",0,0
"93 Melville Heights, Kilkenny",52.6406659,-7.233921673580046
"93 Phibsboro Road, Dublin 7",0,0
"Apartment 13, Duncairn Court, Blackrock",0,0
"Apartment 14  Block B, Radcliffe Hall  St. John's Road, Sandymount",0,0
"Apartment 14, Duncairn Court, Blackrock",0,0
"Apartment 1, Duncairn Court, Blackrock",0,0
"Apartment 5, Farranlea Crescent, Farranlea Road",0,0
"Apartment 7, Duncairn Court, Blackrock",0,0
"Apt 105, Westland Square, Dublin 2",0,0
"Apt 19 Linnen Hall, Harbour Mill, George's Hill  Balbriggan",0,0
"ApT 45 Lansdowne Wood, Lansdowne Road, Ballsbridge",0,0
"Aughnagally Cottage, Aughnagally, Enniscorthy",0,0
