address,lon,lat
"17 Roselawn View, Castleknock",53.38297935,-6.378607433941385
"18 ST ALBANS, BATTERY ROAD, LONGFORD",0,0
"192 Burnell Square, Northern Cross, Malahide Road",53.404113699999996,-6.180965010541591
"20 THE MILL, BALTINGLASS, WICKLOW",53.1614113,-6.535510499893011
"20 THE RICHMOND, WHITWORTH HALL, BRUNSWICK ST NORTH",0,0
"21 ARDSALLAGHMORE, ATHLONE RD, ROSCOMMON",0,0
"21 MANGERTON RD, DRIMNAGH, DUBLIN 12",0,0
"21 NEWLANDS, NEWTOWN RD, WEXFORD",0,0
"22 Meadow Court, Elm Park, Claremorris",0,0
"23 GLENDOO CLOSE, GREENPARK, WALKINSTOWN DUBLIN 12",0,0
"24 HOLIDAY COTTAGES, BARLEY COVE, GOLEEN",0,0
"24A LONDONBRIDGE RD, SANDYMOUNT, DUBLIN 4",0,0
"25 THE SPIRES, BALLINA, MAYO",0,0
"26 NEWPORTS TERRACE, BALLYBRICKEN, WATERFORD",0,0
"28 BEECHLAWN AVE, COOLOCK, DUBLIN 5",53.3907996,-6.2083048
"29 CLOONTUSKERT, LANESBOROUGH, ROSCOMMON",53.6988632,-8.015133961788296
"29 CRESCENT GARDENS, EAST WALL, DUBLIN 3",53.3574302,-6.2362496
"3 BELLA STREET, DUBLIN 1",53.3548755,-6.25118145
"3 Crosforge Close, Crosforge, Saggart",0,0
"3 HILLVIEW HEIGHTS, CLANE, KILDARE",53.2958112,-6.689628552597352
"3 MOYLISH CRESCENT, BALLYNANTYBEG, LIMERICK",0,0
"3 Pine Hall, Main Street, Newcastle",54.9683766,-1.6170427
"3 RIVERSIDE, BALLYRAGGET, CO KILKENNY",0,0
"3 St Patricks Terrace, Russell Street, Dublin 1",0,0
"3 The Alders, Castlejane Woods, Glanmire",0,0
"30 WHITESTRAND, AYLESBURY PARK, SLIGO",0,0
"31 CARLINN COURT, MULLAHARLIN ROAD, DUNDALK",0,0
"31 ST ANTHONYS CRESCENT, WALKINSTOWN, DUBLIN",0,0
"33 CARRAMORE DRIVE, KNOCK, MAYO",0,0
"34 BEECH AVE, BRINDLE HILL, CHARLEVILLE",0,0
"35 ORCHARD COURT, COMMONS RD, BLACKPOOL",0,0
"36 Esmonde Avenue, Clane",53.29779715,-6.694248969279812
"38 CAPPAGH GROVE, BALLINAGAR, OFFALY",0,0
"4 BELLGREE HEIGHTS, TYRRELSTOWN, DUBLIN 15",0,0
"40 BESSBOROUGH AVE, NORTH STRAND, DUBLIN 3",53.3566914,-6.2409766
"42 CARDIFFSBRIDGE AVE, FINGLAS WEST, DUBLIN 11",53.3875407,-6.3160636
"42 CLEARWATER NORTH, COMPASS COURT, ROYAL CANAL PARK DUBLIN 15",0,0
"47A HARMONSTOWN RD, HARMONSTOWN, ARTANE",53.3825,-6.2025
"49 CASTLETROY HEIGHTS, CASTLETROY, LIMERICK",52.6646501,-8.5717601
"5 ROSMORE, NEWPORT, MAYO",53.88576325,-9.589038911777847
"512 BROOKFIELD HALL, CASTLETROY, LIMERICK",52.659604,-8.57444081925293
"54 GULISTAN COTTAGES, RATHMINES, DUBLIN 6",53.3246081,-6.2622437
"55 BRYANSTOWN VILLAGE, DUBLIN RD, DROGHEDA",53.7074517,-6.3331686
"56 PRIMROSE GARDENS, CLARECASTLE, CLARE",52.8118583,-8.970264306041543
"57 BALREASK VILLAGE, TRIM RD, NAVAN",0,0
"6 CHANTIERE GATE, PORTLAOISE, CO LAOIS",53.0363354,-7.273704399999999
"6 Lake Drive, Kilminchy, Portlaoise",0,0
"6 MARREN PARK, BALLYMOTE",54.0913166,-8.51620865
"60 LEINSTER PARK, HAROLDS CROSS, DUBLIN 6W",53.3240598,-6.276000512407021
"61 COOLE HAVEN, GORT, GALWAY",53.072489250000004,-8.822626571414943
"62 COOLE HAVEN, GORT, GALWAY",53.072489250000004,-8.822626571414943
"67 CAPTAINS RD, KIMMAGE, DUBLIN 12",53.3149602,-6.301813314621576
"7 ABBEY HEIGHTS, BOYLE, ROSCOMMON",0,0
"7 BRIARFIELD RD KILBARRACK, DUBLIN 5, DUBLIN",0,0
"7 CAIRNFORT, ENNISKERRY RD, STEPASIDE DUBLIN 18",0,0
"7 KING ST, WEXFORD, WEXFORD",52.3346245,-6.4593173
"74 ROSBRACKEN, SHANNON, CLARE",0,0
"8 COIS CHLAIR, CLAREGALWAY, GALWAY",53.34470085,-8.944412849999999
"8 HIGH ST, UNION HALL, CORK",0,0
"8 THE LAWN, MOYGLARE ABBEY, MAYNOOTH",53.38908309813903,-6.605526382382767
"8 Woodview, Ballymurn, Enniscorthy",0,0
"81 ARDNACASSA AVE, LONGFORD, LONGFORD",53.727894,-7.7838579
"81 Glasnevin Avenue, Dublin 11",53.3905641,-6.2832494
"81 THORNFIELD SQ, CLONDALKIN, DUBLIN 22",0,0
"82 HOLLYBANK RD, DRUMCONDRA, DUBLIN 9",53.3677098,-6.2607568
"83 HANOVER DOCK, HANOVER QUAY, DUBLIN 2",53.3443951,-6.237762050000001
"9  Windmill Park, Drumkeeran",0,0
"9 College View, Westport Road, Castlebar",53.846760700000004,-9.308299133123267
"9 Grange Court, Grange, Fethard-on-Sea",0,0
"APARTMENT 10, 63 GREAT WATER STREET, CO LONGFORD",0,0
"APARTMENT 11, 63 GREAT WATER STREET, CO LONGFORD",0,0
"APARTMENT 12, 63 GREAT WATER STREET, LONGFORD",0,0
"APARTMENT 13, 63 GREAT WATER STREET, CO LONGFORD",0,0
"APARTMENT 14, 63 GREAT WATER STREET, CO LONGFORD",0,0
"APARTMENT 15, 63 GREAT WATER STREET, LONGFORD",0,0
"APARTMENT 1, 63 GREAT WATER ST, LONGFORD",0,0
"APARTMENT 3, 63 GREAT WATER ST, LONGFORD",0,0
"APARTMENT 4, 63 GREAT WATER STREET, LONGFORD",0,0
"APARTMENT 5, 63 GREAT WATER STREET, CO LONGFORD",0,0
"APARTMENT 6, 63 GREAT WATER STREET, CO LONGFORD",0,0
"APARTMENT 7, 63 GREAT WATER STREET, CO LONGFORD",0,0
"APT-4 BOHER BRADAGH HOUSE, OLD GALWAY ROAD, LOUGHREA",0,0
"Apt 12 Rexdon Court, Sandymount Avenue, Ballsbridge",0,0
"APT 2 CURLBRO HOUSE, DUNLO ST, BALLINASLOE",0,0
"APT 39 BLOCK C, SMITHFIELD MARKET, SMITHFIELD",0,0
"APT 49, KILLINEY HILL PARK, KILLINEY",0,0
"APT 5B, BROOKVILLE, HUNTERS LANE",0,0
"APT 6 BELLINGHAM HEIGHTS, CASTLEBELLINGHAM, CO LOUTH",0,0
"APT 68 BURNELL SQ, NORTHERN CROSS, MALAHIDE RD DUBLIN 17",0,0
"APTS 1 & 2 51 WATERLOO RD, DUBLIN 4, DUBLIN",0,0
"APTS 3 & 4, 51 WATERLOO ROAD, DUBLIN 4",0,0
"ATHLONE RD, KINNEGAD, WESTMEATH",53.4531389,-7.1129318
"BALLYEGAN, BALLYMACELLIGOTT, TRALEE",0,0
"BALLYKNOCK, BALLYMITTY, WEXFORD",52.280119150000004,-6.690251122055661
"BAWFUNE, BUTLERSTOWN, WATERFORD",0,0
"BROOKDALE, KINSEALY LANE, MALAHIDE",0,0
"CARROWBAUN, SWINFORD, CO MAYO",53.9234784,-8.95134424667948
"Cloonfada, Killaloe",52.7910479,-8.4633079
"Closelands, Ballybrittas, Portlaoise",0,0
"CRANN MOR, BATTERSTOWN, MEATH",0,0
"CRENANE, BALLAGHADERREEN, COUNTY ROSCOMMON",0,0
"CROSSROADS, KILLYGORDON, LIFFORD",0,0
"DRUMAVEIL, STATION RD, COOTEHILL",54.022746749999996,-6.985714003222515
"DRUMELLIHY, CREE, CO. CLARE",0,0
"DRUMLOUGHER, BAWNBOY, CO CAVAN",0,0
"ELPHIN ROAD, CARRICK ON SHANNON, CO ROSCOMMON",0,0
"HORESWOOD, CAMPILE, WEXFORD",0,0
"HORTLAND, DONADEA, NAAS",0,0
"KILMACUDDY, KILLEA, TEMPLEMORE",0,0
"LIMERICK RD, GRALLAGH, NENAGH",0,0
"LOCHLUA, 6 ARD COILLTE, BALLINA",0,0
"ROCKWOOD, CLAREGALWAY, GALWAY",53.32061985,-8.973417799265238
"RUSHEENS, OLD PARISH, DUNGARVAN",0,0
"SCART, GORTATLEA, TRALEE",0,0
"ST JOSEPH'S, GARVILLA, CLOGHERHEAD",0,0
"ST RITAS, SAN ANTONIO PARK, SALTHILL",0,0
"THE STABLES, COWBOOTER LANE, NASHVILLE",0,0
"TOP ROW, SEAMOUNT, COURTOWN",0,0
"TURLOUGH RD, CASTLEBAR, MAYO",53.8837542,-9.2306036
"Windgate, Lower Windgates, Greystones",0,0
"1 MOSS HALL, 49 51 PARNELL SQ, DUBLIN",0,0
"1 SEXTON ST, LIMERICK, LIMERICK",52.6601577,-8.6216385
"1 ST MARYS PARK, NAVAN, MEATH",53.6602361,-6.6786662
"1 VIOLET VILLAS, THOMONDGATE, LIMERICK",0,0
"10 MOSS HALL, 49 51 PARNELL SQ, DUBLIN",0,0
"10 ST PETERS DRIVE, WALKINSTOWN, DUBLIN 12",0,0
"106 GRANGE ABBEY CRESCENT, RAHENY, DUBLIN 13",0,0
"11 ASHLEY AVE, SWORDS, DUBLIN",53.4550985,-6.2127909
"11 COLLEGE AVE, CLONMEL, TIPPERARY",52.3552028,-7.6977615
"11 MOSS HALL, 49 51 PARNELL SQ, DUBLIN",0,0
"111 Arraview, Newcastle West, Co. Limerick",0,0
"111 BLOOMFIELD PARK, BLOOMFIELD AVE, DONNYBROOK DUBLIN 4",0,0
"115 Bluebell Road, Bluebell",53.3326837,-6.3346134
"12 MOSS HALL, 49 51 PARNELL SQ, DUBLIN",0,0
"12 PALMERS GLADE, PALMERSTOWN MANOR, PALMERSTOWN DUBLIN 20",0,0
"120 DOMINICK PLACE, WATERFORD, WATERFORD",52.2616276,-7.1280099
"121 ROSE HILL, WICKLOW",52.9729403,-6.0514448
"13 ADELAIDE COURT, ADELAIDE RD, DUBLIN 2",50.71437205,-3.5381028833432797
"13 Cedar Square, Grove Avenue, Blackrock",53.2927853,-6.191320978444139
"13 EGLINGTON TERRACE, DUBLIN 4",0,0
"13 LISNAMULT, ROSCOMMON",53.62173865,-8.20670140574872
"13 MOSS HALL, 49 51 PARNELL SQ, DUBLIN",0,0
"14  The Green, Millers Glen, Swords",53.47253535,-6.2412341
"14 NEW RD, INCHICORE, DUBLIN",53.3367576,-6.330534
"14 WOODHAVEN, MILLTOWN BRIDGE RD, CLONSKEAGH DUBLIN 14",53.3099475,-6.2445613
"15 Gleann Fia, Mogeely, Co. Cork",0,0
"15 SEAGRAVE, THE LINKS, PORTMARNOCK",0,0
"16 THE COURTYARD, JACOBS ISLAND, MAHON",0,0
"175 Deerpark Road, Friars Walk, Cork",0,0
"18A RACECOURSE LAWN, OAKPARK, TRALEE",0,0
"2 BRU NA GRUADAN, CASTLETROY, LIMERICK",52.6617686,-8.575235439720421
"2 KENTFIELD, OLD BRAY RD, SHANKILL",0,0
"2 MOSS HALL, 49 51 PARNELL SQ, DUBLIN",0,0
"2 Na Hinsean, Manorcunningham, County Donegal",0,0
"2 NEW RD, KILCOCK, KILDARE",0,0
"2 Princeton, Ardilea Road, Clonskeagh",53.300056999999995,-6.228001466886468
"22 Peyton Drive, Stoney Road, Rathcoole",0,0
"223 The Oaks, Newbridge",51.6785847,-3.1680947
"23 SPRINGFIELD CRESCENT, TEMPLEOGUE, DUBLIN 6",53.29848955,-6.300864644209238
"246 ELM MOUNT AVE, BEAUMONT, DUBLIN 9",53.3815468,-6.22947
"2A Princeton, Ardilea Road, Clonskeagh",53.300195349999996,-6.228183231546675
"3 BRAYTON CRESCENT, BAYNEFIELD, ENFIELD",0,0
"3 CLUAIN LIAG, MILLTOWN MALBAY, CLARE",0,0
"3 MOSS HALL, 49 51 PARNELL SQ, DUBLIN",0,0
"30 WHITETHORN PARK, GORTLEE, LETTERKENNY",0,0
"31 BRENNANSTOWN AVENUE, BRENNANSTOWN, CABINTEELY",53.2571551,-6.1506167
"31 Cross Avenue, Dun Laoghaire, County Dublin",53.29127475,-6.14137887503125
"33 ROSEGLEN AVE, KILBARRACK, DUBLIN 5",0,0
"34 SHANDON STREET, CORK CITY, CO CORK",51.9030009,-8.4781793
"345 ORWELL PARK, CLOSE, TEMPLEOGUE D6W",53.30013185,-6.31838545076455
"36 MILLRACE PARK, MILLRACE, SAGGART",0,0
"36 RUSSELL TERRACE, KETTLES LANE, KINSEALY",0,0
"37 Dolphin Road, Crumlin, Dublin 12",53.335198,-6.3026033
"38 ST BRENDANS TERRACE, KILLARNEY, KERRY",0,0
"4 ARASIAN NA MARA, SALTHILL, GALWAY",0,0
"4 Gortliomai, Clonlara",0,0
"4 Hotel Street, Graignamanagh",0,0
"4 MOSS HALL, 49 51 PARNELL SQ, DUBLIN",0,0
"4 STEPASIDE VILLAS, SANDYFORD, DUBLIN",0,0
"43 ROSEWOOD, JOHNSWELL RD, KILKENNY CITY",0,0
"44 WHITE HORSE LANE, TURLOUGH RD, CASTLEBAR",0,0
"48 Temple Hall, Mount St. Annes, Milltown",0,0
"5 John Dillon Street, Dublin",53.3423803,-6.273526546703297
"5 MOSS HALL, 49 51 PARNELL SQ, DUBLIN",0,0
"50 BUN A CHNOIC, LETTERAGH, RAHOON",0,0
"52 ST SAMSONS COURT, BALGRIFFIN, DUBLIN 13",53.4089794,-6.1730231
"53 Carleton Wharf, Youghal",51.94762165,-7.841789864270958
"54 Carleton Wharf, Youghal",51.94762165,-7.841789864270958
"56 OAKLANDS AVE, SWORDS, DUBLIN",53.4562094,-6.2182264
"57 CORABBEY COURT, MIDLETON, CO.CORK",0,0
"57 PARK WAY, GRANGERATH, COLPE",0,0
"58 OLIVER PLUNKET TERRACE, CLONMEL, TIPPERARY",0,0
"6 MOSS HALL, 49 51 PARNELL SQ, DUBLIN",0,0
"61 Churchfields, Clonlara, Co. Clare",0,0
"63B FRIARS HILL, BISHOP ODONNELL RD, FRIARS HILL",0,0
"69 GREAT WILLIAM O'BRIEN ST, BLACKPOOL, CORK",0,0
"69 MAIN ST, MIDLETON, CORK",51.9133608,-8.1719633
"7 ASHCROFT, CLOYNE, CORK",51.8640089,-8.1204704
"7 LORCAN RD, SANTRY, DUBLIN 9",53.3924868,-6.244850490819209
"7 MOSS HALL, 49 51 PARNELL SQ, DUBLIN",0,0
"7 THE LAURELS, AVOUREEN MEADOWS, DROGHEDA",0,0
"7 THE VIEW, SALLINS PARK, SALLINS",0,0
"71 TOURNORE PARK, ABBEYSIDE, DUNGARVAN",0,0
"8 BEECH DRIVE, PARNELL STREET, CARRICKMACROSS",0,0
"8 MOSS HALL, 49 51 PARNELL SQ, DUBLIN",0,0
"88 COOPERS GRANGE, OLD QUARTER, BALLINCOLLIG",0,0
"9 Cairnbrook Avenue, Cairnbrook, Carrickmines",0,0
"9 MANOR GREEN, MARLEY GRANGE, RATHFARNHAM DUBLIN 16",53.281465350000005,-6.268851400000012
"9 OCEAN TOWERS, SALTHILL, GALWAY",0,0
"95 TREES RD UPPER, MOUNT MERRION, DUBLIN",53.29206635,-6.214389753558666
"96 MOY HEIGHTS, BALLINA, MAYO",54.10618395,-9.16030379487299
"A3 THE MILL, DOORADOYLE PARK, LIMERICK",52.6361651,-8.64746993477874
"Apartment  29, Croi Oige Student Village, Athlone",0,0
"Apartment 14 'The Wooden Building', Old City  Exchange Street Upper, West Essex Street  Temple Bar",0,0
"Apartment 309, Gracepark Manor, Drumcondra",0,0
"Apartment 30, Croi Oige Student Village, Athlone",0,0
"Apartment 310, Gracepark Manor, Drumcondra",0,0
"APARTMENT 34 WATERSIDE LAWN, WATERSIDE SWORDS ROAD, MALAHIDE",0,0
"Apartment 35, 46 Middle Abbey Street, Dublin 1",0,0
"Apartment 53  Block B, Castle Gate, Castle Street",0,0
"Apartment 55, 125 Francis Street",0,0
"Apartment No. 167 the Berkley, Pembroke Square, Grand Canal Street",0,0
"Apt 20 Sli MacNean, Blacklion",0,0
"Apt. 12, 4 Herberton Street, Rialto",0,0
"BALLINAKILL ROAD, ABBEYLEIX, CO LAOIS",52.9120245,-7.3406571
"Ballinvoher, Caherlistrane",0,0
